view,domain,frm,to,code,name,p_from,p_to,diff,lo,hi,sig
all,影视,assistant_top1k,assistant_random1k,U02,裸实体,0.29109947643979056,0.07942973523421588,-0.2116697412055747,-0.24500223132745114,-0.1781148992504188,True
all,影视,assistant_top1k,assistant_random1k,U03,事实与数值,0.011518324607329843,0.07637474541751528,0.06485642081018544,0.04735993652961044,0.08385897043345052,True
all,影视,assistant_top1k,assistant_random1k,U04,解释与介绍,0.07539267015706806,0.14663951120162932,0.07124684104456126,0.04344902562386632,0.09918020565256834,True
all,影视,assistant_top1k,assistant_random1k,U05,核实与动态,0.01780104712041885,0.04378818737270876,0.02598714025228991,0.010679223706897804,0.04210114737961767,True
all,影视,assistant_top1k,assistant_random1k,U06,办事与操作,0.0010471204188481676,0.021384928716904276,0.02033780829805611,0.011521090640961323,0.03145743748057527,True
all,影视,assistant_top1k,assistant_random1k,U07,个案判断与建议,0.0,0.031568228105906315,0.031568228105906315,0.02149615444175565,0.044459892529525424,True
all,影视,assistant_top1k,assistant_random1k,U08,清单与推荐,0.10575916230366492,0.12321792260692464,0.017458760303259727,-0.011010382845217284,0.04588253451385844,False
all,影视,assistant_top1k,assistant_random1k,U09,获取现成内容,0.2638743455497382,0.17820773930753564,-0.08566660624220257,-0.12236371075304352,-0.04877436314144825,True
all,影视,assistant_top1k,assistant_random1k,U10,生成与编辑,0.03769633507853403,0.06924643584521385,0.03155010076667982,0.011533383574396597,0.05197809181851504,True
all,影视,assistant_top1k,assistant_random1k,U11,会话与系统指令,0.013612565445026177,0.03054989816700611,0.016937332721979934,0.003776758558215165,0.03085804126184534,True
all,影视,assistant_top1k,assistant_random1k,U12,违规或灰色内容,0.010471204188481676,0.010183299389002037,-0.000287904799479639,-0.010145919049682015,0.009426101014934489,False
all,影视,assistant_top1k,assistant_random1k,U13,无法判定,0.13298429319371727,0.18126272912423624,0.048278435930518976,0.01585617458621627,0.08059135146445225,True
all,影视,search_top10k,assistant_random1k,U01,导航直达,0.0817081708170817,0.008146639511201629,-0.07356153130588007,-0.08039506969453306,-0.0641431373222883,True
all,影视,search_top10k,assistant_random1k,U02,裸实体,0.39103910391039104,0.07942973523421588,-0.31160936867617517,-0.32969181701738304,-0.29071557070491755,True
all,影视,search_top10k,assistant_random1k,U03,事实与数值,0.0194019401940194,0.07637474541751528,0.056972805223495876,0.041685529306606066,0.07545843696976202,True
all,影视,search_top10k,assistant_random1k,U04,解释与介绍,0.013501350135013501,0.14663951120162932,0.13313816106661583,0.11224505770022589,0.15673240144296902,True
all,影视,search_top10k,assistant_random1k,U05,核实与动态,0.0013001300130013002,0.04378818737270876,0.04248805735970746,0.03133098803896698,0.05717231025117021,True
all,影视,search_top10k,assistant_random1k,U06,办事与操作,0.0009000900090009,0.021384928716904276,0.020484838707903377,0.013084355947852492,0.031579185936948355,True
all,影视,search_top10k,assistant_random1k,U07,个案判断与建议,0.0,0.031568228105906315,0.031568228105906315,0.022319330264793165,0.044459892529525424,True
all,影视,search_top10k,assistant_random1k,U08,清单与推荐,0.04590459045904591,0.12321792260692464,0.07731333214787874,0.05773761483689463,0.09969980641971504,True
all,影视,search_top10k,assistant_random1k,U09,获取现成内容,0.39633963396339633,0.17820773930753564,-0.2181318946558607,-0.24275880611051584,-0.19120708303720899,True
all,影视,search_top10k,assistant_random1k,U10,生成与编辑,0.00020002000200020003,0.06924643584521385,0.06904641584321365,0.05477872144209095,0.0866619927542188,True
all,影视,search_top10k,assistant_random1k,U11,会话与系统指令,0.00040004000400040005,0.03054989816700611,0.030149858163005708,0.021059958583181763,0.042879051639103466,True
all,影视,search_top10k,assistant_random1k,U12,违规或灰色内容,0.036203620362036205,0.010183299389002037,-0.026020320973034167,-0.03204730393517388,-0.016869796045971296,True
all,影视,search_top10k,assistant_random1k,U13,无法判定,0.013101310131013101,0.18126272912423624,0.16816141899322315,0.14519521211887293,0.19356630506839165,True
all,人物,search_top1000,assistant_top1k,U01,导航直达,0.025,0.0011248593925759281,-0.023875140607424072,-0.03555746162805532,-0.014314775942330034,True
all,人物,search_top1000,assistant_top1k,U02,裸实体,0.541,0.5793025871766029,0.03830258717660284,-0.006548358367484207,0.0828756225899474,False
all,人物,search_top1000,assistant_top1k,U03,事实与数值,0.038,0.048368953880764905,0.010368953880764906,-0.008038242632214879,0.02946538616661056,False
all,人物,search_top1000,assistant_top1k,U04,解释与介绍,0.345,0.09786276715410573,-0.24713723284589423,-0.28204455626371594,-0.21130211495013673,True
all,人物,search_top1000,assistant_top1k,U05,核实与动态,0.002,0.11023622047244094,0.10823622047244094,0.0885838654419929,0.1305719996090732,True
all,人物,search_top1000,assistant_top1k,U06,办事与操作,0.0,0.0,0.0,-0.003826898586390522,0.004302666900825409,False
all,人物,search_top1000,assistant_top1k,U07,个案判断与建议,0.0,0.0011248593925759281,0.0011248593925759281,-0.002812542270319081,0.006344118096092205,False
all,人物,search_top1000,assistant_top1k,U08,清单与推荐,0.023,0.02249718785151856,-0.0005028121484814407,-0.01426414874032318,0.013712243050338392,False
all,人物,search_top1000,assistant_top1k,U09,获取现成内容,0.01,0.021372328458942633,0.011372328458942633,7.884055336168823e-05,0.02399153379841351,True
all,人物,search_top1000,assistant_top1k,U10,生成与编辑,0.0,0.0,0.0,-0.003826898586390522,0.004302666900825409,False
all,人物,search_top1000,assistant_top1k,U11,会话与系统指令,0.0,0.0044994375703037125,0.0044994375703037125,-0.0002121128582911599,0.011511758400524937,False
all,人物,search_top1000,assistant_top1k,U12,违规或灰色内容,0.006,0.015748031496062992,0.009748031496062992,0.00027963486615115857,0.02074987534359688,True
all,人物,search_top1000,assistant_top1k,U13,无法判定,0.01,0.09786276715410573,0.08786276715410574,0.0681856061201891,0.1096423405634436,True
all,人物,search_top10k,assistant_top1k,U01,导航直达,0.01753155680224404,0.0011248593925759281,-0.01640669740966811,-0.019324085801219658,-0.010664071851898039,True
all,人物,search_top10k,assistant_top1k,U02,裸实体,0.5281506712081747,0.5793025871766029,0.05115191596842816,0.01699639422672753,0.08466048928119127,True
all,人物,search_top10k,assistant_top1k,U03,事实与数值,0.052594670406732116,0.048368953880764905,-0.004225716525967212,-0.017307209158169586,0.012463629247824876,False
all,人物,search_top10k,assistant_top1k,U04,解释与介绍,0.34061310358645563,0.09786276715410573,-0.2427503364323499,-0.26289210040606176,-0.21953755558430615,True
all,人物,search_top10k,assistant_top1k,U05,核实与动态,0.008715688238829894,0.11023622047244094,0.10152053223361104,0.08247835972182438,0.12386964669529771,True
all,人物,search_top10k,assistant_top1k,U06,办事与操作,0.0006010819475055099,0.0,-0.0006010819475055099,-0.0013109004141662606,0.003713885301899783,False
all,人物,search_top10k,assistant_top1k,U07,个案判断与建议,0.0,0.0011248593925759281,0.0011248593925759281,0.00012187546674474834,0.006344118096092205,True
all,人物,search_top10k,assistant_top1k,U08,清单与推荐,0.02244039270687237,0.02249718785151856,5.679514464618923e-05,-0.008415910885306258,0.012359297921199053,False
all,人物,search_top10k,assistant_top1k,U09,获取现成内容,0.013023442195952716,0.021372328458942633,0.008348886262989918,0.0003274400304307482,0.020291920348873352,True
all,人物,search_top10k,assistant_top1k,U10,生成与编辑,0.0,0.0,0.0,-0.00038470468027451986,0.004302666900825409,False
all,人物,search_top10k,assistant_top1k,U11,会话与系统指令,0.0,0.0044994375703037125,0.0044994375703037125,0.0017242704867392166,0.011511758400524937,True
all,人物,search_top10k,assistant_top1k,U12,违规或灰色内容,0.006712081747144861,0.015748031496062992,0.00903594974891813,0.002440355345935061,0.01964349135043255,True
all,人物,search_top10k,assistant_top1k,U13,无法判定,0.009617311160088158,0.09786276715410573,0.08824545599401758,0.07028435093603319,0.10961300700437306,True
all,人物,assistant_top1k,assistant_random1k,U01,导航直达,0.0011248593925759281,0.002105263157894737,0.0009804037653188087,-0.004457856047794555,0.006595619731056392,False
all,人物,assistant_top1k,assistant_random1k,U02,裸实体,0.5793025871766029,0.11368421052631579,-0.4656183766502871,-0.5026929151371775,-0.4263186803233203,True
all,人物,assistant_top1k,assistant_random1k,U03,事实与数值,0.048368953880764905,0.2094736842105263,0.16110473032976141,0.13160918774638336,0.19077890400557634,True
all,人物,assistant_top1k,assistant_random1k,U04,解释与介绍,0.09786276715410573,0.15368421052631578,0.05582144337221005,0.0255340335286418,0.08598490834550053,True
all,人物,assistant_top1k,assistant_random1k,U05,核实与动态,0.11023622047244094,0.1631578947368421,0.05292167426440117,0.021510948964874148,0.08416002568249172,True
all,人物,assistant_top1k,assistant_random1k,U06,办事与操作,0.0,0.0010526315789473684,0.0010526315789473684,-0.0033364775864743127,0.005938452589884022,False
all,人物,assistant_top1k,assistant_random1k,U07,个案判断与建议,0.0011248593925759281,0.021052631578947368,0.01992777218637144,0.010885678264120858,0.031207477312757317,True
all,人物,assistant_top1k,assistant_random1k,U08,清单与推荐,0.02249718785151856,0.15052631578947367,0.12802912793795512,0.10355749085314464,0.15342926342216512,True
all,人物,assistant_top1k,assistant_random1k,U09,获取现成内容,0.021372328458942633,0.03368421052631579,0.012311882067373155,-0.0029532278901426533,0.02781097239418874,False
all,人物,assistant_top1k,assistant_random1k,U10,生成与编辑,0.0,0.009473684210526316,0.009473684210526316,0.0032609017858867776,0.017906586554107352,True
all,人物,assistant_top1k,assistant_random1k,U11,会话与系统指令,0.0044994375703037125,0.009473684210526316,0.004974246640222604,-0.0033479145227449762,0.013843710918692262,False
all,人物,assistant_top1k,assistant_random1k,U12,违规或灰色内容,0.015748031496062992,0.04,0.02425196850393701,0.009237710194336014,0.040011461930464565,True
all,人物,assistant_top1k,assistant_random1k,U13,无法判定,0.09786276715410573,0.09263157894736843,-0.0052311882067373056,-0.032376154800681345,0.021650996382431564,False
all,人物,search_top10k,assistant_random1k,U01,导航直达,0.01753155680224404,0.002105263157894737,-0.015426293644349302,-0.018586544321653638,-0.009392243747311055,True
all,人物,search_top10k,assistant_random1k,U02,裸实体,0.5281506712081747,0.11368421052631579,-0.41446646068185894,-0.43552447581769144,-0.3905999664096398,True
all,人物,search_top10k,assistant_random1k,U03,事实与数值,0.052594670406732116,0.2094736842105263,0.1568790138037942,0.1317810106625889,0.18422655712310054,True
all,人物,search_top10k,assistant_random1k,U04,解释与介绍,0.34061310358645563,0.15368421052631578,-0.18692889306013985,-0.210408994497487,-0.1609103395569693,True
all,人物,search_top10k,assistant_random1k,U05,核实与动态,0.008715688238829894,0.1631578947368421,0.1544422064980122,0.132217420447854,0.17934242002532977,True
all,人物,search_top10k,assistant_random1k,U06,办事与操作,0.0006010819475055099,0.0010526315789473684,0.00045154963144185853,-0.0006687981101735265,0.005348206333201929,False
all,人物,search_top10k,assistant_random1k,U07,个案判断与建议,0.0,0.021052631578947368,0.021052631578947368,0.013658931640784095,0.0322942403905795,True
all,人物,search_top10k,assistant_random1k,U08,清单与推荐,0.02244039270687237,0.15052631578947367,0.1280859230826013,0.10653313082433775,0.15238393827377514,True
all,人物,search_top10k,assistant_random1k,U09,获取现成内容,0.013023442195952716,0.03368421052631579,0.020660768330363073,0.010639901803250846,0.0342955931701868,True
all,人物,search_top10k,assistant_random1k,U10,生成与编辑,0.0,0.009473684210526316,0.009473684210526316,0.004975493386708752,0.017906586554107352,True
all,人物,search_top10k,assistant_random1k,U11,会话与系统指令,0.0,0.009473684210526316,0.009473684210526316,0.004975493386708752,0.017906586554107352,True
all,人物,search_top10k,assistant_random1k,U12,违规或灰色内容,0.006712081747144861,0.04,0.03328791825285514,0.022416775732712536,0.047783900229451025,True
all,人物,search_top10k,assistant_random1k,U13,无法判定,0.009617311160088158,0.09263157894736843,0.08301426778728027,0.06605113662604085,0.1032014269972685,True
all,合计,search_top1000,assistant_top1k,U01,导航直达,0.0644,0.029060941227499457,-0.03533905877250054,-0.043766369874793556,-0.027000278556755006,True
all,合计,search_top1000,assistant_top1k,U02,裸实体,0.4446,0.30340490132292347,-0.14119509867707652,-0.16023191381864885,-0.1219924561900874,True
all,合计,search_top1000,assistant_top1k,U03,事实与数值,0.1098,0.09520711342441987,-0.014592886575580125,-0.026702317465281622,-0.0024407308686705317,True
all,合计,search_top1000,assistant_top1k,U04,解释与介绍,0.2324,0.11971372804163956,-0.11268627195836044,-0.12764759701718567,-0.09764999885858423,True
all,合计,search_top1000,assistant_top1k,U05,核实与动态,0.0022,0.03947083062242464,0.03727083062242464,0.031743743042990095,0.04336301782118269,True
all,合计,search_top1000,assistant_top1k,U06,办事与操作,0.0092,0.028193450444589027,0.018993450444589027,0.013641061600531273,0.02466343675310553,True
all,合计,search_top1000,assistant_top1k,U07,个案判断与建议,0.0116,0.034482758620689655,0.022882758620689655,0.016945550203244064,0.02912356460881205,True
all,合计,search_top1000,assistant_top1k,U08,清单与推荐,0.0204,0.054001301236174366,0.033601301236174365,0.02608720162852396,0.0413709531434026,True
all,合计,search_top1000,assistant_top1k,U09,获取现成内容,0.0884,0.082411624376491,-0.005988375623509012,-0.01715584438818383,0.005227906940175985,False
all,合计,search_top1000,assistant_top1k,U10,生成与编辑,0.0008,0.02168726957276079,0.02088726957276079,0.01686318669896907,0.025532661087791734,True
all,合计,search_top1000,assistant_top1k,U11,会话与系统指令,0.0,0.028193450444589027,0.028193450444589027,0.023727840161274587,0.03337807708707529,True
all,合计,search_top1000,assistant_top1k,U12,违规或灰色内容,0.0076,0.005855562784645413,-0.0017444372153545872,-0.005099997596924602,0.001611342670668686,False
all,合计,search_top1000,assistant_top1k,U13,无法判定,0.0086,0.15831706788115377,0.14971706788115377,0.13904582281545563,0.1607606155497065,True
all,合计,search_top10k,assistant_top1k,U01,导航直达,0.07097820212574311,0.029060941227499457,-0.04191726089824366,-0.046937663235474124,-0.03621357474833879,True
all,合计,search_top10k,assistant_top1k,U02,裸实体,0.38221341500030026,0.30340490132292347,-0.07880851367737679,-0.09258828606677737,-0.06472265627220866,True
all,合计,search_top10k,assistant_top1k,U03,事实与数值,0.14295722492443805,0.09520711342441987,-0.04775011150001818,-0.05645730290660916,-0.03842803607034654,True
all,合计,search_top10k,assistant_top1k,U04,解释与介绍,0.20739005984907624,0.11971372804163956,-0.08767633180743668,-0.09741244770137386,-0.077364258455798,True
all,合计,search_top10k,assistant_top1k,U05,核实与动态,0.010388518585239898,0.03947083062242464,0.02908231203718474,0.023753408473746216,0.0351566856725781,True
all,合计,search_top10k,assistant_top1k,U06,办事与操作,0.01573290097880262,0.028193450444589027,0.012460549465786407,0.00791885347297315,0.01775134118093185,True
all,合计,search_top10k,assistant_top1k,U07,个案判断与建议,0.017094017094017096,0.034482758620689655,0.01738874152667256,0.01235849705601369,0.023160821415633512,True
all,合计,search_top10k,assistant_top1k,U08,清单与推荐,0.028643487659881103,0.054001301236174366,0.025357813576293263,0.019017532846053713,0.03240672623111572,True
all,合计,search_top10k,assistant_top1k,U09,获取现成内容,0.09820052443003263,0.082411624376491,-0.015788900053541638,-0.0238289232952194,-0.0071077590925183315,True
all,合计,search_top10k,assistant_top1k,U10,生成与编辑,0.0018214936247723133,0.02168726957276079,0.019865775947988475,0.016020149751690853,0.024497689037462026,True
all,合计,search_top10k,assistant_top1k,U11,会话与系统指令,0.00034027902880361897,0.028193450444589027,0.02785317141578541,0.023449293049586997,0.03303937310978615,True
all,合计,search_top10k,assistant_top1k,U12,违规或灰色内容,0.008987369643107349,0.005855562784645413,-0.003131806858461936,-0.00515471217646655,-0.0003656175873407814,True
all,合计,search_top10k,assistant_top1k,U13,无法判定,0.015252507055785744,0.15831706788115377,0.14306456082536803,0.1327528381391266,0.15393462862237636,True
all,合计,assistant_top1k,assistant_random1k,U01,导航直达,0.029060941227499457,0.0040924902803355845,-0.02496845094716387,-0.0304169937528995,-0.019976963148286876,True
all,合计,assistant_top1k,assistant_random1k,U02,裸实体,0.30340490132292347,0.051974626560261916,-0.25143027476266155,-0.2660896589099179,-0.2367679062702763,True
all,合计,assistant_top1k,assistant_random1k,U03,事实与数值,0.09520711342441987,0.14896664620421526,0.053759532779795394,0.040649503214245125,0.06685380050855098,True
all,合计,assistant_top1k,assistant_random1k,U04,解释与介绍,0.11971372804163956,0.14876202169019848,0.029048293648558918,0.015338031197871478,0.04272727610680804,True
all,合计,assistant_top1k,assistant_random1k,U05,核实与动态,0.03947083062242464,0.08635154491508083,0.046880714292656195,0.03722501295013397,0.056619156581879125,True
all,合计,assistant_top1k,assistant_random1k,U06,办事与操作,0.028193450444589027,0.04685901370984244,0.018665563265253413,0.011050356541716566,0.026340919523872085,True
all,合计,assistant_top1k,assistant_random1k,U07,个案判断与建议,0.034482758620689655,0.14098629015756087,0.10650353153687121,0.09546314719926276,0.11767106249276345,True
all,合计,assistant_top1k,assistant_random1k,U08,清单与推荐,0.054001301236174366,0.09515039901780234,0.04114909778162797,0.030649296496717666,0.051685403343935045,True
all,合计,assistant_top1k,assistant_random1k,U09,获取现成内容,0.082411624376491,0.06363822385921833,-0.018773400517272665,-0.02931173798783212,-0.008313710484890874,True
all,合计,assistant_top1k,assistant_random1k,U10,生成与编辑,0.02168726957276079,0.058727235522815634,0.03703996595005485,0.02926653620491299,0.04496783340305306,True
all,合计,assistant_top1k,assistant_random1k,U11,会话与系统指令,0.028193450444589027,0.024145692653979946,-0.004047757790609081,-0.010562312811896273,0.0023839967659301077,False
all,合计,assistant_top1k,assistant_random1k,U12,违规或灰色内容,0.005855562784645413,0.010845099242889298,0.004989536458243885,0.0013155761464244465,0.008772828645289384,True
all,合计,assistant_top1k,assistant_random1k,U13,无法判定,0.15831706788115377,0.11950071618579906,-0.0388163516953547,-0.05276159091751701,-0.024911076562476132,True
all,合计,search_top10k,assistant_random1k,U01,导航直达,0.07097820212574311,0.0040924902803355845,-0.06688571184540754,-0.06958740043976606,-0.06374643659939311,True
all,合计,search_top10k,assistant_random1k,U02,裸实体,0.38221341500030026,0.051974626560261916,-0.33023878844003834,-0.3375049836592893,-0.32240205755726786,True
all,合计,search_top10k,assistant_random1k,U03,事实与数值,0.14295722492443805,0.14896664620421526,0.006009421279777216,-0.004179581860120605,0.016709358908242693,False
all,合计,search_top10k,assistant_random1k,U04,解释与介绍,0.20739005984907624,0.14876202169019848,-0.058628038158877765,-0.06896788582827057,-0.04778356405627575,True
all,合计,search_top10k,assistant_random1k,U05,核实与动态,0.010388518585239898,0.08635154491508083,0.07596302632984094,0.06835243142684289,0.08421085310154353,True
all,合计,search_top10k,assistant_random1k,U06,办事与操作,0.01573290097880262,0.04685901370984244,0.03112611273103982,0.025435264211437103,0.0375034908450845,True
all,合计,search_top10k,assistant_random1k,U07,个案判断与建议,0.017094017094017096,0.14098629015756087,0.12389227306354378,0.1143443702338876,0.13399176100022706,True
all,合计,search_top10k,assistant_random1k,U08,清单与推荐,0.028643487659881103,0.09515039901780234,0.06650691135792124,0.058454427862048866,0.07517284513380856,True
all,合计,search_top10k,assistant_random1k,U09,获取现成内容,0.09820052443003263,0.06363822385921833,-0.0345623005708143,-0.04158485974365057,-0.02692128421665471,True
all,合计,search_top10k,assistant_random1k,U10,生成与编辑,0.0018214936247723133,0.058727235522815634,0.05690574189804332,0.050640196747840725,0.06385899339685058,True
all,合计,search_top10k,assistant_random1k,U11,会话与系统指令,0.00034027902880361897,0.024145692653979946,0.02380541362517633,0.019855609487073246,0.028499189890204987,True
all,合计,search_top10k,assistant_random1k,U12,违规或灰色内容,0.008987369643107349,0.010845099242889298,0.0018577295997819487,-0.0008295596992987267,0.005263092478352026,False
all,合计,search_top10k,assistant_random1k,U13,无法判定,0.015252507055785744,0.11950071618579906,0.10424820913001331,0.09538104445735711,0.11370021093086645,True
interpretable,金融,search_top1000,assistant_top1k,U01,导航直达,0.06018054162487462,0.05739514348785872,-0.0027853981370159,-0.024030660035753968,0.01877970902133047,False
interpretable,金融,search_top1000,assistant_top1k,U02,裸实体,0.5155466399197592,0.2958057395143488,-0.21974090040541044,-0.2619880673939707,-0.1762146712825247,True
interpretable,金融,search_top1000,assistant_top1k,U03,事实与数值,0.40220661985957873,0.347682119205298,-0.054524500654280716,-0.0977054886258592,-0.010951512423498087,True
interpretable,金融,search_top1000,assistant_top1k,U04,解释与介绍,0.0020060180541624875,0.037527593818984545,0.03552157576482206,0.023724613648388602,0.05005011252271222,True
interpretable,金融,search_top1000,assistant_top1k,U05,核实与动态,0.0010030090270812437,0.05518763796909492,0.054184628942013674,0.040302353291758464,0.07103909851434959,True
interpretable,金融,search_top1000,assistant_top1k,U06,办事与操作,0.0020060180541624875,0.03863134657836645,0.036625328524203964,0.024671649442704797,0.0513186731109588,True
interpretable,金融,search_top1000,assistant_top1k,U07,个案判断与建议,0.0010030090270812437,0.08498896247240618,0.08398595344532495,0.06688703400518792,0.10396024817029961,True
interpretable,金融,search_top1000,assistant_top1k,U08,清单与推荐,0.006018054162487462,0.04083885209713024,0.03482079793464278,0.021699362563101277,0.05011607404234898,True
interpretable,金融,search_top1000,assistant_top1k,U09,获取现成内容,0.010030090270812437,0.04083885209713024,0.030808761826317806,0.016954480691758818,0.04643722528371557,True
interpretable,金融,search_top1000,assistant_top1k,U10,生成与编辑,0.0,0.0011037527593818985,0.0011037527593818985,-0.0028407580566922586,0.006225597212569902,False
interpretable,金融,search_top1000,assistant_top1k,U11,会话与系统指令,0.0,0.0,0.0,-0.003838369628120973,0.0042222734155044125,False
interpretable,金融,search_top1000,assistant_top1k,U12,违规或灰色内容,0.0,0.0,0.0,-0.003838369628120973,0.0042222734155044125,False
interpretable,金融,search_top1000,assistant_top1k,U13,无法判定,0.0,0.0,0.0,-0.003838369628120973,0.0042222734155044125,False
interpretable,金融,search_top10k,assistant_top1k,U01,导航直达,0.17350539368887993,0.05739514348785872,-0.11611025020102121,-0.1314701752660259,-0.09750920270993622,True
interpretable,金融,search_top10k,assistant_top1k,U02,裸实体,0.40296400846859565,0.2958057395143488,-0.10715826895424685,-0.13755096488724716,-0.07514913503770282,True
interpretable,金融,search_top10k,assistant_top1k,U03,事实与数值,0.36253654602278457,0.347682119205298,-0.014854426817486555,-0.0466208757150641,0.018110977276051245,False
interpretable,金融,search_top10k,assistant_top1k,U04,解释与介绍,0.012602076822260309,0.037527593818984545,0.024925516996724236,0.014107774674994097,0.039520599516241595,True
interpretable,金融,search_top10k,assistant_top1k,U05,核实与动态,0.014920858957556205,0.05518763796909492,0.04026677901153872,0.026936615986433144,0.05724479872469079,True
interpretable,金融,search_top10k,assistant_top1k,U06,办事与操作,0.01098901098901099,0.03863134657836645,0.027642335589355457,0.016684005397614755,0.04238257055507425,True
interpretable,金融,search_top10k,assistant_top1k,U07,个案判断与建议,0.003226131666498639,0.08498896247240618,0.08176283080590754,0.0652569676982429,0.10174216271952276,True
interpretable,金融,search_top10k,assistant_top1k,U08,清单与推荐,0.012198810363947979,0.04083885209713024,0.028640041733182263,0.017324796825489763,0.043714991574179456,True
interpretable,金融,search_top10k,assistant_top1k,U09,获取现成内容,0.006754713176731525,0.04083885209713024,0.034084138920398716,0.022869435908421127,0.04909703605130378,True
interpretable,金融,search_top10k,assistant_top1k,U10,生成与编辑,0.0,0.0011037527593818985,0.0011037527593818985,0.0001158422857731622,0.006225597212569902,True
interpretable,金融,search_top10k,assistant_top1k,U11,会话与系统指令,0.0,0.0,0.0,-0.00038714716558611596,0.0042222734155044125,False
interpretable,金融,search_top10k,assistant_top1k,U12,违规或灰色内容,0.0003024498437342474,0.0,-0.0003024498437342474,-0.0008889490780319572,0.003924538146315588,False
interpretable,金融,search_top10k,assistant_top1k,U13,无法判定,0.0,0.0,0.0,-0.00038714716558611596,0.0042222734155044125,False
interpretable,金融,assistant_top1k,assistant_random1k,U01,导航直达,0.05739514348785872,0.008762322015334063,-0.04863282147252466,-0.06626687267161252,-0.03283409501167252,True
interpretable,金融,assistant_top1k,assistant_random1k,U02,裸实体,0.2958057395143488,0.025191675794085433,-0.27061406372026336,-0.30226602061819363,-0.23928057427335847,True
interpretable,金融,assistant_top1k,assistant_random1k,U03,事实与数值,0.347682119205298,0.25301204819277107,-0.09467007101252695,-0.13631150997284483,-0.05258736270622132,True
interpretable,金融,assistant_top1k,assistant_random1k,U04,解释与介绍,0.037527593818984545,0.09857612267250822,0.06104852885352367,0.038205951936080604,0.08459506992097947,True
interpretable,金融,assistant_top1k,assistant_random1k,U05,核实与动态,0.05518763796909492,0.1171960569550931,0.062008418985998175,0.03641441846747284,0.0880213862224312,True
interpretable,金融,assistant_top1k,assistant_random1k,U06,办事与操作,0.03863134657836645,0.11829134720700986,0.07966000062864341,0.055393956592793524,0.10464441884413983,True
interpretable,金融,assistant_top1k,assistant_random1k,U07,个案判断与建议,0.08498896247240618,0.26396495071193865,0.17897598823953248,0.14494881868991266,0.21278703211909117,True
interpretable,金融,assistant_top1k,assistant_random1k,U08,清单与推荐,0.04083885209713024,0.08762322015334063,0.04678436805621039,0.024406869712230838,0.06973984653300223,True
interpretable,金融,assistant_top1k,assistant_random1k,U09,获取现成内容,0.04083885209713024,0.013143483023001095,-0.027695369074129148,-0.04365781031700554,-0.012986267759378329,True
interpretable,金融,assistant_top1k,assistant_random1k,U10,生成与编辑,0.0011037527593818985,0.001095290251916758,-8.462507465140535e-06,-0.005209112128072726,0.005154942634413948,False
interpretable,金融,assistant_top1k,assistant_random1k,U11,会话与系统指令,0.0,0.009857612267250822,0.009857612267250822,0.003567045989978114,0.01862804818367671,True
interpretable,金融,assistant_top1k,assistant_random1k,U12,违规或灰色内容,0.0,0.0032858707557502738,0.0032858707557502738,-0.001460377741140266,0.009616154407501278,False
interpretable,金融,assistant_top1k,assistant_random1k,U13,无法判定,0.0,0.0,0.0,-0.0042222734155044125,0.004190036752259059,False
interpretable,金融,search_top10k,assistant_random1k,U01,导航直达,0.17350539368887993,0.008762322015334063,-0.16474307167354588,-0.17346428118113413,-0.15357297045954313,True
interpretable,金融,search_top10k,assistant_random1k,U02,裸实体,0.40296400846859565,0.025191675794085433,-0.3777723326745102,-0.39056100760940904,-0.36214031169023536,True
interpretable,金融,search_top10k,assistant_random1k,U03,事实与数值,0.36253654602278457,0.25301204819277107,-0.1095244978300135,-0.1382689801152569,-0.07885202233418452,True
interpretable,金融,search_top10k,assistant_random1k,U04,解释与介绍,0.012602076822260309,0.09857612267250822,0.08597404585024791,0.06812624322853383,0.10712098934683656,True
interpretable,金融,search_top10k,assistant_random1k,U05,核实与动态,0.014920858957556205,0.1171960569550931,0.10227519799753688,0.08282470870231627,0.12486951238919841,True
interpretable,金融,search_top10k,assistant_random1k,U06,办事与操作,0.01098901098901099,0.11829134720700986,0.10730233621799887,0.08780554264137774,0.12994509988411926,True
interpretable,金融,search_top10k,assistant_random1k,U07,个案判断与建议,0.003226131666498639,0.26396495071193865,0.26073881904544,0.23314692828915284,0.29029183992248725,True
interpretable,金融,search_top10k,assistant_random1k,U08,清单与推荐,0.012198810363947979,0.08762322015334063,0.07542440978939266,0.058602661241297864,0.09563312398813612,True
interpretable,金融,search_top10k,assistant_random1k,U09,获取现成内容,0.006754713176731525,0.013143483023001095,0.00638876984626957,0.0004935922544916276,0.01618309302401913,True
interpretable,金融,search_top10k,assistant_random1k,U10,生成与编辑,0.0,0.001095290251916758,0.001095290251916758,0.00011378691443161902,0.006178071821405942,True
interpretable,金融,search_top10k,assistant_random1k,U11,会话与系统指令,0.0,0.009857612267250822,0.009857612267250822,0.005178561698886906,0.01862804818367671,True
interpretable,金融,search_top10k,assistant_random1k,U12,违规或灰色内容,0.0003024498437342474,0.0032858707557502738,0.0029834209120160266,0.000737699791575599,0.009316850139881155,True
interpretable,金融,search_top10k,assistant_random1k,U13,无法判定,0.0,0.0,0.0,-0.00038714716558611596,0.004190036752259059,False
interpretable,医疗,search_top1000,assistant_top1k,U01,导航直达,0.001002004008016032,0.011862396204033215,0.010860392196017183,0.0037280155167823273,0.02073018440847477,True
