surface,query,pv,u_ds,p_ds,s_query,s_rank,sim,via,加入具体的人(家人/年龄/我),加入数值/病程,要判断(严重吗/能…吗/需要…吗),要去处/费用,用药组合/时间/剂量,省略主语/给图,变短为裸词,方向反转:搜索要图→助手给图
assistant_top1k,肩周炎最好的治疗方法,243.0,U06,0,肩周炎怎么治疗最快最好,316,0.8883083462715149,nn,False,False,False,False,False,False,False,False
assistant_top1k,肩周炎最好的治疗方法,243.0,U06,0,肩周炎怎么治疗最快最好,316,,entity:肩周炎,False,False,False,False,False,False,False,False
assistant_top1k,湿疹,241.0,U02,0,湿疹,510,1.000000238418579,nn,False,False,False,False,False,False,False,False
assistant_top1k,湿疹,241.0,U02,0,湿疹是什么原因造成的,259,,entity:湿疹,False,False,False,False,False,False,True,False
assistant_top1k,胰腺炎的症状,241.0,U04,0,胰腺炎的症状有哪些,126,0.9378828406333923,nn,False,False,False,False,False,False,False,False
assistant_top1k,胰腺炎的症状,241.0,U04,0,胰腺炎的症状有哪些,126,,entity:胰腺炎,False,False,False,False,False,False,False,False
assistant_top1k,咳嗽,240.0,U02,0,咳嗽,1589,0.9999999403953552,nn,False,False,False,False,False,False,False,False
assistant_top1k,咳嗽,240.0,U02,0,咳嗽怎么治最快最有效,230,,entity:咳嗽,False,False,False,False,False,False,True,False
assistant_top1k,女性脑雾早期表现,240.0,U04,0,脑雾是什么症状,8158,0.801630973815918,nn,False,False,False,False,False,False,False,False
assistant_top1k,抑郁症测试题,240.0,U09,0,抑郁症测试题,5349,0.9999999403953552,nn,False,False,False,False,False,False,False,False
assistant_top1k,抑郁症测试题,240.0,U09,0,抑郁症的症状有哪些表现,76,,entity:抑郁症,False,False,False,False,False,False,False,False
assistant_top1k,肠癌早期症状,236.0,U04,0,肠癌早期有哪些症状,675,0.9684361219406128,nn,False,False,False,False,False,False,False,False
assistant_top1k,很痒,235.0,U13,1,痒,8746,0.8677678108215332,nn,False,False,False,False,False,False,False,False
assistant_top1k,甲状腺结节4a严重吗?需要手术吗怎么治疗,235.0,U07,1,甲状腺结节4a严重吗?需要手术吗怎么治疗,218,0.9999998807907104,nn,False,False,False,False,False,False,False,False
assistant_top1k,心梗什么症状,234.0,U04,0,心肌梗塞有哪些症状,4607,0.8865036964416504,nn,False,False,False,False,False,False,False,False
assistant_top1k,心梗什么症状,234.0,U04,0,心梗的前兆都有哪些症状,43,,entity:心梗,False,False,False,False,False,False,False,False
assistant_top1k,高血压防治指南,234.0,U04,0,高血压是什么原因引起的,1169,,entity:高血压,False,False,False,False,False,False,False,False
assistant_top1k,牙龈肿痛,230.0,U02,0,牙龈肿痛,8664,0.9999995827674866,nn,False,False,False,False,False,False,False,False
assistant_top1k,牙龈肿痛,230.0,U02,0,牙龈肿痛吃什么药快速消肿止痛,1242,,entity:牙龈肿痛,False,False,False,False,False,False,True,False
assistant_top1k,前列腺炎症状,229.0,U04,0,前列腺炎有哪些症状表现,185,0.9012023210525513,nn,False,False,False,False,False,False,False,False
assistant_top1k,前列腺炎症状,229.0,U04,0,前列腺炎吃什么药效果好见效快,401,,entity:前列腺炎,False,False,False,False,False,False,False,False
assistant_top1k,荨麻疹,229.0,U02,0,荨麻疹,435,1.0000005960464478,nn,False,False,False,False,False,False,False,False
assistant_top1k,荨麻疹,229.0,U02,0,"荨麻疹是什么原因引起的,怎么根治",103,,entity:荨麻疹,False,False,False,False,False,False,True,False
assistant_top1k,外阴白斑,226.0,U02,0,外阴白斑,3377,0.9999991059303284,nn,False,False,False,False,False,False,False,False
assistant_top1k,耳朵里总有嗡嗡声怎么解决,224.0,U07,1,"耳鸣,耳朵嗡嗡响是怎么回事?",415,0.7667589783668518,nn,False,False,False,False,False,False,False,False
assistant_top1k,肛门瘙痒怎么办,224.0,U06,0,肛门痒是怎么回事女性,9013,0.8437265157699585,nn,False,False,False,False,False,False,False,False
assistant_top1k,肛门瘙痒怎么办,224.0,U06,0,"肛门瘙痒是什么原因引起的,怎么治疗",328,,entity:肛门瘙痒,False,False,False,False,False,False,False,False
assistant_top1k,如何治疗,221.0,U13,0,治疗,9287,0.7865289449691772,nn,False,False,False,False,False,True,False,False
assistant_top1k,糖尿病的症状,219.0,U04,0,糖尿病症状,8803,0.9797114729881287,nn,False,False,False,False,False,False,False,False
assistant_top1k,糖尿病的症状,219.0,U04,0,糖尿病的症状有哪些表现,152,,entity:糖尿病,False,False,False,False,False,False,False,False
assistant_top1k,嘴唇发紫,215.0,U02,0,嘴唇发紫,6533,1.0000007152557373,nn,False,False,False,False,False,False,False,False
assistant_top1k,肌酐高怎么回事,215.0,U04,0,肌酐高怎么回事,71,0.9999997615814209,nn,False,False,False,False,False,False,False,False
assistant_top1k,牙龈出血是怎么回事,212.0,U04,0,牙龈出血是怎么回事,3821,1.0000001192092896,nn,False,False,False,False,False,False,False,False
assistant_top1k,骨头坏死前兆,206.0,U04,0,股骨头坏死早期表现,1253,0.8028925061225891,nn,False,False,False,False,False,False,False,False
assistant_top1k,头发,205.0,U02,0,头发,7890,1.000000238418579,nn,False,False,False,False,False,False,False,False
assistant_top1k,尿酸高吃什么好得快还能降下来,205.0,U07,0,尿酸高吃什么好得快还能降下来,111,1.0000001192092896,nn,False,False,False,False,False,False,False,False
assistant_top1k,尿酸高吃什么好得快还能降下来,205.0,U07,0,尿酸高的症状,54,,entity:尿酸高,False,False,False,False,False,False,False,False
assistant_top1k,甘油三酯偏高,205.0,U04,0,甘油三酯偏高说明什么,75,0.8813811540603638,nn,False,False,False,False,False,False,False,False
assistant_top1k,甘油三酯偏高,205.0,U04,0,甘油三酯正常值范围是多少,1588,,entity:甘油三酯,False,False,False,False,False,False,False,False
assistant_top1k,胸,205.0,U02,0,胸,404,0.9999997615814209,nn,False,False,False,False,False,False,False,False
assistant_top1k,头晕,202.0,U02,0,头晕,4987,1.000000238418579,nn,False,False,False,False,False,False,False,False
assistant_top1k,头晕,202.0,U02,0,头晕是什么原因引起的怎么办,1330,,entity:头晕,False,False,False,False,False,False,True,False
assistant_top1k,体脂率计算公式,201.0,U03,0,体脂率计算公式,254,1.0000001192092896,nn,False,False,False,False,False,False,False,False
assistant_top1k,体脂率计算公式,201.0,U03,0,体脂率正常值范围是多少,9274,,entity:体脂率,False,False,False,False,False,False,False,False
assistant_top1k,便秘吃什么好最快排便的方法,200.0,U07,0,便秘吃什么好最快排便,5413,0.9557331204414368,nn,False,False,False,False,False,False,False,False
assistant_top1k,便秘吃什么好最快排便的方法,200.0,U07,0,"便秘是什么原因造成的,该怎么解决",1810,,entity:便秘,False,False,False,False,False,False,False,False
assistant_top1k,胃疼怎么缓解,200.0,U06,0,胃疼怎么办怎么缓解最快方法,6873,0.8571246266365051,nn,False,False,False,False,False,False,False,False
assistant_top1k,胃疼怎么缓解,200.0,U06,0,胃疼吃什么药最好效果最快,1467,,entity:胃疼,False,False,False,False,False,False,False,False
assistant_top1k,正常血压是多少,197.0,U03,0,正常血压标准是多少,477,0.9358607530593872,nn,False,False,False,False,False,False,False,False
assistant_top1k,白癜风的早期症状,197.0,U04,0,白癜风初期的症状图片,1944,0.8368669152259827,nn,False,False,False,False,False,False,False,False
assistant_top1k,白癜风的早期症状,197.0,U04,0,白癜风是什么引起的原因,2056,,entity:白癜风,False,False,False,False,False,False,False,False
assistant_top1k,白癜风病能治好吗,195.0,U07,0,白血病能治好吗,9847,0.8620361089706421,nn,False,False,False,False,False,False,False,False
assistant_top1k,白癜风病能治好吗,195.0,U07,0,白癜风是什么引起的原因,2056,,entity:白癜风,False,False,True,False,False,False,False,False
assistant_top1k,拉肚子,193.0,U02,0,拉肚子,3173,1.000000238418579,nn,False,False,False,False,False,False,False,False
assistant_top1k,拉肚子,193.0,U02,0,拉肚子吃什么药效果好,2165,,entity:拉肚子,False,False,False,False,False,False,True,False
assistant_top1k,脂肪肝怎么消除最快最好方法,193.0,U06,0,脂肪肝怎么消除最快最好方法,179,1.0,nn,False,False,False,False,False,False,False,False
assistant_top1k,脂肪肝怎么消除最快最好方法,193.0,U06,0,"脂肪肝是什么原因引起的,该怎么治疗",336,,entity:脂肪肝,False,False,False,False,False,False,False,False
assistant_top1k,龟 头上有小红点是什么病,191.0,U04,0,龟 头上有小红点是什么病,768,1.0000003576278687,nn,False,False,False,False,False,False,False,False
assistant_top1k,脖子上长小肉粒,190.0,U04,0,脖子长小肉粒是怎么回事,8404,0.9262616634368896,nn,False,False,False,False,False,False,False,False
assistant_top1k,静脉曲张,190.0,U02,0,静脉曲张,1064,1.0000003576278687,nn,False,False,False,False,False,False,False,False
assistant_top1k,静脉曲张,190.0,U02,0,静脉曲张怎么治疗最好 腿部,181,,entity:静脉曲张,False,False,False,False,False,False,True,False
assistant_top1k,中暑的症状表现,189.0,U04,0,中暑的症状表现,139,0.9999997019767761,nn,False,False,False,False,False,False,False,False
assistant_top1k,心脏,189.0,U02,0,心脏,1989,1.0000004768371582,nn,False,False,False,False,False,False,False,False
assistant_top1k,肺结节,189.0,U02,0,肺结节,2142,0.9999995827674866,nn,False,False,False,False,False,False,False,False
assistant_top1k,肺结节,189.0,U02,0,肺结节是什么病情况严重吗,1156,,entity:肺结节,False,False,False,False,False,False,True,False
assistant_top1k,孕妇,187.0,U02,0,孕妇,1709,1.000000238418579,nn,False,False,False,False,False,False,False,False
assistant_top1k,前列腺炎的症状,183.0,U04,0,前列腺炎有哪些症状表现,185,0.9166739583015442,nn,False,False,False,False,False,False,False,False
assistant_top1k,前列腺炎的症状,183.0,U04,0,前列腺炎吃什么药效果好见效快,401,,entity:前列腺炎,False,False,False,False,False,False,False,False
assistant_top1k,心梗的前兆都有哪些症状,183.0,U04,0,心梗的前兆都有哪些症状,43,1.0000003576278687,nn,False,False,False,False,False,False,False,False
assistant_top1k,舌苔发白,183.0,U02,0,舌苔发白怎么回事是什么原因,5010,0.7924274802207947,nn,False,False,False,False,False,False,True,False
assistant_top1k,舌苔发白,183.0,U02,0,舌苔发白是什么原因引起的,4210,,entity:舌苔发白,False,False,False,False,False,False,True,False
assistant_top1k,口臭的主要原因,182.0,U04,0,口臭是什么原因引起的,7881,0.8175841569900513,nn,False,False,False,False,False,False,False,False
assistant_top1k,口臭的主要原因,182.0,U04,0,"口臭是什么原因引起的,怎样去除",134,,entity:口臭,False,False,False,False,False,False,False,False
assistant_top1k,有点痒,182.0,U13,1,痒,8746,0.8442359566688538,nn,False,False,False,False,False,False,False,False
assistant_top1k,毛囊炎,181.0,U02,0,毛囊炎,1371,0.9999997615814209,nn,False,False,False,False,False,False,False,False
assistant_top1k,毛囊炎,181.0,U02,0,毛囊炎用什么药最有效,863,,entity:毛囊炎,False,False,False,False,False,False,True,False
assistant_top1k,生孩子,181.0,U13,0,生孩子,1112,1.0000005960464478,nn,False,False,False,False,False,False,False,False
assistant_top1k,男性胃癌最明显征兆,181.0,U04,0,胃癌最明显的一个征兆,3096,0.8811498284339905,nn,False,False,False,False,False,False,False,False
assistant_top1k,感冒,179.0,U02,0,感冒,2881,0.9999998211860657,nn,False,False,False,False,False,False,False,False
assistant_top1k,感冒,179.0,U02,0,感冒挂什么科门诊,3564,,entity:感冒,False,False,False,False,False,False,True,False
assistant_top1k,白癜风不能吃什么食物,178.0,U08,0,白癜风是什么引起的原因,2056,,entity:白癜风,False,False,False,False,False,False,False,False
assistant_top1k,十个信号说明你怀孕了,176.0,U08,0,十个信号说明你怀孕了,9311,1.0,nn,False,False,False,False,False,False,False,False
assistant_top1k,喉咙有异物感,176.0,U04,0,"喉咙有异物感,咽部好像有东西堵塞",375,0.8769031763076782,nn,False,False,False,False,False,False,False,False
assistant_top1k,血糖高怎么降下来,176.0,U06,0,血糖高吃什么最好降的快,140,0.7948741912841797,nn,False,False,False,False,False,False,False,False
assistant_top1k,血糖高怎么降下来,176.0,U06,0,血糖高的症状表现有哪些,5864,,entity:血糖高,False,False,False,False,False,False,False,False
assistant_top1k,糖尿病有哪些症状,175.0,U04,0,糖尿病的症状有哪些表现,152,0.9675840735435486,nn,False,False,False,False,False,False,False,False
assistant_top1k,糖尿病有哪些症状,175.0,U04,0,糖尿病的症状有哪些表现,152,,entity:糖尿病,False,False,False,False,False,False,False,False
assistant_top1k,艾滋病,175.0,U02,0,艾滋病,1026,0.9999999403953552,nn,False,False,False,False,False,False,False,False
assistant_top1k,艾滋病,175.0,U02,0,艾滋病图片感染图片,8091,,entity:艾滋病,False,False,False,False,False,False,True,False
assistant_top1k,血压正常值,175.0,U03,0,血压正常值,3904,1.000000238418579,nn,False,False,False,False,False,False,False,False
assistant_top1k,血压正常值,175.0,U03,0,血压正常值是多少范围,5,,entity:血压,False,False,False,False,False,False,False,False
assistant_top1k,问医生妇科,175.0,U01,0,问医生,6300,0.8307232856750488,nn,False,False,False,False,False,False,False,False
assistant_top1k,失眠,173.0,U02,0,失眠,2500,0.9999997019767761,nn,False,False,False,False,False,False,False,False
assistant_top1k,失眠,173.0,U02,0,失眠怎么办治疗失眠的最好方法,2467,,entity:失眠,False,False,False,False,False,False,True,False
assistant_top1k,甲状腺,173.0,U02,0,甲状腺,1427,0.9999995231628418,nn,False,False,False,False,False,False,False,False
assistant_top1k,甲状腺,173.0,U02,0,甲状腺的症状有哪些表现,67,,entity:甲状腺,False,False,False,False,False,False,True,False
assistant_top1k,糖尿病的早期症状有哪些表现,173.0,U04,0,糖尿病的早期症状有哪些表现,41,1.0000004768371582,nn,False,False,False,False,False,False,False,False
assistant_top1k,血脂高吃什么,172.0,U07,0,血脂高吃什么降血脂最快,330,0.84125816822052,nn,False,False,False,False,False,False,False,False
assistant_top1k,血脂高吃什么,172.0,U07,0,血脂高是什么引起的,6787,,entity:血脂高,False,False,False,False,False,False,False,False
assistant_top1k,肾囊肿,171.0,U02,0,肾囊肿,5178,1.0000004768371582,nn,False,False,False,False,False,False,False,False
assistant_top1k,会传染吗,170.0,U13,0,肺结核会不会传染,823,0.7592146396636963,nn,False,False,False,False,False,True,True,False
assistant_top1k,女性咽喉癌早期症状,170.0,U04,0,咽喉癌的早期症状表现,3261,0.9101665019989014,nn,False,False,False,False,False,False,False,False
assistant_top1k,痔疮怎么治,169.0,U06,0,痔疮怎么治疗才能断根,7304,0.768237829208374,nn,False,False,False,False,False,False,False,False
assistant_top1k,痔疮怎么治,169.0,U06,0,痔疮用什么药治最好效果最快,535,,entity:痔疮,False,False,False,False,False,False,False,False
assistant_top1k,口苦是什么原因,168.0,U04,0,口苦是什么原因造成的,8834,0.9575977325439453,nn,False,False,False,False,False,False,False,False
assistant_top1k,口苦是什么原因,168.0,U04,0,口苦是什么原因引起的怎么解决,486,,entity:口苦,False,False,False,False,False,False,False,False
assistant_top1k,甲减是什么症状,168.0,U04,0,甲减的症状有哪些,4908,0.9304984211921692,nn,False,False,False,False,False,False,False,False
assistant_top1k,甲减是什么症状,168.0,U04,0,甲减的症状表现有哪些,2970,,entity:甲减,False,False,False,False,False,False,False,False
assistant_top1k,脑梗能治愈吗,167.0,U04,0,脑梗能治愈吗,5407,0.9999999403953552,nn,False,False,False,False,False,False,False,False
assistant_top1k,脑梗能治愈吗,167.0,U04,0,脑梗的症状都有哪些前期症状,177,,entity:脑梗,False,False,True,False,False,False,False,False
assistant_top1k,隐翅虫咬后症状,167.0,U04,0,隐翅虫咬了后的症状图片,1005,0.896365761756897,nn,False,False,False,False,False,False,False,False
assistant_top1k,隐翅虫咬后症状,167.0,U04,0,隐翅虫咬后的图片,7945,,entity:隐翅虫咬后,False,False,False,False,False,False,False,False
assistant_top1k,痛风忌口不能吃什么东西,166.0,U08,0,痛风忌口不能吃什么东西,548,0.9999998807907104,nn,False,False,False,False,False,False,False,False
assistant_top1k,痛风忌口不能吃什么东西,166.0,U08,0,痛风吃什么药最好最快断根,379,,entity:痛风,False,False,False,False,False,False,False,False
assistant_top1k,膝盖,165.0,U02,0,膝盖,4247,1.0000004768371582,nn,False,False,False,False,False,False,False,False
assistant_top1k,幽门螺杆菌症状,164.0,U04,0,幽门螺杆菌感染症状表现,899,0.9278199076652527,nn,False,False,False,False,False,False,False,False
assistant_top1k,幽门螺杆菌症状,164.0,U04,0,幽门螺杆菌吃什么药最好最有效,623,,entity:幽门螺杆菌,False,False,False,False,False,False,False,False
assistant_top1k,痛风关节炎肿胀怎么快速消除,164.0,U06,0,痛风发作期怎么快速止痛消肿,8180,0.8356655240058899,nn,False,False,False,False,False,False,False,False
assistant_top1k,痛风关节炎肿胀怎么快速消除,164.0,U06,0,痛风吃什么药最好最快断根,379,,entity:痛风,False,False,False,False,False,False,False,False
assistant_top1k,痔疮外痔肉球怎么消除最快方法,163.0,U06,0,痔疮外痔肉球怎么消除最快方法,2442,0.9999997615814209,nn,False,False,False,False,False,False,False,False
assistant_top1k,痔疮外痔肉球怎么消除最快方法,163.0,U06,0,痔疮用什么药治最好效果最快,535,,entity:痔疮,False,False,False,False,False,False,False,False
assistant_top1k,白内障手术多久才能恢复正常,163.0,U03,0,白内障手术多久才能恢复正常,4377,1.0000001192092896,nn,False,False,False,False,False,False,False,False
assistant_top1k,白内障手术多久才能恢复正常,163.0,U03,0,白内障的症状是什么,1347,,entity:白内障,False,False,False,False,False,False,False,False
assistant_top1k,化疗期间吃什么最好增强免疫力,162.0,U07,0,化疗期间吃什么最好增强免疫力,5138,0.9999998211860657,nn,False,False,False,False,False,False,False,False
assistant_top1k,胆囊炎有哪些症状,162.0,U04,0,胆囊炎有哪些症状,454,1.0000003576278687,nn,False,False,False,False,False,False,False,False
assistant_top1k,胆囊炎有哪些症状,162.0,U04,0,胆囊炎的症状是哪里疼,110,,entity:胆囊炎,False,False,False,False,False,False,False,False
assistant_top1k,脚踝的位置图,162.0,U09,0,脚踝,7613,0.7544297575950623,nn,False,False,False,False,False,False,False,False
assistant_top1k,尿酸多少正常,161.0,U03,0,尿酸标准多少正常,283,0.945819079875946,nn,False,False,False,False,False,False,False,False
assistant_top1k,尿酸多少正常,161.0,U03,0,尿酸正常值多少,3087,,entity:尿酸,False,False,False,False,False,False,False,False
assistant_top1k,肾结石怎么化掉,161.0,U06,0,肾结石怎么才能快速排出来,7952,0.7596673369407654,nn,False,False,False,False,False,False,False,False
assistant_top1k,肾结石怎么化掉,161.0,U06,0,肾结石是什么原因导致的,954,,entity:肾结石,False,False,False,False,False,False,False,False
assistant_top1k,过敏性鼻炎,160.0,U02,0,过敏性鼻炎,9720,0.9999997615814209,nn,False,False,False,False,False,False,False,False
assistant_top1k,过敏性鼻炎,160.0,U02,0,过敏性鼻炎怎么治最有效的方法,1867,,entity:过敏性鼻炎,False,False,False,False,False,False,False,False
assistant_top1k,抑郁症,159.0,U02,0,抑郁症,1825,1.0000001192092896,nn,False,False,False,False,False,False,False,False
assistant_top1k,抑郁症,159.0,U02,0,抑郁症的症状有哪些表现,76,,entity:抑郁症,False,False,False,False,False,False,True,False
assistant_top1k,寻常疣会自己消失吗,158.0,U05,0,寻常疣图片,4904,,entity:寻常疣,False,False,False,False,False,False,False,False
assistant_top1k,耳朵,157.0,U02,0,耳朵,5420,0.9999999403953552,nn,False,False,False,False,False,False,False,False
assistant_top1k,指甲有竖纹是身体的什么原因,156.0,U04,0,指甲有竖纹是身体的什么原因,325,1.000000238418579,nn,False,False,False,False,False,False,False,False
assistant_top1k,牙龈萎缩怎么办,155.0,U06,0,牙龈萎缩怎么样才能恢复正常,3639,0.8800839185714722,nn,False,False,False,False,False,False,False,False
assistant_top1k,牙龈萎缩怎么办,155.0,U06,0,"牙龈萎缩是什么原因造成的,怎么恢复?",8946,,entity:牙龈萎缩,False,False,False,False,False,False,False,False
assistant_top1k,"甲亢病是什么原因引起的,能治好吗",154.0,U04,0,"甲亢病是什么原因引起的,能治好吗",547,1.0000004768371582,nn,False,False,False,False,False,False,False,False
assistant_top1k,肺结节严重吗,154.0,U04,0,肺结节是什么病情况严重吗,1156,0.8837100267410278,nn,False,False,False,False,False,False,False,False
assistant_top1k,肺结节严重吗,154.0,U04,0,肺结节是什么病情况严重吗,1156,,entity:肺结节,False,False,False,False,False,False,False,False
assistant_top1k,甲沟炎怎么治疗,153.0,U06,0,甲沟炎怎么治疗最快最好方法,813,0.8860732913017273,nn,False,False,False,False,False,False,False,False
assistant_top1k,甲沟炎怎么治疗,153.0,U06,0,甲沟炎怎么治疗最快最好方法,813,,entity:甲沟炎,False,False,False,False,False,False,False,False
assistant_top1k,痛风的症状,153.0,U04,0,痛风的症状,4844,1.0000005960464478,nn,False,False,False,False,False,False,False,False
assistant_top1k,痛风的症状,153.0,U04,0,痛风吃什么药最好最快断根,379,,entity:痛风,False,False,False,False,False,False,False,False
assistant_top1k,备孕需要做什么准备,152.0,U06,0,备孕需要去医院检查什么项目,6860,0.75491863489151,nn,False,False,False,False,False,False,False,False
assistant_top1k,痛风有哪些症状,152.0,U04,0,痛风有哪些症状,6921,1.0000003576278687,nn,False,False,False,False,False,False,False,False
assistant_top1k,痛风有哪些症状,152.0,U04,0,痛风吃什么药最好最快断根,379,,entity:痛风,False,False,False,False,False,False,False,False
assistant_top1k,眼睛看东西模糊,152.0,U04,0,眼睛模糊看不清是怎么回事,215,0.7747047543525696,nn,False,False,False,False,False,False,False,False
assistant_top1k,脑梗,152.0,U02,0,脑梗,1520,1.000000238418579,nn,False,False,False,False,False,False,False,False
assistant_top1k,脑梗,152.0,U02,0,脑梗的症状都有哪些前期症状,177,,entity:脑梗,False,False,False,False,False,False,True,False
assistant_top1k,补肾吃什么好,152.0,U08,0,补肾吃什么东西效果最好,1474,0.7833989262580872,nn,False,False,False,False,False,False,False,False
assistant_top1k,静脉曲张怎么治,152.0,U06,0,静脉曲张怎么治疗最好最快,5326,0.8251465559005737,nn,False,False,False,False,False,False,False,False
assistant_top1k,静脉曲张怎么治,152.0,U06,0,静脉曲张怎么治疗最好 腿部,181,,entity:静脉曲张,False,False,False,False,False,False,False,False
assistant_top1k,餐后2小时血糖,151.0,U02,0,餐后一小时血糖,4573,0.9074124097824097,nn,False,True,False,False,False,False,False,False
assistant_top1k,餐后2小时血糖,151.0,U02,0,餐后2小时血糖正常值范围是多少,2883,,entity:餐后2小时血糖,False,False,False,False,False,False,False,False
assistant_top1k,hpv是什么病?,150.0,U04,0,hpv是什么病毒?,3127,0.9221317768096924,nn,False,False,False,False,False,False,False,False
assistant_top1k,hpv是什么病?,150.0,U04,0,hpv是什么东西,17,,entity:hpv,False,False,False,False,False,False,False,False
assistant_top1k,眼睛,150.0,U02,0,眼睛,1476,1.0000001192092896,nn,False,False,False,False,False,False,False,False
assistant_top1k,肝囊肿严重吗,150.0,U04,0,肝囊肿是怎么回事?有危险吗,1542,0.8264192342758179,nn,False,False,True,False,False,False,False,False
assistant_top1k,肝囊肿严重吗,150.0,U04,0,"肝囊肿是什么病,需要治疗吗",151,,entity:肝囊肿,False,False,False,False,False,False,False,False
assistant_top1k,脉搏多少正常,150.0,U03,0,脉搏多少正常范围内,1117,0.9247922301292419,nn,False,False,False,False,False,False,False,False
assistant_top1k,腰椎间盘突出最好的治疗方法,150.0,U04,0,腰椎间盘突出最好的治疗方法,95,1.0000001192092896,nn,False,False,False,False,False,False,False,False
assistant_top1k,腰椎间盘突出最好的治疗方法,150.0,U04,0,腰椎间盘突出症状表现有哪些,2586,,entity:腰椎间盘突出,False,False,False,False,False,False,False,False
assistant_top1k,乳头,149.0,U02,0,乳头,2462,1.000000238418579,nn,False,False,False,False,False,False,False,False
assistant_top1k,睡眠不好有什么办法能改善睡眠,149.0,U06,1,睡眠不好有什么办法能改善睡眠,676,0.9999996423721313,nn,False,False,False,False,False,False,False,False
assistant_top1k,睡眠不好有什么办法能改善睡眠,149.0,U06,1,睡眠不好吃什么药最有效,8120,,entity:睡眠不好,False,False,False,False,False,False,False,False
assistant_top1k,血压高怎么调理才能恢复正常,149.0,U06,0,血压高怎么调理才能恢复正常,425,1.000000238418579,nn,False,False,False,False,False,False,False,False
assistant_top1k,血压高怎么调理才能恢复正常,149.0,U06,0,血压高是什么原因引起的,1860,,entity:血压高,False,False,False,False,False,False,False,False
assistant_top1k,便秘,148.0,U02,0,便秘,4049,1.0000004768371582,nn,False,False,False,False,False,False,False,False
assistant_top1k,便秘,148.0,U02,0,"便秘是什么原因造成的,该怎么解决",1810,,entity:便秘,False,False,False,False,False,False,True,False
assistant_top1k,肺结节多大算严重,148.0,U04,0,肺结节是什么病情况严重吗,1156,0.7921637892723083,nn,False,False,False,False,False,False,False,False
assistant_top1k,肺结节多大算严重,148.0,U04,0,肺结节是什么病情况严重吗,1156,,entity:肺结节,False,False,False,False,False,False,False,False
assistant_top1k,饥饿难耐,148.0,U13,0,饥饿难耐,2918,1.0000003576278687,nn,False,False,False,False,False,False,False,False
assistant_top1k,低密度脂蛋白,147.0,U02,0,低密度脂蛋白,8995,1.000000238418579,nn,False,False,False,False,False,False,False,False
assistant_top1k,低密度脂蛋白,147.0,U02,0,低密度脂蛋白正常值范围,924,,entity:低密度脂蛋白,False,False,False,False,False,False,False,False
assistant_top1k,女性bmi越小越好吗,147.0,U05,0,bmi是什么意思,4686,,entity:bmi,False,False,False,False,False,False,False,False
assistant_top1k,白带发黄怎么办,147.0,U07,0,白带发黄是怎么回事,7186,0.8910824656486511,nn,False,False,False,False,False,False,False,False
assistant_top1k,白带发黄怎么办,147.0,U07,0,白带发黄是什么原因,416,,entity:白带发黄,False,False,False,False,False,False,False,False
assistant_top1k,脂肪肝,147.0,U02,0,脂肪肝,1315,1.000000238418579,nn,False,False,False,False,False,False,False,False
assistant_top1k,脂肪肝,147.0,U02,0,"脂肪肝是什么原因引起的,该怎么治疗",336,,entity:脂肪肝,False,False,False,False,False,False,True,False
assistant_top1k,鼻窦炎的症状,147.0,U04,0,鼻窦炎有哪些症状,5055,0.9611974954605103,nn,False,False,False,False,False,False,False,False
assistant_top1k,鼻窦炎的症状,147.0,U04,0,鼻窦炎症状表现有哪些,220,,entity:鼻窦炎,False,False,False,False,False,False,False,False
assistant_top1k,如何判断自己是否患有抑郁症,146.0,U06,0,抑郁症的症状有哪些表现,76,,entity:抑郁症,False,False,False,False,False,False,False,False
assistant_top1k,心脏隐隐作痛,146.0,U04,1,心脏隐隐约约的疼怎么回事,7345,0.7972625494003296,nn,False,False,False,False,False,False,False,False
assistant_top1k,便秘怎么调理,145.0,U06,0,便秘怎么改善和调理,8678,0.9002808332443237,nn,False,False,False,False,False,False,False,False
assistant_top1k,便秘怎么调理,145.0,U06,0,"便秘是什么原因造成的,该怎么解决",1810,,entity:便秘,False,False,False,False,False,False,False,False
assistant_top1k,前列腺增生的最佳治疗方法,145.0,U04,0,前列腺增生的最佳治疗方法,639,0.9999993443489075,nn,False,False,False,False,False,False,False,False
assistant_top1k,总胆固醇高,144.0,U04,0,总胆固醇高说明什么,108,0.8719980716705322,nn,False,False,False,False,False,False,False,False
assistant_top1k,总胆固醇高,144.0,U04,0,胆固醇高是什么原因引起,115,,entity:胆固醇高,False,False,False,False,False,False,False,False
assistant_top1k,焦虑症有哪些症状,144.0,U04,0,焦虑症的症状有哪些表现,2055,0.9638359546661377,nn,False,False,False,False,False,False,False,False
assistant_top1k,焦虑症有哪些症状,144.0,U04,0,焦虑症的表现和症状有哪些症状,206,,entity:焦虑症,False,False,False,False,False,False,False,False
assistant_top1k,贫血吃什么补血,144.0,U07,0,贫血吃什么补血最快,3298,0.8958284258842468,nn,False,False,False,False,False,False,False,False
assistant_top1k,贫血吃什么补血,144.0,U07,0,贫血的症状有哪些表现,2465,,entity:贫血,False,False,False,False,False,False,False,False
assistant_top1k,糖尿病吃什么食物最好,143.0,U07,0,糖尿病吃什么食物最好,1088,0.9999995231628418,nn,False,False,False,False,False,False,False,False
assistant_top1k,糖尿病吃什么食物最好,143.0,U07,0,糖尿病的症状有哪些表现,152,,entity:糖尿病,False,False,False,False,False,False,False,False
