domain,surface,query,pv,rank,user_rank,tier,own_run,own_code,own_intent,own_leaf,l2,u_ds,p_ds,ncat,pv_all,edu_pv_share,in_search10k
教育,assistant_top1k,下,576.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,短词查询,K12,U13,0,1,576,1.0,True
教育,assistant_top1k,回答,576.0,,,user,ai04,CORRECT_OR_ADJUST_PREVIOUS_OUTPUT,修改上一轮输出,直接给出答案,K12,U13,0,1,576,1.0,False
教育,assistant_top1k,5,567.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,查询数字对应信息,K12,U13,0,4,861,0.6585365853658537,True
教育,assistant_top1k,列算式,567.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,直接给出答案,K12,U13,0,1,567,1.0,False
教育,assistant_top1k,想,567.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,识别日常口语片段并应答,K12,U13,0,1,567,1.0,False
教育,assistant_top1k,躺下,564.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,查询双腿张开姿势,K12,U13,0,1,564,1.0,False
教育,assistant_top1k,这篇作文有多少字？,564.0,,,user,ai04,GENERATE_OR_REVISE_TEXT,生成或改写文本,文本字数查询与控制,K12,U13,0,1,564,1.0,False
教育,assistant_top1k,能,558.0,,,user,ai04,NON_INTENT_SOCIAL_OR_EMOTIONAL_TURN,无内容社交与情绪表达轮,检索极短通用词,K12,U13,0,1,558,1.0,True
教育,assistant_top1k,作批注,557.0,,,user,ai04,CORRECT_OR_ADJUST_PREVIOUS_OUTPUT,修改上一轮输出,整理生成表格与总结,K12,U13,0,1,557,1.0,False
教育,assistant_top1k,这个字怎么读？,557.0,,,user,ai04,EXPLAIN_OR_IDENTIFY,解释含义或识别指称,查询字词翻译与语言知识,K12,U13,0,1,557,1.0,False
教育,assistant_top1k,算了,548.0,,,user,ai04,NON_INTENT_SOCIAL_OR_EMOTIONAL_TURN,无内容社交与情绪表达轮,识别日常口语片段并应答,K12,U13,0,1,548,1.0,False
教育,assistant_top1k,这个字念什么？,548.0,,,user,ai04,EXPLAIN_OR_IDENTIFY,解释含义或识别指称,查询事物或词语的含义与说明,K12,U13,0,1,548,1.0,False
教育,assistant_top1k,打开,546.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,识别日常口语片段并应答,K12,U13,0,1,546,1.0,False
教育,assistant_top1k,六,545.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,查询数字对应信息,K12,U13,0,1,545,1.0,True
教育,assistant_top1k,第,540.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,短词查询,K12,U13,0,2,625,0.864,False
教育,assistant_top1k,吃,538.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,短词查询,K12,U13,0,1,538,1.0,True
教育,assistant_top1k,什么,537.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,查询事物或词语的含义与说明,K12,U13,0,1,537,1.0,True
教育,assistant_top1k,阅读感想,537.0,,,user,ai04,GENERATE_OR_REVISE_TEXT,生成或改写文本,生成与修改作文类文本,K12,U13,0,1,537,1.0,False
教育,assistant_top1k,和,532.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,过滤无意义表情符号与乱码输入,K12,U13,0,1,532,1.0,True
教育,assistant_top1k,题目,532.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,直接给出答案,K12,U13,0,1,532,1.0,False
教育,assistant_top1k,女,524.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,短词查询,K12,U13,0,2,636,0.8238993710691824,True
教育,assistant_top1k,新老,522.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,短词查询,K12,U13,0,1,522,1.0,False
教育,assistant_top1k,十,519.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,查询数字对应信息,K12,U13,0,1,519,1.0,True
教育,assistant_top1k,晚一点,519.0,,,user,ai04,NON_INTENT_SOCIAL_OR_EMOTIONAL_TURN,无内容社交与情绪表达轮,文本缩短请求,K12,U13,0,1,519,1.0,False
教育,assistant_top1k,七,509.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,查询数字对应信息,K12,U13,0,1,509,1.0,True
教育,assistant_top1k,回复,504.0,,,user,ai04,CORRECT_OR_ADJUST_PREVIOUS_OUTPUT,修改上一轮输出,继续或重新生成内容,K12,U13,0,1,504,1.0,False
教育,assistant_top1k,概括,497.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,整理生成表格与总结,K12,U13,0,1,497,1.0,False
教育,assistant_top1k,这句话出自哪里,497.0,,,user,ai04,EXPLAIN_OR_IDENTIFY,解释含义或识别指称,查询所在位置与归属地,K12,U13,0,2,2130,0.23333333333333334,False
教育,assistant_top1k,带拼音,495.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,查询字词翻译与语言知识,K12,U13,0,1,495,1.0,False
教育,assistant_top1k,否,493.0,,,user,ai04,FACT_VERIFICATION_AND_RUMOR_OR_STATUS_CHECK,核验真伪、传闻与进展,确认性问题解答,K12,U13,0,1,493,1.0,False
教育,assistant_top1k,多少字？,491.0,,,user,ai04,CORRECT_OR_ADJUST_PREVIOUS_OUTPUT,修改上一轮输出,文本字数查询与控制,K12,U13,0,2,3496,0.1404462242562929,False
教育,assistant_top1k,1,490.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,查询短编号、IP地址及专名,K12,U13,0,6,8328,0.05883765609990394,True
教育,assistant_top1k,这一题,487.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,直接给出答案,K12,U13,0,1,487,1.0,False
教育,assistant_top1k,怎么,486.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,操作与制作方法查询,K12,U13,0,1,486,1.0,True
教育,assistant_top1k,少字,485.0,,,user,ai04,CORRECT_OR_ADJUST_PREVIOUS_OUTPUT,修改上一轮输出,文本字数查询与控制,K12,U13,0,1,485,1.0,False
教育,assistant_top1k,文,478.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,文本字数查询与控制,K12,U13,0,1,478,1.0,True
教育,assistant_top1k,播放,476.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,免费影视在线观看查询,K12,U13,0,2,533,0.8930581613508443,False
教育,assistant_top1k,二年级,472.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,短词查询,K12,U13,0,1,472,1.0,False
教育,assistant_top1k,所以,468.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,识别日常口语片段并应答,K12,U13,0,1,468,1.0,False
教育,assistant_top1k,作者,467.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,短词查询,K12,U13,0,2,506,0.9229249011857708,False
教育,assistant_top1k,准,463.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,表达同意或确认,K12,U13,0,1,463,1.0,False
教育,assistant_top1k,猜生肖,462.0,,,user,ai04,FORTUNE_DREAM_DIVINATION,命理解梦与占卜,命理测算与运势查询,K12,U13,0,1,462,1.0,False
教育,assistant_top1k,谢,462.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,识别日常口语片段并应答,K12,U13,0,1,462,1.0,True
教育,assistant_top1k,品牌,461.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,短词查询,K12,U13,0,2,473,0.9746300211416491,False
教育,assistant_top1k,哪里,454.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,查询所在位置与归属地,K12,U13,0,1,454,1.0,False
教育,assistant_top1k,两所学校哪个升学率更高,453.0,,,user,ai04,LIST_AND_RECOMMENDATION_REQUEST,枚举清单或建议推荐,查询学校和教育信息,K12,U13,0,1,453,1.0,False
教育,assistant_top1k,啥意思？,449.0,,,user,ai04,EXPLAIN_OR_IDENTIFY,解释含义或识别指称,查询事物或词语的含义与说明,K12,U13,0,1,449,1.0,False
教育,assistant_top1k,填空,448.0,,,user,ai04,CORRECT_OR_ADJUST_PREVIOUS_OUTPUT,修改上一轮输出,直接给出答案,K12,U13,0,1,448,1.0,False
教育,assistant_top1k,这首诗的全文是什么,448.0,,,user,ai04,EXPLAIN_OR_IDENTIFY,解释含义或识别指称,查询背景音乐歌名,K12,U13,0,1,448,1.0,False
教育,assistant_top1k,晚上,445.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,短词查询,K12,U13,0,1,445,1.0,False
教育,assistant_top1k,聊天,444.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,识别日常口语片段并应答,K12,U13,0,1,444,1.0,False
教育,assistant_top1k,缩小,442.0,,,user,ai04,CORRECT_OR_ADJUST_PREVIOUS_OUTPUT,修改上一轮输出,文本缩短请求,K12,U13,0,1,442,1.0,False
教育,assistant_top1k,型号,437.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,品牌型号性价比与口碑比较推荐,K12,U13,0,1,437,1.0,False
教育,assistant_top1k,解释,437.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,查询字词翻译与语言知识,K12,U13,0,1,437,1.0,False
教育,assistant_top1k,单选,433.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,文本缩短请求,K12,U13,0,1,433,1.0,False
教育,assistant_top1k,这是多少字？,432.0,,,user,ai04,EXPLAIN_OR_IDENTIFY,解释含义或识别指称,文本字数查询与控制,K12,U13,0,1,432,1.0,False
教育,assistant_top1k,会,430.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,检索极短通用词,K12,U13,0,1,430,1.0,True
教育,assistant_top1k,怎么拼,426.0,,,user,ai04,GENERAL_HOWTO_GUIDE,通用操作与生活指南,操作与制作方法查询,K12,U13,0,1,426,1.0,False
教育,assistant_top1k,跪下,419.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,查询双腿张开姿势,K12,U13,0,1,419,1.0,False
教育,assistant_top1k,价位多少,418.0,,,user,ai04,PRICE_COST_INQUIRY,价格或费用查询,查询价格费用,K12,U13,0,1,418,1.0,False
教育,assistant_top1k,学费多少,417.0,,,user,ai04,PRICE_COST_INQUIRY,价格或费用查询,查询价格费用,K12,U13,0,1,729,1.0,False
教育,assistant_top1k,初一水平,414.0,,,user,ai04,NUMERIC_FACT_AND_POLICY_LOOKUP,数值事实与年度政策查询,查询学校和教育信息,K12,U13,0,1,414,1.0,False
教育,assistant_top1k,80词,411.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,查询数字对应信息,K12,U13,0,1,411,1.0,False
教育,assistant_top1k,两个,411.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,短词查询,K12,U13,0,1,411,1.0,False
教育,assistant_top1k,中文意思,411.0,,,user,ai04,EXPLAIN_OR_IDENTIFY,解释含义或识别指称,查询字词翻译与语言知识,K12,U13,0,1,411,1.0,False
教育,assistant_top1k,给,411.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,检索极短通用词,K12,U13,0,1,411,1.0,True
教育,assistant_top1k,把,406.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,识别日常口语片段并应答,K12,U13,0,1,406,1.0,False
教育,assistant_top1k,多,404.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,识别日常口语片段并应答,K12,U13,0,2,413,0.9782082324455206,True
教育,assistant_top1k,从,401.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,短词查询,K12,U13,0,1,401,1.0,False
教育,assistant_top1k,最喜欢妈妈,399.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,获取露骨色情内容,K12,U13,0,1,399,1.0,False
教育,assistant_top1k,耶,398.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,识别日常口语片段并应答,K12,U13,0,1,398,1.0,False
教育,assistant_top1k,教程,396.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,整理生成表格与总结,K12,U13,0,1,396,1.0,False
教育,assistant_top1k,列式计算,394.0,,,user,ai04,EXPLAIN_OR_IDENTIFY,解释含义或识别指称,直接给出答案,K12,U13,0,1,394,1.0,False
教育,assistant_top1k,120字,393.0,,,user,ai04,GENERATE_OR_REVISE_TEXT,生成或改写文本,文本字数查询与控制,K12,U13,0,1,393,1.0,False
教育,assistant_top1k,答,392.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,直接给出答案,K12,U13,0,1,392,1.0,False
教育,assistant_top1k,天,391.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,短词查询,K12,U13,0,1,391,1.0,True
教育,assistant_top1k,六年级,388.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,短词查询,K12,U13,0,1,388,1.0,False
教育,assistant_top1k,写后续,388.0,,,user,ai04,CORRECT_OR_ADJUST_PREVIOUS_OUTPUT,修改上一轮输出,继续或重新生成内容,K12,U13,0,1,388,1.0,False
教育,assistant_top1k,坐下,388.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,查询双腿张开姿势,K12,U13,0,1,388,1.0,False
教育,assistant_top1k,男,387.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,短词查询,K12,U13,0,1,387,1.0,True
教育,assistant_top1k,这首诗表达了诗人怎样的情感,387.0,,,user,ai04,GENERATE_OR_REVISE_TEXT,生成或改写文本,生成与修改作文类文本,K12,U13,0,1,387,1.0,False
教育,assistant_top1k,800字,385.0,,,user,ai04,GENERATE_OR_REVISE_TEXT,生成或改写文本,文本字数查询与控制,K12,U13,0,2,1688,0.22808056872037916,False
教育,assistant_top1k,答案。,385.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,直接给出答案,K12,U13,0,1,385,1.0,False
教育,assistant_top1k,来源,379.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,短词查询,K12,U13,0,1,379,1.0,False
教育,assistant_top1k,用三年级的方法,379.0,,,user,ai04,GENERATE_OR_REVISE_TEXT,生成或改写文本,整理生成表格与总结,K12,U13,0,1,379,1.0,False
教育,assistant_top1k,"有38根小棒,两人轮流拿,每次只能拿2根",375.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,识别并处理零散口语与叙事片段,K12,U13,0,1,375,1.0,False
教育,assistant_top1k,切,373.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,识别日常口语片段并应答,K12,U13,0,1,373,1.0,False
教育,assistant_top1k,这个多少字,373.0,,,user,ai04,CORRECT_OR_ADJUST_PREVIOUS_OUTPUT,修改上一轮输出,文本字数查询与控制,K12,U13,0,1,373,1.0,False
教育,assistant_top1k,五个字,372.0,,,user,ai04,GENERATE_OR_REVISE_TEXT,生成或改写文本,文本字数查询与控制,K12,U13,0,1,372,1.0,False
教育,assistant_top1k,到,372.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,识别日常口语片段并应答,K12,U13,0,1,372,1.0,True
教育,assistant_top1k,放大,372.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,胸部变大处理,K12,U13,0,1,372,1.0,False
教育,assistant_top1k,指什么生肖,370.0,,,user,ai04,EXPLAIN_OR_IDENTIFY,解释含义或识别指称,命理测算与运势查询,K12,U13,0,1,370,1.0,False
教育,assistant_top1k,抓捕抓捕,369.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,识别日常口语片段并应答,K12,U13,0,1,369,1.0,False
教育,assistant_top1k,点,365.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,识别日常口语片段并应答,K12,U13,0,1,365,1.0,True
教育,assistant_top1k,期中学习上百度,362.0,,,user,ai04,NAVIGATE_OFFICIAL_ENTRY_OR_TOPIC_FEED,前往官方入口或话题聚合页,查询百度及百度AI入口,K12,U13,0,1,362,1.0,False
教育,assistant_top1k,代表什么生肖,360.0,,,user,ai04,FORTUNE_DREAM_DIVINATION,命理解梦与占卜,命理测算与运势查询,K12,U13,0,1,360,1.0,False
教育,assistant_top1k,10个字,357.0,,,user,ai04,GENERATE_OR_REVISE_TEXT,生成或改写文本,文本字数查询与控制,K12,U13,0,1,357,1.0,False
教育,assistant_top1k,关闭,354.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,去除图片文字与图标,K12,U13,0,1,354,1.0,False
教育,assistant_top1k,用法,353.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,整理生成表格与总结,K12,U13,0,1,353,1.0,False
教育,assistant_top1k,还行,353.0,,,user,ai04,NON_INTENT_SOCIAL_OR_EMOTIONAL_TURN,无内容社交与情绪表达轮,表达同意或确认,K12,U13,0,1,353,1.0,False
教育,assistant_top1k,到了,350.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,识别日常口语片段并应答,K12,U13,0,1,350,1.0,False
教育,assistant_top1k,亲,348.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,识别日常口语片段并应答,K12,U13,0,1,348,1.0,True
教育,assistant_top1k,这个字读什么？,347.0,,,user,ai04,EXPLAIN_OR_IDENTIFY,解释含义或识别指称,查询事物或词语的含义与说明,K12,U13,0,1,347,1.0,False
教育,assistant_top1k,修改,346.0,,,user,ai04,CORRECT_OR_ADJUST_PREVIOUS_OUTPUT,修改上一轮输出,继续或重新生成内容,K12,U13,0,1,346,1.0,False
教育,assistant_top1k,个,344.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,短词查询,K12,U13,0,1,344,1.0,True
教育,assistant_top1k,介绍,344.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,整理生成表格与总结,K12,U13,0,1,344,1.0,False
教育,assistant_top1k,位置,344.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,短词查询,K12,U13,0,1,344,1.0,False
教育,assistant_top1k,需,343.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,检索极短通用词,K12,U13,0,1,343,1.0,False
教育,assistant_top1k,一样,342.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,确认性问题解答,K12,U13,0,1,342,1.0,False
教育,assistant_top1k,什么意思,341.0,,,user,ai04,EXPLAIN_OR_IDENTIFY,解释含义或识别指称,查询事物或词语的含义与说明,K12,U13,0,5,6572,0.05188679245283019,False
教育,assistant_top1k,做题,338.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,直接给出答案,K12,U13,0,1,338,1.0,False
教育,assistant_top1k,做,336.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,识别日常口语片段并应答,K12,U13,0,1,336,1.0,True
教育,assistant_top1k,吗,335.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,确认性问题解答,K12,U13,0,1,335,1.0,False
教育,assistant_top1k,八,334.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,查询数字对应信息,K12,U13,0,1,334,1.0,False
教育,assistant_top1k,分享,334.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,识别日常口语片段并应答,K12,U13,0,1,334,1.0,False
教育,assistant_top1k,操,334.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,短词查询,K12,U13,0,1,334,1.0,True
教育,assistant_top1k,对比,333.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,短词查询,K12,U13,0,1,333,1.0,False
教育,assistant_top1k,打,333.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,识别日常口语片段并应答,K12,U13,0,1,333,1.0,True
教育,assistant_top1k,九,328.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,查询数字对应信息,K12,U13,0,1,328,1.0,True
教育,assistant_top1k,填色,326.0,,,user,ai04,TOOL_PANEL_SINGLE_STEP_COMMAND,工具面板单步操作指令,按描述生成图片与Logo设计,K12,U13,0,1,326,1.0,False
教育,assistant_top1k,随便,326.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,文本缩短请求,K12,U13,0,1,326,1.0,False
教育,assistant_top1k,诶,325.0,,,user,ai04,NON_INTENT_SOCIAL_OR_EMOTIONAL_TURN,无内容社交与情绪表达轮,识别日常口语片段并应答,K12,U13,0,1,325,1.0,False
教育,assistant_top1k,咳咳,324.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,识别日常口语片段并应答,K12,U13,0,1,324,1.0,False
教育,assistant_top1k,站直,323.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,查询双腿张开姿势,K12,U13,0,1,323,1.0,False
教育,assistant_top1k,光线冷暗一丁点,320.0,,,user,ai04,CORRECT_OR_ADJUST_PREVIOUS_OUTPUT,修改上一轮输出,文本缩短请求,K12,U13,0,1,320,1.0,False
教育,assistant_top1k,解方程,317.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,直接给出答案,K12,U13,0,1,317,1.0,False
教育,assistant_top1k,长,317.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,短词查询,K12,U13,0,1,317,1.0,True
教育,assistant_top1k,最少,316.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,文本缩短请求,K12,U13,0,1,316,1.0,False
教育,assistant_top1k,添加,316.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,继续或重新生成内容,K12,U13,0,1,316,1.0,False
教育,assistant_top1k,可是,315.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,识别日常口语片段并应答,K12,U13,0,1,315,1.0,False
教育,assistant_top1k,9,314.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,查询数字对应信息,K12,U13,0,4,640,0.490625,True
教育,assistant_top1k,两个字的,312.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,文本字数查询与控制,K12,U13,0,2,454,0.6872246696035242,False
教育,assistant_top1k,站着,312.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,查询双腿张开姿势,K12,U13,0,1,312,1.0,False
教育,assistant_top1k,60词,310.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,查询字词翻译与语言知识,K12,U13,0,1,310,1.0,False
教育,assistant_top1k,30字,306.0,,,user,ai04,GENERATE_OR_REVISE_TEXT,生成或改写文本,文本字数查询与控制,K12,U13,0,2,2720,0.1125,False
教育,assistant_top1k,推荐,305.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,调整视频推荐偏好,K12,U13,0,2,311,0.9807073954983923,False
教育,assistant_top1k,人物,304.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,短词查询,K12,U13,0,1,304,1.0,False
教育,assistant_top1k,什么字？,304.0,,,user,ai04,EXPLAIN_OR_IDENTIFY,解释含义或识别指称,查询事物或词语的含义与说明,K12,U13,0,1,304,1.0,False
教育,assistant_top1k,检查,304.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,短词查询,K12,U13,0,1,304,1.0,False
教育,assistant_top1k,为,303.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,识别日常口语片段并应答,K12,U13,0,1,303,1.0,True
教育,assistant_top1k,写批注,303.0,,,user,ai04,GENERATE_OR_REVISE_TEXT,生成或改写文本,生成与修改作文类文本,K12,U13,0,1,303,1.0,False
教育,assistant_top1k,新,303.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,短词查询,K12,U13,0,1,303,1.0,True
教育,assistant_top1k,100个字,299.0,,,user,ai04,GENERATE_OR_REVISE_TEXT,生成或改写文本,文本字数查询与控制,K12,U13,0,1,299,1.0,False
