domain,surface,query,pv,rank,user_rank,tier,own_run,own_code,own_intent,own_leaf,l2,u_ds,p_ds,sim,nn_query,nn_rank,nn_pv,u_nn
教育,assistant_top1k,简洁明了,315.0,,,user,ai04,CORRECT_OR_ADJUST_PREVIOUS_OUTPUT,修改上一轮输出,文本缩短请求,K12,U11,0,0.7222364,simple,4204,873,U02
教育,assistant_top1k,红岩,315.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,杂项查询意图识别,K12,U02,0,0.6353937,red,5773,702,
教育,assistant_top1k,高中一对一补课多少钱一小时,315.0,,,user,ai04,PRICE_COST_INQUIRY,价格或费用查询,查询价格费用,K12,U03,0,0.62990355,2026中考多少分能上高中,6462,647,
教育,assistant_top1k,9,314.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,查询数字对应信息,K12,U13,0,1.0000001,9,1955,1563,
教育,assistant_top1k,手,314.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,短词查询,K12,U02,0,1.0000005,手,3450,1000,
教育,assistant_top1k,观后感,314.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,生成与修改作文类文本,K12,U02,0,0.67456967,电影四渡观后感,6064,677,
教育,assistant_top1k,灵机一动代表什么生肖,313.0,,,user,ai04,FORTUNE_DREAM_DIVINATION,命理解梦与占卜,命理测算与运势查询,K12,U04,0,0.5759515,阴谋诡计打一准确生肖,6911,618,
教育,assistant_top1k,请帮我从诗歌原文、诗句分析、诗歌主旨、作者介绍及创作背景等角度来详细讲讲《清平调词三首（其一）》这首诗。,313.0,,,user,ai04,GENERATE_OR_REVISE_TEXT,生成或改写文本,生成与修改作文类文本,K12,U04,0,0.5684576,琵琶行 白居易 原文,8788,520,
教育,assistant_top1k,两个字的,312.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,文本字数查询与控制,K12,U13,0,0.7199077,两,6875,620,U13
教育,assistant_top1k,再读一遍,312.0,,,user,ai04,CORRECT_OR_ADJUST_PREVIOUS_OUTPUT,修改上一轮输出,继续或重新生成内容,K12,U11,0,0.70286196,再接再厉,6117,673,U02
教育,assistant_top1k,安徒生童话好词好句,312.0,,,user,ai04,GENERATE_OR_REVISE_TEXT,生成或改写文本,短句文案查询,K12,U09,0,0.5572792,童话故事,5498,725,
教育,assistant_top1k,站着,312.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,查询双腿张开姿势,K12,U13,0,0.6850455,着,5684,710,
教育,assistant_top1k,帮我画 防溺水手抄报,311.0,,,user,ai04,GENERATE_OR_EDIT_SAFE_IMAGE,生成或编辑非敏感图像,按描述生成图片与Logo设计,K12,U10,0,0.84735966,防溺水手抄报,3523,983,
教育,assistant_top1k,60词,310.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,查询字词翻译与语言知识,K12,U13,0,0.56250226,英语单词,7721,570,U02
教育,assistant_top1k,笨组词,310.0,,,user,ai04,GENERATE_OR_REVISE_TEXT,生成或改写文本,查询字词翻译与语言知识,K12,U08,0,0.7102291,烂组词,9352,499,U08
教育,assistant_top1k,天生一对.打一肖,309.0,,,user,ai04,FORTUNE_DREAM_DIVINATION,命理解梦与占卜,命理测算与运势查询,K12,U09,0,0.71300656,一心百君打一肖,8,29869,U09
教育,assistant_top1k,我想对作文《《小英雄雨来》读后感》进行个性化编辑,309.0,,,user,ai04,GENERATE_OR_REVISE_TEXT,生成或改写文本,生成与修改作文类文本,K12,U10,0,0.4771869,雨的笔顺,5099,764,
教育,assistant_top1k,换成透明,309.0,,,user,ai04,TOOL_PANEL_SINGLE_STEP_COMMAND,工具面板单步操作指令,图片视频修改生成,K12,U10,0,0.5664468,怎么,3336,1024,
教育,assistant_top1k,赤脚,308.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,查询双腿张开姿势,K12,U02,0,0.70238465,脚,4126,885,
教育,assistant_top1k,名言,307.0,,,user,ai04,GENERATE_OR_REVISE_TEXT,生成或改写文本,短句文案查询,K12,U02,0,0.64200175,言,9511,494,
教育,assistant_top1k,30字,306.0,,,user,ai04,GENERATE_OR_REVISE_TEXT,生成或改写文本,文本字数查询与控制,K12,U13,0,0.628778,三字经,1360,2159,
教育,assistant_top1k,百度开学季,306.0,,,user,ai04,NAVIGATE_OFFICIAL_ENTRY_OR_TOPIC_FEED,前往官方入口或话题聚合页,查询百度及百度AI入口,K12,U02,0,0.6789618,百度好学,120,11055,U01
教育,assistant_top1k,遗憾的经典句子,306.0,,,user,ai04,GENERATE_OR_REVISE_TEXT,生成或改写文本,短句文案查询,K12,U08,0,0.6798853,励志的句子经典语句,2440,1300,U08
教育,assistant_top1k,错的,306.0,,,user,ai04,NON_INTENT_SOCIAL_OR_EMOTIONAL_TURN,无内容社交与情绪表达轮,确认性问题解答,K12,U11,0,0.65699595,对,2864,1148,
教育,assistant_top1k,低腰丁字,305.0,,,user,ai04,ADULT_OR_VIOLENT_CONTENT_REQUEST,索取或生成成人、色情或暴力内容,查询双腿张开姿势,K12,U02,0,0.6091087,丁组词,4679,809,
教育,assistant_top1k,拘组词,305.0,,,user,ai04,EXPLAIN_OR_IDENTIFY,解释含义或识别指称,查询字词翻译与语言知识,K12,U08,0,0.71216035,罚组词,8115,550,U08
教育,assistant_top1k,推荐,305.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,调整视频推荐偏好,K12,U13,0,0.69986975,好,1026,2875,
教育,assistant_top1k,人物,304.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,短词查询,K12,U13,0,0.74988234,人,1370,2142,
教育,assistant_top1k,什么字？,304.0,,,user,ai04,EXPLAIN_OR_IDENTIFY,解释含义或识别指称,查询事物或词语的含义与说明,K12,U13,0,0.6878737,什么,3995,906,
教育,assistant_top1k,检查,304.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,短词查询,K12,U13,0,0.7580045,check,2714,1198,U02
教育,assistant_top1k,生字组词,304.0,,,user,ai04,GENERATE_OR_REVISE_TEXT,生成或改写文本,查询字词翻译与语言知识,K12,U08,0,0.7134412,生的拼音,4731,803,U03
教育,assistant_top1k,为,303.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,识别日常口语片段并应答,K12,U13,0,1.0000004,为,2948,1121,
教育,assistant_top1k,写批注,303.0,,,user,ai04,GENERATE_OR_REVISE_TEXT,生成或改写文本,生成与修改作文类文本,K12,U13,0,0.61682576,write,3445,1001,U02
教育,assistant_top1k,学生,303.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,短词查询,K12,U02,0,0.67731136,研究生,6809,623,
教育,assistant_top1k,新,303.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,短词查询,K12,U13,0,0.99999994,新,3795,939,
教育,assistant_top1k,灵机一动的生肖,303.0,,,user,ai04,FORTUNE_DREAM_DIVINATION,命理解梦与占卜,命理测算与运势查询,K12,U09,0,0.64140123,阴谋诡计打一准确生肖,6911,618,
教育,assistant_top1k,中秋节手抄报,302.0,,,user,ai04,GENERATE_OR_REVISE_TEXT,生成或改写文本,中元节信息查询,K12,U09,0,0.7047727,建党节手抄报,7583,578,U09
教育,assistant_top1k,滕王阁序,302.0,,,user,ai04,GENERATE_OR_REVISE_TEXT,生成或改写文本,生成与修改作文类文本,K12,U02,0,1.0000004,滕王阁序,473,5144,U02
教育,assistant_top1k,这是多少字,302.0,,,user,ai04,EXPLAIN_OR_IDENTIFY,解释含义或识别指称,文本字数查询与控制,K12,U11,0,0.59808695,这的笔顺,7409,588,
教育,assistant_top1k,露才扬己是什么生肖,302.0,,,user,ai04,FORTUNE_DREAM_DIVINATION,命理解梦与占卜,命理测算与运势查询,K12,U09,0,0.6015451,才华横溢是什么生肖,1001,2939,
教育,assistant_top1k,小鲤鱼跳龙门好词好句,301.0,,,user,ai04,GENERATE_OR_REVISE_TEXT,生成或改写文本,短句文案查询,K12,U09,0,0.5096547,福星高照跳龙门是什么生肖,9702,487,
教育,assistant_top1k,生于忧患死于安乐,301.0,,,user,ai04,EXPLAIN_OR_IDENTIFY,解释含义或识别指称,生成与修改作文类文本,K12,U02,0,0.5910218,杞人忧天,7256,596,
教育,assistant_top1k,生成手抄报,301.0,,,user,ai04,GENERATE_OR_REVISE_TEXT,生成或改写文本,生成与修改作文类文本,K12,U10,0,0.643157,建党节手抄报,7583,578,U09
教育,assistant_top1k,龟虽寿,301.0,,,user,ai04,EXPLAIN_OR_IDENTIFY,解释含义或识别指称,杂项查询意图识别,K12,U02,0,0.9999995,龟虽寿,4297,859,
教育,assistant_top1k,不错,300.0,,,user,ai04,NON_INTENT_SOCIAL_OR_EMOTIONAL_TURN,无内容社交与情绪表达轮,表达同意或确认,K12,U11,0,0.77608246,好,1026,2875,
教育,assistant_top1k,每段做批注,300.0,,,user,ai04,CORRECT_OR_ADJUST_PREVIOUS_OUTPUT,修改上一轮输出,整理生成表格与总结,K12,U11,0,0.6640119,一分一段,507,5001,U02
教育,assistant_top1k,100个字,299.0,,,user,ai04,GENERATE_OR_REVISE_TEXT,生成或改写文本,文本字数查询与控制,K12,U13,0,0.6497132,百,5897,691,
教育,assistant_top1k,与朱元思书,299.0,,,user,ai04,GENERATE_OR_REVISE_TEXT,生成或改写文本,文本字数查询与控制,K12,U02,0,1.0000001,与朱元思书,6124,672,
教育,assistant_top1k,成分,299.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,短词查询,K12,U13,0,0.6183255,成全,5766,703,
教育,assistant_top1k,我想对作文《暑假日记》进行个性化编辑,298.0,,,user,ai04,GENERATE_OR_REVISE_TEXT,生成或改写文本,生成与修改作文类文本,K12,U10,1,0.58408946,暑假,3783,940,
教育,assistant_top1k,鲁迅名言,297.0,,,user,ai04,GENERATE_OR_REVISE_TEXT,生成或改写文本,短句文案查询,K12,U08,0,0.581441,鲁迅美术学院,9815,483,
教育,assistant_top1k,方得人心的意思,296.0,,,user,ai04,EXPLAIN_OR_IDENTIFY,解释含义或识别指称,短句文案查询,K12,U04,0,0.65688276,不忘初心方得始终什么意思,5904,690,
教育,assistant_top1k,浣溪沙,296.0,,,user,ai04,MEDIA_CONTENT_SEARCH_OR_ACCESS,按线索查找或获取影音书资源,查询网络小说阅读与TXT下载资源,K12,U02,0,0.9999999,浣溪沙,5073,767,
教育,assistant_top1k,潦草塞责是什么生肖,296.0,,,user,ai04,FORTUNE_DREAM_DIVINATION,命理解梦与占卜,命理测算与运势查询,K12,U03,0,0.5624031,满山塞野打一正确生肖,4194,875,
教育,assistant_top1k,答谢中书书,296.0,,,user,ai04,GENERATE_OR_REVISE_TEXT,生成或改写文本,家长感谢老师话术查询,K12,U02,0,0.99999994,答谢中书书,2778,1178,
教育,assistant_top1k,这个字念什么,296.0,,,user,ai04,EXPLAIN_OR_IDENTIFY,解释含义或识别指称,查询事物或词语的含义与说明,K12,U13,0,0.6573741,簟字怎么读,6191,668,U03
教育,assistant_top1k,烂若披锦与哪个生肖最相关,295.0,,,user,ai04,FORTUNE_DREAM_DIVINATION,命理解梦与占卜,命理测算与运势查询,K12,U03,0,0.5575983,所向披靡是什么生肖,8342,538,
教育,assistant_top1k,请用算术方法解这道题,295.0,,,user,ai04,EXPLAIN_OR_IDENTIFY,解释含义或识别指称,直接给出答案,K12,U03,0,0.58254,平方怎么算,6349,655,U06
教育,assistant_top1k,用算术法,294.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,直接给出答案,K12,U13,0,0.6184222,乘法口诀,8644,526,
教育,assistant_top1k,语文,294.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,短词查询,K12,U02,0,0.6545609,论语,6408,650,
教育,assistant_top1k,顿组词,294.0,,,user,ai04,EXPLAIN_OR_IDENTIFY,解释含义或识别指称,查询字词翻译与语言知识,K12,U08,0,1.0000004,顿组词,5847,695,
教育,assistant_top1k,假如,293.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,识别日常口语片段并应答,K12,U13,0,0.6793888,若,8935,515,U13
教育,assistant_top1k,兰组词,293.0,,,user,ai04,GENERATE_OR_REVISE_TEXT,生成或改写文本,查询字词翻译与语言知识,K12,U08,0,0.6169971,连组词,2562,1255,
教育,assistant_top1k,下一句,292.0,,,user,ai04,CORRECT_OR_ADJUST_PREVIOUS_OUTPUT,修改上一轮输出,继续或重新生成内容,K12,U13,0,0.6845622,下,4425,843,
教育,assistant_top1k,简单点,292.0,,,user,ai04,CORRECT_OR_ADJUST_PREVIOUS_OUTPUT,修改上一轮输出,文本缩短请求,K12,U11,0,0.7611241,simple,4204,873,U02
教育,assistant_top1k,水浒传读后感,291.0,,,user,ai04,GENERATE_OR_REVISE_TEXT,生成或改写文本,生成与修改作文类文本,K12,U09,0,0.5947725,四渡赤水观后感300字左右,2041,1506,
教育,assistant_top1k,这首诗表达了作者怎样的情感,291.0,,,user,ai04,GENERATE_OR_REVISE_TEXT,生成或改写文本,生成与修改作文类文本,K12,U13,0,0.5784192,"曾经沧海难为水,除却巫山不是云的意思",3449,1000,
教育,assistant_top1k,主旨,290.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,整理生成表格与总结,K12,U13,0,0.60622495,main,7207,598,
教育,assistant_top1k,其实,290.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,识别日常口语片段并应答,K12,U13,0,0.6403202,really,4424,843,
教育,assistant_top1k,写出来,290.0,,,user,ai04,CORRECT_OR_ADJUST_PREVIOUS_OUTPUT,修改上一轮输出,生成与修改作文类文本,K12,U13,0,0.66838455,write,3445,1001,U02
教育,assistant_top1k,感受,290.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,识别日常口语片段并应答,K12,U02,0,0.7790639,feel,4014,903,U02
教育,assistant_top1k,帮,289.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,识别日常口语片段并应答,K12,U13,0,0.73912007,作业帮,1201,2434,U01
教育,assistant_top1k,把句子改得更有诗意一些,289.0,,,user,ai04,CORRECT_OR_ADJUST_PREVIOUS_OUTPUT,修改上一轮输出,生成与修改作文类文本,K12,U11,0,0.57078004,"五花结队香如雾,一朵倾城醉未苏的诗意是什么",4133,885,
教育,assistant_top1k,宝贝即将步入一年级的句子,288.0,,,user,ai04,GENERATE_OR_REVISE_TEXT,生成或改写文本,短句文案查询,K12,U08,1,0.56007653,小学毕业家长对孩子寄语,4229,869,U10
教育,assistant_top1k,朝花夕拾读后感,288.0,,,user,ai04,GENERATE_OR_REVISE_TEXT,生成或改写文本,生成与修改作文类文本,K12,U09,0,0.7442904,朝花夕拾什么意思,6888,619,U04
教育,assistant_top1k,瀑布,288.0,,,user,ai04,EXPLAIN_OR_IDENTIFY,解释含义或识别指称,短词查询,K12,U02,0,0.6817541,望庐山瀑布,2701,1203,
教育,assistant_top1k,曹刿论战,287.0,,,user,ai04,FACT_VERIFICATION_AND_RUMOR_OR_STATUS_CHECK,核验真伪、传闻与进展,查询军事历史与国际政治话题,K12,U02,0,0.9999999,曹刿论战,4499,835,
教育,assistant_top1k,十个字以内,286.0,,,user,ai04,CORRECT_OR_ADJUST_PREVIOUS_OUTPUT,修改上一轮输出,文本字数查询与控制,K12,U11,0,0.66022605,十,9780,484,
教育,assistant_top1k,夯雀先飞打一肖,286.0,,,user,ai04,MEDIA_CONTENT_SEARCH_OR_ACCESS,按线索查找或获取影音书资源,玄幻同人设定创作与剧情讨论查询,K12,U09,0,0.7199175,一枝之栖打一肖,6228,666,U09
教育,assistant_top1k,期,285.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,短词查询,K12,U13,0,0.67994565,date,3156,1065,
教育,assistant_top1k,红星照耀中国好词好句,285.0,,,user,ai04,GENERATE_OR_REVISE_TEXT,生成或改写文本,短句文案查询,K12,U08,0,0.5749694,毛主席诗词,1485,1975,U02
教育,assistant_top1k,这道题用算术方法怎么解,285.0,,,user,ai04,EXPLAIN_OR_IDENTIFY,解释含义或识别指称,直接给出答案,K12,U06,0,0.5607479,平方怎么算,6349,655,U06
教育,assistant_top1k,几个字,284.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,文本字数查询与控制,K12,U13,0,0.67213374,一个,8002,556,
教育,assistant_top1k,50词,283.0,,,user,ai04,GENERATE_OR_REVISE_TEXT,生成或改写文本,查询字词翻译与语言知识,K12,U13,0,0.5600071,成组词,4296,859,
教育,assistant_top1k,而且,283.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,识别日常口语片段并应答,K12,U13,0,0.6839829,着,5684,710,
教育,assistant_top1k,童年的读后感,282.0,,,user,ai04,GENERATE_OR_REVISE_TEXT,生成或改写文本,生成与修改作文类文本,K12,U09,0,0.5231581,阿嬷的情书观后感,5152,759,
教育,assistant_top1k,查看,281.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,识别日常口语片段并应答,K12,U13,0,0.8175594,看,4870,788,
教育,assistant_top1k,计算,281.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,整理生成表格与总结,K12,U01,0,0.7091931,会计,5182,756,U02
教育,assistant_top1k,拼豆图纸,3076.0,,,user,ai04,MEDIA_CONTENT_SEARCH_OR_ACCESS,按线索查找或获取影音书资源,按描述生成图片与Logo设计,兴趣培训,U09,0,1.0,拼豆图纸,15,19711,U09
教育,assistant_top1k,帮我画 拼豆图纸,1789.0,,,user,ai04,GENERATE_OR_EDIT_SAFE_IMAGE,生成或编辑非敏感图像,按描述生成图片与Logo设计,兴趣培训,U10,0,0.8738487,拼豆图纸,15,19711,U09
教育,assistant_top1k,怎么画？,752.0,,,user,ai04,GENERAL_HOWTO_GUIDE,通用操作与生活指南,操作与制作方法查询,兴趣培训,U13,0,0.6550881,画画,2103,1466,
教育,assistant_top1k,十个最尴尬的瑜伽动作,688.0,,,user,ai04,LIST_AND_RECOMMENDATION_REQUEST,枚举清单或建议推荐,查询双腿张开姿势,兴趣培训,U08,0,0.6082222,瑜伽,3899,920,
教育,assistant_top1k,想学乐器，有推荐吗？,639.0,,,user,ai04,LIST_AND_RECOMMENDATION_REQUEST,枚举清单或建议推荐,调整视频推荐偏好,兴趣培训,U08,1,0.45753634,学,5224,751,
教育,assistant_top1k,画画,634.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,按描述生成图片与Logo设计,兴趣培训,U01,0,1.0000002,画画,2103,1466,
教育,assistant_top1k,双腿并拢双手垂下站直身体背对镜头,470.0,,,user,ai04,ADULT_OR_VIOLENT_CONTENT_REQUEST,索取或生成成人、色情或暴力内容,查询双腿张开姿势,兴趣培训,U10,0,0.5377569,锻炼,7931,559,
教育,assistant_top1k,视频,468.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,免费影视在线观看查询,兴趣培训,U02,0,0.82386917,video,4980,777,U13
教育,assistant_top1k,拼豆图片,446.0,,,user,ai04,MEDIA_CONTENT_SEARCH_OR_ACCESS,按线索查找或获取影音书资源,查找或生成图片,兴趣培训,U09,0,1.0000006,拼豆图片,1929,1579,
教育,assistant_top1k,人体结构几何体速写,424.0,,,user,ai04,EXPLAIN_OR_IDENTIFY,解释含义或识别指称,按描述生成图片与Logo设计,兴趣培训,U09,0,0.49121895,简笔画,1191,2447,
教育,assistant_top1k,线稿,401.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,按描述生成图片与Logo设计,兴趣培训,U02,0,0.66773045,line,3303,1033,
教育,assistant_top1k,如何拍摄清晰的题目图片,370.0,,,user,ai04,GENERAL_HOWTO_GUIDE,通用操作与生活指南,查找或生成图片,兴趣培训,U06,0,0.42847,答题,8524,531,
教育,assistant_top1k,怎么调,352.0,,,user,ai04,GENERAL_HOWTO_GUIDE,通用操作与生活指南,问题解决方法查询,兴趣培训,U13,0,0.6467662,怎么,3336,1024,
教育,assistant_top1k,上颜色,316.0,,,user,ai04,TOOL_PANEL_SINGLE_STEP_COMMAND,工具面板单步操作指令,图片视频修改生成,兴趣培训,U13,0,0.73917186,色,1090,2701,
教育,assistant_top1k,八段锦,305.0,,,user,ai04,MEDIA_CONTENT_SEARCH_OR_ACCESS,按线索查找或获取影音书资源,关键词相关视频查询,兴趣培训,U02,0,1.0000011,八段锦,1572,1876,
教育,assistant_top1k,怎么涂色,295.0,,,user,ai04,GENERAL_HOWTO_GUIDE,通用操作与生活指南,操作与制作方法查询,兴趣培训,U06,0,0.59910357,色,1090,2701,
教育,assistant_top1k,简笔画大全图片,287.0,,,user,ai04,MEDIA_CONTENT_SEARCH_OR_ACCESS,按线索查找或获取影音书资源,查找或生成图片,兴趣培训,U09,0,0.80293113,简笔画,1191,2447,
教育,assistant_top1k,南京理工大学,3332.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,企业机构信息查询,学历教育,U02,0,1.0000001,南京理工大学,26,17651,U02
教育,assistant_top1k,光电信息科学与工程去年分数线是多少,2576.0,,,user,ai04,NUMERIC_FACT_AND_POLICY_LOOKUP,数值事实与年度政策查询,查询学校和教育信息,学历教育,U03,0,0.74948543,光电信息科学与工程考研院校推荐,4531,830,
教育,assistant_top1k,单招和高考的区别是什么,1781.0,,,user,ai04,EXPLAIN_OR_IDENTIFY,解释含义或识别指称,查询学校和教育信息,学历教育,U04,0,0.73220444,单招是什么意思啊,2656,1218,U04
教育,assistant_top1k,新东方考研价格表,1214.0,,,user,ai04,PRICE_COST_INQUIRY,价格或费用查询,查询价格费用,学历教育,U03,0,0.6402312,新东方,8861,518,
教育,assistant_top1k,这是哪个学校,1206.0,,,user,ai04,EXPLAIN_OR_IDENTIFY,解释含义或识别指称,查询所在位置与归属地,学历教育,U13,0,0.5505635,一本大学有哪些学校,7597,577,
教育,assistant_top1k,天津高考时间2025年时间表,1194.0,,,user,ai04,NUMERIC_FACT_AND_POLICY_LOOKUP,数值事实与年度政策查询,查询学校和教育信息,学历教育,U03,0,0.7326271,高考时间,3317,1030,U03
教育,assistant_top1k,历年高考作文真题及范文,1069.0,,,user,ai04,LIST_AND_RECOMMENDATION_REQUEST,枚举清单或建议推荐,生成与修改作文类文本,学历教育,U09,0,0.6051258,公务员考试试卷真题及答案,9662,489,
教育,assistant_top1k,西安大学排名一览表,877.0,,,user,ai04,LIST_AND_RECOMMENDATION_REQUEST,枚举清单或建议推荐,查询学校和教育信息,学历教育,U08,0,1.0000005,西安大学排名一览表,7631,575,
教育,assistant_top1k,华中科技大学在职研究生,834.0,,,user,ai04,ENTITY_BACKGROUND_LOOKUP,核查人物或机构背景,招聘岗位及要求查询,学历教育,U02,0,0.79038763,在职研究生,8886,516,U02
教育,assistant_top1k,考研报班,651.0,,,user,ai04,LIST_AND_RECOMMENDATION_REQUEST,枚举清单或建议推荐,查询学校和教育信息,学历教育,U08,0,0.7457311,考研报名时间,5500,724,U03
教育,assistant_top1k,高考时间科目安排表,627.0,,,user,ai04,NUMERIC_FACT_AND_POLICY_LOOKUP,数值事实与年度政策查询,查询学校和教育信息,学历教育,U03,0,0.80617374,高考时间,3317,1030,U03
教育,assistant_top1k,理学类专业一览表,590.0,,,user,ai04,LIST_AND_RECOMMENDATION_REQUEST,枚举清单或建议推荐,查询学校和教育信息,学历教育,U08,0,0.7097091,985大学排名一览表,433,5480,U08
教育,assistant_top1k,哪个学校,580.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,查询学校和教育信息,学历教育,U13,0,0.6163754,school,7624,576,
教育,assistant_top1k,浙江省大学排名,555.0,,,user,ai04,LIST_AND_RECOMMENDATION_REQUEST,枚举清单或建议推荐,查询学校和教育信息,学历教育,U08,0,0.9999998,浙江省大学排名,5892,692,
教育,assistant_top1k,高考祝福语,555.0,,,user,ai04,GENERATE_OR_REVISE_TEXT,生成或改写文本,祝福问候语查询,学历教育,U08,0,0.73126465,高考加油,1017,2893,
教育,assistant_top1k,考研究生,505.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,查询学校和教育信息,学历教育,U13,0,0.9023353,考研,5531,721,U02
教育,assistant_top1k,体育专业学校,502.0,,,user,ai04,LIST_AND_RECOMMENDATION_REQUEST,枚举清单或建议推荐,查询学校和教育信息,学历教育,U08,0,0.73407894,北京体育大学,1226,2394,U02
教育,assistant_top1k,高考季,473.0,,,user,ai04,NON_INTENT_FRAGMENT_UNDERSPECIFIED_INPUT,残缺或不可独立解释输入,查询学校和教育信息,学历教育,U02,0,0.82731956,高考,6,33737,U02
教育,assistant_top1k,这是哪个大学,455.0,,,user,ai04,EXPLAIN_OR_IDENTIFY,解释含义或识别指称,查询所在位置与归属地,学历教育,U13,0,0.59426874,一本大学有哪些学校,7597,577,
教育,assistant_top1k,排名前十的大学,412.0,,,user,ai04,LIST_AND_RECOMMENDATION_REQUEST,枚举清单或建议推荐,查询学校和教育信息,学历教育,U08,0,0.87197125,大学排名榜,6902,618,U08
教育,assistant_top1k,211大学都有哪些,401.0,,,user,ai04,LIST_AND_RECOMMENDATION_REQUEST,枚举清单或建议推荐,查询学校和教育信息,学历教育,U08,0,0.79898864,211大学全部排名,245,7786,U08
教育,assistant_top1k,30岁双985硕士重新高考,398.0,,,user,ai04,FACT_VERIFICATION_AND_RUMOR_OR_STATUS_CHECK,核验真伪、传闻与进展,查询学校和教育信息,学历教育,U13,0,0.60540354,985,1776,1681,
教育,assistant_top1k,北京精华学校复读一年多少钱,370.0,,,user,ai04,PRICE_COST_INQUIRY,价格或费用查询,查询学校和教育信息,学历教育,U03,0,0.6519739,民办本科学费多少钱一年,8981,513,U03
教育,assistant_top1k,高考平行志愿怎么填,368.0,,,user,ai04,GENERAL_HOWTO_GUIDE,通用操作与生活指南,查询学校和教育信息,学历教育,U06,0,0.844677,高考志愿怎么填,2477,1284,U07
教育,assistant_top1k,安徽大学排名,365.0,,,user,ai04,LIST_AND_RECOMMENDATION_REQUEST,枚举清单或建议推荐,查询学校和教育信息,学历教育,U03,0,0.9999999,安徽大学排名,6321,658,
教育,assistant_top1k,高考美术培训,365.0,,,user,ai04,EXPLAIN_OR_IDENTIFY,解释含义或识别指称,按描述生成图片与Logo设计,学历教育,U08,0,0.64731514,高考,6,33737,U02
教育,assistant_top1k,985大学排名,363.0,,,user,ai04,LIST_AND_RECOMMENDATION_REQUEST,枚举清单或建议推荐,查询学校和教育信息,学历教育,U08,0,0.9999997,985大学排名,7539,580,
