surface,core,query,u_core,u_wrap,own,pv,generic
assistant_random1k,电视剧,张耀演的电视剧,U02,U08,按线索查找或获取影音书资源,1.0,True
assistant_random1k,电视剧,王天辰演的电视剧,U02,U08,按线索查找或获取影音书资源,1.0,True
assistant_random1k,电视剧,给我推荐一些侯明昊的电视剧,U02,U08,枚举清单或建议推荐,1.0,True
assistant_random1k,电视剧,范丞丞电视剧,U02,U08,按线索查找或获取影音书资源,1.0,True
assistant_random1k,电视剧,贾景晖哪部电视剧最火,U02,U08,核查人物或机构背景,1.0,True
assistant_random1k,电视剧,还有哪些美国电视剧体现了不战而屈人之兵的策略,U02,U08,枚举清单或建议推荐,1.0,True
assistant_random1k,电视剧,这个小男孩出演过什么电视剧,U02,U08,核查人物或机构背景,1.0,True
assistant_random1k,电视剧,这个是什什么电视剧？,U02,U13,按线索查找或获取影音书资源,1.0,True
assistant_random1k,电视剧,那个电视剧的名字叫什么了,U02,U13,按线索查找或获取影音书资源,1.0,True
assistant_random1k,电视剧,金喜善的电视剧有哪些值得看,U02,U08,枚举清单或建议推荐,1.0,True
assistant_random1k,电视剧,靳东主演电视剧的收视排行榜,U02,U08,枚举清单或建议推荐,1.0,True
assistant_random1k,在线观看,在线观看网址,U01,U01,按线索查找或获取影音书资源,4.0,True
assistant_random1k,樱花动漫,Frontinencet樱花动漫,U02,U09,按线索查找或获取影音书资源,1.0,False
assistant_random1k,动画片,不可以看动画片，要怎么弄？,U02,U06,通用操作与生活指南,1.0,True
assistant_random1k,中央五台cctv5在线直播,中央五台cctv5在线直播女排,U01,U01,核验真伪、传闻与进展,1.0,False
assistant_random1k,电视剧,四库影院电视剧大全,U02,U01,按线索查找或获取影音书资源,1.0,True
assistant_random1k,哔哩哔哩,如何去掉哔哩哔哩视频的水印,U01,U06,工具面板单步操作指令,1.0,False
assistant_random1k,抖音极速版,抖音极速版红包福袋抢不到了怎么回事,U01,U05,通用操作与生活指南,1.0,False
assistant_random1k,YouTube,有哪些工具可以观看YouTube,U01,U08,枚举清单或建议推荐,1.0,False
assistant_random1k,腾讯视频,腾讯视频播放卡顿是什么原因,U01,U04,解释含义或识别指称,1.0,False
assistant_random1k,在线观看免费,猎虎3电影在线观看免费播放,U13,U09,按线索查找或获取影音书资源,3.0,True
assistant_random1k,功夫女足,《功夫女足》上映14天时，观影人次增长了多少,U02,U03,数值事实与年度政策查询,1.0,False
assistant_random1k,三国演义,《战争与和平》里，安德烈，皮埃尔，娜塔莎，彼佳，玛利亚公爵小姐，索尼娅，尼古拉，鲍里斯，图申，安德烈父亲，苏沃洛夫，娜塔莎父母，娜塔莎叔叔，阿赫萝西莫娃，杰尼索夫，多洛霍夫，阿纳托利，普拉东，海伦，库图佐夫，巴格拉季翁，他们要是看了《三国演义》里的诸葛亮给刘禅写的《出师表》，他在五丈原去世，鞠躬尽瘁死而后已，什么反应，表面和内心独白！！！,U02,U10,虚构续写与角色扮演,1.0,False
assistant_random1k,僵尸先生,《新僵尸先生2》电影,U02,U02,按线索查找或获取影音书资源,1.0,False
assistant_random1k,特立独行,《特立独行》的盈利情况怎么样,U02,U03,投资理财与创业加盟建议,1.0,False
assistant_random1k,在线观看,《飞船厄洛斯》完整版在线观看,U01,U09,按线索查找或获取影音书资源,1.0,True
assistant_random1k,免费观看,哪里可以免费观看《逆爱》海外版,U13,U09,按线索查找或获取影音书资源,1.0,True
assistant_random1k,抓特务,抓特务里面的冯静波为什么出轨？校长的女儿是真的吗？有什么意思意义吗？,U02,U04,核验真伪、传闻与进展,1.0,False
assistant_random1k,在线观看,电影《慕尼黑》原版在线观看,U01,U09,按线索查找或获取影音书资源,1.0,True
assistant_random1k,在线观看,电影巨蟒柏尤娜在线观看,U01,U09,按线索查找或获取影音书资源,1.0,True
assistant_random1k,动画片,美国电影动画片有个主角叫小可音乐家,U02,U09,解释含义或识别指称,1.0,True
assistant_random1k,在线观看,苏联电影阿斯勒别克在线观看,U01,U09,按线索查找或获取影音书资源,1.0,True
assistant_random1k,菲律宾电影,菲律宾电影《入住》在线观看,U08,U09,按线索查找或获取影音书资源,1.0,False
assistant_random1k,菲律宾电影,菲律宾电影那炎热的夜晚女主演,U08,U03,按线索查找或获取影音书资源,1.0,False
assistant_random1k,蜡笔小新,蜡笔小新电影印度,U02,U09,解释含义或识别指称,1.0,False
assistant_random1k,韩国电影,韩国电影《向日葵》的导演和主演,U08,U03,核查人物或机构背景,1.0,False
assistant_random1k,电视剧,电视剧重器一共多少集,U02,U03,按线索查找或获取影音书资源,12.0,True
assistant_random1k,电视剧,电视剧奸细,U02,U02,索取或生成成人、色情或暴力内容,9.0,True
assistant_random1k,电视剧,《一树桃花开》是由观焱影视、影球影视、中国国际电视、PPTV、银巴克、曲江影视、奇寓映画出品，王瑞执导，陈枰编剧，王志文、徐帆领衔主演，蓝盈莹、李泓良、何建泽、杨凯程等主演的都市情感剧。该剧以盛茂林、郑婉颐一家为核心，讲述了他们因误会而分道扬镳的悲情往事。二十四年前，盛茂林与郑婉颐因误会而感情破裂，他离开北京前往贵州工作，留下郑婉颐独自抚养三个孩子，并断绝了与盛茂林的一切联系。二十四年后，已年过六旬的盛茂林重返北京，决心找回失散的一双儿女。他的归来引发了家庭的轩然大波，两代人之间，曾经的误会与隔阂，如今成为矛盾与情感的纠葛的故事。该剧于2017年2月3日在江苏城市频道首播。曾入选广电总局电视剧司《关于下发2017年重要宣传期第二批推荐播出参考剧目的通知》第二批参考推荐剧目。 这部剧主要讲述了什么故事,U02,U13,虚构续写与角色扮演,3.0,True
assistant_random1k,电视剧,《覆雨翻云》电视剧,U02,U02,按线索查找或获取影音书资源,3.0,True
assistant_random1k,在线观看免费,暖暖国语版在线观看免费,U13,U09,按线索查找或获取影音书资源,2.0,True
assistant_random1k,电视剧,电视剧处理镜头，台词和表演,U02,U13,按线索查找或获取影音书资源,2.0,True
assistant_random1k,电视剧,电视剧淬火年代剧情介绍,U02,U04,核查人物或机构背景,2.0,True
assistant_random1k,免费观看,简言的夏冬电视剧全集免费观看,U13,U09,按线索查找或获取影音书资源,2.0,True
assistant_random1k,电视剧,花开锦绣电视剧免费看,U02,U09,按线索查找或获取影音书资源,2.0,True
assistant_random1k,西游记,86版西游记和日版哪个更受欢迎,U02,U03,枚举清单或建议推荐,1.0,False
assistant_random1k,三国演义,94版三国演义诸葛亮骂走徐庶删减片段,U02,U09,索取或生成成人、色情或暴力内容,1.0,False
assistant_random1k,水浒传,98年版水浒传,U02,U02,按线索查找或获取影音书资源,1.0,False
assistant_random1k,电视剧,《九门》电视剧哪里可以看,U02,U09,按线索查找或获取影音书资源,1.0,True
assistant_random1k,唐朝诡事录,《唐朝诡事录之蜀道》什么时候播出,U02,U03,按线索查找或获取影音书资源,1.0,False
assistant_random1k,电视剧,《终极任务》电视剧中陆迎川如果故意招惹石川灵子会怎样,U02,U07,虚构续写与角色扮演,1.0,True
assistant_random1k,免费观看,《迷雾森林》免费观看,U13,U09,按线索查找或获取影音书资源,1.0,True
assistant_random1k,潘金莲,为何潘金莲和西门庆同房过？,U02,U04,解释含义或识别指称,1.0,False
assistant_random1k,电视剧,九门是什么时候的电视剧,U02,U03,按线索查找或获取影音书资源,1.0,True
assistant_random1k,电视剧,介绍一下电视剧守婚如玉的主要演员,U02,U08,核查人物或机构背景,1.0,True
assistant_random1k,电视剧,你安全吗电视剧陈都灵,U02,U02,核验真伪、传闻与进展,1.0,True
assistant_random1k,电视剧,后手就为电视剧老吉演到甲米事件,U02,U13,残缺或不可独立解释输入,1.0,True
assistant_random1k,电视剧,启王的电视剧叫什么,U02,U03,核查人物或机构背景,1.0,True
assistant_random1k,哈利波特,哈利波特就有大儿子,U02,U13,解释含义或识别指称,1.0,False
assistant_random1k,西游记,如果所有神话人物、西游记人物和梦幻西游角色观影梦幻西游之天命之路第8集完整版假设剧情,U02,U10,虚构续写与角色扮演,1.0,False
assistant_random1k,小欢喜,小欢喜小梦和乔卫东发生关系宋倩能接受复婚,U02,U04,按线索查找或获取影音书资源,1.0,False
assistant_random1k,电视剧,希望的田野盖贸易大厅电视剧,U02,U13,按线索查找或获取影音书资源,1.0,True
assistant_random1k,免费观看,我的前半生第二部42集免费观看,U13,U09,按线索查找或获取影音书资源,1.0,True
assistant_random1k,电视剧,我记得2026年电视剧济公和尚还在重播,U02,U05,核验真伪、传闻与进展,1.0,True
assistant_random1k,电视剧,我说的是陈数和黄磊主演的电视剧夫妻那些事,U02,U11,按线索查找或获取影音书资源,1.0,True
assistant_random1k,在线观看,母狮行动第三季完整版在线观看高清免费,U01,U09,按线索查找或获取影音书资源,1.0,True
assistant_random1k,电视剧,民国奇探电视剧女中案中人物介绍,U02,U04,核查人物或机构背景,1.0,True
assistant_random1k,电视剧,水浒传电视剧平定方腊攻打苏州城视频,U02,U09,按线索查找或获取影音书资源,1.0,True
assistant_random1k,电视剧,淬火年代电视剧里女演员叫杨采什么呢？,U02,U03,核查人物或机构背景,1.0,True
assistant_random1k,潘金莲,潘金莲和武松有实质性的性关系吗？,U02,U05,核验真伪、传闻与进展,1.0,False
assistant_random1k,电视剧,照顾自己哦。电视剧赌场的场长风长风演员表,U02,U08,按线索查找或获取影音书资源,1.0,True
assistant_random1k,电视剧,"爱情:保密局抓了丈夫,谁料妻子不一般,下秒带人踏平保密局，是哪部电视剧里的角色",U02,U09,核验真伪、传闻与进展,1.0,True
assistant_random1k,电视剧,电视剧《重器》改编自哪部小说,U02,U03,按线索查找或获取影音书资源,1.0,True
assistant_random1k,电视剧,电视剧西北岁,U02,U02,按线索查找或获取影音书资源,1.0,True
assistant_random1k,电视剧,电视剧长风主演,U02,U08,按线索查找或获取影音书资源,1.0,True
assistant_random1k,三国演义,蜀汉的武将立过大功，最后是病逝的，然后在三国演义中戏份很多是主要人物之一的是,U02,U04,虚构续写与角色扮演,1.0,False
assistant_random1k,欢乐颂,谢维西这种病娇男人，假如是欢乐颂五美中任何一个穿来遇到他，都会是什么情况，尤其是邱莹莹,U02,U10,虚构续写与角色扮演,1.0,False
assistant_random1k,惊蛰无声,还有惊蛰无声,U02,U13,修改上一轮输出,1.0,False
assistant_random1k,电视剧,这是什么电视剧的中的情节？,U02,U13,解释含义或识别指称,1.0,True
assistant_random1k,电视剧,这是哪个电视剧，哪年上映，主要叫什么,U02,U13,按线索查找或获取影音书资源,1.0,True
assistant_random1k,免费观看,青云志4集免费观看最,U13,U09,按线索查找或获取影音书资源,1.0,True
assistant_random1k,电视剧,鬼吹灯电视剧南海归墟,U02,U02,按线索查找或获取影音书资源,1.0,True
assistant_random1k,免费观看,心动的信号9免费观看,U13,U09,按线索查找或获取影音书资源,4.0,True
assistant_random1k,新闻联播,7月19日，新闻联播主要内容,U02,U04,核验真伪、传闻与进展,1.0,False
assistant_random1k,今日说法,今日说法老周的艳遇,U02,U09,核验真伪、传闻与进展,1.0,False
assistant_random1k,抖音极速版,8.76 aNW:/ :5pm 04/09 e@B.gB 复制打开抖音极速版，看看【昊天（天帝）超自然行动组的作品】O泡果奶病毒下载  https://v.douyin.com/lIxXgE2zPzI/,U01,U09,索取或生成成人、色情或暴力内容,1.0,False
assistant_random1k,西游记,下山就当姑奶奶全家都宠我短剧大结局第88集西游记的五百年前大闹天宫时期野性难驯的孙悟空来到主角丸子家说里边的人出来跟我比武不出来砸了这个破房子后家人们说你是哪来的怪物你是谁孙悟空说我是东胜神洲傲来国花果山水帘洞美猴王齐天大圣孙悟空后反派说你是齐天大圣孙悟空失礼饶了苏家一命听说大圣法术强在西游记里的战力T1级别文章,U02,U10,虚构续写与角色扮演,1.0,False
assistant_random1k,搞笑视频,买玉交学费的搞笑视频,U09,U09,价格或费用查询,1.0,False
assistant_random1k,熊出没,熊出没早期废案宣传片,U02,U09,按线索查找或获取影音书资源,1.0,False
assistant_random1k,搞笑视频,给我搞一些关于台风的顶级搞搞笑视频，今年台风猛攻江浙沪,U09,U09,核验真伪、传闻与进展,1.0,False
assistant_random1k,免费观看,腹黑女佣短剧免费观看完整版高清,U13,U09,按线索查找或获取影音书资源,1.0,True
assistant_random1k,腾讯视频,腾讯视频要钱能可以在优酷浏览浏览器上看到吗？,U01,U05,按线索查找或获取影音书资源,1.0,False
assistant_random1k,搞笑视频,铲屎官日常搞笑视频,U09,U09,前往官方入口或话题聚合页,1.0,False
