entity,surface,query,u_ds,pv,search_example,search_rank,sim,u_nn
NN,assistant_top1k,动画片《绝母》1-6集百度云分享,U09,103.0,动画片《绝母》1-6集百度,7962.0,0.9630672335624695,
NN,assistant_top1k,免费观看大片在线观看韩剧,U09,642.0,韩剧免费大片在线观看,226.0,0.9597746133804321,U09
NN,assistant_top1k,金瓶梅电视剧全集电视剧免费播放在线高清版,U09,391.0,金瓶梅电视剧全集电视剧在线看免费,2531.0,0.9579288959503174,
NN,assistant_top1k,日剧韩剧在线大全,U09,329.0,日剧韩剧在线观看大全,1052.0,0.9566354751586914,
NN,assistant_top1k,高清在线观看免费版韩剧电影,U09,109.0,韩剧电影在线观看免费完整版,1083.0,0.9553794264793396,
NN,assistant_top1k,电视连续剧早春晴朗,U02,473.0,早春晴朗电视剧,3537.0,0.9518736004829407,
NN,assistant_top1k,日剧《卖房子的女人》片段,U09,125.0,日剧《卖房子的女人》,308.0,0.9511883854866028,U02
NN,assistant_top1k,激战的后厨1-6集在线观看百度云,U09,272.0,激战后厨第1-6集免费播放百度云,8281.0,0.9509081840515137,
NN,assistant_top1k,77影视在线观看免费观看电视剧百度,U09,188.0,77影院在线观看免费观看电视剧百度,1015.0,0.950119137763977,
NN,assistant_top1k,《OVERLORD》动漫,U02,104.0,overlord动漫,5802.0,0.9488130807876587,
NN,assistant_top1k,我们的少年时代二,U02,101.0,我们的少年时代2,6525.0,0.9485518932342529,
NN,assistant_top1k,醒来的电视剧,U02,167.0,醒来电视剧,5381.0,0.9476975798606873,
NN,assistant_top1k,在线观看免费高清完整版韩剧,U09,743.0,韩剧大全在线观看电视剧免费高清,6846.0,0.9421347975730896,
NN,assistant_top1k,动漫免费在观看,U09,106.0,动漫免费观看,6797.0,0.9419989585876465,
NN,assistant_top1k,早春晴朗电视剧免费观看全,U09,213.0,早春晴朗电视剧,3537.0,0.9385554790496826,
NN,assistant_top1k,"缘之空,动漫",U02,125.0,缘之空动漫,7894.0,0.934745192527771,
NN,assistant_top1k,早春晴朗电视剧免费观看,U09,148.0,早春晴朗电视剧,3537.0,0.9340826272964478,
NN,assistant_top1k,早春晴朗电视剧免费观看全集高清完整,U09,1098.0,早春晴朗电视剧,3537.0,0.9221381545066833,
NN,assistant_top1k,动作电影视频在线观看,U09,320.0,动作大片在线观看电影,6195.0,0.9213700890541077,
NN,assistant_top1k,小猪佩奇全集,U09,152.0,小猪佩奇全集免费,4226.0,0.9194292426109314,
NN,assistant_top1k,我要看电影,U08,246.0,我要电影,8244.0,0.9185808897018433,
NN,assistant_top1k,心动的信号9,U02,118.0,心动的信号8,8242.0,0.9181191325187683,
NN,assistant_top1k,日本在线字幕高清电视剧日剧,U09,104.0,日文字幕电视剧在线播放,3632.0,0.9173529148101807,
NN,assistant_top1k,法国空乘4法版完整版,U09,141.0,法国空乘4法版在线播放,1023.0,0.9163813591003418,
NN,assistant_top1k,早春晴朗 电视剧 在线看,U09,258.0,早春晴朗电视剧,3537.0,0.916286826133728,
NN,assistant_top1k,爱上特种兵,U02,120.0,爱上特种兵 电视剧,3819.0,0.9105580449104309,
NN,assistant_top1k,早春晴朗全剧免费观看,U09,350.0,早春晴朗电视剧,3537.0,0.9104715585708618,
NN,assistant_top1k,《秘密花园》,U02,170.0,秘密花园,2201.0,0.9102442264556885,
NN,assistant_top1k,《秘密花园》,U02,313.0,秘密花园,2201.0,0.9102442264556885,
NN,assistant_top1k,《饥饿难耐》电影,U02,216.0,《饥饿难耐》,1324.0,0.9098559617996216,
NN,assistant_top1k,好看,U13,297.0,好好看,4229.0,0.9083202481269836,
NN,assistant_top1k,韩剧电影在线播放,U09,581.0,韩剧电影在线观看高清,2002.0,0.9081880450248718,
NN,assistant_top1k,《早春晴朗》电视剧24,U09,123.0,早春晴朗电视剧,3537.0,0.9066526889801025,
NN,assistant_top1k,《早春晴朗》电视剧免费观看,U09,187.0,早春晴朗电视剧,3537.0,0.9056212902069092,
NN,assistant_top1k,早春晴朗全集免费观看电视剧完整版,U09,690.0,早春晴朗电视剧,3537.0,0.9053035974502563,
NN,assistant_top1k,早春晴朗免费观看电视剧完整版,U09,448.0,早春晴朗电视剧,3537.0,0.90379399061203,
NN,assistant_top1k,南京照相馆电影视频完整版,U09,118.0,南京照相馆电影免费观看高清,3856.0,0.9029979109764099,
NN,assistant_top1k,高压监狱,U02,235.0,高压监狱电影,577.0,0.902233898639679,U02
NN,assistant_top1k,老牛在线影院电视剧免费观看韩剧,U09,194.0,老牛影院在线高清免费观看电视剧,3071.0,0.9004852771759033,
NN,assistant_top1k,日剧《太想被你爱了》电视剧在线观,U09,141.0,日剧《太想被你爱了》百度云,6907.0,0.8990939259529114,
NN,assistant_top1k,《早春晴朗》完整版,U09,128.0,早春晴朗电视剧,3537.0,0.8944135308265686,
NN,assistant_top1k,XL上司令第二季免费观看百度,U09,127.0,XL上司令第一季免费观看最新,322.0,0.8926080465316772,U09
NN,assistant_top1k,醒来电视剧全集免费观看在线播放,U09,246.0,醒来电视剧,5381.0,0.8872045278549194,
NN,assistant_top1k,短剧在线看,U09,144.0,在线观看免费版高清短剧,93.0,0.8866221904754639,U09
NN,assistant_top1k,《早春晴朗》免费观看全集,U09,646.0,早春晴朗电视剧,3537.0,0.8865039944648743,
NN,assistant_top1k,秘密在线观看播放韩剧TV在线观看,U09,169.0,秘密爱韩剧在线观看,2129.0,0.8854771256446838,
NN,assistant_top1k,早春晴朗,U02,604.0,早春晴朗电视剧,3537.0,0.8834658265113831,
NN,assistant_top1k,剑来 第一季 动漫 在线看,U09,161.0,剑来动漫第一季,4388.0,0.8831321597099304,
NN,assistant_top1k,小孩子,U02,111.0,孩子,8989.0,0.8804118037223816,
NN,assistant_top1k,2026年还有哪些热门电视剧,U08,147.0,电视剧推荐2026热播的剧,585.0,0.8802774548530579,U08
NN,assistant_top1k,醒来 电视剧 在线看,U09,137.0,醒来电视剧,5381.0,0.8789299130439758,
NN,assistant_top1k,《上甘岭》24集电视剧,U02,109.0,上甘岭电视剧全集播放,5739.0,0.8750276565551758,
NN,assistant_top1k,醒来电视剧免费观看全集完整版高清下载,U09,138.0,醒来电视剧,5381.0,0.8735338449478149,
NN,assistant_top1k,《九门》电视剧,U02,167.0,老九门 电视剧,1582.0,0.8722572326660156,
NN,assistant_top1k,日本免费高清观看电视剧百度云下载,U09,104.0,日本高清免费观看电视剧,3473.0,0.8714350461959839,
NN,assistant_top1k,日本免费高清观看电视剧百度云下载,U09,2725.0,日本高清免费观看电视剧,3473.0,0.8714350461959839,
NN,assistant_top1k,双男主mv大片外网播放,U09,169.0,双男主mv大片百度大片,8469.0,0.8708276152610779,
NN,assistant_top1k,醒来电视剧在线观看完整版高清,U09,230.0,醒来电视剧,5381.0,0.8705158829689026,
NN,assistant_top1k,《我家超大弟超级很棒》动漫百度网,U09,209.0,《我家弟真的很棒》动漫百度百科,3530.0,0.8694319725036621,
NN,assistant_top1k,《早春晴朗》,U02,563.0,早春晴朗电视剧,3537.0,0.86907559633255,
NN,assistant_top1k,泰国电影视频大全,U09,204.0,泰国电影,5517.0,0.8688039183616638,
NN,assistant_top1k,奥德赛电影,U02,153.0,奥德赛,2578.0,0.867987334728241,
NN,assistant_top1k,男女爱情视频,U02,324.0,男女视频,3119.0,0.8675289154052734,
NN,assistant_top1k,飘雪影院日剧在线观看,U09,104.0,飘雪影院在线观看免费版电视剧,3687.0,0.867114782333374,
NN,assistant_top1k,成全观看高清在线完整美剧成成成全,U09,129.0,成全高清在线完整观看,2680.0,0.8667504787445068,
NN,assistant_top1k,日剧《我的大叔》,U02,172.0,韩剧《我的大叔》,1976.0,0.8662533164024353,
NN,assistant_top1k,免费高清视频在线观看爱奇艺电视剧,U09,168.0,高清在线视频免费观看电视剧,2552.0,0.8638764023780823,
NN,assistant_top1k,《志愿军2:存亡之战》,U02,115.0,志愿军:存亡之战 电影,6484.0,0.8638211488723755,
NN,assistant_top1k,美女与野兽2009,U02,203.0,美女与野兽,1449.0,0.8593288660049438,
NN,assistant_top1k,时光代理人第三季,U02,409.0,时光代理人第一季,3317.0,0.8591418266296387,
NN,assistant_top1k,都市短剧推荐,U08,717.0,热门短剧推荐,6905.0,0.8585992455482483,
NN,assistant_top1k,醒来电视剧演员表,U08,253.0,醒来电视剧,5381.0,0.8563012480735779,
NN,assistant_top1k,斯巴达克第一季无删减完整版百度,U09,179.0,斯巴达克第四季无删减完整百度,3209.0,0.8559472560882568,
NN,assistant_top1k,醒来电视剧全集免费观看在线播放下载,U09,130.0,醒来电视剧,5381.0,0.8548450469970703,
NN,assistant_top1k,《无法拒绝的她》韩剧国语在线观看,U09,122.0,《无法拒绝的你》韩剧,8139.0,0.8530905842781067,
NN,assistant_top1k,早春晴朗 在线看,U09,305.0,早春晴朗电视剧,3537.0,0.85169917345047,
NN,assistant_top1k,早春晴朗 在线看,U09,213.0,早春晴朗电视剧,3537.0,0.85169917345047,
NN,assistant_top1k,早春晴朗在线看,U09,113.0,早春晴朗电视剧,3537.0,0.85169917345047,
NN,assistant_top1k,九门电视剧免费,U09,145.0,九门2电视剧免费观看全集高清,4937.0,0.8516414165496826,
NN,assistant_top1k,片,U13,257.0,片子,364.0,0.8513356447219849,U02
NN,assistant_top1k,片,U13,116.0,片子,364.0,0.8513356447219849,U02
NN,assistant_top1k,《九门》全集,U09,124.0,九门,3674.0,0.8501939177513123,
NN,assistant_top1k,吞噬星空,U02,174.0,吞噬星空在线观看,4255.0,0.8500584959983826,
NN,assistant_top1k,我们的少年时代2 电视剧 在线看,U09,419.0,我们的少年时代2免费观看完整版,3472.0,0.84919273853302,
NN,assistant_top1k,双男主,U02,245.0,韩剧双男主,9344.0,0.848555326461792,
NN,assistant_top1k,国产免费观看高清电视剧网站百度,U08,270.0,国产观看免费高清电视剧,1942.0,0.8477908372879028,
NN,assistant_top1k,九门 电视剧 在线看,U09,196.0,老九门在线观看全集免费观看,8136.0,0.8465338349342346,
NN,assistant_top1k,动漫《于是我被老师救了》百度网盘,U09,216.0,于是我被老师拯救了动漫免费观看四集,7132.0,0.8462700247764587,
NN,assistant_top1k,2026年最火的电视剧有哪些,U08,109.0,2026电视剧最近热播排行榜,5437.0,0.8459155559539795,
NN,assistant_top1k,哎呦，我的妈,U02,578.0,我的妈耶,3184.0,0.8453854322433472,
NN,assistant_top1k,星空在线观看免费高清韩剧TV,U09,127.0,星辰视频免费高清在线观看韩剧,1118.0,0.8452972769737244,
NN,assistant_top1k,正能量短剧推荐,U08,109.0,热门短剧推荐,6905.0,0.8449869751930237,
NN,assistant_top1k,《我的男家教》韩剧在线观看完整版,U09,181.0,韩剧《我的私人家教》在线观看,6250.0,0.8441376090049744,
NN,assistant_top1k,心动的信号第9季,U02,471.0,心动的信号第七季,4943.0,0.843120813369751,
NN,assistant_top1k,九门免费观看,U09,113.0,老九门在线观看全集免费观看,8136.0,0.8405687808990479,
NN,assistant_top1k,老王影院高清在线观看电视剧视频,U09,121.0,老牛影院在线高清免费观看电视剧,3071.0,0.8405086994171143,
NN,assistant_top1k,刑警队长分集剧情,U04,106.0,刑警队长 电视剧,2864.0,0.8394462466239929,
NN,assistant_top1k,刑警队长 分集剧情,U04,199.0,刑警队长 电视剧,2864.0,0.8394462466239929,
NN,assistant_top1k,刑警队长分集剧情,U04,240.0,刑警队长 电视剧,2864.0,0.8394462466239929,
NN,assistant_top1k,亲爱的,U13,227.0,亲爱的热爱的,1983.0,0.8376672863960266,
NN,assistant_top1k,现代言情短剧推荐,U08,1135.0,热门短剧推荐,6905.0,0.8370347023010254,
NN,assistant_top1k,电视剧醒来演员表,U08,295.0,醒来电视剧,5381.0,0.8368301391601562,
NN,assistant_top1k,YY影院在线观看免费观看电视剧百度,U09,929.0,77影院在线观看免费观看电视剧百度,1015.0,0.8367334604263306,
NN,assistant_top1k,完美世界,U02,126.0,完美世界在线视频观看完整版,7099.0,0.8327651619911194,
NN,assistant_top1k,利剑玫瑰演员表,U08,126.0,利剑玫瑰,9018.0,0.8319107890129089,
NN,assistant_top1k,《租借女友》相似的动漫,U08,350.0,《租借女友》动漫,3107.0,0.8304802179336548,
NN,assistant_top1k,电影战争片大全免费,U09,262.0,二战电影大全集免费 战争片,9250.0,0.8299864530563354,
NN,assistant_top1k,在线观看B站必看的韩剧,U09,264.0,b站韩剧免费观看入口网站,6768.0,0.8290298581123352,
NN,assistant_top1k,韩国电影《燃烧》,U02,130.0,燃烧韩剧电影在线观看完整版高清,2267.0,0.8284437656402588,
NN,assistant_top1k,我喜欢你,U11,642.0,听说你喜欢我,3720.0,0.8265208005905151,
NN,assistant_top1k,电视剧醒来全部演员表,U08,624.0,醒来电视剧,5381.0,0.8254737257957458,
NN,assistant_top1k,灼灼韶华演员表,U08,108.0,灼灼韶华,7296.0,0.8250998854637146,
NN,assistant_top1k,古风短剧推荐,U08,780.0,热门短剧推荐,6905.0,0.8242441415786743,
NN,assistant_top1k,《霸道黑帮老大爱上我》泰剧,U02,117.0,黑帮少爷爱上我泰剧剧集,639.0,0.8239980936050415,U02
NN,assistant_top1k,两个人免费观看在线看韩剧大全一对,U09,273.0,一对一韩剧免费观看完整版电视剧在线播放,1352.0,0.8237731456756592,
NN,assistant_top1k,美剧《偷吃》在线播放,U09,134.0,日剧《偷吃》在线观看,9285.0,0.8231176137924194,
NN,assistant_top1k,全网电视剧榜,U08,136.0,电视剧排行榜,2011.0,0.82292240858078,
NN,assistant_top1k,你好邻居,U02,116.0,邻居,2786.0,0.8227453231811523,
NN,assistant_top1k,砰砰砰砰免费高清完整版视频百度视频,U09,122.0,砰砰砰免费观看全集在线,7650.0,0.8224552273750305,
NN,assistant_top1k,灭火宝贝美剧在线看完整版HD,U09,109.0,灭火宝贝2在线看免费高清完整版中文,3130.0,0.8223671317100525,
NN,assistant_top1k,《心动的信号》第9季,U02,137.0,心动的信号第七季,4943.0,0.8209198117256165,
NN,assistant_top1k,包贝尔复仇电影完整版,U09,158.0,包贝尔电影全部作品,9121.0,0.8196108937263489,
NN,assistant_top1k,早日晴朗电视,U02,105.0,早春晴朗电视剧,3537.0,0.8195493221282959,
NN,assistant_top1k,早春晴朗1-24集完整百度云,U09,516.0,早春晴朗电视剧,3537.0,0.8190264105796814,
NN,assistant_top1k,视频。,U13,116.0,视频,163.0,0.8187799453735352,U02
NN,assistant_top1k,早春晴朗1-24集百度云,U09,223.0,早春晴朗电视剧,3537.0,0.8183493614196777,
NN,assistant_top1k,《精英律师》分集剧情,U04,128.0,精英律师 电视剧,6035.0,0.8178281784057617,
NN,assistant_top1k,早春晴朗演员表,U08,120.0,早春晴朗电视剧,3537.0,0.8177279233932495,
NN,assistant_top1k,披荆斩棘2026,U02,108.0,披荆斩棘,8939.0,0.8171225786209106,
NN,assistant_top1k,老九门演员表全部,U08,106.0,老九门 电视剧,1582.0,0.8168625831604004,
NN,assistant_top1k,《八仙！》再度过海,U02,211.0,八仙过海,7310.0,0.8157307505607605,
NN,assistant_top1k,天美影院在线观看电视剧网站免费,U01,476.0,天美影视mv免费观看电视剧,7803.0,0.81367427110672,
NN,assistant_top1k,go go go,U13,120.0,gogogo,4409.0,0.8133494853973389,
NN,assistant_top1k,早春晴朗电视剧免费观看全集在线播放男主叫什么,U03,2440.0,早春晴朗电视剧,3537.0,0.8123066425323486,
NN,assistant_top1k,花开锦绣全集免费观看电视剧完整版高清,U09,184.0,山河锦绣电视剧免费观看全集高清,3693.0,0.8123059272766113,
NN,assistant_top1k,《再来一次吧》韩剧在线,U09,234.0,韩剧《再来一次交换》在线看,3606.0,0.8104667067527771,
NN,assistant_top1k,醒来电视剧全集免费播放欧豪在线观看爱奇艺,U09,108.0,醒来电视剧,5381.0,0.810035228729248,
NN,assistant_top1k,电影《坠落2》定档,U05,107.0,坠落2电影高清在线观看,6442.0,0.8098330497741699,
NN,assistant_top1k,甜宠短剧推荐,U08,1251.0,热门短剧推荐,6905.0,0.8076602816581726,
NN,assistant_top1k,百度短剧,U01,135.0,短剧,464.0,0.8075069785118103,U02
NN,assistant_top1k,总裁短剧推荐,U08,151.0,热门短剧推荐,6905.0,0.8068760633468628,
NN,assistant_top1k,花开锦绣电视剧免费观看高清版,U09,237.0,山河锦绣电视剧免费观看全集高清,3693.0,0.8052824139595032,
NN,assistant_top1k,醒来电视剧全集免费播放欧豪在线观看爱奇艺视频,U09,221.0,醒来电视剧,5381.0,0.8038011789321899,
NN,assistant_top1k,电视剧醒来的演员表,U08,128.0,醒来电视剧,5381.0,0.802954375743866,
NN,assistant_top1k,日剧《亲密爱人》,U02,289.0,亲密爱人高清完整版免费观看,5827.0,0.8028768301010132,
NN,assistant_top1k,观看,U13,112.0,在线观看,117.0,0.802640974521637,U01
NN,assistant_top1k,适合已婚夫妇看的影视剧,U08,501.0,适合夫妻二人观看的剧,9339.0,0.8008757829666138,
NN,assistant_top1k,重器电视剧在线观看免费观看,U09,101.0,重器电视剧免费观看全集于和伟,8882.0,0.8006904125213623,
NN,assistant_top1k,好不好看？,U13,124.0,好好看,4229.0,0.799738347530365,
NN,assistant_top1k,《我的健身教练》完整版在线观看,U09,635.0,《我的健身教练》电视剧,2089.0,0.7996126413345337,
NN,assistant_top1k,《亮剑》全集,U09,160.0,亮剑 电视剧,2322.0,0.7995621562004089,
NN,assistant_top1k,日剧《少女》,U02,111.0,少女,2412.0,0.7977297902107239,
NN,assistant_top1k,电视剧醒来剧情介绍,U04,171.0,醒来电视剧,5381.0,0.7976946234703064,
NN,assistant_top1k,《影视》续集,U13,422.0,影视,952.0,0.7965796589851379,U02
NN,assistant_top1k,《影视》续集,U13,428.0,影视,952.0,0.7965795993804932,U02
NN,assistant_top1k,《影视》续集,U13,1098.0,影视,952.0,0.7965795993804932,U02
NN,assistant_top1k,花开锦绣电视剧高清免费观看,U09,201.0,山河锦绣电视剧免费观看全集高清,3693.0,0.7953649759292603,
NN,assistant_top1k,醒来,U02,1015.0,醒来电视剧,5381.0,0.7950325608253479,
NN,assistant_top1k,醒来,U02,167.0,醒来电视剧,5381.0,0.7950325608253479,
NN,assistant_top1k,办公室第3季,U02,133.0,办公室3在线观看免费版电视剧大全中,7733.0,0.7941256165504456,
NN,assistant_top1k,韩剧《特殊家教》在线播,U09,157.0,韩剧《我的私人家教》在线观看,6250.0,0.7934512495994568,
NN,assistant_top1k,《醒来》大结局,U04,211.0,醒来电视剧,5381.0,0.792093813419342,
NN,assistant_top1k,韩剧《初次尝鲜》在线观看完整版,U09,227.0,初体验10韩剧在线观看完整免费版电视剧,3548.0,0.7913139462471008,
NN,assistant_top1k,潘金莲1988年版电视剧,U02,158.0,潘金莲电视剧全集,7844.0,0.7899129390716553,
NN,assistant_top1k,早春晴朗井柏然24集全集免费,U09,168.0,早春晴朗电视剧,3537.0,0.7883918285369873,
NN,assistant_top1k,希望,U02,150.0,渴望,8216.0,0.788077712059021,
NN,assistant_top1k,花开锦绣电视剧全集免费播放在线观看,U09,190.0,山河锦绣电视剧免费观看全集高清,3693.0,0.7879767417907715,
NN,assistant_top1k,在哪看,U13,132.0,在线看,4263.0,0.7876513004302979,
NN,assistant_top1k,巴啦啦小魔仙49集小蓝中毒,U09,124.0,巴啦啦小魔仙,2035.0,0.7876364588737488,
NN,assistant_top1k,搞笑,U02,150.0,搞笑视频 爆笑,2606.0,0.7868207097053528,
NN,assistant_top1k,早春晴朗1-24全集优酷可以看吗,U09,189.0,早春晴朗电视剧,3537.0,0.7868097424507141,
NN,assistant_top1k,什么短剧,U13,171.0,短剧,464.0,0.7857856154441833,U02
NN,assistant_top1k,逆袭短剧推荐,U08,570.0,热门短剧推荐,6905.0,0.7846001386642456,
NN,assistant_top1k,韩剧《左邻右舍》在线观看,U09,288.0,隔壁的邻居韩剧在线观看电视剧更新,8521.0,0.7825295329093933,
NN,assistant_top1k,早春晴朗大结局是什么,U04,167.0,早春晴朗电视剧,3537.0,0.7824312448501587,
NN,assistant_top1k,韩剧《更衣室》在线观看免费换,U09,428.0,交换韩剧免费观看全集在线观,2656.0,0.7799820303916931,
NN,assistant_top1k,花开锦绣演员表,U08,132.0,电视剧花开如梦演员表,7396.0,0.7797458171844482,
NN,assistant_top1k,农夫影院在线播放免费观看电视剧,U09,137.0,影视大全在线观看电视剧免费观看,3926.0,0.779301643371582,
NN,assistant_top1k,的视频,U13,156.0,视频,163.0,0.7787063121795654,U02
NN,assistant_top1k,《受孕岛》动漫第二季百度,U09,333.0,《生育岛》动漫第一季百度,9106.0,0.7785744667053223,
NN,assistant_top1k,#好剧推荐#,U08,101.0,电视剧推荐,4244.0,0.7764544486999512,
NN,assistant_top1k,女孩,U02,226.0,好女孩,5114.0,0.7758598327636719,
NN,assistant_top1k,疯狂邻居,U02,307.0,邻居也疯狂免费完整版电视剧,1517.0,0.7757935523986816,
NN,assistant_top1k,生成视频的网站免费,U08,264.0,免费视频在线观看的网站,582.0,0.7751399874687195,U08
NN,assistant_top1k,龙族,U02,137.0,龙之家族,3650.0,0.7735746502876282,
NN,assistant_top1k,《醒来》剧情简介,U04,189.0,醒来电视剧,5381.0,0.7734266519546509,
NN,assistant_top1k,重案六组消失的警号,U02,119.0,重案六组,7183.0,0.7713262438774109,
NN,assistant_top1k,相关视频,U13,163.0,视频 - 详情,4568.0,0.7704818248748779,
NN,assistant_top1k,好看吗？,U13,691.0,好好看,4229.0,0.7696743607521057,
NN,assistant_top1k,重器电视剧,U02,170.0,重器电视剧免费观看全集于和伟,8882.0,0.7692139148712158,
NN,assistant_top1k,师傅,U02,161.0,老师,3059.0,0.7673221826553345,
NN,assistant_top1k,发视频,U06,168.0,视频,163.0,0.7666751146316528,U02
NN,assistant_top1k,《醒来》分集剧情介绍,U04,140.0,醒来电视剧,5381.0,0.7662779092788696,
NN,assistant_top1k,好看的,U13,104.0,好好看,4229.0,0.7647002339363098,
NN,assistant_top1k,在哪里看,U13,139.0,在线看,4263.0,0.7646657228469849,
NN,assistant_top1k,超高清,U13,142.0,高清视频,6413.0,0.7640487551689148,
NN,assistant_top1k,回家,U13,398.0,家,2441.0,0.7635975480079651,
NN,assistant_top1k,兄弟,U02,188.0,哥哥,9710.0,0.7623590230941772,
NN,assistant_top1k,师兄太稳健,U02,431.0,师兄啊师兄,1130.0,0.7621721029281616,
NN,assistant_top1k,我愿意,U02,120.0,我许可,6834.0,0.7621688842773438,
NN,assistant_top1k,电视剧重器,U02,131.0,重器电视剧免费观看全集于和伟,8882.0,0.7621525526046753,
NN,assistant_top1k,《醒来》剧情介绍,U04,122.0,醒来电视剧,5381.0,0.7619866728782654,
NN,assistant_top1k,电影《美人》,U02,120.0,美女电影,5359.0,0.7600449919700623,
NN,assistant_top1k,《你好邻居》,U02,214.0,邻居,2786.0,0.7582952976226807,
NN,assistant_top1k,重器全集免费,U09,245.0,重器电视剧免费观看全集于和伟,8882.0,0.7567280530929565,
NN,assistant_top1k,醒来全集演员表,U08,186.0,醒来电视剧,5381.0,0.7559821009635925,
NN,assistant_top1k,"井柏然,孙千早春晴朗电视剧",U04,193.0,早春晴朗电视剧,3537.0,0.7551732659339905,
NN,assistant_top1k,昨天,U13,205.0,昨日将至,4587.0,0.755061686038971,
NN,assistant_top1k,孙千《早春晴朗》免费,U09,109.0,早春晴朗电视剧,3537.0,0.7540479898452759,
NN,assistant_top1k,醒来欧豪电视剧,U09,202.0,醒来电视剧,5381.0,0.7537726163864136,
NN,assistant_top1k,《丈夫请部长来家》日剧百度,U09,392.0,部长来家吃饭日剧在线播放,9611.0,0.7526145577430725,
NN,assistant_top1k,这是什么短剧,U13,226.0,短剧,464.0,0.7525617480278015,U02
NN,assistant_top1k,醒来剧情介绍,U04,646.0,醒来电视剧,5381.0,0.7524347305297852,
NN,assistant_top1k,醒来剧情介绍,U04,143.0,醒来电视剧,5381.0,0.7524347305297852,
NN,assistant_top1k,原视频,U13,150.0,视频,163.0,0.7520952820777893,U02
NN,assistant_top1k,她,U13,116.0,善良的她,3942.0,0.7514171004295349,
NN,assistant_top1k,花开锦绣 电视剧 在线看,U09,584.0,锦绣芳华电视剧高清完整版在线观看,3854.0,0.7502870559692383,
NN,assistant_top1k,牛来实时票房,U03,114.0,电影实时票房,2911.0,0.7489603757858276,
NN,assistant_top1k,《醒来》1-40集剧情简介,U04,111.0,醒来电视剧,5381.0,0.7486913204193115,
NN,assistant_top1k,女保镖电影完整版,U09,126.0,保镖1993年电影完整版,3481.0,0.7478309273719788,
NN,assistant_top1k,《电视剧》续集,U13,143.0,电视剧,69.0,0.7464403510093689,U02
NN,assistant_top1k,重器 电视剧 在线看,U09,495.0,重器电视剧免费观看全集于和伟,8882.0,0.746416449546814,
NN,assistant_top1k,使用视频,U13,374.0,视频,163.0,0.7433422803878784,U02
NN,assistant_top1k,醒来演员表,U08,1705.0,醒来电视剧,5381.0,0.7429013252258301,
NN,assistant_top1k,八仙,U02,148.0,八仙饭店,2696.0,0.7428460717201233,
NN,assistant_top1k,日常,U02,132.0,卿卿日常,4157.0,0.7427608370780945,
NN,assistant_top1k,要视频,U13,350.0,视频,163.0,0.7415100932121277,U02
NN,assistant_top1k,抖音9.1.1免费版,U01,150.0,抖音极速版 免费下载,4682.0,0.7398770451545715,
NN,assistant_top1k,花开锦绣在线看全集免费,U09,209.0,花开如梦免费观看全集电视剧,7112.0,0.7371290922164917,
NN,assistant_top1k,花开锦绣在线看观看,U09,178.0,锦绣芳华电视剧高清完整版在线观看,3854.0,0.7370566129684448,
NN,assistant_top1k,我要视频,U13,549.0,视频,163.0,0.7362114787101746,U02
NN,assistant_top1k,张凌赫《天官赐福》,U02,121.0,天官赐福,849.0,0.7353711128234863,U02
NN,assistant_top1k,我要看,U13,513.0,我要电影,8244.0,0.7345474362373352,
NN,assistant_top1k,弟弟,U02,113.0,哥哥,9710.0,0.7336187362670898,
NN,assistant_top1k,死神恋人,U02,138.0,死神,3664.0,0.7315899729728699,
NN,assistant_top1k,韩剧《初次尝鲜》看全集吗在线观看,U09,173.0,初体验10韩剧在线观看完整免费版电视剧,3548.0,0.7314319610595703,
NN,assistant_top1k,《醒来》电视剧的结局是什么,U04,141.0,醒来电视剧,5381.0,0.7306374907493591,
NN,assistant_top1k,《电视剧》分集剧情,U13,128.0,电视剧,69.0,0.7296099066734314,U02
NN,assistant_top1k,视频教程,U02,684.0,视频,163.0,0.7292346954345703,U02
NN,assistant_top1k,师兄太稳健免费观看完整版电视剧全集,U09,186.0,师兄啊师兄动漫全集免费观看,1284.0,0.7290583848953247,
NN,assistant_top1k,我要的是视频,U11,104.0,视频,163.0,0.7286869883537292,U02
NN,assistant_top1k,最后,U13,126.0,之后,3910.0,0.7286221385002136,
NN,assistant_top1k,醒来的演员表,U08,149.0,觉醒年代演员表,6898.0,0.7284938097000122,
NN,assistant_top1k,哪里可以免费观看《早春晴朗》全集,U09,113.0,早春晴朗电视剧,3537.0,0.7281628847122192,
NN,assistant_top1k,浴火在线观看免费高清电视剧,U09,137.0,高清在线视频免费观看电视剧,2552.0,0.7276677489280701,
NN,assistant_top1k,神豪短剧推荐,U08,1367.0,热门短剧推荐,6905.0,0.7265746593475342,
NN,assistant_top1k,《我们的少年时代2》有哪些亮点,U04,199.0,我们的少年时代2,6525.0,0.7257472276687622,
NN,assistant_top1k,金鹰奖提名名单,U08,108.0,金鹰奖投票入口,448.0,0.7251530885696411,U01
NN,assistant_top1k,我想看,U13,395.0,一起看,2053.0,0.7235991954803467,
NN,assistant_top1k,找视频,U09,106.0,视频,163.0,0.7235369682312012,U02
NN,assistant_top1k,《醒来》的剧情简介,U04,140.0,醒来电视剧,5381.0,0.7221391797065735,
NN,assistant_top1k,热映电影,U08,608.0,热播电影在线观看,6779.0,0.7220395803451538,
NN,assistant_top1k,《醒来》演员表完整版,U08,201.0,醒来电视剧,5381.0,0.7192649841308594,
