domain,frm,to,code,name,p_from,p_to,diff,lo,hi,sig
人物,search_top1000,assistant_random1k,U12,违规或灰色内容,0.006,0.04,0.034,0.02118085771566925,0.0487869578576343,True
人物,search_top1000,assistant_random1k,U13,无法判定,0.01,0.09263157894736843,0.08263157894736843,0.06386093190886316,0.10325435709877197,True
合计,search_top1000,assistant_top1k,U01,导航直达,0.0644,0.029060941227499457,-0.03533905877250054,-0.043766369874793556,-0.027000278556755006,True
合计,search_top1000,assistant_top1k,U02,裸实体,0.4446,0.30340490132292347,-0.14119509867707652,-0.16023191381864885,-0.1219924561900874,True
合计,search_top1000,assistant_top1k,U03,事实与数值,0.1098,0.09520711342441987,-0.014592886575580125,-0.026702317465281622,-0.0024407308686705317,True
合计,search_top1000,assistant_top1k,U04,解释与介绍,0.2324,0.11971372804163956,-0.11268627195836044,-0.12764759701718567,-0.09764999885858423,True
合计,search_top1000,assistant_top1k,U05,核实与动态,0.0022,0.03947083062242464,0.03727083062242464,0.031743743042990095,0.04336301782118269,True
合计,search_top1000,assistant_top1k,U06,办事与操作,0.0092,0.028193450444589027,0.018993450444589027,0.013641061600531273,0.02466343675310553,True
合计,search_top1000,assistant_top1k,U07,个案判断与建议,0.0116,0.034482758620689655,0.022882758620689655,0.016945550203244064,0.02912356460881205,True
合计,search_top1000,assistant_top1k,U08,清单与推荐,0.0204,0.054001301236174366,0.033601301236174365,0.02608720162852396,0.0413709531434026,True
合计,search_top1000,assistant_top1k,U09,获取现成内容,0.0884,0.082411624376491,-0.005988375623509012,-0.01715584438818383,0.005227906940175985,False
合计,search_top1000,assistant_top1k,U10,生成与编辑,0.0008,0.02168726957276079,0.02088726957276079,0.01686318669896907,0.025532661087791734,True
合计,search_top1000,assistant_top1k,U11,会话与系统指令,0.0,0.028193450444589027,0.028193450444589027,0.023727840161274587,0.03337807708707529,True
合计,search_top1000,assistant_top1k,U12,违规或灰色内容,0.0076,0.005855562784645413,-0.0017444372153545872,-0.005099997596924602,0.001611342670668686,False
合计,search_top1000,assistant_top1k,U13,无法判定,0.0086,0.15831706788115377,0.14971706788115377,0.13904582281545563,0.1607606155497065,True
合计,assistant_top1k,assistant_random1k,U01,导航直达,0.029060941227499457,0.0040924902803355845,-0.02496845094716387,-0.0304169937528995,-0.019976963148286876,True
合计,assistant_top1k,assistant_random1k,U02,裸实体,0.30340490132292347,0.051974626560261916,-0.25143027476266155,-0.2660896589099179,-0.2367679062702763,True
合计,assistant_top1k,assistant_random1k,U03,事实与数值,0.09520711342441987,0.14896664620421526,0.053759532779795394,0.040649503214245125,0.06685380050855098,True
合计,assistant_top1k,assistant_random1k,U04,解释与介绍,0.11971372804163956,0.14876202169019848,0.029048293648558918,0.015338031197871478,0.04272727610680804,True
合计,assistant_top1k,assistant_random1k,U05,核实与动态,0.03947083062242464,0.08635154491508083,0.046880714292656195,0.03722501295013397,0.056619156581879125,True
合计,assistant_top1k,assistant_random1k,U06,办事与操作,0.028193450444589027,0.04685901370984244,0.018665563265253413,0.011050356541716566,0.026340919523872085,True
合计,assistant_top1k,assistant_random1k,U07,个案判断与建议,0.034482758620689655,0.14098629015756087,0.10650353153687121,0.09546314719926276,0.11767106249276345,True
合计,assistant_top1k,assistant_random1k,U08,清单与推荐,0.054001301236174366,0.09515039901780234,0.04114909778162797,0.030649296496717666,0.051685403343935045,True
合计,assistant_top1k,assistant_random1k,U09,获取现成内容,0.082411624376491,0.06363822385921833,-0.018773400517272665,-0.02931173798783212,-0.008313710484890874,True
合计,assistant_top1k,assistant_random1k,U10,生成与编辑,0.02168726957276079,0.058727235522815634,0.03703996595005485,0.02926653620491299,0.04496783340305306,True
合计,assistant_top1k,assistant_random1k,U11,会话与系统指令,0.028193450444589027,0.024145692653979946,-0.004047757790609081,-0.010562312811896273,0.0023839967659301077,False
合计,assistant_top1k,assistant_random1k,U12,违规或灰色内容,0.005855562784645413,0.010845099242889298,0.004989536458243885,0.0013155761464244465,0.008772828645289384,True
合计,assistant_top1k,assistant_random1k,U13,无法判定,0.15831706788115377,0.11950071618579906,-0.0388163516953547,-0.05276159091751701,-0.024911076562476132,True
合计,search_top1000,assistant_random1k,U01,导航直达,0.0644,0.0040924902803355845,-0.060307509719664414,-0.06759546238471713,-0.05346219972959593,True
合计,search_top1000,assistant_random1k,U02,裸实体,0.4446,0.051974626560261916,-0.3926253734397381,-0.40763589630188307,-0.37740221836027577,True
合计,search_top1000,assistant_random1k,U03,事实与数值,0.1098,0.14896664620421526,0.03916664620421527,0.025951544264907624,0.05240531922161166,True
合计,search_top1000,assistant_random1k,U04,解释与介绍,0.2324,0.14876202169019848,-0.08363797830980152,-0.09899902464922462,-0.06823170457201916,True
合计,search_top1000,assistant_random1k,U05,核实与动态,0.0022,0.08635154491508083,0.08415154491508084,0.0764008908330145,0.09241249983920212,True
合计,search_top1000,assistant_random1k,U06,办事与操作,0.0092,0.04685901370984244,0.03765901370984244,0.03130237775047507,0.04435432694935626,True
合计,search_top1000,assistant_random1k,U07,个案判断与建议,0.0116,0.14098629015756087,0.12938629015756087,0.11933096655251717,0.13976079784323192,True
合计,search_top1000,assistant_random1k,U08,清单与推荐,0.0204,0.09515039901780234,0.07475039901780234,0.06574456626193007,0.0840120797158314,True
合计,search_top1000,assistant_random1k,U09,获取现成内容,0.0884,0.06363822385921833,-0.024761776140781677,-0.03522058688671526,-0.014329714163981417,True
合计,search_top1000,assistant_random1k,U10,生成与编辑,0.0008,0.058727235522815634,0.05792723552281563,0.051550601758616796,0.0648894729408552,True
合计,search_top1000,assistant_random1k,U11,会话与系统指令,0.0,0.024145692653979946,0.024145692653979946,0.020127175107975015,0.028837728570004953,True
合计,search_top1000,assistant_random1k,U12,违规或灰色内容,0.0076,0.010845099242889298,0.0032450992428892976,-0.0005482058233694737,0.0071445802204702456,False
合计,search_top1000,assistant_random1k,U13,无法判定,0.0086,0.11950071618579906,0.11090071618579907,0.10161791187749636,0.12055172179347382,True
