query,bu_leaf,bu_leaf_name,bu_family_final,bu_margin,bu_ambiguous,td_l1,td_confidence,td_margin,td_ambiguous,td_l2
食道炎的症状,35,呼吸道症状与用药建议查询,39,0.0211,False,MEDICAL_KNOWLEDGE_LOOKUP,0.8632,0.7867,False,MEDICAL_KNOWLEDGE_LOOKUP__1
微创手术风险大吗？,36,医疗恢复与检查时间查询,6,0.0968,False,PROCEDURE_EXPERIENCE,0.444,0.0784,False,PROCEDURE_EXPERIENCE__1
坐骨神经痛,26,查询骨科伤病诊疗与康复信息,43,0.0525,False,SYMPTOM_CAUSE_LOOKUP,0.2943,0.0839,False,SYMPTOM_CAUSE_LOOKUP__2
慢性咽炎吃什么药好,12,病症用药饮食查询,45,0.1709,False,TREATMENT_SEEKING,0.9994,0.9993,False,TREATMENT_SEEKING__2
体检被医生揉了一夜的胸疼正常吗女,19,判断身体症状或检查结果是否正常,32,0.0649,False,SYMPTOM_CAUSE_LOOKUP,0.7847,0.6843,False,SYMPTOM_CAUSE_LOOKUP__2
玉灵膏的功效,20,功效作用与副作用查询,3,0.0296,False,PRODUCT_INFO_LOOKUP,0.9945,0.9902,False,PRODUCT_INFO_LOOKUP__2
女人常吃乌梅的好处有哪些,11,健康利弊查询,24,0.2023,False,PRODUCT_INFO_LOOKUP,0.8961,0.8653,False,PRODUCT_INFO_LOOKUP__2
乳腺癌转移淋巴,30,查询疾病症状与诊疗信息,47,0.1309,False,TREATMENT_SEEKING,0.2709,0.0417,False,TREATMENT_SEEKING__1
隐翅虫咬后会自愈吗,30,查询疾病症状与诊疗信息,47,0.0036,True,DIAGNOSIS_PROGNOSIS_VERDICT,0.5285,0.3427,False,DIAGNOSIS_PROGNOSIS_VERDICT__1
怀疑痤疮，暂未确诊,30,查询疾病症状与诊疗信息,47,0.0025,True,OWN_CASE_VERDICT,0.6338,0.5142,False,OWN_CASE_VERDICT__5
高血压吃什么药,14,血压问题查询,40,0.0055,True,TREATMENT_SEEKING,0.9988,0.9984,False,TREATMENT_SEEKING__2
低密度脂蛋白正常值,16,查询化验检查指标含义与异常原因,30,0.1128,False,MEDICAL_KNOWLEDGE_LOOKUP,0.8398,0.7438,False,MEDICAL_KNOWLEDGE_LOOKUP__2
缬沙坦氨氯地平片的副作用,24,药品用法与相互作用查询,19,0.0428,False,PRODUCT_INFO_LOOKUP,0.9665,0.9568,False,PRODUCT_INFO_LOOKUP__1
口干要警惕三种疾病,35,呼吸道症状与用药建议查询,39,0.104,False,DIAGNOSIS_PROGNOSIS_VERDICT,0.2389,0.0044,True,DIAGNOSIS_PROGNOSIS_VERDICT__6
有耳垂和没耳垂区别,10,查询食物营养与健康影响,42,0.0083,True,ENTITY_COMPARISON,0.7683,0.6816,False,ENTITY_COMPARISON__2
支原体阳性感染严重吗？,30,查询疾病症状与诊疗信息,47,0.0364,False,DIAGNOSIS_PROGNOSIS_VERDICT,0.853,0.7447,False,DIAGNOSIS_PROGNOSIS_VERDICT__1
餐后2小时血糖标准一览表,18,血糖与糖尿病管理查询,46,0.1843,False,MEDICAL_KNOWLEDGE_LOOKUP,0.3391,0.1497,False,MEDICAL_KNOWLEDGE_LOOKUP__2
我想了解疱疹性咽峡炎,34,查询皮肤黏膜异常症状与处理建议,38,0.0018,True,MEDICAL_KNOWLEDGE_LOOKUP,0.6561,0.4667,False,MEDICAL_KNOWLEDGE_LOOKUP__1
荞麦面的功效与作用禁忌,23,查询物品功效与作用,25,0.1819,False,PRODUCT_INFO_LOOKUP,0.9889,0.9814,False,PRODUCT_INFO_LOOKUP__2
百香果的皮可以吃吗的功效和禁忌,20,功效作用与副作用查询,3,0.0332,False,PRODUCT_INFO_LOOKUP,0.8947,0.8338,False,PRODUCT_INFO_LOOKUP__2
阿莫西林和克拉维酸钾的区别,24,药品用法与相互作用查询,19,0.0745,False,ENTITY_COMPARISON,0.9119,0.864,False,ENTITY_COMPARISON__1
生可可粉的副作用,20,功效作用与副作用查询,3,0.0931,False,PRODUCT_INFO_LOOKUP,0.9959,0.9951,False,PRODUCT_INFO_LOOKUP__1
皮肤癌早期是怎么样的？,30,查询疾病症状与诊疗信息,47,0.0721,False,MEDICAL_KNOWLEDGE_LOOKUP,0.5887,0.2551,False,MEDICAL_KNOWLEDGE_LOOKUP__1
性生活过于频繁会导致什么？,34,查询皮肤黏膜异常症状与处理建议,38,0.0022,True,MEDICAL_KNOWLEDGE_LOOKUP,0.6841,0.5077,False,MEDICAL_KNOWLEDGE_LOOKUP__2
依折麦布片副作用大吗,20,功效作用与副作用查询,3,0.0079,True,PRODUCT_INFO_LOOKUP,0.9234,0.8884,False,PRODUCT_INFO_LOOKUP__1
喝椰汁的好处与坏处？,11,健康利弊查询,24,0.2202,False,PRODUCT_INFO_LOOKUP,0.8789,0.8194,False,PRODUCT_INFO_LOOKUP__2
三种人不宜吃柿子,10,查询食物营养与健康影响,42,0.0183,True,MEDICAL_KNOWLEDGE_LOOKUP,0.7261,0.5976,False,MEDICAL_KNOWLEDGE_LOOKUP__2
被隐翅虫咬了擦什么药,12,病症用药饮食查询,45,0.1166,False,TREATMENT_SEEKING,0.6627,0.4892,False,TREATMENT_SEEKING__1
血压不能躺着量,14,血压问题查询,40,0.2142,False,MEDICAL_KNOWLEDGE_LOOKUP,0.3244,0.1443,False,MEDICAL_KNOWLEDGE_LOOKUP__2
空腹血糖6.7高吗,18,血糖与糖尿病管理查询,46,0.172,False,OWN_CASE_VERDICT,0.8926,0.8176,False,OWN_CASE_VERDICT__1
非布司他片,24,药品用法与相互作用查询,19,0.0822,False,PRODUCT_INFO_LOOKUP,0.4364,0.2657,False,PRODUCT_INFO_LOOKUP__1
需要去医院做核磁吗？,1,医院及医生信息查询,20,0.0597,False,PROVIDER_NAVIGATION_AND_ADMIN,0.8191,0.6791,False,PROVIDER_NAVIGATION_AND_ADMIN__2
火麻仁的作用,20,功效作用与副作用查询,3,0.0761,False,PRODUCT_INFO_LOOKUP,0.9929,0.9897,False,PRODUCT_INFO_LOOKUP__2
芹菜的功效,20,功效作用与副作用查询,3,0.025,False,PRODUCT_INFO_LOOKUP,0.9427,0.9159,False,PRODUCT_INFO_LOOKUP__2
脚抽筋是什么原因,33,症状原因查询,37,0.1686,False,SYMPTOM_CAUSE_LOOKUP,0.9961,0.995,False,SYMPTOM_CAUSE_LOOKUP__2
打呼噜怎么治,31,查询健康症状处理办法,35,0.0062,True,TREATMENT_SEEKING,0.995,0.9933,False,TREATMENT_SEEKING__2
查血前需要空腹吗？,36,医疗恢复与检查时间查询,6,0.0206,False,MEDICAL_KNOWLEDGE_LOOKUP,0.4784,0.3341,False,MEDICAL_KNOWLEDGE_LOOKUP__2
无花果的药用价值是什么,20,功效作用与副作用查询,3,0.0217,False,PRODUCT_INFO_LOOKUP,0.8116,0.7613,False,PRODUCT_INFO_LOOKUP__2
抗病毒口服液,24,药品用法与相互作用查询,19,0.0617,False,PRODUCT_INFO_LOOKUP,0.7225,0.6509,False,PRODUCT_INFO_LOOKUP__1
山茱萸泡水喝的功效与禁忌,23,查询物品功效与作用,25,0.0497,False,PRODUCT_INFO_LOOKUP,0.98,0.9726,False,PRODUCT_INFO_LOOKUP__2
第一次猫抓伤在三年前打了疫苗今天又被抓还需要打疫苗,36,医疗恢复与检查时间查询,6,0.0098,True,ACUTE_EMERGENCY_TRIAGE,0.4914,0.3145,False,ACUTE_EMERGENCY_TRIAGE__1
假期补觉能抵消开学后的睡眠债吗,10,查询食物营养与健康影响,42,0.001,True,EFFICACY_VERDICT,0.7766,0.7204,False,EFFICACY_VERDICT__2
胆固醇偏高怎么治疗,16,查询化验检查指标含义与异常原因,30,0.0835,False,TREATMENT_SEEKING,0.9938,0.9917,False,TREATMENT_SEEKING__2
艾滋病如何查,30,查询疾病症状与诊疗信息,47,0.0827,False,MEDICAL_KNOWLEDGE_LOOKUP,0.8416,0.774,False,MEDICAL_KNOWLEDGE_LOOKUP__1
苯磺酸氨氯地平片的正确吃法,24,药品用法与相互作用查询,19,0.0854,False,DOSAGE_ADMINISTRATION,0.3967,0.0864,False,DOSAGE_ADMINISTRATION__3
有必要接种23价肺炎疫苗吗,30,查询疾病症状与诊疗信息,47,0.0403,False,OWN_CASE_VERDICT,0.3041,0.038,False,OWN_CASE_VERDICT__4
仙灵骨葆胶囊能长期服用吗？,24,药品用法与相互作用查询,19,0.0489,False,PRODUCT_INFO_LOOKUP,0.5247,0.2645,False,PRODUCT_INFO_LOOKUP__1
肺活量正常范围,19,判断身体症状或检查结果是否正常,32,0.1647,False,MEDICAL_KNOWLEDGE_LOOKUP,0.7659,0.7248,False,MEDICAL_KNOWLEDGE_LOOKUP__1
肺结核有什么症状,30,查询疾病症状与诊疗信息,47,0.0785,False,MEDICAL_KNOWLEDGE_LOOKUP,0.9626,0.9458,False,MEDICAL_KNOWLEDGE_LOOKUP__1
我想了解椎间盘突出,26,查询骨科伤病诊疗与康复信息,43,0.0968,False,MEDICAL_KNOWLEDGE_LOOKUP,0.7157,0.6184,False,MEDICAL_KNOWLEDGE_LOOKUP__3
维生素b2可以长期吃吗？,9,查询特定健康或用药情形下能否吃某物或做某事,17,0.0365,False,PERMISSION_VERDICT,0.4366,0.255,False,PERMISSION_VERDICT__1
脂蛋白a高946；吃什么药才能降低脂蛋白,16,查询化验检查指标含义与异常原因,30,0.0688,False,OWN_CASE_VERDICT,0.6828,0.4262,False,OWN_CASE_VERDICT__1
甲亢症状有哪些症状,30,查询疾病症状与诊疗信息,47,0.1323,False,MEDICAL_KNOWLEDGE_LOOKUP,0.906,0.8655,False,MEDICAL_KNOWLEDGE_LOOKUP__1
头发掉的厉害,34,查询皮肤黏膜异常症状与处理建议,38,0.0136,True,SYMPTOM_CAUSE_LOOKUP,0.5895,0.3096,False,SYMPTOM_CAUSE_LOOKUP__3
食榴莲可以饮酒吗？,9,查询特定健康或用药情形下能否吃某物或做某事,17,0.0058,True,INTERACTION_VERDICT,0.3486,0.0965,False,INTERACTION_VERDICT__1
每天吃一片维生素b族好吗,10,查询食物营养与健康影响,42,0.0558,False,DOSAGE_ADMINISTRATION,0.3038,0.1369,False,DOSAGE_ADMINISTRATION__1
咳嗽吃什么药,12,病症用药饮食查询,45,0.1588,False,TREATMENT_SEEKING,0.9979,0.9968,False,TREATMENT_SEEKING__2
胃里长息肉要不要紧,35,呼吸道症状与用药建议查询,39,0.0396,False,SYMPTOM_CAUSE_LOOKUP,0.5216,0.4148,False,SYMPTOM_CAUSE_LOOKUP__4
hpv怎么感染的,30,查询疾病症状与诊疗信息,47,0.085,False,MEDICAL_KNOWLEDGE_LOOKUP,0.978,0.9682,False,MEDICAL_KNOWLEDGE_LOOKUP__1
百白破疫苗一般打几针？,36,医疗恢复与检查时间查询,6,0.0026,True,MEDICAL_KNOWLEDGE_LOOKUP,0.6345,0.4668,False,MEDICAL_KNOWLEDGE_LOOKUP__1
海棠果的功效与作用禁忌,23,查询物品功效与作用,25,0.1851,False,PRODUCT_INFO_LOOKUP,0.9969,0.9959,False,PRODUCT_INFO_LOOKUP__2
率谷穴位图功效,26,查询骨科伤病诊疗与康复信息,43,0.0255,False,PRODUCT_INFO_LOOKUP,0.649,0.3688,False,PRODUCT_INFO_LOOKUP__2
痔疮肉球突出怎么消除,34,查询皮肤黏膜异常症状与处理建议,38,0.0276,False,TREATMENT_SEEKING,0.7526,0.5701,False,TREATMENT_SEEKING__1
为什么建议不要杀幽门螺杆菌,35,呼吸道症状与用药建议查询,39,0.0574,False,TREATMENT_SEEKING,0.9042,0.8507,False,TREATMENT_SEEKING__2
氯雷他定好还是西替利嗪好,24,药品用法与相互作用查询,19,0.1332,False,ENTITY_COMPARISON,0.5985,0.3455,False,ENTITY_COMPARISON__1
冲击波治疗多久做一次,36,医疗恢复与检查时间查询,6,0.1387,False,MEDICAL_KNOWLEDGE_LOOKUP,0.5668,0.4203,False,MEDICAL_KNOWLEDGE_LOOKUP__3
小孩子风寒感冒喝什么药好,12,病症用药饮食查询,45,0.0871,False,TREATMENT_SEEKING,0.9005,0.8497,False,TREATMENT_SEEKING__2
鹰嘴豆的功效与作用及禁忌哪些人不适宜吃鹰嘴豆,23,查询物品功效与作用,25,0.1175,False,PRODUCT_INFO_LOOKUP,0.9645,0.9528,False,PRODUCT_INFO_LOOKUP__2
乳果糖口服溶液副作用大吗,24,药品用法与相互作用查询,19,0.0165,True,PRODUCT_INFO_LOOKUP,0.8753,0.8434,False,PRODUCT_INFO_LOOKUP__1
慢性咽炎有哪些症状,35,呼吸道症状与用药建议查询,39,0.0265,False,MEDICAL_KNOWLEDGE_LOOKUP,0.8876,0.8409,False,MEDICAL_KNOWLEDGE_LOOKUP__1
月经推迟不来什么原因,33,症状原因查询,37,0.0693,False,SYMPTOM_CAUSE_LOOKUP,0.9695,0.9527,False,SYMPTOM_CAUSE_LOOKUP__5
第一次怕疼怎么办,31,查询健康症状处理办法,35,0.132,False,TREATMENT_SEEKING,0.699,0.4281,False,TREATMENT_SEEKING__1
肩胛骨疼什么原因,33,症状原因查询,37,0.1504,False,SYMPTOM_CAUSE_LOOKUP,0.9943,0.991,False,SYMPTOM_CAUSE_LOOKUP__2
知柏地黄丸50个功效,25,中药与中成药信息查询,26,0.0499,False,PRODUCT_INFO_LOOKUP,0.9571,0.9486,False,PRODUCT_INFO_LOOKUP__2
柚子的功效,20,功效作用与副作用查询,3,0.0153,True,PRODUCT_INFO_LOOKUP,0.9689,0.9425,False,PRODUCT_INFO_LOOKUP__2
我想了解二硫化硒洗剂,24,药品用法与相互作用查询,19,0.0403,False,MEDICAL_KNOWLEDGE_LOOKUP,0.5362,0.41,False,MEDICAL_KNOWLEDGE_LOOKUP__2
风疹图片和症状,30,查询疾病症状与诊疗信息,47,0.1003,False,MEDICAL_KNOWLEDGE_LOOKUP,0.5166,0.0484,False,MEDICAL_KNOWLEDGE_LOOKUP__1
血小板压积偏高是什么原因,33,症状原因查询,37,0.0719,False,SYMPTOM_CAUSE_LOOKUP,0.9364,0.9114,False,SYMPTOM_CAUSE_LOOKUP__3
舒宝森茯苓功效,20,功效作用与副作用查询,3,0.0418,False,PRODUCT_INFO_LOOKUP,0.9783,0.9646,False,PRODUCT_INFO_LOOKUP__2
干桑葚泡水能天天喝吗,13,特定场景饮品饮用适宜性查询,18,0.1887,False,PERMISSION_VERDICT,0.2913,0.0734,False,PERMISSION_VERDICT__1
左氧氟沙星副作用大吗,24,药品用法与相互作用查询,19,0.014,True,PRODUCT_INFO_LOOKUP,0.8229,0.7831,False,PRODUCT_INFO_LOOKUP__1
鼻咽癌早期症状表现,30,查询疾病症状与诊疗信息,47,0.0224,False,MEDICAL_KNOWLEDGE_LOOKUP,0.9021,0.8547,False,MEDICAL_KNOWLEDGE_LOOKUP__1
喉咙发痒咳嗽有白痰怎么办？,35,呼吸道症状与用药建议查询,39,0.0769,False,SYMPTOM_CAUSE_LOOKUP,0.7187,0.5652,False,SYMPTOM_CAUSE_LOOKUP__4
桥本氏甲状腺炎不能吃什么呀,8,查询食物药物能否食用,16,0.0046,True,PERMISSION_VERDICT,0.414,0.0184,True,PERMISSION_VERDICT__1
双氯芬酸钠缓释片作用,24,药品用法与相互作用查询,19,0.1064,False,PRODUCT_INFO_LOOKUP,0.9747,0.9635,False,PRODUCT_INFO_LOOKUP__1
塞来昔布的功效,20,功效作用与副作用查询,3,0.0501,False,PRODUCT_INFO_LOOKUP,0.9612,0.942,False,PRODUCT_INFO_LOOKUP__2
甲钴胺需要吃多久见效？,24,药品用法与相互作用查询,19,0.0683,False,DOSAGE_ADMINISTRATION,0.8438,0.812,False,DOSAGE_ADMINISTRATION__2
甲氨蝶呤可以长期吃吗,9,查询特定健康或用药情形下能否吃某物或做某事,17,0.0395,False,DOSAGE_ADMINISTRATION,0.2928,0.0185,True,DOSAGE_ADMINISTRATION__2
磷酸奥司他韦胶囊的作用与功效,20,功效作用与副作用查询,3,0.0644,False,PRODUCT_INFO_LOOKUP,0.9766,0.965,False,PRODUCT_INFO_LOOKUP__1
牛奶a2酪蛋白是什么作用,7,解答婴幼儿喂养与奶类营养问题,15,0.0348,False,PRODUCT_INFO_LOOKUP,0.9053,0.8283,False,PRODUCT_INFO_LOOKUP__1
苯磺酸氨氯地平片就是降压药吗,24,药品用法与相互作用查询,19,0.0657,False,EFFICACY_VERDICT,0.4876,0.3161,False,EFFICACY_VERDICT__2
肝郁气滞是抑郁症吗,16,查询化验检查指标含义与异常原因,30,0.0372,False,DIAGNOSIS_PROGNOSIS_VERDICT,0.5735,0.2595,False,DIAGNOSIS_PROGNOSIS_VERDICT__5
下午做肠镜，前一天晚上需要喝泻药吗？,36,医疗恢复与检查时间查询,6,0.0155,True,CONTEXT_DEPENDENT_FOLLOW_UP,0.3058,0.146,False,CONTEXT_DEPENDENT_FOLLOW_UP__2
主动脉壁钙化，升主动脉径约33mm，降主动脉径约24mm，意味着什么？,15,解读个人健康指标与用药疑问,29,0.0116,True,OWN_CASE_VERDICT,0.9259,0.8622,False,OWN_CASE_VERDICT__1
同型半胱氨酸高说明什么,16,查询化验检查指标含义与异常原因,30,0.0748,False,MEDICAL_KNOWLEDGE_LOOKUP,0.8263,0.7708,False,MEDICAL_KNOWLEDGE_LOOKUP__2
利妥昔单抗用药什么时间起效,24,药品用法与相互作用查询,19,0.0817,False,DOSAGE_ADMINISTRATION,0.5991,0.4567,False,DOSAGE_ADMINISTRATION__2
杏仁有什么作用,20,功效作用与副作用查询,3,0.1558,False,PRODUCT_INFO_LOOKUP,0.9943,0.9919,False,PRODUCT_INFO_LOOKUP__2
体育课出汗后怎么防感冒,31,查询健康症状处理办法,35,0.0304,False,TREATMENT_SEEKING,0.6904,0.4612,False,TREATMENT_SEEKING__1
蛋白粉的正确吃法服用时间,10,查询食物营养与健康影响,42,0.0171,True,DOSAGE_ADMINISTRATION,0.3645,0.175,False,DOSAGE_ADMINISTRATION__4
煮苹果水的好处和坏处,11,健康利弊查询,24,0.2255,False,PRODUCT_INFO_LOOKUP,0.5744,0.4022,False,PRODUCT_INFO_LOOKUP__2
手上有湿疹图片,34,查询皮肤黏膜异常症状与处理建议,38,0.0523,False,SYMPTOM_CAUSE_LOOKUP,0.5893,0.3325,False,SYMPTOM_CAUSE_LOOKUP__1
肺结核皮试第二天肿了是怎么回事,32,症状原因查询,36,0.0894,False,SYMPTOM_CAUSE_LOOKUP,0.7469,0.5657,False,SYMPTOM_CAUSE_LOOKUP__1
后背疼的七种原因,28,查询身体不适症状原因,33,0.0292,False,SYMPTOM_CAUSE_LOOKUP,0.8268,0.735,False,SYMPTOM_CAUSE_LOOKUP__2
陈皮泡水喝有什么好处？,11,健康利弊查询,24,0.1375,False,PRODUCT_INFO_LOOKUP,0.9463,0.9127,False,PRODUCT_INFO_LOOKUP__2
萎缩性胃炎c3严重吗,30,查询疾病症状与诊疗信息,47,0.0062,True,OWN_CASE_VERDICT,0.562,0.1601,False,OWN_CASE_VERDICT__5
鼻后滴漏怎么治,35,呼吸道症状与用药建议查询,39,0.0074,True,TREATMENT_SEEKING,0.9939,0.992,False,TREATMENT_SEEKING__2
呼吸过度未增减2小时用开刀吗,36,医疗恢复与检查时间查询,6,0.0166,True,OWN_CASE_VERDICT,0.6158,0.5007,False,OWN_CASE_VERDICT__5
红薯含糖量高吗糖尿病,18,血糖与糖尿病管理查询,46,0.1765,False,MEDICAL_KNOWLEDGE_LOOKUP,0.5487,0.428,False,MEDICAL_KNOWLEDGE_LOOKUP__2
绝经前月经症状,29,解答月经避孕怀孕相关疑问,41,0.1091,False,MEDICAL_KNOWLEDGE_LOOKUP,0.9224,0.8823,False,MEDICAL_KNOWLEDGE_LOOKUP__3
胃食管反流吃什么药能彻底治愈,12,病症用药饮食查询,45,0.1709,False,TREATMENT_SEEKING,0.9973,0.9955,False,TREATMENT_SEEKING__2
加味逍遥丸功效与作用,23,查询物品功效与作用,25,0.1885,False,PRODUCT_INFO_LOOKUP,0.9847,0.9768,False,PRODUCT_INFO_LOOKUP__2
鼻窦炎有哪些症状,35,呼吸道症状与用药建议查询,39,0.028,False,MEDICAL_KNOWLEDGE_LOOKUP,0.6394,0.4599,False,MEDICAL_KNOWLEDGE_LOOKUP__1
黄瓜籽有副作用吗,20,功效作用与副作用查询,3,0.0849,False,PRODUCT_INFO_LOOKUP,0.8048,0.7038,False,PRODUCT_INFO_LOOKUP__2
胶原蛋白肽可以长期喝吗,13,特定场景饮品饮用适宜性查询,18,0.016,True,PRODUCT_INFO_LOOKUP,0.5348,0.3765,False,PRODUCT_INFO_LOOKUP__1
我想了解磺胺嘧啶银乳膏,24,药品用法与相互作用查询,19,0.103,False,ENTITY_COMPARISON,0.2292,0.0917,False,ENTITY_COMPARISON__1
伤口化脓怎么办,31,查询健康症状处理办法,35,0.1749,False,TREATMENT_SEEKING,0.9361,0.8781,False,TREATMENT_SEEKING__1
肚子胀气是什么原因,33,症状原因查询,37,0.1791,False,SYMPTOM_CAUSE_LOOKUP,0.9977,0.9971,False,SYMPTOM_CAUSE_LOOKUP__4
脚踝痛怎么办,31,查询健康症状处理办法,35,0.0551,False,TREATMENT_SEEKING,0.9857,0.9746,False,TREATMENT_SEEKING__1
上夜班后怎样保持健康,10,查询食物营养与健康影响,42,0.0188,True,TREATMENT_SEEKING,0.4527,0.2323,False,TREATMENT_SEEKING__2
肌电图能看出神经损伤的程度吗,26,查询骨科伤病诊疗与康复信息,43,0.0361,False,MEDICAL_KNOWLEDGE_LOOKUP,0.5015,0.317,False,MEDICAL_KNOWLEDGE_LOOKUP__3
乳果糖的正确吃法,18,血糖与糖尿病管理查询,46,0.0322,False,MEDICAL_KNOWLEDGE_LOOKUP,0.3276,0.0302,False,MEDICAL_KNOWLEDGE_LOOKUP__2
4种龟头炎图片,30,查询疾病症状与诊疗信息,47,0.002,True,DIAGRAM_MEDIA_LOOKUP,0.7794,0.672,False,DIAGRAM_MEDIA_LOOKUP__1
我想了解鼻后滴漏综合征,35,呼吸道症状与用药建议查询,39,0.0477,False,SYMPTOM_CAUSE_LOOKUP,0.4443,0.2839,False,SYMPTOM_CAUSE_LOOKUP__4
子宫内膜厚多少mm才算正常,19,判断身体症状或检查结果是否正常,32,0.0192,True,OWN_CASE_VERDICT,0.6096,0.2843,False,OWN_CASE_VERDICT__3
每天吃一个百香果有什么好处,11,健康利弊查询,24,0.1758,False,PRODUCT_INFO_LOOKUP,0.896,0.8564,False,PRODUCT_INFO_LOOKUP__2
肺大泡怎么回事,32,症状原因查询,36,0.2479,False,SYMPTOM_CAUSE_LOOKUP,0.9589,0.941,False,SYMPTOM_CAUSE_LOOKUP__1
嫪毐性功能有多厉害,30,查询疾病症状与诊疗信息,47,0.0352,False,MEDICAL_KNOWLEDGE_LOOKUP,0.8671,0.8159,False,MEDICAL_KNOWLEDGE_LOOKUP__3
绿豆汤功效作用,20,功效作用与副作用查询,3,0.0434,False,PRODUCT_INFO_LOOKUP,0.9156,0.857,False,PRODUCT_INFO_LOOKUP__2
一旦吃了他汀药能停吗,24,药品用法与相互作用查询,19,0.0574,False,DOSAGE_ADMINISTRATION,0.2025,0.0328,False,DOSAGE_ADMINISTRATION__3
脑梗要做哪些检查,17,查询心脑血管疾病诊疗信息,31,0.0474,False,MEDICAL_KNOWLEDGE_LOOKUP,0.609,0.4613,False,MEDICAL_KNOWLEDGE_LOOKUP__3
皮试显示强阳性是不是肺结核,30,查询疾病症状与诊疗信息,47,0.0421,False,OWN_CASE_VERDICT,0.4968,0.1467,False,OWN_CASE_VERDICT__5
我想了解地氯雷他定,24,药品用法与相互作用查询,19,0.1288,False,PRODUCT_INFO_LOOKUP,0.5513,0.3943,False,PRODUCT_INFO_LOOKUP__1
便秘吃三黄还是牛黄解毒片,25,中药与中成药信息查询,26,0.0071,True,TREATMENT_SEEKING,0.4902,0.1849,False,TREATMENT_SEEKING__2
阿托伐他汀钙片的功效与主治,20,功效作用与副作用查询,3,0.0021,True,PRODUCT_INFO_LOOKUP,0.9683,0.9559,False,PRODUCT_INFO_LOOKUP__1
脚后跟疼是什么原因,33,症状原因查询,37,0.0804,False,SYMPTOM_CAUSE_LOOKUP,0.9905,0.9879,False,SYMPTOM_CAUSE_LOOKUP__2
维生素d3,10,查询食物营养与健康影响,42,0.0291,False,PRODUCT_INFO_LOOKUP,0.7525,0.6689,False,PRODUCT_INFO_LOOKUP__2
肿胀多久能完全消退？,36,医疗恢复与检查时间查询,6,0.1139,False,DIAGNOSIS_PROGNOSIS_VERDICT,0.2687,0.0549,False,DIAGNOSIS_PROGNOSIS_VERDICT__4
肩周炎用什么药,12,病症用药饮食查询,45,0.15,False,TREATMENT_SEEKING,0.9539,0.9413,False,TREATMENT_SEEKING__1
人参果是不是上火的,25,中药与中成药信息查询,26,0.0562,False,PRODUCT_INFO_LOOKUP,0.5012,0.3944,False,PRODUCT_INFO_LOOKUP__2
我想了解单硝酸异山梨酯,24,药品用法与相互作用查询,19,0.057,False,PRODUCT_INFO_LOOKUP,0.4141,0.2459,False,PRODUCT_INFO_LOOKUP__1
心电图t波异常,17,查询心脑血管疾病诊疗信息,31,0.0791,False,MEDICAL_KNOWLEDGE_LOOKUP,0.8057,0.697,False,MEDICAL_KNOWLEDGE_LOOKUP__3
利伐沙班片的副作用？,20,功效作用与副作用查询,3,0.0585,False,PRODUCT_INFO_LOOKUP,0.9815,0.9755,False,PRODUCT_INFO_LOOKUP__1
娃儿流鼻涕吃什么药,12,病症用药饮食查询,45,0.0918,False,TREATMENT_SEEKING,0.9982,0.9976,False,TREATMENT_SEEKING__2
女人喝麦冬泡水的好处？,11,健康利弊查询,24,0.1114,False,PRODUCT_INFO_LOOKUP,0.7882,0.6982,False,PRODUCT_INFO_LOOKUP__2
牛黄解毒片作用是什么,20,功效作用与副作用查询,3,0.0478,False,PRODUCT_INFO_LOOKUP,0.9202,0.8946,False,PRODUCT_INFO_LOOKUP__1
我想了解阿莫西林胶囊,24,药品用法与相互作用查询,19,0.0967,False,PRODUCT_INFO_LOOKUP,0.8283,0.7686,False,PRODUCT_INFO_LOOKUP__1
太阳穴疼咋回事,28,查询身体不适症状原因,33,0.0016,True,SYMPTOM_CAUSE_LOOKUP,0.9715,0.9624,False,SYMPTOM_CAUSE_LOOKUP__2
自然勃起与吃药勃起的区别,25,中药与中成药信息查询,26,0.0098,True,ENTITY_COMPARISON,0.8202,0.7449,False,ENTITY_COMPARISON__2
骨质疏松怎么办,31,查询健康症状处理办法,35,0.1573,False,TREATMENT_SEEKING,0.9995,0.9994,False,TREATMENT_SEEKING__1
人工牛黄甲硝唑胶囊,24,药品用法与相互作用查询,19,0.1417,False,PRODUCT_INFO_LOOKUP,0.4004,0.0719,False,PRODUCT_INFO_LOOKUP__1
重度抑郁症有多痛苦什么是重度抑郁症,30,查询疾病症状与诊疗信息,47,0.046,False,MEDICAL_KNOWLEDGE_LOOKUP,0.8876,0.8225,False,MEDICAL_KNOWLEDGE_LOOKUP__1
喉咙痒忍不住咳嗽,35,呼吸道症状与用药建议查询,39,0.2349,False,SYMPTOM_CAUSE_LOOKUP,0.949,0.9261,False,SYMPTOM_CAUSE_LOOKUP__4
兰索拉唑肠溶片可以长期吃吗,24,药品用法与相互作用查询,19,0.0195,True,DOSAGE_ADMINISTRATION,0.6673,0.5382,False,DOSAGE_ADMINISTRATION__3
黄连上清丸不能乱吃吗,8,查询食物药物能否食用,16,0.0566,False,INTERACTION_VERDICT,0.2784,0.0371,False,INTERACTION_VERDICT__2
吃南瓜是否可以降血糖,18,血糖与糖尿病管理查询,46,0.0957,False,PERMISSION_VERDICT,0.2803,0.0834,False,PERMISSION_VERDICT__1
