query,bu_leaf,bu_leaf_name,bu_user_need,bu_leaf_pre_governance,bu_family_pre_governance,bu_family_final,bu_margin,bu_ambiguous,td_l1,td_l1_name,td_user_need,td_confidence,td_margin,td_ambiguous,td_decided_by,td_l2,ref_legacy_l2,ref_legacy_dept,ref_legacy_type,snapshot,run_id,generation
唐大师糖乐片是正规药吗,24,药品用法与相互作用查询,用户获得所问药品或保健品的服用方法、能否同服、服用间隔、副作用、起效时间、剂型或品牌选择等具体说明后即满足。,24,4,19,0.00997,True,PRODUCT_INFO_LOOKUP,查询药品、药材、保健品或食物的基本信息与功效,用户点名一个药、中药材、保健品、食材或疗法，想了解它是什么、治什么、成分、副作用、起效时间或配方等结构化信息。,0.37987,0.2047,False,model,PRODUCT_INFO_LOOKUP__1,药品保健品,(无科室),(无类型),搜索,health-pool3,1
百蔹,26,查询骨科伤病诊疗与康复信息,用户输入骨折、脊柱、椎间盘或骨关节损伤相关的位置、治疗、康复训练、药物或图示问题后，获得针对该具体问题的医学说明即满足。,26,5,43,0.00544,True,PRODUCT_INFO_LOOKUP,查询药品、药材、保健品或食物的基本信息与功效,用户点名一个药、中药材、保健品、食材或疗法，想了解它是什么、治什么、成分、副作用、起效时间或配方等结构化信息。,0.66131,0.50202,False,model,PRODUCT_INFO_LOOKUP__2,药品保健品,(无科室),(无类型),搜索,health-pool3,1
肚子上腹疼喉咙有痰怎么回事,32,症状原因查询,在描述某个身体或心理异常表现后，用户希望获得可能导致该表现的医学原因或机制解释。,32,7,36,0.01845,True,SYMPTOM_CAUSE_LOOKUP,查询症状或体征的原因,用户描述自己或他人的症状、体征或异常现象，希望系统解释可能的原因和需要警惕的情况，而不是给出具体个人数值判读或治疗步骤。,0.99685,0.9952,False,model,SYMPTOM_CAUSE_LOOKUP__4,疾病知识,内科,症状,搜索,health-pool3,1
嘴出气臭是什么原因,33,症状原因查询,用户描述一个身体症状或生理现象后，获得该症状或现象的可能原因及解释，即认为满足。,33,7,37,0.19579,False,SYMPTOM_CAUSE_LOOKUP,查询症状或体征的原因,用户描述自己或他人的症状、体征或异常现象，希望系统解释可能的原因和需要警惕的情况，而不是给出具体个人数值判读或治疗步骤。,0.9964,0.99509,False,model,SYMPTOM_CAUSE_LOOKUP__4,疾病知识,口腔科,症状,搜索,health-pool3,1
颈椎病按摩什么部位最有效,26,查询骨科伤病诊疗与康复信息,用户输入骨折、脊柱、椎间盘或骨关节损伤相关的位置、治疗、康复训练、药物或图示问题后，获得针对该具体问题的医学说明即满足。,26,5,43,0.05755,False,TREATMENT_SEEKING,寻求症状或疾病的治疗方案与用药推荐,用户针对自己或家人的症状或疾病，要求系统给出可执行的处理方案、药物推荐或调理方法，常为开放性的怎么办/吃什么药/怎么治。,0.6933,0.4783,False,model,TREATMENT_SEEKING__1,疾病知识,外科,科普,搜索,health-pool3,1
洛索洛芬钠吃半片可以吗,9,查询特定健康或用药情形下能否吃某物或做某事,用户带着具体疾病、用药、术后或身体状况提问，希望确认某食物、药物或日常行为是否安全可行；得到基于该情形的明确可否判断及必要注意事项后即可满足。,9,1,17,0.01007,True,DOSAGE_ADMINISTRATION,查询具体药物的用法、剂量与疗程,用户已指名具体药品，询问如何服用、剂量、频次、疗程、漏服补服、停药或使用时机。,0.79074,0.72186,False,model,DOSAGE_ADMINISTRATION__3,药品保健品,(无科室),(无类型),搜索,health-pool3,1
啊梗看什么科,4,医生信息查询,用户想查找到某位医生或某医院、科室医生名单的简介、擅长领域、出诊时间或预约挂号信息，获得该医生的准确信息后即满足。,4,0,44,0.0583,False,PROVIDER_NAVIGATION_AND_ADMIN,就医导航、机构核实与医疗行政事务,用户寻找医院、科室、医生、药店等资源，或询问价格、报销、健康证办理、医保等医疗行政流程，期待机构事实信息、价格区间或政策规定。,0.75034,0.55231,False,model,PROVIDER_NAVIGATION_AND_ADMIN__2,医疗服务,内科,(未分类型),搜索,health-pool3,1
bz药物,24,药品用法与相互作用查询,用户获得所问药品或保健品的服用方法、能否同服、服用间隔、副作用、起效时间、剂型或品牌选择等具体说明后即满足。,24,4,19,0.03838,False,PRODUCT_INFO_LOOKUP,查询药品、药材、保健品或食物的基本信息与功效,用户点名一个药、中药材、保健品、食材或疗法，想了解它是什么、治什么、成分、副作用、起效时间或配方等结构化信息。,0.51594,0.32763,False,model,PRODUCT_INFO_LOOKUP__1,药品保健品,(无科室),(无类型),搜索,health-pool3,1
小番茄上火吗吃多了,10,查询食物营养与健康影响,用户提交有关食物、保健补充剂或饮食方式的问题后，获得其对体重、胃肠、维生素补充或睡眠的具体影响以及摄入或服用建议后满意。,10,1,42,0.05249,False,EFFICACY_VERDICT,验证药物、偏方或疗法的有效性,用户询问某具体药物、偏方、保健品、食物或疗法对某个目的或病症是否有效、能否治疗、能否替代，期待有效与否的判定而非功效列举。,0.40392,0.17185,False,model,EFFICACY_VERDICT__1,养生知识,(无科室),(无类型),搜索,health-pool3,1
湘雅附二卿笃信,1,医院及医生信息查询,用户得到所查询医院、科室、医生或医疗相关机构的简介、科室/专家名单、医生评价、服务能力或就诊安排等具体信息后即满足。,5,0,20,0.01621,True,PROVIDER_NAVIGATION_AND_ADMIN,就医导航、机构核实与医疗行政事务,用户寻找医院、科室、医生、药店等资源，或询问价格、报销、健康证办理、医保等医疗行政流程，期待机构事实信息、价格区间或政策规定。,0.43046,0.19908,False,model,PROVIDER_NAVIGATION_AND_ADMIN__1,医疗服务,中医科,(未分类型),搜索,health-pool3,1
盐亭县妇幼保健院官网,1,医院及医生信息查询,用户得到所查询医院、科室、医生或医疗相关机构的简介、科室/专家名单、医生评价、服务能力或就诊安排等具体信息后即满足。,1,0,20,0.02178,False,PROVIDER_NAVIGATION_AND_ADMIN,就医导航、机构核实与医疗行政事务,用户寻找医院、科室、医生、药店等资源，或询问价格、报销、健康证办理、医保等医疗行政流程，期待机构事实信息、价格区间或政策规定。,0.74937,0.58862,False,model,PROVIDER_NAVIGATION_AND_ADMIN__1,医疗服务,妇产科,(未分类型),搜索,health-pool3,1
战丽彬辽宁中医,3,查询中医机构、医生与术语,用户查询特定中医医院、中医师或中医术语/验方，获得对应机构或医生信息以及概念解释后即满足。,3,0,22,0.2112,False,PROVIDER_NAVIGATION_AND_ADMIN,就医导航、机构核实与医疗行政事务,用户寻找医院、科室、医生、药店等资源，或询问价格、报销、健康证办理、医保等医疗行政流程，期待机构事实信息、价格区间或政策规定。,0.90504,0.8645,False,model,PROVIDER_NAVIGATION_AND_ADMIN__1,医疗服务,中医科,(未分类型),搜索,health-pool3,1
饭量突然变小了是怎么回事而且屁多,32,症状原因查询,在描述某个身体或心理异常表现后，用户希望获得可能导致该表现的医学原因或机制解释。,32,7,36,0.19348,False,SYMPTOM_CAUSE_LOOKUP,查询症状或体征的原因,用户描述自己或他人的症状、体征或异常现象，希望系统解释可能的原因和需要警惕的情况，而不是给出具体个人数值判读或治疗步骤。,0.99084,0.98711,False,model,SYMPTOM_CAUSE_LOOKUP__4,疾病知识,内科,症状,搜索,health-pool3,1
检查胃镜需要挂哪个科室,36,医疗恢复与检查时间查询,用户提出具体医疗或健康问题后，获得该问题对应的恢复时间、检查频率、概率或护理要求等明确答案即满足。,29,6,6,0.07582,False,PROVIDER_NAVIGATION_AND_ADMIN,就医导航、机构核实与医疗行政事务,用户寻找医院、科室、医生、药店等资源，或询问价格、报销、健康证办理、医保等医疗行政流程，期待机构事实信息、价格区间或政策规定。,0.99465,0.99176,False,model,PROVIDER_NAVIGATION_AND_ADMIN__2,医疗服务,体检科,(未分类型),搜索,health-pool3,1
打完四价多久可以干体力活吗,36,医疗恢复与检查时间查询,用户提出具体医疗或健康问题后，获得该问题对应的恢复时间、检查频率、概率或护理要求等明确答案即满足。,29,6,6,0.02905,False,RECOVERY_TIMELINE,查询术后、伤后或治疗后的恢复时间线,用户就某个已完成的手术、损伤或治疗，询问多久能恢复正常活动、进食、上班或某些症状何时消失。,0.40713,0.27043,False,model,RECOVERY_TIMELINE__2,疾病知识,妇产科,科普,搜索,health-pool3,1
增生可以热敷消除吗,9,查询特定健康或用药情形下能否吃某物或做某事,用户带着具体疾病、用药、术后或身体状况提问，希望确认某食物、药物或日常行为是否安全可行；得到基于该情形的明确可否判断及必要注意事项后即可满足。,9,1,17,0.13101,False,EFFICACY_VERDICT,验证药物、偏方或疗法的有效性,用户询问某具体药物、偏方、保健品、食物或疗法对某个目的或病症是否有效、能否治疗、能否替代，期待有效与否的判定而非功效列举。,0.43274,0.08293,False,model,EFFICACY_VERDICT__2,疾病知识,无明确科室,科普,搜索,health-pool3,1
老年人白内障手术后还会复发吗,36,医疗恢复与检查时间查询,用户提出具体医疗或健康问题后，获得该问题对应的恢复时间、检查频率、概率或护理要求等明确答案即满足。,29,6,6,0.05822,False,DIAGNOSIS_PROGNOSIS_VERDICT,判定疾病可能性、病情走向与预后,用户基于症状或不带个人数值的情况询问是否患某病、某病是什么类型、能否治愈、会不会恶化、还能活多久或是否会传染，期待可能性判断和预后边界。,0.94689,0.90947,False,model,DIAGNOSIS_PROGNOSIS_VERDICT__5,医疗服务,五官科,(未分类型),搜索,health-pool3,1
扁平足当兵规定,26,查询骨科伤病诊疗与康复信息,用户输入骨折、脊柱、椎间盘或骨关节损伤相关的位置、治疗、康复训练、药物或图示问题后，获得针对该具体问题的医学说明即满足。,26,5,43,0.05276,False,MEDICAL_KNOWLEDGE_LOOKUP,查询医学名词、检查、疫苗或疾病定义,用户在不涉及自身具体数值和个案决策的情况下，询问医学名词、缩写、检查、疫苗、疾病、症状等的一般定义、区别或机制。,0.33371,0.17338,False,model,MEDICAL_KNOWLEDGE_LOOKUP__3,疾病知识,外科,科普,搜索,health-pool3,1
黑暗幽闭症是什么症状,30,查询疾病症状与诊疗信息,用户提出关于某个疾病、症状或检查结果的查询后，得到针对该问题的症状表现、病因、诊断、分期、治疗方案或预后说明即满足。,30,6,47,0.04185,False,MEDICAL_KNOWLEDGE_LOOKUP,查询医学名词、检查、疫苗或疾病定义,用户在不涉及自身具体数值和个案决策的情况下，询问医学名词、缩写、检查、疫苗、疾病、症状等的一般定义、区别或机制。,0.98282,0.97439,False,model,MEDICAL_KNOWLEDGE_LOOKUP__1,疾病知识,精神科,症状,搜索,health-pool3,1
中医药刮痧是,3,查询中医机构、医生与术语,用户查询特定中医医院、中医师或中医术语/验方，获得对应机构或医生信息以及概念解释后即满足。,3,0,22,0.2329,False,TREATMENT_SEEKING,寻求症状或疾病的治疗方案与用药推荐,用户针对自己或家人的症状或疾病，要求系统给出可执行的处理方案、药物推荐或调理方法，常为开放性的怎么办/吃什么药/怎么治。,0.47568,0.317,False,model,TREATMENT_SEEKING__1,医疗其它,(无科室),(无类型),搜索,health-pool3,1
南昌洪都中医院骨科医生,4,医生信息查询,用户想查找到某位医生或某医院、科室医生名单的简介、擅长领域、出诊时间或预约挂号信息，获得该医生的准确信息后即满足。,4,0,44,0.01818,True,PROVIDER_NAVIGATION_AND_ADMIN,就医导航、机构核实与医疗行政事务,用户寻找医院、科室、医生、药店等资源，或询问价格、报销、健康证办理、医保等医疗行政流程，期待机构事实信息、价格区间或政策规定。,0.98704,0.98358,False,model,PROVIDER_NAVIGATION_AND_ADMIN__1,医疗服务,中医科,(未分类型),搜索,health-pool3,1
人流第二十天能不能吃辣肉,8,查询食物药物能否食用,用户想知道某种食物、药物或可食用物品在其所述健康状况、搭配或时间条件下能否食用，得到明确的能或不能判断及理由后即满足。,8,1,16,0.15717,False,PERMISSION_VERDICT,判断个人情形下能否做某事或吃某物,用户给出自己的身体状态（患病、孕期、术后、用药等），就某个具体食物、活动或单个产品询问是否可以食用、使用或进行，期待一个针对本人情形的允许与否判定。,0.97647,0.96962,False,model,PERMISSION_VERDICT__2,疾病知识,妇产科,科普,搜索,health-pool3,1
下面真菌感染能同房了怎么办,31,查询健康症状处理办法,用户描述了自身或家人的身体不适、症状或健康问题，获得针对该具体问题的处理、缓解、用药或就医建议后即满意。,31,7,35,0.0724,False,TREATMENT_SEEKING,寻求症状或疾病的治疗方案与用药推荐,用户针对自己或家人的症状或疾病，要求系统给出可执行的处理方案、药物推荐或调理方法，常为开放性的怎么办/吃什么药/怎么治。,0.91723,0.88776,False,model,TREATMENT_SEEKING__1,疾病知识,妇产科,科普,搜索,health-pool3,1
艾草叶泡脚有什么功效,20,功效作用与副作用查询,用户想了解某个具体事物（药物、食物、植物、身体部位等）的功效、作用、用途、副作用或危害，得到针对该对象的清晰说明后即满足。,20,3,3,0.10159,False,PRODUCT_INFO_LOOKUP,查询药品、药材、保健品或食物的基本信息与功效,用户点名一个药、中药材、保健品、食材或疗法，想了解它是什么、治什么、成分、副作用、起效时间或配方等结构化信息。,0.9489,0.90696,False,model,PRODUCT_INFO_LOOKUP__2,养生知识,(无科室),(无类型),搜索,health-pool3,1
8000个神经末梢。唯一功能:快感。和生殖无关。和排卵无关。和受孕无关。人体,15,解读个人健康指标与用药疑问,用户提供自身或家人的症状、化验指标、用药或身体数据后，获得针对这些信息是否正常、风险多大、用药如何调整的评估和建议。,15,2,29,0.02234,False,CONTEXT_DEPENDENT_FOLLOW_UP,无指代追问与拍照实物识别,用户发出依赖上文的追问（如“有用吗”“怎么服用”）或要求识别所拍摄的药品、草药、检查单等实物，系统必须先知道或识别所指对象才能作答。,0.59555,0.47939,False,model,CONTEXT_DEPENDENT_FOLLOW_UP__3,疾病知识,妇产科,科普,搜索,health-pool3,1
靶心图,17,查询心脑血管疾病诊疗信息,获得关于心脑血管疾病的症状、检查、治疗、用药或预后方面的具体医学解答后，用户即满足。,17,2,31,0.04827,False,DIAGRAM_MEDIA_LOOKUP,获取结构图示、位置或流程视频,用户希望看到身体结构、穴位、手术或注射过程等图示、位置标注或视频，预期以图像或视频作答。,0.73854,0.58723,False,model,DIAGRAM_MEDIA_LOOKUP__1,医疗其它,(无科室),(无类型),搜索,health-pool3,1
肥尾守宫腹下囊肿要警惕四种病,30,查询疾病症状与诊疗信息,用户提出关于某个疾病、症状或检查结果的查询后，得到针对该问题的症状表现、病因、诊断、分期、治疗方案或预后说明即满足。,30,6,47,0.04267,False,OWN_CASE_VERDICT,判读个人测量值、检查结果或自身发现,用户提供具体的个人数值、检查检验结果、体征描述或已有诊断，要求系统判定其是否正常、严重、危险，或是否需要进一步检查、治疗或住院。,0.25245,0.00233,True,model,OWN_CASE_VERDICT__5,疾病知识,妇产科,科普,搜索,health-pool3,1
住院手上戴着绿色手环是什么科室,30,查询疾病症状与诊疗信息,用户提出关于某个疾病、症状或检查结果的查询后，得到针对该问题的症状表现、病因、诊断、分期、治疗方案或预后说明即满足。,30,6,47,0.00937,True,PROVIDER_NAVIGATION_AND_ADMIN,就医导航、机构核实与医疗行政事务,用户寻找医院、科室、医生、药店等资源，或询问价格、报销、健康证办理、医保等医疗行政流程，期待机构事实信息、价格区间或政策规定。,0.86739,0.80497,False,model,PROVIDER_NAVIGATION_AND_ADMIN__2,医疗服务,外科,(未分类型),搜索,health-pool3,1
"利奈挫安的副作用,我现在晚上焦虑失眠,感觉发热但是不发烧",20,功效作用与副作用查询,用户想了解某个具体事物（药物、食物、植物、身体部位等）的功效、作用、用途、副作用或危害，得到针对该对象的清晰说明后即满足。,22,3,3,0.0151,True,OWN_CASE_VERDICT,判读个人测量值、检查结果或自身发现,用户提供具体的个人数值、检查检验结果、体征描述或已有诊断，要求系统判定其是否正常、严重、危险，或是否需要进一步检查、治疗或住院。,0.33244,0.01246,True,model,OWN_CASE_VERDICT__4,药品保健品,(无科室),(无类型),搜索,health-pool3,1
测血糖早上食指扎了两小时还能扎吗,18,血糖与糖尿病管理查询,获得血糖正常/异常标准、饮食与药物等对血糖的影响以及糖尿病管理措施的具体信息后，用户即被满足。,18,2,46,0.09406,False,RECOVERY_TIMELINE,查询术后、伤后或治疗后的恢复时间线,用户就某个已完成的手术、损伤或治疗，询问多久能恢复正常活动、进食、上班或某些症状何时消失。,0.31807,0.08491,False,model,RECOVERY_TIMELINE__1,疾病知识,内科,科普,搜索,health-pool3,1
葡萄吃了会放屁吗,10,查询食物营养与健康影响,用户提交有关食物、保健补充剂或饮食方式的问题后，获得其对体重、胃肠、维生素补充或睡眠的具体影响以及摄入或服用建议后满意。,10,1,42,0.02703,False,MEDICAL_KNOWLEDGE_LOOKUP,查询医学名词、检查、疫苗或疾病定义,用户在不涉及自身具体数值和个案决策的情况下，询问医学名词、缩写、检查、疫苗、疾病、症状等的一般定义、区别或机制。,0.25293,0.07861,False,model,MEDICAL_KNOWLEDGE_LOOKUP__2,疾病知识,内科,科普,搜索,health-pool3,1
休课和休学有啥不同,20,功效作用与副作用查询,用户想了解某个具体事物（药物、食物、植物、身体部位等）的功效、作用、用途、副作用或危害，得到针对该对象的清晰说明后即满足。,20,3,3,0.01593,True,ENTITY_COMPARISON,比较两个或多个实体的异同或优劣,用户将两个及以上药物、食物、概念或机构并列，询问它们的区别、是否一样、哪个更好，或仅以并列裸串暗示比较意图。,0.80788,0.68547,False,model,ENTITY_COMPARISON__2,疾病知识,无明确科室,科普,搜索,health-pool3,1
"颈动脉双侧有软斑块,低密度3.8总胆固醇6.02,服用阿托伐他汀后低密度脂蛋白要",16,查询化验检查指标含义与异常原因,用户给出某项化验或检查指标（如血红蛋白、尿蛋白、转氨酶、胆固醇等）的名称或数值，希望获得该指标的含义、偏高或偏低的原因、是否严重以及下一步建议，得到针对该指标的具体解释后即满足。,16,2,30,0.06528,False,OWN_CASE_VERDICT,判读个人测量值、检查结果或自身发现,用户提供具体的个人数值、检查检验结果、体征描述或已有诊断，要求系统判定其是否正常、严重、危险，或是否需要进一步检查、治疗或住院。,0.99606,0.99421,False,model,OWN_CASE_VERDICT__1,疾病知识,内科,治疗,搜索,health-pool3,1
玩电脑弯胫图片,26,查询骨科伤病诊疗与康复信息,用户输入骨折、脊柱、椎间盘或骨关节损伤相关的位置、治疗、康复训练、药物或图示问题后，获得针对该具体问题的医学说明即满足。,26,5,43,0.05633,False,DIAGRAM_MEDIA_LOOKUP,获取结构图示、位置或流程视频,用户希望看到身体结构、穴位、手术或注射过程等图示、位置标注或视频，预期以图像或视频作答。,0.56642,0.46001,False,model,DIAGRAM_MEDIA_LOOKUP__1,疾病知识,外科,科普,搜索,health-pool3,1
宝宝腋下发烧38丶4要喝布洛芬吗,7,解答婴幼儿喂养与奶类营养问题,用户获得针对宝宝喂养、奶粉/母乳、奶类及乳制品营养、儿童健康相关具体问题的直接解释或可操作建议后，即满足。,7,1,15,0.06166,False,OWN_CASE_VERDICT,判读个人测量值、检查结果或自身发现,用户提供具体的个人数值、检查检验结果、体征描述或已有诊断，要求系统判定其是否正常、严重、危险，或是否需要进一步检查、治疗或住院。,0.70786,0.53983,False,model,OWN_CASE_VERDICT__2,疾病知识,儿科,科普,搜索,health-pool3,1
头孢克肟能妇科消炎吗,24,药品用法与相互作用查询,用户获得所问药品或保健品的服用方法、能否同服、服用间隔、副作用、起效时间、剂型或品牌选择等具体说明后即满足。,24,4,19,0.0599,False,EFFICACY_VERDICT,验证药物、偏方或疗法的有效性,用户询问某具体药物、偏方、保健品、食物或疗法对某个目的或病症是否有效、能否治疗、能否替代，期待有效与否的判定而非功效列举。,0.59254,0.41356,False,model,EFFICACY_VERDICT__2,药品保健品,(无科室),(无类型),搜索,health-pool3,1
氨甲环酸涂抹多久在涂氢醌乳膏,24,药品用法与相互作用查询,用户获得所问药品或保健品的服用方法、能否同服、服用间隔、副作用、起效时间、剂型或品牌选择等具体说明后即满足。,24,4,19,0.09987,False,DOSAGE_ADMINISTRATION,查询具体药物的用法、剂量与疗程,用户已指名具体药品，询问如何服用、剂量、频次、疗程、漏服补服、停药或使用时机。,0.6817,0.58671,False,model,DOSAGE_ADMINISTRATION__3,药品保健品,(无科室),(无类型),搜索,health-pool3,1
口腔溃疡还能吃普地蓝片,8,查询食物药物能否食用,用户想知道某种食物、药物或可食用物品在其所述健康状况、搭配或时间条件下能否食用，得到明确的能或不能判断及理由后即满足。,8,1,16,0.05417,False,PERMISSION_VERDICT,判断个人情形下能否做某事或吃某物,用户给出自己的身体状态（患病、孕期、术后、用药等），就某个具体食物、活动或单个产品询问是否可以食用、使用或进行，期待一个针对本人情形的允许与否判定。,0.56814,0.45186,False,model,PERMISSION_VERDICT__1,药品保健品,(无科室),(无类型),搜索,health-pool3,1
牙齿内壁有黄斑图片,34,查询皮肤黏膜异常症状与处理建议,用户描述身体部位（皮肤、私处、黏膜）出现的疙瘩、红点、水疱、瘙痒、出血等症状后，获得针对该症状的可能原因、是否传染、是否需要用药及具体护理或就医建议即满足。,34,7,38,0.02398,False,DIAGRAM_MEDIA_LOOKUP,获取结构图示、位置或流程视频,用户希望看到身体结构、穴位、手术或注射过程等图示、位置标注或视频，预期以图像或视频作答。,0.63687,0.49247,False,model,DIAGRAM_MEDIA_LOOKUP__1,疾病知识,口腔科,科普,搜索,health-pool3,1
带曼月乐五个半月了这个月来月经滴滴答答一个月还没干净正常吗?,19,判断身体症状或检查结果是否正常,用户描述一个身体症状、服药或术后反应、生理现象或检查指标，获得该情况是否属于正常范围以及是否需要关注或就医的判断后即满足。,19,2,32,0.04886,False,OWN_CASE_VERDICT,判读个人测量值、检查结果或自身发现,用户提供具体的个人数值、检查检验结果、体征描述或已有诊断，要求系统判定其是否正常、严重、危险，或是否需要进一步检查、治疗或住院。,0.64677,0.55205,False,model,OWN_CASE_VERDICT__3,药品保健品,(无科室),(无类型),搜索,health-pool3,1
南通附院普外科朱沙俊,4,医生信息查询,用户想查找到某位医生或某医院、科室医生名单的简介、擅长领域、出诊时间或预约挂号信息，获得该医生的准确信息后即满足。,4,0,44,0.02913,False,PROVIDER_NAVIGATION_AND_ADMIN,就医导航、机构核实与医疗行政事务,用户寻找医院、科室、医生、药店等资源，或询问价格、报销、健康证办理、医保等医疗行政流程，期待机构事实信息、价格区间或政策规定。,0.97714,0.9703,False,model,PROVIDER_NAVIGATION_AND_ADMIN__1,医疗服务,外科,(未分类型),搜索,health-pool3,1
北京东肿瘤医院秦主任,1,医院及医生信息查询,用户得到所查询医院、科室、医生或医疗相关机构的简介、科室/专家名单、医生评价、服务能力或就诊安排等具体信息后即满足。,1,0,20,0.08468,False,PROVIDER_NAVIGATION_AND_ADMIN,就医导航、机构核实与医疗行政事务,用户寻找医院、科室、医生、药店等资源，或询问价格、报销、健康证办理、医保等医疗行政流程，期待机构事实信息、价格区间或政策规定。,0.99094,0.98504,False,model,PROVIDER_NAVIGATION_AND_ADMIN__1,医疗服务,内科,(未分类型),搜索,health-pool3,1
脑梗是脑出血的原因吗,17,查询心脑血管疾病诊疗信息,获得关于心脑血管疾病的症状、检查、治疗、用药或预后方面的具体医学解答后，用户即满足。,17,2,31,0.09479,False,DIAGNOSIS_PROGNOSIS_VERDICT,判定疾病可能性、病情走向与预后,用户基于症状或不带个人数值的情况询问是否患某病、某病是什么类型、能否治愈、会不会恶化、还能活多久或是否会传染，期待可能性判断和预后边界。,0.65273,0.33493,False,model,DIAGNOSIS_PROGNOSIS_VERDICT__5,疾病知识,内科,科普,搜索,health-pool3,1
广姜黄和片姜黄区别,25,中药与中成药信息查询,用户查询某种中药或中成药，获得该药的成分、配方、配伍、功效、剂型、价格或购买渠道等明确信息后即满足。,25,4,26,0.07546,False,ENTITY_COMPARISON,比较两个或多个实体的异同或优劣,用户将两个及以上药物、食物、概念或机构并列，询问它们的区别、是否一样、哪个更好，或仅以并列裸串暗示比较意图。,0.89796,0.87463,False,model,ENTITY_COMPARISON__3,药品保健品,(无科室),(无类型),搜索,health-pool3,1
喝南瓜茶的好处,11,健康利弊查询,用户想了解某种食物、饮品、保健品或药物对人体健康可能带来的好处和坏处；获得针对该物品的利弊说明即可满足。,11,1,24,0.19633,False,PRODUCT_INFO_LOOKUP,查询药品、药材、保健品或食物的基本信息与功效,用户点名一个药、中药材、保健品、食材或疗法，想了解它是什么、治什么、成分、副作用、起效时间或配方等结构化信息。,0.92351,0.90374,False,model,PRODUCT_INFO_LOOKUP__2,养生知识,(无科室),(无类型),搜索,health-pool3,1
附属二院林建华怎么样,1,医院及医生信息查询,用户得到所查询医院、科室、医生或医疗相关机构的简介、科室/专家名单、医生评价、服务能力或就诊安排等具体信息后即满足。,5,0,20,0.08133,False,PROVIDER_NAVIGATION_AND_ADMIN,就医导航、机构核实与医疗行政事务,用户寻找医院、科室、医生、药店等资源，或询问价格、报销、健康证办理、医保等医疗行政流程，期待机构事实信息、价格区间或政策规定。,0.91813,0.8815,False,model,PROVIDER_NAVIGATION_AND_ADMIN__1,医疗服务,内科,(未分类型),搜索,health-pool3,1
镇肠丸,25,中药与中成药信息查询,用户查询某种中药或中成药，获得该药的成分、配方、配伍、功效、剂型、价格或购买渠道等明确信息后即满足。,25,4,26,0.06737,False,PRODUCT_INFO_LOOKUP,查询药品、药材、保健品或食物的基本信息与功效,用户点名一个药、中药材、保健品、食材或疗法，想了解它是什么、治什么、成分、副作用、起效时间或配方等结构化信息。,0.73326,0.62512,False,model,PRODUCT_INFO_LOOKUP__1,药品保健品,(无科室),(无类型),搜索,health-pool3,1
安装支架后阿司匹林可更换吗,24,药品用法与相互作用查询,用户获得所问药品或保健品的服用方法、能否同服、服用间隔、副作用、起效时间、剂型或品牌选择等具体说明后即满足。,24,4,19,0.08678,False,PRODUCT_INFO_LOOKUP,查询药品、药材、保健品或食物的基本信息与功效,用户点名一个药、中药材、保健品、食材或疗法，想了解它是什么、治什么、成分、副作用、起效时间或配方等结构化信息。,0.35486,0.19461,False,model,PRODUCT_INFO_LOOKUP__1,药品保健品,(无科室),(无类型),搜索,health-pool3,1
车祸腿部撞伤图片,27,肢体不适症状查询,用户描述自己或他人的肢体、关节、肌肉出现的疼痛、麻木、肿胀、无力或活动受限等症状，希望获得可能的原因、严重程度判断及应对处理建议。,27,5,28,0.03603,False,DIAGRAM_MEDIA_LOOKUP,获取结构图示、位置或流程视频,用户希望看到身体结构、穴位、手术或注射过程等图示、位置标注或视频，预期以图像或视频作答。,0.55679,0.36035,False,model,DIAGRAM_MEDIA_LOOKUP__1,疾病知识,外科,科普,搜索,health-pool3,1
宗艾替尼 老挝,4,医生信息查询,用户想查找到某位医生或某医院、科室医生名单的简介、擅长领域、出诊时间或预约挂号信息，获得该医生的准确信息后即满足。,4,0,44,0.02441,False,PROVIDER_NAVIGATION_AND_ADMIN,就医导航、机构核实与医疗行政事务,用户寻找医院、科室、医生、药店等资源，或询问价格、报销、健康证办理、医保等医疗行政流程，期待机构事实信息、价格区间或政策规定。,0.58708,0.40636,False,model,PROVIDER_NAVIGATION_AND_ADMIN__1,药品保健品,(无科室),(无类型),搜索,health-pool3,1
间接胆红素和前白蛋白有点低怎么回事,16,查询化验检查指标含义与异常原因,用户给出某项化验或检查指标（如血红蛋白、尿蛋白、转氨酶、胆固醇等）的名称或数值，希望获得该指标的含义、偏高或偏低的原因、是否严重以及下一步建议，得到针对该指标的具体解释后即满足。,16,2,30,0.06447,False,OWN_CASE_VERDICT,判读个人测量值、检查结果或自身发现,用户提供具体的个人数值、检查检验结果、体征描述或已有诊断，要求系统判定其是否正常、严重、危险，或是否需要进一步检查、治疗或住院。,0.91933,0.88961,False,model,OWN_CASE_VERDICT__1,疾病知识,内科,症状,搜索,health-pool3,1
