key,类目,定义,全语料条数,全语料占比%,2025搜索_条数,2025搜索_占比%,2025搜索_95CI低%,2025搜索_95CI高%,2025搜索_流量占比%,2026搜索_条数,2026搜索_占比%,2026搜索_95CI低%,2026搜索_95CI高%,2026搜索_流量占比%,助手头部1k_条数,助手头部1k_占比%,助手头部1k_95CI低%,助手头部1k_95CI高%,助手头部1k_流量占比%,助手随机1k_条数,助手随机1k_占比%,助手随机1k_95CI低%,助手随机1k_95CI高%,助手随机1k_流量占比%,2025搜索_均衡归属%,2025搜索_指数,2025搜索_均衡指数,2026搜索_均衡归属%,2026搜索_指数,2026搜索_均衡指数,助手头部1k_均衡归属%,助手头部1k_指数,助手头部1k_均衡指数,助手随机1k_均衡归属%,助手随机1k_指数,助手随机1k_均衡指数,出现快照数,缺席快照,独占快照,最高快照,最低快照,极差pp,最高比最低倍数,2025搜索_排名,2026搜索_排名,助手头部1k_排名,助手随机1k_排名,主导叶,主导叶占比%,代表串(流量最高，仅供辨识)
NAVIGATE_TO_SITE__3,NAVIGATE_TO_SITE__3,,101,0.464,52,0.521,0.397,0.682,0.632,48,0.48,0.362,0.636,1.321,1,0.118,0.021,0.663,0.084,0,0.0,0.0,0.401,0.0,46.55,1.123,1.8618,42.94,1.0359,1.7174,10.52,0.2538,0.4207,0.0,0.0,0.0,3,助手随机1k,,2025搜索,助手随机1k,0.521,inf,47,44,24,46,办公文档与演示文稿模板查询,56.4,成品免费PPT网站入口 / 成片PPT网站 / 欧美大片高清ppt
OBTAIN_PERSONAL_DECOR_IMAGE__1,OBTAIN_PERSONAL_DECOR_IMAGE__1,,95,0.436,47,0.471,0.354,0.625,0.465,47,0.47,0.354,0.625,0.519,0,0.0,0.0,0.45,0.0,1,0.105,0.019,0.592,0.084,45.0,1.0791,1.7999,44.97,1.0784,1.7987,0.0,0.0,0.0,10.03,0.2406,0.4014,3,助手头部1k,,2025搜索,助手头部1k,0.471,inf,50,45,34,36,头像图片查询,55.8,头像图片 动漫 可爱 / 萌玩偶头像 / 卡通图片头像
LOOK_UP_NUMERIC_OR_OFFICIAL_FACT__2,LOOK_UP_NUMERIC_OR_OFFICIAL_FACT__2,,95,0.436,50,0.501,0.38,0.659,0.317,45,0.45,0.337,0.602,0.255,0,0.0,0.0,0.45,0.0,0,0.0,0.0,0.401,0.0,52.65,1.148,2.106,47.35,1.0325,1.894,0.0,0.0,0.0,0.0,0.0,0.0,2,助手头部1k / 助手随机1k,,2025搜索,助手头部1k,0.501,inf,49,48,34,46,人口统计数据查询,100.0,2024年出生人口有多少 / 出生人口历年数据 / 2024年出生人口
GENERATE_OR_EDIT_IMAGE__1,GENERATE_OR_EDIT_IMAGE__1,,90,0.413,3,0.03,0.01,0.088,0.018,5,0.05,0.021,0.117,0.034,47,5.529,4.183,7.276,5.149,35,3.673,2.652,5.065,3.521,0.32,0.0727,0.0129,0.54,0.1211,0.0216,59.57,13.3849,2.3828,39.57,8.8902,1.5827,4,,,助手头部1k,2025搜索,5.499,184.09,59,58,6,7,生成角色扮演对话,28.9,去掉水印 / 生成图片 / 帮我画 小仓鼠
CONTEXT_DEPENDENT_REVISION_OR_FOLLOWUP__2,CONTEXT_DEPENDENT_REVISION_OR_FOLLOWUP__2,,90,0.413,5,0.05,0.021,0.117,0.057,4,0.04,0.016,0.103,0.037,77,9.059,7.309,11.177,10.786,4,0.42,0.163,1.074,0.335,0.52,0.1212,0.0209,0.42,0.0969,0.0167,94.67,21.9284,3.7869,4.39,1.016,0.1755,4,,,助手头部1k,2026搜索,9.019,226.36,58,59,5,26,调整生成结果,63.3,字少一点 / 100字 / 50字
OBTAIN_ASSIGNED_WRITING_MATERIALS__1,OBTAIN_ASSIGNED_WRITING_MATERIALS__1,,87,0.399,47,0.471,0.354,0.625,0.618,40,0.4,0.294,0.544,0.357,0,0.0,0.0,0.45,0.0,0,0.0,0.0,0.401,0.0,54.04,1.1784,2.1616,45.96,1.0022,1.8384,0.0,0.0,0.0,0.0,0.0,0.0,2,助手头部1k / 助手随机1k,,2025搜索,助手头部1k,0.471,inf,50,51,34,46,思想汇报与心得体会范文查询,94.3,重温入党誓词 / 思想汇报 / 预备党员思想汇报
LEARN_HOW_TO_WRITE__1,LEARN_HOW_TO_WRITE__1,,86,0.395,41,0.41,0.303,0.556,0.52,34,0.34,0.244,0.475,0.223,8,0.941,0.478,1.846,1.405,3,0.315,0.107,0.921,0.251,20.46,1.0399,0.8183,16.95,0.8617,0.6781,46.9,2.3842,1.8761,15.69,0.7975,0.6275,4,,,助手头部1k,助手随机1k,0.626,2.99,53,53,15,28,家长寄语评语写法查询,74.4,家长寄语怎么写 / 家长寄语怎么写 / 家长评语怎么写
LOOK_UP_OFFICIAL_POLICY_OR_COMPLIANCE_TEXT__3,LOOK_UP_OFFICIAL_POLICY_OR_COMPLIANCE_TEXT__3,,71,0.326,45,0.451,0.337,0.602,0.249,26,0.26,0.178,0.381,0.157,0,0.0,0.0,0.45,0.0,0,0.0,0.0,0.401,0.0,63.4,1.3825,2.5359,36.6,0.7982,1.4641,0.0,0.0,0.0,0.0,0.0,0.0,2,助手头部1k / 助手随机1k,,2025搜索,助手头部1k,0.451,inf,52,55,34,46,术语定义查询,76.1,我国安全生产方针是什么 / 三失一偏人员是指什么 / 我国的安全生产方针是什么
LEARN_HOW_TO_WRITE__4,LEARN_HOW_TO_WRITE__4,,67,0.308,35,0.35,0.252,0.487,0.389,31,0.31,0.219,0.44,0.306,1,0.118,0.021,0.663,0.048,0,0.0,0.0,0.401,0.0,45.03,1.1394,1.8011,39.85,1.0085,1.5942,15.12,0.3825,0.6047,0.0,0.0,0.0,3,助手随机1k,,2025搜索,助手随机1k,0.35,inf,54,54,24,46,办公文档与演示文稿模板查询,47.8,请假条的格式怎么写 / 此致敬礼的正确格式 / 请假条的格式怎么写
LOOK_UP_OFFICIAL_POLICY_OR_COMPLIANCE_TEXT__1,LOOK_UP_OFFICIAL_POLICY_OR_COMPLIANCE_TEXT__1,,63,0.289,24,0.24,0.162,0.357,0.106,38,0.38,0.277,0.521,0.258,0,0.0,0.0,0.45,0.0,1,0.105,0.019,0.592,0.084,33.12,0.8309,1.325,52.41,1.3147,2.0964,0.0,0.0,0.0,14.47,0.3629,0.5786,3,助手头部1k,,2026搜索,助手头部1k,0.38,inf,55,52,34,36,思想汇报与心得体会范文查询,30.2,NB/T  47041-2014新标 / 教育发展十五五规划全文 / 教育十五五规划全文
NAVIGATE_TO_SITE__1,NAVIGATE_TO_SITE__1,,19,0.087,10,0.1,0.054,0.184,0.059,9,0.09,0.047,0.171,0.06,0,0.0,0.0,0.45,0.0,0,0.0,0.0,0.401,0.0,52.65,1.148,2.106,47.35,1.0325,1.894,0.0,0.0,0.0,0.0,0.0,0.0,2,助手头部1k / 助手随机1k,,2025搜索,助手头部1k,0.1,inf,57,57,34,46,文案短句查询,47.4,人民网领导留言板 / 领导留言板 / 领导留言板
