domain,label,a,b,k_a,k_b,n_a,n_b,share_a,share_b,diff_pp,lo_pp,hi_pp,kind,sig,why
软件,获取成人内容或成人应用,assistant_top,assistant_random,2,3,940,984,0.002127659574468,0.0030487804878048,0.0921120913336793,-0.5026032891143497,0.6996989766636917,stable,False,深度（助手头部→长尾）
软件,获取翻墙工具或访问被限制的境外服务,assistant_top,assistant_random,3,7,940,984,0.0031914893617021,0.0071138211382113,0.3922331776509253,-0.3235858559996472,1.1709479391394968,stable,False,深度（助手头部→长尾）
软件,按功能求推荐软件,assistant_top,assistant_random,43,49,940,984,0.0457446808510638,0.0497967479674796,0.4052067116415848,-1.535162558203233,2.3359247296494026,stable,False,深度（助手头部→长尾）
软件,获取破解或解锁版软件,assistant_top,assistant_random,0,5,940,984,0.0,0.0050813008130081,0.5081300813008129,0.0078575285969904,1.1839499637455009,emergent,True,深度（助手头部→长尾）
软件,取消持续扣费或授权,assistant_top,assistant_random,0,5,940,984,0.0,0.0050813008130081,0.5081300813008129,0.0078575285969904,1.1839499637455009,emergent,True,深度（助手头部→长尾）
软件,直达指定页面或账号主页,assistant_top,assistant_random,12,18,940,984,0.0127659574468085,0.0182926829268292,0.5526725480020758,-0.6023202058029331,1.7300538302032338,stable,False,深度（助手头部→长尾）
软件,恢复误删或丢失的数据与关系,assistant_top,assistant_random,10,19,940,984,0.0106382978723404,0.0193089430894308,0.867064521709047,-0.2546115426933277,2.0374453275703632,stable,False,深度（助手头部→长尾）
软件,判断社交关系状态与可见性,assistant_top,assistant_random,6,20,940,984,0.0063829787234042,0.0203252032520325,1.3942224528628266,0.3614006955974668,2.5338831112212823,stable,True,深度（助手头部→长尾）
软件,下载并安装指定软件,assistant_top,assistant_random,16,32,940,984,0.0170212765957446,0.032520325203252,1.5499048607507355,0.1449816668329845,3.0065837723073856,stable,True,深度（助手头部→长尾）
软件,排查并修复故障,assistant_top,assistant_random,0,29,940,984,0.0,0.0294715447154471,2.9471544715447155,1.97084096060854,4.200539872264388,emergent,True,深度（助手头部→长尾）
软件,平台规则与能力裁决,assistant_top,assistant_random,16,176,940,984,0.0170212765957446,0.1788617886178861,16.18405120221415,13.686723138846409,18.785024415048156,stable,True,深度（助手头部→长尾）
软件,完成设置或操作步骤,assistant_top,assistant_random,40,239,940,984,0.0425531914893617,0.2428861788617886,20.033298737242692,17.058737810450832,23.024834455684683,stable,True,深度（助手头部→长尾）
软件,仅产品名消歧,2026search,assistant_random,2917,60,9999,984,0.2917291729172917,0.0609756097560975,-23.075356316119414,-24.68157902897502,-21.18403165577715,stable,True,界面+深度（不可单独归因）
软件,下载并安装指定软件,2026search,assistant_random,1995,32,9999,984,0.1995199519951995,0.032520325203252,-16.699962679194748,-17.930302041208645,-15.185795481834258,stable,True,界面+深度（不可单独归因）
软件,查询汉字输入编码,2026search,assistant_random,679,1,9999,984,0.0679067906790679,0.0010162601626016,-6.689053051646628,-7.205776862791182,-6.018365624708537,stable,True,界面+深度（不可单独归因）
软件,获取翻墙工具或访问被限制的境外服务,2026search,assistant_random,556,7,9999,984,0.0556055605560556,0.0071138211382113,-4.849173941784422,-5.442317462752858,-3.9837379749269513,stable,True,界面+深度（不可单独归因）
软件,直达指定页面或账号主页,2026search,assistant_random,628,18,9999,984,0.0628062806280628,0.0182926829268292,-4.451359770123354,-5.282179774720368,-3.3111793076234184,stable,True,界面+深度（不可单独归因）
软件,打开官方网页或网页版入口,2026search,assistant_random,444,2,9999,984,0.0444044404440444,0.0020325203252032,-4.237192011884115,-4.683805364958088,-3.577321654307726,stable,True,界面+深度（不可单独归因）
软件,获取社交文案与发布素材,2026search,assistant_random,503,27,9999,984,0.0503050305030503,0.0274390243902439,-2.2866006112806403,-3.24770354856839,-1.0001303021437429,stable,True,界面+深度（不可单独归因）
软件,获取非官方软件库或第三方分发渠道,2026search,assistant_random,101,4,9999,984,0.0101010101010101,0.0040650406504065,-0.6035969450603598,-0.9324953528939264,0.0549528683902862,stable,False,界面+深度（不可单独归因）
软件,获取成人内容或成人应用,2026search,assistant_random,89,3,9999,984,0.0089008900890089,0.0030487804878048,-0.5852109601204023,-0.8716125441147891,0.0254719686267133,stable,False,界面+深度（不可单独归因）
软件,解释术语或比较概念,2026search,assistant_random,188,14,9999,984,0.0188018801880188,0.0142276422764227,-0.4574237911596038,-1.0978661046299207,0.5256552752164314,stable,False,界面+深度（不可单独归因）
软件,获取灰色辅助或作弊工具,2026search,assistant_random,41,0,9999,984,0.0041004100410041,0.0,-0.41004100410041,-0.5557550227770283,-0.0065484860354189,receded,True,界面+深度（不可单独归因）
软件,获取蹭网或WiFi破解工具,2026search,assistant_random,35,1,9999,984,0.0035003500350035,0.0010162601626016,-0.2484089872401874,-0.408405732883883,0.2334773895160445,stable,False,界面+深度（不可单独归因）
软件,获取位置伪造工具,2026search,assistant_random,7,0,9999,984,0.0007000700070007,0.0,-0.07000700070007,-0.1444478824569696,0.3205382194213524,receded,False,界面+深度（不可单独归因）
软件,取消持续扣费或授权,2026search,assistant_random,55,5,9999,984,0.0055005500550055,0.0050813008130081,-0.041924924199737,-0.3764437729294194,0.6457593416706751,stable,False,界面+深度（不可单独归因）
软件,获取破解或解锁版软件,2026search,assistant_random,18,5,9999,984,0.0018001800180018,0.0050813008130081,0.328112079500633,0.0190545344408274,1.0071581378369998,stable,True,界面+深度（不可单独归因）
软件,恢复误删或丢失的数据与关系,2026search,assistant_random,156,19,9999,984,0.0156015601560156,0.0193089430894308,0.3707382933415293,-0.3686243797223125,1.4594117015749637,stable,False,界面+深度（不可单独归因）
软件,按功能求推荐软件,2026search,assistant_random,346,49,9999,984,0.0346034603460346,0.0497967479674796,1.5193287621445069,0.2686556253003777,3.0993135286034796,stable,True,界面+深度（不可单独归因）
软件,判断社交关系状态与可见性,2026search,assistant_random,43,20,9999,984,0.0043004300430043,0.0203252032520325,1.6024773209028218,0.8741604028749168,2.6941410501336263,stable,True,界面+深度（不可单独归因）
软件,生成露骨性图像编辑,2026search,assistant_random,0,18,9999,984,0.0,0.0182926829268292,1.829268292682927,1.15908383575488,2.872998449525141,emergent,True,界面+深度（不可单独归因）
软件,从图片或文档提取内容,2026search,assistant_random,15,20,9999,984,0.0015001500150015,0.0203252032520325,1.8825053237031024,1.1629073446833111,2.970157360822643,stable,True,界面+深度（不可单独归因）
软件,排查并修复故障,2026search,assistant_random,76,29,9999,984,0.0076007600760076,0.0294715447154471,2.1870784639439553,1.2795011721112233,3.4496874506443516,stable,True,界面+深度（不可单独归因）
软件,完成设置或操作步骤,2026search,assistant_random,876,239,9999,984,0.0876087608760876,0.2428861788617886,15.5277417985701,12.889370428125565,18.355486068117305,stable,True,界面+深度（不可单独归因）
软件,平台规则与能力裁决,2026search,assistant_random,177,176,9999,984,0.0177017701770177,0.1788617886178861,16.116001844086846,13.830845469041892,18.64546342905136,stable,True,界面+深度（不可单独归因）
软件,直接编辑或生成图像,2026search,assistant_random,54,235,9999,984,0.0054005400540054,0.2388211382113821,23.342059815737674,20.777654101818072,26.1072225313816,stable,True,界面+深度（不可单独归因）
