key,类目,定义,全语料条数,全语料占比%,2025搜索_条数,2025搜索_占比%,2025搜索_95CI低%,2025搜索_95CI高%,2025搜索_流量占比%,2025搜索随机1w_条数,2025搜索随机1w_占比%,2025搜索随机1w_95CI低%,2025搜索随机1w_95CI高%,2025搜索随机1w_流量占比%,2026搜索_条数,2026搜索_占比%,2026搜索_95CI低%,2026搜索_95CI高%,2026搜索_流量占比%,2026搜索随机1w_条数,2026搜索随机1w_占比%,2026搜索随机1w_95CI低%,2026搜索随机1w_95CI高%,2026搜索随机1w_流量占比%,助手头部1k_条数,助手头部1k_占比%,助手头部1k_95CI低%,助手头部1k_95CI高%,助手头部1k_流量占比%,助手随机1k_条数,助手随机1k_占比%,助手随机1k_95CI低%,助手随机1k_95CI高%,助手随机1k_流量占比%,助手语音头部1k_条数,助手语音头部1k_占比%,助手语音头部1k_95CI低%,助手语音头部1k_95CI高%,助手语音头部1k_流量占比%,助手语音1k_条数,助手语音1k_占比%,助手语音1k_95CI低%,助手语音1k_95CI高%,助手语音1k_流量占比%,2025搜索_均衡归属%,2025搜索_指数,2025搜索_均衡指数,2025搜索随机1w_均衡归属%,2025搜索随机1w_指数,2025搜索随机1w_均衡指数,2026搜索_均衡归属%,2026搜索_指数,2026搜索_均衡指数,2026搜索随机1w_均衡归属%,2026搜索随机1w_指数,2026搜索随机1w_均衡指数,助手头部1k_均衡归属%,助手头部1k_指数,助手头部1k_均衡指数,助手随机1k_均衡归属%,助手随机1k_指数,助手随机1k_均衡指数,助手语音头部1k_均衡归属%,助手语音头部1k_指数,助手语音头部1k_均衡指数,助手语音1k_均衡归属%,助手语音1k_指数,助手语音1k_均衡指数,出现快照数,缺席快照,独占快照,最高快照,最低快照,极差pp,最高比最低倍数,2025搜索_排名,2025搜索随机1w_排名,2026搜索_排名,2026搜索随机1w_排名,助手头部1k_排名,助手随机1k_排名,助手语音头部1k_排名,助手语音1k_排名,主导叶,主导叶占比%,代表串(流量最高，仅供辨识)
RECOVERY_TIMING__2,RECOVERY_TIMING__2,,279,0.634,29,0.29,0.202,0.416,0.23,89,0.89,0.724,1.094,0.405,39,0.39,0.285,0.533,0.243,97,0.97,0.796,1.182,0.685,3,0.313,0.107,0.917,0.252,18,1.804,1.144,2.833,1.879,0,0.0,0.0,0.359,0.0,4,0.4,0.156,1.024,0.4,5.74,0.4576,0.4589,17.6,1.4042,1.408,7.71,0.6154,0.6171,19.18,1.5304,1.5345,6.19,0.4941,0.4954,35.67,2.8456,2.8533,0.0,0.0,0.0,7.91,0.6311,0.6328,7,助手语音头部1k,,助手随机1k,助手语音头部1k,1.804,inf,33,27,32,24,31,18,36,36,查询医疗健康恢复时间与费用,77.4,脂肪肝逆转需要多久 / 甲硝唑片吃完多久见效 / 昏迷不醒几天最危险
RECOVERY_TIMING__1,RECOVERY_TIMING__1,,262,0.595,39,0.39,0.285,0.533,0.283,87,0.87,0.706,1.072,0.283,31,0.31,0.219,0.44,0.184,84,0.84,0.679,1.039,1.23,3,0.313,0.107,0.917,0.212,10,1.002,0.545,1.835,0.939,0,0.0,0.0,0.359,0.0,8,0.8,0.406,1.571,0.8,8.62,0.6554,0.6896,19.23,1.4617,1.538,6.85,0.5209,0.5481,18.56,1.4113,1.485,6.92,0.5261,0.5536,22.14,1.6835,1.7714,0.0,0.0,0.0,17.68,1.3441,1.4143,7,助手语音头部1k,,助手随机1k,助手语音头部1k,1.002,inf,31,28,39,28,31,21,36,22,查询医疗健康恢复时间与费用,79.4,乳腺癌术后多久可以吃深海鱼 / 痔疮手术后怎样护理注意事项 / 睡觉前几小时不能运动
CARE_NAVIGATION_COST__4,CARE_NAVIGATION_COST__4,,259,0.588,37,0.37,0.269,0.51,0.244,83,0.83,0.67,1.028,0.918,36,0.36,0.26,0.498,0.237,88,0.88,0.715,1.083,0.763,7,0.731,0.354,1.501,0.683,5,0.501,0.214,1.167,0.427,1,0.094,0.017,0.529,0.044,2,0.2,0.055,0.726,0.2,9.33,0.629,0.7466,20.93,1.4106,1.6744,9.08,0.612,0.7264,22.19,1.4956,1.7753,18.43,1.2419,1.4741,12.63,0.8515,1.0107,2.36,0.1593,0.1891,5.04,0.3399,0.4035,8,,,2026搜索随机1w,助手语音头部1k,0.786,9.39,32,29,33,25,27,33,28,42,医院及科室信息查询,66.8,消化内科主要检查哪些项目 / 男性问题去医院挂什么科 / 挂什么科
EFFICACY_AUTHENTICITY_CHECK__4,EFFICACY_AUTHENTICITY_CHECK__4,,228,0.518,19,0.19,0.122,0.297,0.106,72,0.72,0.572,0.906,0.402,32,0.32,0.227,0.451,0.326,81,0.81,0.652,1.006,0.868,2,0.209,0.057,0.758,0.854,9,0.902,0.475,1.705,0.769,4,0.375,0.146,0.96,3.569,9,0.9,0.474,1.702,0.9,4.29,0.3669,0.3435,16.27,1.3901,1.3015,7.23,0.6179,0.5786,18.3,1.5638,1.4642,4.72,0.4031,0.3774,20.38,1.7411,1.6302,8.47,0.7238,0.6777,20.34,1.7376,1.6269,8,,,助手随机1k,2025搜索,0.712,4.75,43,33,37,29,35,25,20,20,药品用法药效与联用查询,51.3,荞麦枕真的可以养生吗 / 中药治疗肿瘤有效吗 / 仁和生发丸效果怎么样
REFERENCE_VALUE_CALCULATOR__3,REFERENCE_VALUE_CALCULATOR__3,,227,0.516,27,0.27,0.186,0.393,0.15,79,0.79,0.634,0.983,0.369,32,0.32,0.227,0.451,0.221,76,0.76,0.608,0.95,0.657,3,0.313,0.107,0.917,0.188,5,0.501,0.214,1.167,0.427,0,0.0,0.0,0.359,0.0,5,0.5,0.214,1.165,0.5,7.82,0.5237,0.6254,22.87,1.5319,1.8296,9.27,0.6207,0.7413,22.0,1.4738,1.7601,9.07,0.6073,0.7253,14.5,0.9715,1.1603,0.0,0.0,0.0,14.47,0.9696,1.158,7,助手语音头部1k,,2025搜索随机1w,助手语音头部1k,0.79,inf,36,30,37,30,31,33,36,30,食物热量与健康影响查询,52.0,红薯含糖量 / 胆固醇3.93算高吗 / 碳酸钙1.5克相当于钙元素多少毫克
DOSAGE_ADMINISTRATION__6,DOSAGE_ADMINISTRATION__6,,190,0.432,27,0.27,0.186,0.393,0.19,53,0.53,0.405,0.693,0.339,28,0.28,0.194,0.404,0.187,66,0.66,0.519,0.839,0.534,1,0.104,0.018,0.589,0.053,10,1.002,0.545,1.835,0.939,0,0.0,0.0,0.359,0.0,5,0.5,0.214,1.165,0.5,8.07,0.6257,0.6456,15.84,1.2279,1.267,8.37,0.6488,0.6695,19.72,1.5291,1.5778,3.12,0.2418,0.2495,29.94,2.3214,2.3953,0.0,0.0,0.0,14.94,1.1584,1.1953,7,助手语音头部1k,,助手随机1k,助手语音头部1k,1.002,inf,36,38,40,33,39,21,36,30,药品用法用量查询,78.4,吃了米非酮片多久会流血 / 酒石酸美托洛尔的药效时间有多长 / 瑞派特片一般慢性胃炎要吃多久
PROGNOSIS_CONTAGION_VERDICT__1,PROGNOSIS_CONTAGION_VERDICT__1,,183,0.416,4,0.04,0.016,0.103,0.026,79,0.79,0.634,0.983,0.665,12,0.12,0.069,0.21,0.079,68,0.68,0.537,0.861,0.395,2,0.209,0.057,0.758,0.122,13,1.303,0.763,2.216,1.196,3,0.281,0.096,0.823,0.787,2,0.2,0.055,0.726,0.2,1.1,0.0962,0.0884,21.81,1.9003,1.7446,3.31,0.2887,0.2651,18.77,1.6357,1.5017,5.76,0.5022,0.461,35.96,3.1333,2.8766,7.76,0.6763,0.6209,5.52,0.4811,0.4417,8,,,助手随机1k,2025搜索,1.263,32.56,53,30,48,32,35,19,24,42,查询疾病严重性、传染性与治疗风险,77.0,子宫腺肌症合并腺肌瘤会自愈吗 / 糖尿病一旦同房就很难恢复吗 / 阿尔兹海默症的老年人服用抗焦虑药后认知会逆转吗
EFFICACY_AUTHENTICITY_CHECK__2,EFFICACY_AUTHENTICITY_CHECK__2,,166,0.377,5,0.05,0.021,0.117,0.024,60,0.6,0.466,0.771,0.179,33,0.33,0.235,0.463,0.184,56,0.56,0.432,0.726,0.629,0,0.0,0.0,0.399,0.0,6,0.601,0.276,1.305,0.512,1,0.094,0.017,0.529,0.044,5,0.5,0.214,1.165,0.5,1.83,0.1326,0.1463,21.94,1.591,1.755,12.07,0.8753,0.9655,20.48,1.485,1.638,0.0,0.0,0.0,21.98,1.5942,1.7585,3.43,0.2485,0.2741,18.28,1.3259,1.4625,7,助手头部1k,,助手随机1k,助手头部1k,0.601,inf,52,35,36,37,47,32,28,30,药品用法药效与联用查询,89.8,排石颗粒对输尿管结石有用吗 / 喉咙痛吃牛黄解毒胶囊有用吗 / 我复个啥敷个姜片晕车的喷药姜管用吗
DOSAGE_ADMINISTRATION__4,DOSAGE_ADMINISTRATION__4,,156,0.354,40,0.4,0.294,0.544,0.31,20,0.2,0.13,0.309,0.11,48,0.48,0.362,0.636,0.365,34,0.34,0.243,0.475,0.239,5,0.522,0.223,1.216,0.293,3,0.301,0.102,0.88,0.256,0,0.0,0.0,0.359,0.0,6,0.6,0.275,1.303,0.6,14.07,1.1289,1.1259,7.04,0.5643,0.5628,16.89,1.3547,1.3511,11.96,0.9594,0.9568,18.36,1.4727,1.4688,10.57,0.8482,0.846,0.0,0.0,0.0,21.11,1.693,1.6885,7,助手语音头部1k,,助手语音1k,助手语音头部1k,0.6,inf,30,47,28,44,28,46,36,28,药品用法用量查询,95.5,一次3至6克是多少粒丸药呢 / 一天吃几个鸡蛋合适 / 一天吃几个鸡蛋合适
DOSAGE_ADMINISTRATION__2,DOSAGE_ADMINISTRATION__2,,154,0.35,14,0.14,0.083,0.235,0.096,53,0.53,0.405,0.693,0.16,26,0.26,0.178,0.381,0.153,42,0.42,0.311,0.567,0.456,0,0.0,0.0,0.399,0.0,11,1.102,0.617,1.963,0.939,0,0.0,0.0,0.359,0.0,8,0.8,0.406,1.571,0.8,4.31,0.4003,0.3444,16.3,1.5149,1.3037,8.0,0.7433,0.6397,12.91,1.2005,1.0331,0.0,0.0,0.0,33.89,3.1505,2.7112,0.0,0.0,0.0,24.6,2.2867,1.9678,6,助手头部1k / 助手语音头部1k,,助手随机1k,助手头部1k,1.102,inf,45,38,42,41,47,20,36,22,药品用法用量查询,38.3,苍术用量一般多少克 / 坎地沙坦胺每天的最大用量 / 气逆强心胶囊与地高辛连用的主要风险是什么
COMPARISON_DIFFERENCE_VERDICT__2,COMPARISON_DIFFERENCE_VERDICT__2,,146,0.332,10,0.1,0.054,0.184,0.052,50,0.5,0.379,0.659,0.291,10,0.1,0.054,0.184,0.056,61,0.61,0.475,0.783,0.635,0,0.0,0.0,0.399,0.0,8,0.802,0.407,1.574,0.683,0,0.0,0.0,0.359,0.0,7,0.7,0.339,1.438,0.7,3.56,0.3016,0.2846,17.78,1.5075,1.4227,3.56,0.3016,0.2846,21.7,1.8392,1.7356,0.0,0.0,0.0,28.51,2.4168,2.2808,0.0,0.0,0.0,24.9,2.1105,1.9917,6,助手头部1k / 助手语音头部1k,,助手随机1k,助手头部1k,0.802,inf,48,40,52,34,47,27,36,24,药品用法药效与联用查询,65.8,强的松和醋酸泼尼松片的区别 / 美媛春口服液独立包装好吗还整合包装好 / 普罗雌烯乳膏和雌三醇乳膏哪个好
EFFICACY_AUTHENTICITY_CHECK__1,EFFICACY_AUTHENTICITY_CHECK__1,,137,0.311,12,0.12,0.069,0.21,0.072,58,0.58,0.449,0.749,0.184,12,0.12,0.069,0.21,0.05,48,0.48,0.362,0.636,0.312,0,0.0,0.0,0.399,0.0,4,0.401,0.156,1.026,0.427,0,0.0,0.0,0.359,0.0,3,0.3,0.102,0.878,0.3,6.0,0.3856,0.4799,28.99,1.8636,2.319,6.0,0.3856,0.4799,23.99,1.5423,1.9192,0.0,0.0,0.0,20.03,1.2878,1.6025,0.0,0.0,0.0,14.99,0.9639,1.1995,6,助手头部1k / 助手语音头部1k,,2025搜索随机1w,助手头部1k,0.58,inf,46,36,48,39,47,39,36,37,药品用法药效与联用查询,63.5,嵊州还有没有其他烧伤中医高手 / 牛奶蒸真的能让肺结节消下去吗 / 泡脚中药泡脚包要买磨成粉的还是没磨成成粉的好
DOSAGE_ADMINISTRATION__3,DOSAGE_ADMINISTRATION__3,,136,0.309,27,0.27,0.186,0.393,0.211,27,0.27,0.186,0.393,0.076,44,0.44,0.328,0.59,0.387,33,0.33,0.235,0.463,0.256,1,0.104,0.018,0.589,0.046,4,0.401,0.156,1.026,0.342,0,0.0,0.0,0.359,0.0,0,0.0,0.0,0.383,0.0,14.88,0.8741,1.1901,14.87,0.8739,1.1899,24.24,1.4244,1.9394,18.18,1.0681,1.4543,5.75,0.3379,0.46,22.08,1.2973,1.7663,0.0,0.0,0.0,0.0,0.0,0.0,6,助手语音头部1k / 助手语音1k,,2026搜索,助手语音头部1k,0.44,inf,36,46,31,45,39,39,36,52,中药方剂配方剂量查询,30.1,这三种药我都是吃第一口饭吃的 / 利伐沙班和感冒药怎么错开吃 / 你是糖尿病的，别有糖尿病，多吃点，这个还行啊，把
PHARMA_COMPANY_LOOKUP__1,PHARMA_COMPANY_LOOKUP__1,,131,0.298,46,0.46,0.345,0.613,0.345,3,0.03,0.01,0.088,0.029,73,0.73,0.581,0.917,0.63,3,0.03,0.01,0.088,0.033,1,0.104,0.018,0.589,0.05,0,0.0,0.0,0.383,0.0,4,0.375,0.146,0.96,0.404,1,0.1,0.018,0.564,0.1,25.15,1.546,2.0119,1.64,0.1008,0.1312,39.91,2.4535,3.1928,1.64,0.1008,0.1312,5.71,0.3508,0.4564,0.0,0.0,0.0,20.49,1.2597,1.6393,5.47,0.336,0.4373,7,助手随机1k,,2026搜索,助手随机1k,0.73,inf,28,54,24,54,39,53,20,50,药品与药企信息查询,79.4,昭衍新药 / 华北制药 / 生物制药
COMPARISON_DIFFERENCE_VERDICT__1,COMPARISON_DIFFERENCE_VERDICT__1,,128,0.291,27,0.27,0.186,0.393,0.147,39,0.39,0.285,0.533,0.204,22,0.22,0.145,0.333,0.135,31,0.31,0.218,0.44,0.239,1,0.104,0.018,0.589,0.164,3,0.301,0.102,0.88,0.256,0,0.0,0.0,0.359,0.0,5,0.5,0.214,1.165,0.5,12.89,0.9287,1.0312,18.62,1.3412,1.4892,10.5,0.7567,0.8402,14.8,1.0661,1.1837,4.98,0.359,0.3986,14.35,1.0338,1.1478,0.0,0.0,0.0,23.87,1.7195,1.9092,7,助手语音头部1k,,助手语音1k,助手语音头部1k,0.5,inf,36,42,45,46,39,46,36,30,医学健康知识查询,89.8,白班和白癜风是一种病吗 / 胆管炎和胆囊炎有什么区别吗 / 引产与自然分娩的婴儿有什么区别
COMPARISON_DIFFERENCE_VERDICT__5,COMPARISON_DIFFERENCE_VERDICT__5,,114,0.259,6,0.06,0.028,0.131,0.026,48,0.48,0.362,0.636,0.631,11,0.11,0.061,0.197,0.064,39,0.39,0.285,0.533,0.25,2,0.209,0.057,0.758,0.729,2,0.2,0.055,0.728,0.171,0,0.0,0.0,0.359,0.0,6,0.6,0.275,1.303,0.6,2.93,0.2317,0.2343,23.42,1.8534,1.8739,5.37,0.4248,0.4295,19.03,1.5059,1.5225,10.19,0.8061,0.815,9.78,0.7738,0.7824,0.0,0.0,0.0,29.28,2.3168,2.3424,7,助手语音头部1k,,助手语音1k,助手语音头部1k,0.6,inf,51,41,51,42,35,49,36,28,食物热量与健康影响查询,88.6,女性的bmi大好还是小好 / 荔枝是降血糖还是升血糖 / 赤小豆补血好还是红豆补血好
COMPARISON_DIFFERENCE_VERDICT__4,COMPARISON_DIFFERENCE_VERDICT__4,,107,0.243,10,0.1,0.054,0.184,0.069,39,0.39,0.285,0.533,0.332,6,0.06,0.028,0.131,0.031,44,0.44,0.328,0.59,0.34,0,0.0,0.0,0.399,0.0,5,0.501,0.214,1.167,0.427,0,0.0,0.0,0.359,0.0,3,0.3,0.102,0.878,0.3,5.58,0.4115,0.4468,21.78,1.6044,1.742,3.35,0.2469,0.2681,24.57,1.8101,1.9653,0.0,0.0,0.0,27.97,2.0611,2.2378,0.0,0.0,0.0,16.75,1.2342,1.34,6,助手头部1k / 助手语音头部1k,,助手随机1k,助手头部1k,0.501,inf,48,42,53,40,47,33,36,37,医学健康知识查询,32.7,北京同仁堂和南京同仁堂的区别 / 西地那非和他达拉非的区别 / 熟地黄和生地黄药渣的区别
PROGNOSIS_CONTAGION_VERDICT__2,PROGNOSIS_CONTAGION_VERDICT__2,,102,0.232,23,0.23,0.153,0.345,0.22,28,0.28,0.194,0.404,0.207,26,0.26,0.178,0.381,0.198,17,0.17,0.106,0.272,0.128,1,0.104,0.018,0.589,0.048,4,0.401,0.156,1.026,0.342,1,0.094,0.017,0.529,0.131,2,0.2,0.055,0.726,0.2,13.23,0.9928,1.0583,16.1,1.2084,1.2881,14.95,1.1223,1.1963,9.78,0.7336,0.7821,6.0,0.4505,0.4802,23.05,1.7297,1.8438,5.39,0.4045,0.4311,11.5,0.8631,0.9201,8,,,助手随机1k,助手语音头部1k,0.307,4.28,40,45,42,50,39,39,28,42,查询疾病严重性、传染性与治疗风险,91.2,慢性乙型病毒肝炎有传染性吗 / HPV DV v hv 6是不是高危HPV 53 / 应该动了手术切除的肺对别人有传染性吗
PROGNOSIS_CONTAGION_VERDICT__4,PROGNOSIS_CONTAGION_VERDICT__4,,100,0.227,29,0.29,0.202,0.416,0.227,15,0.15,0.091,0.247,0.101,34,0.34,0.243,0.475,0.227,19,0.19,0.122,0.297,0.217,0,0.0,0.0,0.399,0.0,2,0.2,0.055,0.728,0.256,0,0.0,0.0,0.359,0.0,1,0.1,0.018,0.564,0.1,22.83,1.2768,1.8264,11.81,0.6603,0.9445,26.77,1.4969,2.1413,14.95,0.8364,1.1964,0.0,0.0,0.0,15.77,0.8821,1.2618,0.0,0.0,0.0,7.87,0.4402,0.6297,6,助手头部1k / 助手语音头部1k,,2026搜索,助手头部1k,0.34,inf,33,52,35,48,47,49,36,50,查询医疗健康恢复时间与费用,98.0,肝癌早期发现后，生存期有多长 / 舌癌的寿命一般几年 / 肝上做了体魄时能活几年
COMPARISON_DIFFERENCE_VERDICT__3,COMPARISON_DIFFERENCE_VERDICT__3,,88,0.2,4,0.04,0.016,0.103,0.03,36,0.36,0.26,0.498,0.147,4,0.04,0.016,0.103,0.023,35,0.35,0.252,0.486,0.234,0,0.0,0.0,0.399,0.0,3,0.301,0.102,0.88,0.512,1,0.094,0.017,0.529,0.044,5,0.5,0.214,1.165,0.5,2.38,0.2001,0.19,21.37,1.8008,1.7099,2.38,0.2001,0.19,20.78,1.7508,1.6624,0.0,0.0,0.0,17.85,1.5037,1.4277,5.56,0.4688,0.4451,29.69,2.5011,2.3748,7,助手头部1k,,助手语音1k,助手头部1k,0.5,inf,53,44,54,43,47,46,28,30,药品用法药效与联用查询,20.5,碘伏和酒精哪个更安全 / 那抠伤了用创可贴还是创口贴 / 想用仙人掌外敷对白矾好还是里头搁鸡蛋清好提供
PROGNOSIS_CONTAGION_VERDICT__3,PROGNOSIS_CONTAGION_VERDICT__3,,82,0.186,22,0.22,0.145,0.333,0.153,18,0.18,0.114,0.284,1.076,22,0.22,0.145,0.333,0.13,12,0.12,0.069,0.21,0.106,4,0.418,0.162,1.069,0.362,4,0.401,0.156,1.026,0.342,0,0.0,0.0,0.359,0.0,0,0.0,0.0,0.383,0.0,14.12,1.1812,1.1296,11.55,0.9663,0.924,14.12,1.1812,1.1296,7.7,0.6442,0.616,26.79,2.2414,2.1434,25.72,2.1516,2.0575,0.0,0.0,0.0,0.0,0.0,0.0,6,助手语音头部1k / 助手语音1k,,助手头部1k,助手语音头部1k,0.418,inf,41,48,45,52,30,39,36,52,查询疾病严重性、传染性与治疗风险,86.6,hpv可以治愈吗 / 癫闲病能彻底治疗吗 / 成人三级视功能还能恢复吗
DOSAGE_ADMINISTRATION__1,DOSAGE_ADMINISTRATION__1,,78,0.177,20,0.2,0.13,0.309,0.117,18,0.18,0.114,0.284,0.169,28,0.28,0.194,0.404,0.172,7,0.07,0.034,0.144,0.039,1,0.104,0.018,0.589,0.13,2,0.2,0.055,0.728,0.171,0,0.0,0.0,0.359,0.0,2,0.2,0.055,0.726,0.2,16.2,1.1289,1.2959,14.58,1.0158,1.1661,22.68,1.5805,1.8143,5.67,0.395,0.4535,8.45,0.5891,0.6762,16.23,1.131,1.2983,0.0,0.0,0.0,16.2,1.1287,1.2957,7,助手语音头部1k,,2026搜索,助手语音头部1k,0.28,inf,42,48,40,53,39,49,36,42,药品用法用量查询,97.4,饭前吃还是饭后吃 / 异养胃颗粒饭前吃好还是饭后吃好 / 饭前多少分钟吃药
DOSAGE_ADMINISTRATION__5,DOSAGE_ADMINISTRATION__5,,78,0.177,18,0.18,0.114,0.284,0.198,16,0.16,0.099,0.26,0.076,26,0.26,0.178,0.381,0.218,16,0.16,0.099,0.26,0.267,0,0.0,0.0,0.399,0.0,0,0.0,0.0,0.383,0.0,0,0.0,0.0,0.359,0.0,2,0.2,0.055,0.726,0.2,18.75,1.016,1.5002,16.67,0.903,1.3332,27.09,1.4676,2.1669,16.67,0.903,1.3332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.83,1.1287,1.6665,5,助手头部1k / 助手随机1k / 助手语音头部1k,,2026搜索,助手头部1k,0.26,inf,44,51,42,51,47,53,36,42,药品用法用量查询,93.6,丁苯酞软胶囊最佳服用时间 / 吃降压药什么吃时候吃早上吃还是晚上吃 / 灵芝孢子粉什么时候吃比较好
EFFICACY_AUTHENTICITY_CHECK__3,EFFICACY_AUTHENTICITY_CHECK__3,,71,0.161,12,0.12,0.069,0.21,0.081,17,0.17,0.106,0.272,0.113,12,0.12,0.069,0.21,0.066,25,0.25,0.169,0.369,0.156,1,0.104,0.018,0.589,0.087,2,0.2,0.055,0.728,0.171,0,0.0,0.0,0.359,0.0,2,0.2,0.055,0.726,0.2,10.3,0.7441,0.8243,14.59,1.054,1.1675,10.3,0.7441,0.8243,21.46,1.55,1.717,8.96,0.6472,0.7169,17.2,1.2425,1.3763,0.0,0.0,0.0,17.17,1.24,1.3736,7,助手语音头部1k,,2026搜索随机1w,助手语音头部1k,0.25,inf,46,50,48,47,39,49,36,42,食物热量与健康影响查询,80.3,减肥的时候为什么说腐竹不好 / 香蕉可以补钾元素吗 / 能减肥吗
COMPARISON_DIFFERENCE_VERDICT__6,COMPARISON_DIFFERENCE_VERDICT__6,,57,0.129,8,0.08,0.041,0.158,0.05,13,0.13,0.076,0.222,0.062,13,0.13,0.076,0.222,0.075,18,0.18,0.114,0.284,0.156,1,0.104,0.018,0.589,0.05,4,0.401,0.156,1.026,0.342,0,0.0,0.0,0.359,0.0,0,0.0,0.0,0.383,0.0,7.8,0.6179,0.6244,12.68,1.0039,1.0144,12.68,1.0041,1.0146,17.56,1.3901,1.4046,10.18,0.8061,0.8145,39.09,3.0952,3.1275,0.0,0.0,0.0,0.0,0.0,0.0,6,助手语音头部1k / 助手语音1k,,助手随机1k,助手语音头部1k,0.401,inf,50,53,47,49,39,39,36,52,查询健康问题对应的食物建议,28.1,胸腺法新哪个品牌最适合长期注射 / 章小蝶和维健美哪个性价比更高 / 哪个品牌的螯合钙口碑最好
ACCIDENTAL_INGESTION_FIRST_AID__1,ACCIDENTAL_INGESTION_FIRST_AID__1,,6,0.014,1,0.01,0.002,0.057,0.009,3,0.03,0.01,0.088,0.006,1,0.01,0.002,0.057,0.007,1,0.01,0.002,0.057,0.006,0,0.0,0.0,0.399,0.0,0,0.0,0.0,0.383,0.0,0,0.0,0.0,0.359,0.0,0,0.0,0.0,0.383,0.0,16.67,0.7338,1.3335,50.0,2.201,3.9997,16.67,0.7338,1.3335,16.67,0.7337,1.3332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,助手头部1k / 助手随机1k / 助手语音头部1k / 助手语音1k,,2025搜索随机1w,助手头部1k,0.03,inf,55,54,55,55,47,53,36,52,身体不适快速缓解方法查询,83.3,（该子意图无可引行）
