key,类目,定义,全语料条数,全语料占比%,2025搜索_条数,2025搜索_占比%,2025搜索_95CI低%,2025搜索_95CI高%,2025搜索_流量占比%,2025搜索随机1w_条数,2025搜索随机1w_占比%,2025搜索随机1w_95CI低%,2025搜索随机1w_95CI高%,2025搜索随机1w_流量占比%,2026搜索_条数,2026搜索_占比%,2026搜索_95CI低%,2026搜索_95CI高%,2026搜索_流量占比%,2026搜索随机1w_条数,2026搜索随机1w_占比%,2026搜索随机1w_95CI低%,2026搜索随机1w_95CI高%,2026搜索随机1w_流量占比%,助手头部1k_条数,助手头部1k_占比%,助手头部1k_95CI低%,助手头部1k_95CI高%,助手头部1k_流量占比%,助手随机1k_条数,助手随机1k_占比%,助手随机1k_95CI低%,助手随机1k_95CI高%,助手随机1k_流量占比%,助手语音头部1k_条数,助手语音头部1k_占比%,助手语音头部1k_95CI低%,助手语音头部1k_95CI高%,助手语音头部1k_流量占比%,助手语音1k_条数,助手语音1k_占比%,助手语音1k_95CI低%,助手语音1k_95CI高%,助手语音1k_流量占比%,2025搜索_均衡归属%,2025搜索_指数,2025搜索_均衡指数,2025搜索随机1w_均衡归属%,2025搜索随机1w_指数,2025搜索随机1w_均衡指数,2026搜索_均衡归属%,2026搜索_指数,2026搜索_均衡指数,2026搜索随机1w_均衡归属%,2026搜索随机1w_指数,2026搜索随机1w_均衡指数,助手头部1k_均衡归属%,助手头部1k_指数,助手头部1k_均衡指数,助手随机1k_均衡归属%,助手随机1k_指数,助手随机1k_均衡指数,助手语音头部1k_均衡归属%,助手语音头部1k_指数,助手语音头部1k_均衡指数,助手语音1k_均衡归属%,助手语音1k_指数,助手语音1k_均衡指数,出现快照数,缺席快照,独占快照,最高快照,最低快照,极差pp,最高比最低倍数,2025搜索_排名,2025搜索随机1w_排名,2026搜索_排名,2026搜索随机1w_排名,助手头部1k_排名,助手随机1k_排名,助手语音头部1k_排名,助手语音1k_排名,主导意图,主导意图占比%,盲评一致性,风险标注,user_need
47,查询办理信用卡业务,用户得到关于信用卡激活、还款、征信影响、分期、异常状态处理等具体操作步骤或解释后感到满意。,561,1.277,75,0.75,0.599,0.939,1.139,237,2.37,2.09,2.687,0.89,29,0.29,0.202,0.416,0.33,189,1.89,1.641,2.176,0.471,0,0.0,0.0,0.403,0.0,12,1.216,0.697,2.113,1.036,5,0.5,0.214,1.165,0.239,14,1.4,0.836,2.336,1.4,8.91,0.5875,0.7131,28.16,1.856,2.2529,3.45,0.2271,0.2757,22.46,1.4801,1.7966,0.0,0.0,0.0,14.45,0.9521,1.1557,5.94,0.3916,0.4753,16.64,1.0964,1.3308,7,助手头部1k,,2025搜索随机1w,助手头部1k,2.37,inf,35,15,42,19,59,24,40,25,获取银行/支付业务办理步骤与所需资料,20.1,4.0,,用户得到关于信用卡激活、还款、征信影响、分期、异常状态处理等具体操作步骤或解释后感到满意。
52,下载安装金融类App,用户获得某个银行、证券、数字货币、贷款或支付类App的官方下载入口、安装方法或版本真实性判断后即满足。,544,1.238,181,1.81,1.567,2.091,0.963,139,1.39,1.178,1.639,1.025,77,0.77,0.617,0.961,0.267,105,1.05,0.868,1.269,0.528,21,2.211,1.45,3.356,3.973,14,1.418,0.847,2.367,1.295,2,0.2,0.055,0.726,0.128,5,0.5,0.214,1.165,0.5,19.36,1.4621,1.5491,14.87,1.1226,1.1894,8.24,0.6219,0.6589,11.23,0.848,0.8985,23.64,1.7852,1.8915,15.17,1.1455,1.2137,2.14,0.1615,0.1711,5.35,0.4038,0.4278,8,,,助手头部1k,助手语音头部1k,2.011,11.05,16,26,27,36,15,20,47,48,打开目标页面或获取官方应用入口,71.9,4.0,True,用户获得某个银行、证券、数字货币、贷款或支付类App的官方下载入口、安装方法或版本真实性判断后即满足。
17,查询保险公司信息,用户想查询保险公司相关信息（例如排名、央企或民营属性、具体公司、联系电话、监管机构、车险或责任险产品等），获得对应准确信息即满足。,539,1.227,65,0.65,0.51,0.828,0.321,192,1.92,1.669,2.208,1.449,36,0.36,0.26,0.498,0.174,202,2.02,1.762,2.315,0.664,5,0.526,0.225,1.226,0.847,16,1.621,1.0,2.617,1.382,1,0.1,0.018,0.564,0.05,22,2.2,1.457,3.309,2.2,6.92,0.5299,0.5534,20.43,1.565,1.6345,3.83,0.2935,0.3065,21.49,1.6465,1.7196,5.6,0.429,0.448,17.25,1.3213,1.38,1.06,0.0815,0.0851,23.41,1.7932,1.8728,8,,,助手语音1k,助手语音头部1k,2.1,22.0,38,17,38,18,38,19,51,12,解析裸非可报价名称,18.6,3.0,,用户想查询保险公司相关信息（例如排名、央企或民营属性、具体公司、联系电话、监管机构、车险或责任险产品等），获得对应准确信息即满足。
59,实时行情查询,用户输入股票、期货、指数、大宗商品等标的名称或代码，获得该标的最新价格、涨跌和走势等实时行情数据即满足。,528,1.202,167,1.67,1.437,1.941,1.152,31,0.31,0.218,0.44,0.903,243,2.43,2.146,2.751,1.93,54,0.54,0.414,0.704,1.24,16,1.684,1.039,2.718,2.085,2,0.203,0.056,0.736,0.259,15,1.5,0.911,2.46,1.066,0,0.0,0.0,0.383,0.0,20.03,1.3899,1.6027,3.72,0.2579,0.2975,29.15,2.0222,2.3319,6.48,0.4493,0.5181,20.2,1.4014,1.616,2.43,0.1686,0.1944,17.99,1.2481,1.4393,0.0,0.0,0.0,7,助手语音1k,,2026搜索,助手语音1k,2.43,inf,17,55,11,50,19,51,19,60,查询可报价品种实时行情与价格,99.1,4.0,,用户输入股票、期货、指数、大宗商品等标的名称或代码，获得该标的最新价格、涨跌和走势等实时行情数据即满足。
63,查询价格走势图,用户查询黄金、白银、个股等投资品种的价格走势或K线图时，系统返回对应标的的可视化行情图表，用户即满足。,512,1.165,123,1.23,1.032,1.466,0.799,50,0.5,0.379,0.659,0.864,169,1.69,1.455,1.962,1.229,92,0.92,0.751,1.127,5.894,23,2.421,1.619,3.607,1.135,29,2.938,2.053,4.188,2.936,18,1.8,1.142,2.827,1.227,8,0.8,0.406,1.571,0.8,10.0,1.0557,0.8002,4.07,0.429,0.3252,13.74,1.4503,1.0993,7.48,0.7894,0.5984,19.68,2.0775,1.5747,23.89,2.5212,1.9111,14.63,1.5446,1.1708,6.5,0.6865,0.5203,8,,,助手随机1k,2025搜索随机1w,2.438,5.88,24,49,16,39,14,6,17,37,查询可报价品种实时行情与价格,87.1,4.0,True,用户查询黄金、白银、个股等投资品种的价格走势或K线图时，系统返回对应标的的可视化行情图表，用户即满足。
71,查询价格与金额,用户想知道某个标的（钱币、藏品、股票、保单等）当前或历史的价格、金额或估值，得到具体数字或合理区间即满足。,503,1.145,28,0.28,0.194,0.404,0.108,187,1.87,1.622,2.155,0.79,18,0.18,0.114,0.284,0.043,205,2.05,1.79,2.347,0.584,13,1.368,0.801,2.327,0.786,28,2.837,1.97,4.07,2.936,4,0.4,0.156,1.024,0.278,20,2.0,1.298,3.069,2.0,2.55,0.2446,0.2039,17.02,1.6333,1.3618,1.64,0.1572,0.1311,18.66,1.7906,1.4929,12.46,1.1952,0.9965,25.82,2.4778,2.0659,3.64,0.3494,0.2913,18.21,1.7469,1.4565,8,,,助手随机1k,2026搜索,2.657,15.76,54,18,51,17,20,8,42,18,查询利率、费率、限额并试算利息/还款,43.3,4.0,True,用户想知道某个标的（钱币、藏品、股票、保单等）当前或历史的价格、金额或估值，得到具体数字或合理区间即满足。
19,车险购买与理赔咨询,用户希望获得关于车险险种选择、购买必要性、保障范围、出险理赔、保险期限和投诉渠道的具体说明。,491,1.118,39,0.39,0.285,0.533,0.169,231,2.31,2.033,2.623,0.976,13,0.13,0.076,0.222,0.033,159,1.59,1.363,1.854,0.413,4,0.421,0.164,1.078,0.289,22,2.229,1.477,3.352,2.591,0,0.0,0.0,0.383,0.0,23,2.3,1.537,3.428,2.3,4.16,0.349,0.333,24.65,2.067,1.9722,1.39,0.1163,0.111,16.97,1.4227,1.3575,4.49,0.3768,0.3595,23.79,1.9945,1.9031,0.0,0.0,0.0,24.55,2.058,1.9637,7,助手语音头部1k,,2025搜索随机1w,助手语音头部1k,2.31,inf,51,16,57,21,43,12,59,11,对“是不是/是A还是B”给出裁决结论,33.8,4.0,True,用户希望获得关于车险险种选择、购买必要性、保障范围、出险理赔、保险期限和投诉渠道的具体说明。
66,金融行情数据查询,用户希望获得所查询的2025年或2026年股票、商品价格、汇率、利率、国债、公司业绩与公告等金融数据或趋势预测，看到对应时间点或区间的具体数值、公告内容或结论即满足。,481,1.095,17,0.17,0.106,0.272,0.104,136,1.36,1.151,1.606,0.834,10,0.1,0.054,0.184,0.04,216,2.16,1.893,2.464,0.611,7,0.737,0.357,1.513,0.314,56,5.674,4.395,7.296,5.699,7,0.7,0.339,1.438,0.394,32,3.2,2.276,4.482,3.2,1.21,0.1553,0.0965,9.64,1.2422,0.7716,0.71,0.0913,0.0567,15.32,1.9729,1.2255,5.23,0.673,0.418,40.24,5.1823,3.219,4.96,0.6394,0.3971,22.69,2.9228,1.8155,8,,,助手随机1k,2026搜索,5.574,56.73,58,28,58,15,32,3,37,8,查询个股与公司层面的消息、公告与进度,30.1,4.0,,用户希望获得所查询的2025年或2026年股票、商品价格、汇率、利率、国债、公司业绩与公告等金融数据或趋势预测，看到对应时间点或区间的具体数值、公告内容或结论即满足。
32,证券股票信息查询,在获得用户所查询证券公司、证券股票、证券账户或证券交易相关的基本信息、行情或规则后，用户即得到满足。,479,1.09,105,1.05,0.868,1.27,0.993,102,1.02,0.841,1.237,0.437,122,1.22,1.023,1.455,1.061,110,1.1,0.914,1.324,0.475,2,0.211,0.058,0.764,0.479,7,0.709,0.344,1.457,1.986,23,2.3,1.537,3.428,2.504,8,0.8,0.406,1.571,0.8,12.49,0.9633,0.999,12.13,0.9355,0.9703,14.51,1.1191,1.1606,13.08,1.0089,1.0464,2.5,0.1931,0.2003,8.43,0.6505,0.6746,27.35,2.1096,2.1879,9.51,0.7338,0.761,8,,,助手语音头部1k,助手头部1k,2.089,10.93,28,34,22,33,51,39,13,37,解析裸非可报价名称,36.5,4.0,,在获得用户所查询证券公司、证券股票、证券账户或证券交易相关的基本信息、行情或规则后，用户即得到满足。
60,市场价格行情查询,用户查询某个商品、加密货币、股票或期货品种的最新价格/行情，获得该标的今日最新价格或行情即满足。,458,1.042,135,1.35,1.142,1.596,1.268,57,0.57,0.44,0.738,1.41,145,1.45,1.234,1.704,1.521,73,0.73,0.581,0.917,1.127,20,2.105,1.367,3.229,2.237,9,0.912,0.48,1.724,0.777,15,1.5,0.911,2.46,1.205,4,0.4,0.156,1.024,0.4,14.97,1.2953,1.1979,6.32,0.5468,0.5057,16.08,1.3911,1.2865,8.1,0.7003,0.6476,23.35,2.0195,1.8677,10.11,0.8747,0.809,16.63,1.4389,1.3307,4.44,0.3837,0.3549,8,,,助手头部1k,助手语音1k,1.705,5.26,21,47,20,46,17,32,19,53,查询可报价品种实时行情与价格,89.3,4.0,,用户查询某个商品、加密货币、股票或期货品种的最新价格/行情，获得该标的今日最新价格或行情即满足。
26,查询个股股票行情与股吧讨论,用户输入某家上市公司名称或股票代码后，获得该股票的最新股价、行情、业绩或股吧讨论信息即满足。,456,1.038,147,1.47,1.252,1.726,1.081,24,0.24,0.161,0.357,2.474,190,1.9,1.65,2.187,1.814,49,0.49,0.371,0.647,0.487,17,1.789,1.12,2.847,0.862,8,0.811,0.411,1.591,0.691,15,1.5,0.911,2.46,1.033,6,0.6,0.275,1.303,0.6,16.71,1.4166,1.3366,2.73,0.2312,0.2182,21.59,1.8308,1.7273,5.57,0.4721,0.4454,20.33,1.7241,1.6267,9.21,0.7809,0.7368,17.04,1.4452,1.3636,6.82,0.5781,0.5454,8,,,2026搜索,2025搜索随机1w,1.66,7.92,20,59,15,52,18,34,19,44,查询可报价品种实时行情与价格,71.1,4.0,,用户输入某家上市公司名称或股票代码后，获得该股票的最新股价、行情、业绩或股吧讨论信息即满足。
62,查询金价,用户查询黄金价格后，获得其指定时间（如今日/实时）和所指市场（如国内/国际/银行）的最新金价或近期涨跌数据，即可满足。,455,1.036,150,1.5,1.28,1.758,10.375,38,0.38,0.277,0.521,0.676,148,1.48,1.261,1.736,11.969,45,0.45,0.336,0.602,1.196,34,3.579,2.572,4.96,11.859,7,0.709,0.344,1.457,0.604,24,2.4,1.618,3.546,6.94,9,0.9,0.474,1.702,0.9,13.16,1.4487,1.053,3.33,0.3669,0.2667,12.99,1.4292,1.0388,3.95,0.4345,0.3158,31.4,3.4558,2.5118,6.22,0.6848,0.4978,21.06,2.3174,1.6844,7.9,0.869,0.6317,8,,,助手头部1k,2025搜索随机1w,3.199,9.42,19,53,19,54,8,39,12,33,查询可报价品种实时行情与价格,87.3,4.0,,用户查询黄金价格后，获得其指定时间（如今日/实时）和所指市场（如国内/国际/银行）的最新金价或近期涨跌数据，即可满足。
72,金融代码查询,用户输入或提供一个金融代码（如股票、基金、可转债、银行卡号前缀等），得到该代码对应的名称、行情、发行机构或基本信息后即满足。,445,1.013,57,0.57,0.44,0.738,0.238,133,1.33,1.123,1.574,1.008,76,0.76,0.608,0.95,0.26,144,1.44,1.224,1.693,1.106,3,0.316,0.107,0.924,0.323,10,1.013,0.551,1.855,0.95,14,1.4,0.836,2.336,0.949,8,0.8,0.406,1.571,0.8,7.47,0.5629,0.5978,17.43,1.3131,1.3947,9.96,0.7504,0.797,18.87,1.4217,1.51,4.14,0.3118,0.3311,13.28,1.0003,1.0624,18.35,1.3822,1.4681,10.49,0.7898,0.8389,8,,,2026搜索随机1w,助手头部1k,1.124,4.56,43,29,28,22,47,28,22,37,查询可报价品种实时行情与价格,51.7,3.0,True,用户输入或提供一个金融代码（如股票、基金、可转债、银行卡号前缀等），得到该代码对应的名称、行情、发行机构或基本信息后即满足。
36,人民币及货币信息查询,用户在查询人民币、外币、数字货币或纸币硬币时，获得对应货币的图片、汇率、符号、真伪或面额等具体信息即满足。,425,0.967,112,1.12,0.932,1.346,0.952,115,1.15,0.959,1.379,1.198,52,0.52,0.397,0.681,0.409,107,1.07,0.886,1.291,0.652,8,0.842,0.427,1.653,0.909,7,0.709,0.344,1.457,0.604,3,0.3,0.102,0.878,0.25,21,2.1,1.378,3.189,2.1,14.34,1.158,1.1472,14.72,1.1888,1.1777,6.66,0.5376,0.5326,13.7,1.1061,1.0958,10.78,0.8705,0.8624,9.08,0.7331,0.7263,3.84,0.3101,0.3072,26.88,2.1709,2.1506,8,,,助手语音1k,助手语音头部1k,1.8,7.0,27,32,34,34,27,39,45,15,查询汇率并换算外币金额,45.2,4.0,,用户在查询人民币、外币、数字货币或纸币硬币时，获得对应货币的图片、汇率、符号、真伪或面额等具体信息即满足。
6,查询股票代码与指数信息,用户输入股票/指数代码或名称（如000006、纳斯达克100）后，希望获取该代码对应标的的行情、公司或股吧资讯、可购买产品等匹配信息；得到与所查代码一致的信息即满足。,420,0.956,130,1.3,1.096,1.542,0.708,48,0.48,0.362,0.636,0.556,163,1.63,1.4,1.898,1.0,45,0.45,0.336,0.602,1.046,5,0.526,0.225,1.226,0.238,5,0.507,0.217,1.18,0.432,19,1.9,1.22,2.948,1.582,5,0.5,0.214,1.165,0.5,17.83,1.3601,1.4262,6.58,0.5021,0.5265,22.35,1.7052,1.7881,6.17,0.4707,0.4936,7.22,0.5506,0.5773,6.95,0.5299,0.5557,26.05,1.9875,2.0841,6.86,0.523,0.5484,8,,,助手语音头部1k,2026搜索随机1w,1.45,4.22,22,50,17,54,38,44,16,48,查询可报价品种实时行情与价格,79.8,3.0,,用户输入股票/指数代码或名称（如000006、纳斯达克100）后，希望获取该代码对应标的的行情、公司或股吧资讯、可购买产品等匹配信息；得到与所查代码一致的信息即满足。
22,查询科技股与科创板信息,用户查询科技类股票或科创板相关标的（个股、板块、基金/ETF）的行情、概念、公告、上市条件或交易规则时，获得该标的或板块的具体事实信息即可满足。,418,0.951,47,0.47,0.354,0.625,0.366,69,0.69,0.546,0.872,0.776,73,0.73,0.581,0.917,0.679,168,1.68,1.446,1.951,2.07,13,1.368,0.801,2.327,0.589,30,3.04,2.137,4.306,2.763,9,0.9,0.474,1.702,0.727,9,0.9,0.474,1.702,0.9,4.81,0.4941,0.3846,7.06,0.7252,0.5645,7.47,0.7673,0.5973,17.18,1.7658,1.3745,13.99,1.4383,1.1196,31.08,3.1947,2.4868,9.2,0.9459,0.7363,9.2,0.9459,0.7363,8,,,助手随机1k,2025搜索,2.569,6.47,47,42,29,20,20,5,28,33,查询可报价品种实时行情与价格,30.9,4.0,,用户查询科技类股票或科创板相关标的（个股、板块、基金/ETF）的行情、概念、公告、上市条件或交易规则时，获得该标的或板块的具体事实信息即可满足。
53,中国银行服务信息查询,用户提出关于中国银行及其支行、银行卡、银联、汇率外汇牌价、开户行、营业时间、电话和流水查询打印等需求，在获得对应的具体、可核实的银行服务信息后即得到满足。,407,0.926,49,0.49,0.371,0.647,0.521,150,1.5,1.28,1.758,0.581,35,0.35,0.252,0.486,0.285,131,1.31,1.105,1.552,0.37,5,0.526,0.225,1.226,1.015,10,1.013,0.551,1.855,0.95,8,0.8,0.406,1.571,0.661,19,1.9,1.22,2.948,1.9,6.21,0.529,0.497,19.01,1.6192,1.521,4.44,0.3778,0.3549,16.6,1.4141,1.3283,6.67,0.5681,0.5337,12.84,1.0937,1.0273,10.14,0.8636,0.8112,24.08,2.051,1.9266,8,,,助手语音1k,2026搜索,1.55,5.43,45,22,39,27,38,28,30,20,查询机构联系方式、网点信息及号码归属,36.4,4.0,,用户提出关于中国银行及其支行、银行卡、银联、汇率外汇牌价、开户行、营业时间、电话和流水查询打印等需求，在获得对应的具体、可核实的银行服务信息后即得到满足。
14,个人征信报告查询与影响咨询,用户想知道个人征信/信用报告是什么、如何查询、去哪里查询或打印，以及欠费停机、贷款、业务查询等行为是否会影响个人征信；获得明确解释或具体查询指引后即满足。,381,0.867,61,0.61,0.475,0.783,0.406,170,1.7,1.465,1.973,1.081,27,0.27,0.186,0.393,0.139,103,1.03,0.85,1.248,0.409,5,0.526,0.225,1.226,0.404,9,0.912,0.48,1.724,0.777,1,0.1,0.018,0.564,0.056,5,0.5,0.214,1.165,0.5,10.8,0.7035,0.8641,30.1,1.9603,2.4078,4.78,0.3114,0.3825,18.24,1.1877,1.4588,9.32,0.6069,0.7454,16.14,1.0515,1.2915,1.77,0.1153,0.1416,8.85,0.5766,0.7082,8,,,2025搜索随机1w,助手语音头部1k,1.6,17.0,41,19,44,37,38,32,51,48,解释金融术语与交易/业务规则,22.3,4.0,,用户想知道个人征信/信用报告是什么、如何查询、去哪里查询或打印，以及欠费停机、贷款、业务查询等行为是否会影响个人征信；获得明确解释或具体查询指引后即满足。
43,支付方式使用与设置查询,用户获得关于微信支付、支付宝、云闪付、连连支付、财付通等支付方式的开通、绑定、使用场景、关闭或扣款取消的具体操作步骤后即满足。,366,0.833,38,0.38,0.277,0.521,0.231,161,1.61,1.381,1.876,0.6,14,0.14,0.083,0.235,0.047,123,1.23,1.032,1.466,0.382,3,0.316,0.107,0.924,0.132,11,1.114,0.623,1.985,2.504,2,0.2,0.055,0.726,0.139,14,1.4,0.836,2.336,1.4,5.95,0.4562,0.4758,25.19,1.9326,2.0155,2.19,0.1681,0.1753,19.25,1.4765,1.5398,4.94,0.3791,0.3953,17.44,1.3378,1.3952,3.13,0.2401,0.2504,21.91,1.6805,1.7526,8,,,2025搜索随机1w,2026搜索,1.47,11.5,52,20,56,29,47,26,47,25,获取银行/支付业务办理步骤与所需资料,36.1,4.0,,用户获得关于微信支付、支付宝、云闪付、连连支付、财付通等支付方式的开通、绑定、使用场景、关闭或扣款取消的具体操作步骤后即满足。
70,查询定期存款利率,用户查询某一银行或某一期限的定期存款利率、利息计算方式及相关规则，获得对应银行、期限的具体当前利率或计算方式后即满足。,350,0.797,33,0.33,0.235,0.463,0.192,128,1.28,1.078,1.52,0.556,16,0.16,0.099,0.26,0.048,136,1.36,1.151,1.606,0.471,4,0.421,0.164,1.078,0.169,14,1.418,0.847,2.367,1.209,1,0.1,0.018,0.564,0.078,18,1.8,1.142,2.827,1.8,4.8,0.4143,0.3844,18.63,1.6067,1.4906,2.33,0.2009,0.1863,19.8,1.7071,1.5838,6.13,0.5285,0.4903,20.65,1.7805,1.6519,1.46,0.1255,0.1165,26.2,2.2595,2.0962,8,,,助手语音1k,助手语音头部1k,1.7,18.0,53,30,54,25,43,20,51,21,查询利率、费率、限额并试算利息/还款,39.4,4.0,,用户查询某一银行或某一期限的定期存款利率、利息计算方式及相关规则，获得对应银行、期限的具体当前利率或计算方式后即满足。
15,查询借款平台正规性,当用户获知某个借款或贷款平台是否正规，或得到正规且易通过、利息更低的借款平台推荐时，其需求被满足。,345,0.785,98,0.98,0.805,1.193,0.478,95,0.95,0.778,1.16,0.783,37,0.37,0.269,0.51,0.142,92,0.92,0.751,1.127,0.372,13,1.368,0.801,2.327,0.859,4,0.405,0.158,1.037,0.432,1,0.1,0.018,0.564,0.05,5,0.5,0.214,1.165,0.5,17.52,1.2482,1.4018,16.98,1.2098,1.3586,6.61,0.4712,0.5292,16.45,1.1716,1.3157,24.46,1.7426,1.957,7.24,0.5161,0.5796,1.79,0.1273,0.143,8.94,0.6367,0.7151,8,,,助手头部1k,助手语音头部1k,1.268,13.68,30,37,37,39,20,47,51,48,核验机构平台与金融信息来源的真伪资质,49.0,4.0,True,当用户获知某个借款或贷款平台是否正规，或得到正规且易通过、利息更低的借款平台推荐时，其需求被满足。
54,建设银行网点与服务查询,用户希望获得中国建设银行相关网点、联系电话、营业时间、银行卡或业务办理等信息，得到这些具体信息后即满足需求。,345,0.785,27,0.27,0.186,0.393,0.368,158,1.58,1.354,1.844,0.495,16,0.16,0.099,0.26,0.129,116,1.16,0.968,1.389,0.29,3,0.316,0.107,0.924,0.135,5,0.507,0.217,1.18,0.432,8,0.8,0.406,1.571,0.494,12,1.2,0.688,2.086,1.2,4.51,0.3439,0.3605,26.37,2.012,2.1093,2.67,0.2038,0.2136,19.36,1.4772,1.5486,5.27,0.4021,0.4216,8.45,0.6451,0.6763,13.35,1.0188,1.068,20.03,1.5281,1.602,8,,,2025搜索随机1w,2026搜索,1.42,9.87,55,21,54,32,47,44,30,28,查询机构联系方式、网点信息及号码归属,55.1,4.0,,用户希望获得中国建设银行相关网点、联系电话、营业时间、银行卡或业务办理等信息，得到这些具体信息后即满足需求。
68,利率查询与计算,用户提出与利率相关的查询（如银行利率、贷款利率、房贷利率、活期利率或利率换算）后，获得对应机构、产品或期限的最新利率数值或明确的利率计算方法，即感到满足。,341,0.776,88,0.88,0.715,1.083,0.51,138,1.38,1.169,1.628,0.642,26,0.26,0.178,0.381,0.081,79,0.79,0.634,0.983,0.247,2,0.211,0.058,0.764,0.1,4,0.405,0.158,1.037,0.345,2,0.2,0.055,0.726,0.089,2,0.2,0.055,0.726,0.2,20.35,1.134,1.6277,31.9,1.778,2.552,6.01,0.335,0.4809,18.26,1.0178,1.4609,4.87,0.2712,0.3893,9.37,0.5221,0.7495,4.62,0.2577,0.3699,4.62,0.2577,0.3699,8,,,2025搜索随机1w,助手语音头部1k,1.18,6.9,32,27,45,43,51,47,47,57,查询利率、费率、限额并试算利息/还款,80.4,4.0,,用户提出与利率相关的查询（如银行利率、贷款利率、房贷利率、活期利率或利率换算）后，获得对应机构、产品或期限的最新利率数值或明确的利率计算方法，即感到满足。
9,贷款提前还款查询,用户需要知道贷款或分期产品能否提前还款、如何申请、提前还款金额如何计算，以及还款后日期、月供或材料如何调整，以便办理并完成提前还款。,314,0.715,20,0.2,0.13,0.309,0.07,144,1.44,1.224,1.693,0.503,8,0.08,0.041,0.158,0.032,129,1.29,1.087,1.531,0.386,1,0.105,0.019,0.594,0.029,8,0.811,0.411,1.591,0.691,1,0.1,0.018,0.564,0.061,3,0.3,0.102,0.878,0.3,4.62,0.2799,0.3699,33.29,2.0148,2.6631,1.85,0.1119,0.148,29.82,1.8049,2.3857,2.43,0.1473,0.1947,18.74,1.1341,1.499,2.31,0.1399,0.1849,6.94,0.4198,0.5548,8,,,2025搜索随机1w,2026搜索,1.36,18.0,57,24,59,28,56,34,51,56,获取银行/支付业务办理步骤与所需资料,26.8,4.0,,用户需要知道贷款或分期产品能否提前还款、如何申请、提前还款金额如何计算，以及还款后日期、月供或材料如何调整，以便办理并完成提前还款。
3,查询电话号码归属,收到用户提供的数字串后，给出该号码对应的机构或服务类型（如银行、保险、客服热线）信息，用户即满足。,308,0.701,118,1.18,0.987,1.411,1.082,35,0.35,0.252,0.486,1.086,106,1.06,0.877,1.28,0.457,35,0.35,0.252,0.486,0.678,7,0.737,0.357,1.513,0.624,3,0.304,0.103,0.89,0.259,0,0.0,0.0,0.383,0.0,4,0.4,0.156,1.024,0.4,26.94,1.6835,2.1551,7.99,0.4992,0.6391,24.2,1.5122,1.9358,7.99,0.4992,0.6391,16.82,1.0511,1.3455,6.94,0.4336,0.555,0.0,0.0,0.0,9.13,0.5706,0.7304,7,助手语音头部1k,,2025搜索,助手语音头部1k,1.18,inf,26,54,23,58,32,50,59,53,查询机构联系方式、网点信息及号码归属,91.6,4.0,,收到用户提供的数字串后，给出该号码对应的机构或服务类型（如银行、保险、客服热线）信息，用户即满足。
13,花呗操作查询,用户在提出花呗额度、借款、还款、逾期协商、提现或关闭等具体问题后，获得针对该问题的明确规则、操作步骤或处理建议即可满足。,299,0.681,47,0.47,0.354,0.625,0.35,128,1.28,1.078,1.52,0.644,22,0.22,0.145,0.333,0.124,82,0.82,0.661,1.017,0.208,2,0.211,0.058,0.764,0.108,5,0.507,0.217,1.18,0.518,4,0.4,0.156,1.024,0.167,9,0.9,0.474,1.702,0.9,9.78,0.6907,0.7823,26.63,1.8808,2.1301,4.58,0.3233,0.3662,17.06,1.2049,1.3646,4.38,0.3093,0.3503,10.54,0.7444,0.843,8.32,0.5877,0.6657,18.72,1.3224,1.4977,8,,,2025搜索随机1w,助手头部1k,1.069,6.08,47,30,47,42,51,44,42,33,获取银行/支付业务办理步骤与所需资料,27.1,4.0,True,用户在提出花呗额度、借款、还款、逾期协商、提现或关闭等具体问题后，获得针对该问题的明确规则、操作步骤或处理建议即可满足。
64,查询金融业务数值与代码,用户提出某个金融业务对象（利率、费用、额度、股票代码、行号、概念等）的“是多少/是啥”问题后，得到对应的准确数值、代码或简短定义即可满足。,296,0.674,16,0.16,0.099,0.26,0.076,100,1.0,0.823,1.215,0.564,8,0.08,0.041,0.158,0.02,123,1.23,1.032,1.466,0.386,4,0.421,0.164,1.078,0.157,29,2.938,2.053,4.188,2.504,1,0.1,0.018,0.564,0.067,15,1.5,0.911,2.46,1.5,2.15,0.2375,0.1723,13.46,1.4843,1.0768,1.08,0.1188,0.0862,16.56,1.8256,1.3245,5.67,0.625,0.4534,39.55,4.361,3.1639,1.35,0.1484,0.1077,20.19,2.2264,1.6152,8,,,助手随机1k,2026搜索,2.858,36.72,59,36,59,29,43,6,51,23,查询利率、费率、限额并试算利息/还款,51.0,4.0,,用户提出某个金融业务对象（利率、费用、额度、股票代码、行号、概念等）的“是多少/是啥”问题后，得到对应的准确数值、代码或简短定义即可满足。
