key,类目,定义,全语料条数,全语料占比%,2025搜索_条数,2025搜索_占比%,2025搜索_95CI低%,2025搜索_95CI高%,2025搜索_流量占比%,2025搜索随机1w_条数,2025搜索随机1w_占比%,2025搜索随机1w_95CI低%,2025搜索随机1w_95CI高%,2025搜索随机1w_流量占比%,2026搜索_条数,2026搜索_占比%,2026搜索_95CI低%,2026搜索_95CI高%,2026搜索_流量占比%,2026搜索随机1w_条数,2026搜索随机1w_占比%,2026搜索随机1w_95CI低%,2026搜索随机1w_95CI高%,2026搜索随机1w_流量占比%,助手头部1k_条数,助手头部1k_占比%,助手头部1k_95CI低%,助手头部1k_95CI高%,助手头部1k_流量占比%,助手随机1k_条数,助手随机1k_占比%,助手随机1k_95CI低%,助手随机1k_95CI高%,助手随机1k_流量占比%,助手语音头部1k_条数,助手语音头部1k_占比%,助手语音头部1k_95CI低%,助手语音头部1k_95CI高%,助手语音头部1k_流量占比%,助手语音随机1k_条数,助手语音随机1k_占比%,助手语音随机1k_95CI低%,助手语音随机1k_95CI高%,助手语音随机1k_流量占比%,2025搜索_均衡归属%,2025搜索_指数,2025搜索_均衡指数,2025搜索随机1w_均衡归属%,2025搜索随机1w_指数,2025搜索随机1w_均衡指数,2026搜索_均衡归属%,2026搜索_指数,2026搜索_均衡指数,2026搜索随机1w_均衡归属%,2026搜索随机1w_指数,2026搜索随机1w_均衡指数,助手头部1k_均衡归属%,助手头部1k_指数,助手头部1k_均衡指数,助手随机1k_均衡归属%,助手随机1k_指数,助手随机1k_均衡指数,助手语音头部1k_均衡归属%,助手语音头部1k_指数,助手语音头部1k_均衡指数,助手语音随机1k_均衡归属%,助手语音随机1k_指数,助手语音随机1k_均衡指数,出现快照数,缺席快照,独占快照,最高快照,最低快照,极差pp,最高比最低倍数,2025搜索_排名,2025搜索随机1w_排名,2026搜索_排名,2026搜索随机1w_排名,助手头部1k_排名,助手随机1k_排名,助手语音头部1k_排名,助手语音随机1k_排名,主导意图,主导意图占比%,家族内部一致,家族审计意见
36,美字相关视频影视与美容内容查询,用户输入含“美”字的查询词后，查找与其所指对象（如美女视频、美剧、美国电影或美容美发内容）相符的视频、影视条目或介绍。,506,1.152,102,1.02,0.841,1.237,0.887,120,1.2,1.005,1.433,5.484,95,0.95,0.778,1.16,0.751,137,1.37,1.16,1.617,0.824,13,1.361,0.797,2.315,1.502,8,0.815,0.413,1.599,7.315,15,1.502,0.912,2.463,1.079,16,1.6,0.987,2.583,1.9,10.39,0.8858,0.8313,12.22,1.0419,0.9778,9.68,0.8249,0.7742,13.95,1.1895,1.1163,13.87,1.1819,1.1092,8.3,0.7073,0.6638,15.29,1.3037,1.2235,16.3,1.3892,1.3038,8,,,助手语音随机1k,助手随机1k,0.785,1.96,32,27,33,26,21,23,18,19,裸片名导航,40.3,是,
7,查询应用与视频平台下载使用入口,用户想为特定应用、视频平台或播放器找到官网、下载安装或使用入口。,494,1.124,104,1.04,0.859,1.259,1.125,156,1.56,1.335,1.822,0.666,82,0.82,0.661,1.017,0.811,120,1.2,1.005,1.433,0.309,5,0.524,0.224,1.22,0.381,9,0.916,0.483,1.733,0.723,8,0.801,0.406,1.572,0.822,10,1.0,0.544,1.831,0.674,13.23,0.9251,1.0586,19.84,1.3874,1.5876,10.43,0.7293,0.8346,15.26,1.0672,1.2212,6.66,0.4656,0.5328,11.66,0.8151,0.9327,10.19,0.7122,0.8149,12.72,0.8893,1.0177,8,,,2025搜索随机1w,助手头部1k,1.036,2.98,31,22,36,31,37,21,30,24,平台功能与规则求助,26.5,是,
31,查询含“爱”字影视资源,用户输入含“爱”“亲爱的”“爱你”等字样的片名或相关词，希望获得对应影视作品的在线观看、下载资源或剧情介绍。,425,0.967,110,1.1,0.914,1.324,0.885,74,0.74,0.59,0.928,0.168,123,1.23,1.032,1.466,0.785,77,0.77,0.617,0.961,0.233,17,1.78,1.114,2.832,1.846,4,0.407,0.159,1.043,0.402,10,1.001,0.545,1.833,0.81,10,1.0,0.544,1.831,1.164,13.7,1.1373,1.0963,9.22,0.765,0.7373,15.32,1.2716,1.2257,9.59,0.796,0.7672,22.17,1.8401,1.7737,5.07,0.4211,0.4059,12.47,1.0348,0.9974,12.46,1.0337,0.9964,8,,,助手头部1k,助手随机1k,1.373,4.37,30,38,29,40,17,34,28,24,裸片名导航,67.5,是,
40,查询电视剧在线观看资源,用户想观看某部电视剧，寻找其免费全集、分集或完整版在线播放资源，或需要知道播出平台；获得可播放的剧集链接或明确平台信息即满足。,407,0.926,329,3.291,2.959,3.659,8.445,54,0.54,0.414,0.704,14.079,11,0.11,0.061,0.197,0.181,7,0.07,0.034,0.144,0.012,2,0.209,0.057,0.76,0.201,3,0.305,0.104,0.894,0.241,1,0.1,0.018,0.565,0.049,0,0.0,0.0,0.383,0.0,71.14,3.5521,5.6911,11.67,0.5829,0.9339,2.38,0.1187,0.1903,1.51,0.0756,0.1211,4.53,0.2261,0.3622,6.6,0.3298,0.5284,2.16,0.1081,0.1731,0.0,0.0,0.0,7,助手语音随机1k,,2025搜索,助手语音随机1k,3.291,inf,8,46,50,52,46,36,46,51,直接在线播放,71.0,是,
57,指定季数影视综免费在线观看查询,用户想查找某部影视、综艺或动漫指定季数的免费在线观看完整版（含最新一期、无删减、高清）可观看渠道。,404,0.92,118,1.18,0.987,1.411,1.099,62,0.62,0.484,0.794,0.114,129,1.29,1.087,1.531,1.016,79,0.79,0.634,0.983,0.727,4,0.419,0.163,1.072,0.495,3,0.305,0.104,0.894,0.241,1,0.1,0.018,0.565,0.065,8,0.8,0.406,1.571,0.551,21.44,1.2834,1.7152,11.26,0.6742,0.901,23.44,1.403,1.8749,14.35,0.8591,1.1481,7.61,0.4555,0.6087,5.55,0.3322,0.444,1.82,0.1089,0.1455,14.53,0.87,1.1626,8,,,2026搜索,助手语音头部1k,1.19,12.89,27,43,27,39,39,36,46,29,裸片名导航,47.8,是,
32,爱情题材影视与情感类片段查询,用户输入与爱情或情感相关的关键词后，获取对应的电影、电视剧、歌曲视频、节目信息或亲密片段链接。,391,0.89,100,1.0,0.823,1.215,0.708,73,0.73,0.581,0.917,0.324,105,1.05,0.868,1.27,0.824,80,0.8,0.643,0.994,0.524,12,1.257,0.72,2.183,0.923,6,0.611,0.28,1.327,0.804,7,0.701,0.34,1.439,0.636,8,0.8,0.406,1.571,0.551,14.39,1.1238,1.1515,10.51,0.8202,0.8405,15.11,1.1799,1.209,11.51,0.8989,0.9211,18.08,1.4119,1.4467,8.79,0.6865,0.7035,10.08,0.7873,0.8067,11.51,0.8989,0.9211,8,,,助手头部1k,助手随机1k,0.646,2.06,33,39,32,38,23,27,33,29,裸片名导航,62.7,是,
66,少女少年影视资源查询,用户希望根据包含“少女/少年”的影视、动画或节目名称，找到对应作品的观看、全集合集或资源入口。,384,0.874,97,0.97,0.796,1.182,0.681,83,0.83,0.67,1.028,0.365,93,0.93,0.76,1.138,0.66,82,0.82,0.661,1.017,0.589,10,1.047,0.57,1.917,1.051,1,0.102,0.018,0.575,0.08,13,1.301,0.762,2.214,0.776,5,0.5,0.214,1.165,0.49,14.92,1.11,1.194,12.77,0.9496,1.0215,14.31,1.0641,1.1446,12.61,0.9382,1.0091,16.11,1.198,1.2887,1.57,0.1165,0.1253,20.02,1.4888,1.6015,7.69,0.572,0.6153,8,,,助手语音头部1k,助手随机1k,1.199,12.78,34,37,34,37,24,45,21,40,裸片名导航,52.6,是,
4,动画片与动画电影查询观看,用户查询动画片或动画电影，意图获取对应作品名称、观看资源、全集、图片或版权说明。,371,0.844,44,0.44,0.328,0.59,0.194,121,1.21,1.014,1.444,0.338,38,0.38,0.277,0.521,0.177,125,1.25,1.05,1.487,0.336,7,0.733,0.356,1.505,1.388,12,1.222,0.7,2.124,1.045,8,0.801,0.406,1.572,0.9,16,1.6,0.987,2.583,0.98,5.76,0.5211,0.4611,15.85,1.4329,1.2677,4.98,0.45,0.3982,16.37,1.4802,1.3096,9.6,0.868,0.7679,16.0,1.4471,1.2803,10.49,0.9483,0.839,20.95,1.8947,1.6763,8,,,助手语音随机1k,2026搜索,1.22,4.21,46,26,43,30,29,18,30,19,其他意图,26.4,是,
44,App下载安装渠道查询,用户想要找到某个App（多为视频、影视、直播类）的官方或免费下载安装入口，以获得可用的下载链接、安装包或下载方法。,367,0.835,85,0.85,0.688,1.05,0.543,118,1.18,0.986,1.411,0.748,44,0.44,0.328,0.59,0.256,109,1.09,0.904,1.313,0.326,1,0.105,0.018,0.591,0.04,3,0.305,0.104,0.894,0.241,3,0.3,0.102,0.879,0.753,4,0.4,0.156,1.024,0.245,18.2,1.0177,1.4562,25.26,1.4126,2.0211,9.42,0.5268,0.7537,23.34,1.3048,1.8669,2.24,0.1253,0.1794,6.54,0.3657,0.5233,6.43,0.3595,0.5144,8.56,0.4788,0.6851,8,,,2025搜索随机1w,助手头部1k,1.075,11.27,36,29,42,34,49,36,40,42,平台功能与规则求助,44.1,是,
42,泰剧资源与观看渠道查询,用户希望查找泰剧的剧名、剧情介绍，以及免费在线观看或网盘资源等观看渠道。,365,0.831,75,0.75,0.599,0.939,0.577,38,0.38,0.277,0.521,0.156,167,1.67,1.437,1.941,1.952,71,0.71,0.563,0.895,0.385,4,0.419,0.163,1.072,0.204,1,0.102,0.018,0.575,0.08,4,0.4,0.156,1.025,0.312,5,0.5,0.214,1.165,0.306,15.21,0.9029,1.2169,7.71,0.4574,0.6165,33.87,2.0103,2.7094,14.4,0.8546,1.1518,8.49,0.5041,0.6795,2.06,0.1226,0.1652,8.12,0.4819,0.6496,10.14,0.6018,0.8111,8,,,2026搜索,助手随机1k,1.568,16.4,37,49,20,42,39,45,37,40,直接在线播放,51.8,是,
61,查询直播平台与节目播出信息,用户根据直播或节目播出相关关键词，获取对应的直播平台、直播间、直播视频/回放或节目播出渠道与播放入口。,326,0.742,37,0.37,0.269,0.51,0.261,120,1.2,1.005,1.433,0.373,50,0.5,0.38,0.659,0.337,94,0.94,0.769,1.149,0.227,4,0.419,0.163,1.072,0.353,6,0.611,0.28,1.327,0.643,7,0.701,0.34,1.439,0.901,8,0.8,0.406,1.571,0.674,6.68,0.4987,0.5343,21.66,1.6172,1.7326,9.03,0.6739,0.722,16.97,1.2668,1.3572,7.56,0.5645,0.6048,11.03,0.8234,0.8822,12.65,0.9443,1.0117,14.44,1.0781,1.1551,8,,,2025搜索随机1w,2025搜索,0.83,3.24,49,27,39,36,39,27,33,29,直播频道与赛事节目表,40.2,是,
43,影视动漫及娱乐视频查询,用户查询某个影视、动漫、综艺作品或相关人物/主题名称，以获取该作品的介绍、观看资源或相关视频片段。,311,0.708,38,0.38,0.277,0.521,0.201,93,0.93,0.76,1.138,0.198,45,0.45,0.337,0.602,0.237,120,1.2,1.005,1.433,0.528,2,0.209,0.057,0.76,0.081,6,0.611,0.28,1.327,0.482,1,0.1,0.018,0.565,0.04,6,0.6,0.275,1.303,0.98,8.48,0.5369,0.6786,20.76,1.3138,1.6605,10.04,0.6358,0.8035,26.78,1.6952,2.1425,4.67,0.2958,0.3739,13.64,0.8631,1.0909,2.23,0.1414,0.1787,13.39,0.8476,1.0713,8,,,2026搜索随机1w,助手语音头部1k,1.1,11.99,47,34,41,31,46,27,46,37,裸片名导航,40.5,是,
38,短剧免费全集观看查询,用户提供短剧名称或相关关键词后，希望获得该短剧免费观看完整版或全集的入口或资源。,309,0.703,113,1.13,0.941,1.357,0.672,96,0.96,0.787,1.171,0.319,24,0.24,0.161,0.357,0.235,64,0.64,0.502,0.816,13.272,5,0.524,0.224,1.22,0.61,3,0.305,0.104,0.894,0.241,2,0.2,0.055,0.727,0.503,2,0.2,0.055,0.726,0.123,26.91,1.6069,2.1531,22.86,1.3649,1.8288,5.72,0.3413,0.4572,15.24,0.9099,1.2192,12.47,0.7444,0.9974,7.27,0.4344,0.582,4.77,0.2846,0.3814,4.76,0.2844,0.381,8,,,2025搜索,助手语音随机1k,0.93,5.65,29,33,49,44,37,36,42,49,直接在线播放,96.4,是,
26,含“恋”影视与词条内容查找,用户输入含“恋”的词语、成语或影视/综艺/动漫标题后，查找对应词条释义或作品的观看资源、介绍及相关信息。,270,0.615,67,0.67,0.528,0.85,0.58,45,0.45,0.336,0.602,1.046,92,0.92,0.751,1.127,0.833,49,0.49,0.371,0.647,0.481,7,0.733,0.356,1.505,0.585,1,0.102,0.018,0.575,0.08,3,0.3,0.102,0.879,0.22,6,0.6,0.275,1.303,0.49,15.71,1.0904,1.2569,10.55,0.7322,0.844,21.57,1.4971,1.7257,11.49,0.7973,0.919,17.18,1.1927,1.3748,2.39,0.1657,0.191,7.04,0.4886,0.5632,14.07,0.9763,1.1253,8,,,2026搜索,助手随机1k,0.818,9.04,38,48,35,48,29,45,40,37,裸片名导航,50.4,是,
63,奥特曼影视与角色查询,用户查询奥特曼相关角色、影视观看资源或目录清单的需求。,270,0.615,38,0.38,0.277,0.521,0.212,64,0.64,0.502,0.816,0.095,37,0.37,0.269,0.51,0.197,77,0.77,0.617,0.961,0.178,4,0.419,0.163,1.072,0.423,16,1.629,1.005,2.63,1.286,12,1.201,0.688,2.088,1.213,22,2.2,1.457,3.309,1.777,4.99,0.6184,0.3996,8.41,1.0414,0.6728,4.86,0.6021,0.389,10.12,1.2529,0.8095,5.5,0.6815,0.4403,21.41,2.6512,1.7129,15.79,1.9545,1.2628,28.91,3.5797,2.3129,8,,,助手语音随机1k,2026搜索,1.83,5.95,47,41,44,40,39,15,23,14,裸片名导航,46.3,是,
67,查询姐姐/姐妹相关影视与人物信息,用户输入“姐姐”“姐妹”或含“姐”的关键词后，期望返回与之直接对应的影视作品、歌曲、人物关系或可播放资源，而不是仅因同字聚在一起的无关结果。,270,0.615,46,0.46,0.345,0.613,0.247,51,0.51,0.388,0.67,2.361,76,0.76,0.608,0.95,0.737,63,0.63,0.493,0.805,0.143,6,0.628,0.288,1.364,0.476,6,0.611,0.28,1.327,0.643,15,1.502,0.912,2.463,1.445,7,0.7,0.339,1.438,0.429,7.93,0.7486,0.6345,8.79,0.8298,0.7033,13.1,1.2368,1.0482,10.86,1.0251,0.8688,10.83,1.0223,0.8664,10.53,0.9942,0.8426,25.88,2.4432,2.0707,12.07,1.139,0.9654,8,,,助手语音头部1k,2025搜索,1.041,3.26,44,47,37,46,33,27,18,36,裸片名导航,43.0,是,
49,抖音下载安装与客服查询,用户查询抖音官方下载入口、可安装版本或客服联系方式。,251,0.571,52,0.52,0.397,0.681,1.074,63,0.63,0.493,0.805,0.1,54,0.54,0.414,0.704,0.987,64,0.64,0.502,0.816,0.248,7,0.733,0.356,1.505,0.974,0,0.0,0.0,0.39,0.0,8,0.801,0.406,1.572,1.588,3,0.3,0.102,0.878,0.184,12.49,0.9103,0.9993,15.13,1.1027,1.2104,12.97,0.9453,1.0376,15.37,1.1202,1.2296,17.6,1.283,1.4083,0.0,0.0,0.0,19.23,1.4017,1.5385,7.2,0.5251,0.5764,7,助手随机1k,,助手语音头部1k,助手随机1k,0.801,inf,41,42,38,44,29,50,30,46,平台功能与规则求助,72.5,是,
41,查询电视剧免费观看资源,用户希望查找某部电视剧的免费观看或全集播放资源，以获得可访问的观看途径。,227,0.517,37,0.37,0.269,0.51,0.329,18,0.18,0.114,0.284,0.242,107,1.07,0.886,1.291,3.31,46,0.46,0.345,0.613,0.191,1,0.105,0.018,0.591,0.046,1,0.102,0.018,0.575,0.08,13,1.301,0.762,2.214,1.468,4,0.4,0.156,1.024,0.245,9.28,0.7162,0.7424,4.51,0.3484,0.3611,26.83,2.0711,2.1466,11.53,0.8903,0.9228,2.63,0.2027,0.2101,2.55,0.1971,0.2043,32.63,2.5185,2.6104,10.03,0.7741,0.8024,8,,,助手语音头部1k,助手随机1k,1.199,12.78,49,51,31,49,49,45,21,42,裸片名导航,42.3,是,
65,查询哔哩哔哩平台入口及相关内容,用户希望获取哔哩哔哩（B站）的官网入口、应用安装方式或所需B站内容资源的可操作信息。,208,0.473,47,0.47,0.354,0.625,0.647,59,0.59,0.458,0.76,0.505,36,0.36,0.26,0.498,0.661,46,0.46,0.345,0.613,0.109,6,0.628,0.288,1.364,0.436,5,0.509,0.218,1.186,0.402,6,0.601,0.276,1.304,0.819,3,0.3,0.102,0.878,0.184,12.0,0.9929,0.9598,15.06,1.2462,1.2046,9.19,0.7605,0.7351,11.74,0.9716,0.9392,16.03,1.327,1.2828,12.99,1.0754,1.0396,15.33,1.2686,1.2263,7.66,0.6336,0.6125,8,,,助手头部1k,助手语音随机1k,0.328,2.09,43,44,45,49,33,32,36,46,站点与聚合站导航,35.6,是,
58,奔跑吧各季节目查询观看,用户想查找或观看《奔跑吧》（含《奔跑吧兄弟》）某一季、某一期或特别篇的完整版资源，或确认其季数、篇目、嘉宾与播出信息。,173,0.394,55,0.55,0.423,0.715,0.552,35,0.35,0.252,0.486,0.07,47,0.47,0.354,0.624,0.374,29,0.29,0.202,0.416,0.081,0,0.0,0.0,0.401,0.0,1,0.102,0.018,0.575,0.08,4,0.4,0.156,1.025,0.298,2,0.2,0.055,0.726,0.123,23.29,1.397,1.8629,14.82,0.8888,1.1852,19.9,1.1937,1.5918,12.28,0.7364,0.9821,0.0,0.0,0.0,4.31,0.2586,0.3448,16.95,1.0168,1.3559,8.47,0.5079,0.6773,7,助手头部1k,,2025搜索,助手头部1k,0.55,inf,40,50,40,51,51,45,37,49,直接在线播放,47.4,是,
59,抖音作品分享口令解析查询,用户输入或粘贴一段抖音分享口令，希望解析出对应的抖音作品或图文并打开、展示其内容。,63,0.143,1,0.01,0.002,0.057,0.002,8,0.08,0.041,0.158,0.006,1,0.01,0.002,0.057,0.003,50,0.5,0.379,0.659,0.077,0,0.0,0.0,0.401,0.0,2,0.204,0.056,0.74,0.161,1,0.1,0.018,0.565,0.055,0,0.0,0.0,0.383,0.0,1.11,0.0697,0.0885,8.85,0.5579,0.7081,1.11,0.0697,0.0885,55.32,3.4867,4.4259,0.0,0.0,0.0,22.54,1.4203,1.8028,11.08,0.698,0.8861,0.0,0.0,0.0,6,助手头部1k / 助手语音随机1k,,2026搜索随机1w,助手头部1k,0.5,inf,52,52,52,47,51,44,46,51,非影视剧视频获取,58.7,是,
