key,类目,定义,全语料条数,全语料占比%,2025搜索_条数,2025搜索_占比%,2025搜索_95CI低%,2025搜索_95CI高%,2025搜索_流量占比%,2025搜索随机1w_条数,2025搜索随机1w_占比%,2025搜索随机1w_95CI低%,2025搜索随机1w_95CI高%,2025搜索随机1w_流量占比%,2026搜索_条数,2026搜索_占比%,2026搜索_95CI低%,2026搜索_95CI高%,2026搜索_流量占比%,2026搜索随机1w_条数,2026搜索随机1w_占比%,2026搜索随机1w_95CI低%,2026搜索随机1w_95CI高%,2026搜索随机1w_流量占比%,助手头部1k_条数,助手头部1k_占比%,助手头部1k_95CI低%,助手头部1k_95CI高%,助手头部1k_流量占比%,助手随机1k_条数,助手随机1k_占比%,助手随机1k_95CI低%,助手随机1k_95CI高%,助手随机1k_流量占比%,助手语音头部1k_条数,助手语音头部1k_占比%,助手语音头部1k_95CI低%,助手语音头部1k_95CI高%,助手语音头部1k_流量占比%,助手语音随机1k_条数,助手语音随机1k_占比%,助手语音随机1k_95CI低%,助手语音随机1k_95CI高%,助手语音随机1k_流量占比%,2025搜索_均衡归属%,2025搜索_指数,2025搜索_均衡指数,2025搜索随机1w_均衡归属%,2025搜索随机1w_指数,2025搜索随机1w_均衡指数,2026搜索_均衡归属%,2026搜索_指数,2026搜索_均衡指数,2026搜索随机1w_均衡归属%,2026搜索随机1w_指数,2026搜索随机1w_均衡指数,助手头部1k_均衡归属%,助手头部1k_指数,助手头部1k_均衡指数,助手随机1k_均衡归属%,助手随机1k_指数,助手随机1k_均衡指数,助手语音头部1k_均衡归属%,助手语音头部1k_指数,助手语音头部1k_均衡指数,助手语音随机1k_均衡归属%,助手语音随机1k_指数,助手语音随机1k_均衡指数,出现快照数,缺席快照,独占快照,最高快照,最低快照,极差pp,最高比最低倍数,2025搜索_排名,2025搜索随机1w_排名,2026搜索_排名,2026搜索随机1w_排名,助手头部1k_排名,助手随机1k_排名,助手语音头部1k_排名,助手语音随机1k_排名,主导叶,主导叶占比%,代表串(流量最高，仅供辨识)
ADULT_RESTRICTED_CONTENT_ACCESS__1,ADULT_RESTRICTED_CONTENT_ACCESS__1,,273,0.621,36,0.36,0.26,0.498,0.193,74,0.74,0.59,0.928,0.163,64,0.64,0.502,0.816,0.343,81,0.81,0.652,1.006,0.348,3,0.314,0.107,0.919,0.184,0,0.0,0.0,0.39,0.0,8,0.801,0.406,1.572,0.479,7,0.7,0.339,1.438,0.613,8.25,0.5795,0.6599,16.95,1.1909,1.3562,14.66,1.03,1.1731,18.56,1.3035,1.4845,7.2,0.5055,0.5757,0.0,0.0,0.0,18.35,1.2887,1.4677,16.04,1.1265,1.2829,7,助手随机1k,,2026搜索随机1w,助手随机1k,0.81,inf,29,34,17,31,38,51,20,31,电影信息查询,11.0,日本电影《梅川老师复仇记》 / 缅北《奶牛工厂》电影在线观看 / 御赐小仵作2全集免费观看
WORK_FACT_QA__1,WORK_FACT_QA__1,,264,0.601,11,0.11,0.061,0.197,0.091,82,0.82,0.661,1.017,0.457,32,0.32,0.227,0.451,0.314,97,0.97,0.796,1.182,0.349,0,0.0,0.0,0.401,0.0,13,1.324,0.775,2.252,1.125,18,1.802,1.143,2.83,3.744,11,1.1,0.615,1.959,0.797,1.71,0.1831,0.1366,12.72,1.3646,1.0177,4.97,0.5326,0.3972,15.05,1.6142,1.2039,0.0,0.0,0.0,20.54,2.203,1.6431,27.95,2.9984,2.2363,17.07,1.8305,1.3653,7,助手头部1k,,助手语音头部1k,助手头部1k,1.802,inf,39,32,30,25,49,24,12,19,电影信息查询,44.7,最早的电影出现在什么时候 / 最早的电影出现在哪个世纪 / 你觉得电影《731》的价值在哪
RECOMMENDATION__5,RECOMMENDATION__5,,243,0.553,37,0.37,0.269,0.51,0.256,59,0.59,0.458,0.76,1.143,39,0.39,0.285,0.533,0.268,69,0.69,0.546,0.872,0.218,21,2.199,1.443,3.338,3.316,11,1.12,0.627,1.995,0.884,3,0.3,0.102,0.879,0.173,4,0.4,0.156,1.024,0.306,6.11,0.6691,0.4886,9.74,1.0667,0.7789,6.44,0.7052,0.5149,11.39,1.2475,0.911,36.29,3.9756,2.9031,18.49,2.0252,1.4789,4.96,0.5429,0.3965,6.6,0.7232,0.5281,8,,,助手头部1k,助手语音头部1k,1.899,7.32,28,41,27,33,16,28,26,41,查询电视剧,41.2,美国大片又大又好看的电视剧 / 神豪短剧推荐 / 甜宠短剧推荐
CAST_LOOKUP__1,CAST_LOOKUP__1,,242,0.551,25,0.25,0.169,0.369,0.146,89,0.89,0.724,1.094,0.406,26,0.26,0.178,0.381,0.117,90,0.9,0.733,1.105,0.341,1,0.105,0.018,0.591,0.04,4,0.407,0.159,1.043,0.322,0,0.0,0.0,0.383,0.0,7,0.7,0.339,1.438,0.49,7.12,0.4539,0.5696,25.34,1.6157,2.0273,7.4,0.4721,0.5923,25.63,1.6339,2.05,2.98,0.1901,0.2385,11.6,0.7395,0.9278,0.0,0.0,0.0,19.93,1.2708,1.5945,7,助手语音头部1k,,2026搜索随机1w,助手语音头部1k,0.9,inf,31,28,31,27,44,40,39,31,电影信息查询,57.0,任素汐演的电影 / 杨思明敏演过的其他电影家有日本妻 / 韩国电影《向日葵》的导演和主演
PLOT_INFO_QA__1,PLOT_INFO_QA__1,,229,0.521,6,0.06,0.028,0.131,0.043,73,0.73,0.581,0.917,0.129,7,0.07,0.034,0.144,0.068,71,0.71,0.563,0.895,0.174,4,0.419,0.163,1.072,0.258,53,5.397,4.15,6.992,4.662,0,0.0,0.0,0.383,0.0,15,1.5,0.911,2.46,0.98,0.68,0.1151,0.054,8.22,1.4005,0.6572,0.79,0.1343,0.063,7.99,1.3621,0.6392,4.71,0.8035,0.3771,60.74,10.3543,4.859,0.0,0.0,0.0,16.88,2.8777,1.3504,7,助手语音头部1k,,助手随机1k,助手语音头部1k,5.397,inf,45,35,43,32,36,4,39,18,查询影视剧名称与详情,30.6,罗小黑战记中老君和清凝仙的关系 / 哆啦A梦里二创描写缅北冒险记剧情当六人组及大雄、 / 后面碇真嗣在插入栓内苏醒后，因为明日香半封闭的精
PLOT_INFO_QA__2,PLOT_INFO_QA__2,,207,0.471,7,0.07,0.034,0.144,0.024,91,0.91,0.742,1.116,0.166,4,0.04,0.016,0.103,0.025,61,0.61,0.475,0.783,0.128,5,0.524,0.224,1.22,0.275,33,3.36,2.403,4.682,2.974,0,0.0,0.0,0.383,0.0,6,0.6,0.275,1.303,0.49,1.15,0.1486,0.0916,14.88,1.9314,1.1907,0.65,0.0849,0.0523,9.98,1.2946,0.7982,8.56,1.1112,0.6851,54.96,7.1322,4.3971,0.0,0.0,0.0,9.81,1.2734,0.7851,7,助手语音头部1k,,助手随机1k,助手语音头部1k,3.36,inf,43,26,46,38,34,9,39,33,虚构作品剧情设定查询与同人创作讨论,37.7,他为什么依然单身剧情简介 / 红太阳孩子最后去哪了 / 杰没说话，而是把红衣嫁鬼新娘给放出来了
SITE_NAVIGATION__3,SITE_NAVIGATION__3,,190,0.432,56,0.56,0.432,0.727,0.622,32,0.32,0.227,0.451,0.418,63,0.63,0.493,0.805,0.869,30,0.3,0.21,0.428,0.381,6,0.628,0.288,1.364,0.327,0,0.0,0.0,0.39,0.0,0,0.0,0.0,0.383,0.0,3,0.3,0.102,0.878,0.184,20.45,1.2951,1.6363,11.69,0.7399,0.9348,23.01,1.4569,1.8406,10.96,0.6937,0.8764,22.94,1.4527,1.8354,0.0,0.0,0.0,0.0,0.0,0.0,10.96,0.6937,0.8764,6,助手随机1k / 助手语音头部1k,,2026搜索,助手随机1k,0.63,inf,23,45,20,48,30,51,39,45,动漫免费在线观看,75.8,哔哩哔哩漫画 / 抖漫动漫 / 抖漫
TITLE_IDENTIFICATION__5,TITLE_IDENTIFICATION__5,,183,0.417,2,0.02,0.005,0.073,0.006,83,0.83,0.67,1.028,0.076,5,0.05,0.021,0.117,0.021,66,0.66,0.519,0.839,0.137,9,0.942,0.497,1.781,1.518,7,0.713,0.346,1.464,0.723,1,0.1,0.018,0.565,0.048,10,1.0,0.544,1.831,0.613,0.46,0.048,0.0371,19.23,1.9926,1.5387,1.16,0.12,0.0927,15.29,1.5845,1.2235,21.84,2.2624,1.7471,16.52,1.7113,1.3215,2.32,0.2403,0.1856,23.17,2.4007,1.8538,8,,,助手语音随机1k,2025搜索,0.98,49.99,50,30,45,35,21,34,32,24,电影信息查询,49.2,这是什么电影 / 牛来是什么电影？ / 这是什么电影？
TITLE_IDENTIFICATION__4,TITLE_IDENTIFICATION__4,,178,0.405,2,0.02,0.005,0.073,0.007,90,0.9,0.733,1.105,0.114,2,0.02,0.005,0.073,0.005,58,0.58,0.449,0.749,0.142,9,0.942,0.497,1.781,0.798,9,0.916,0.483,1.733,1.125,0,0.0,0.0,0.383,0.0,8,0.8,0.406,1.571,0.49,0.48,0.0494,0.0383,21.54,2.2213,1.7229,0.48,0.0494,0.0383,13.88,1.4315,1.1103,22.55,2.326,1.8041,21.93,2.262,1.7545,0.0,0.0,0.0,19.14,1.9745,1.5315,7,助手语音头部1k,,助手头部1k,助手语音头部1k,0.942,inf,50,27,49,40,21,30,39,29,查询影视剧名称与详情,47.2,这个剧名是什么啊 / 这是什么电视剧 / 这是什么剧
FACT_VERIFICATION__2,FACT_VERIFICATION__2,,174,0.396,8,0.08,0.041,0.158,0.061,73,0.73,0.581,0.917,0.137,1,0.01,0.002,0.057,0.013,69,0.69,0.546,0.872,0.114,0,0.0,0.0,0.401,0.0,19,1.935,1.242,3.002,1.527,0,0.0,0.0,0.383,0.0,4,0.4,0.156,1.024,0.245,2.08,0.202,0.1665,18.99,1.8432,1.5189,0.26,0.0253,0.0208,17.95,1.7422,1.4357,0.0,0.0,0.0,50.32,4.8852,4.0258,0.0,0.0,0.0,10.4,1.01,0.8323,6,助手头部1k / 助手语音头部1k,,助手随机1k,助手头部1k,1.935,inf,41,35,50,33,49,17,39,41,虚构作品剧情设定查询与同人创作讨论,63.8,玉墨知道约翰爱她她很感动吗 / 不只是你说的现实主义人物刻画，是作为一个专业的， / 啊，不是柯震东，不是柯震东，是那个萧峰，萧峰里面
RECOMMENDATION__3,RECOMMENDATION__3,,167,0.38,43,0.43,0.319,0.579,0.574,14,0.14,0.083,0.235,0.085,58,0.58,0.449,0.749,0.887,25,0.25,0.169,0.369,0.08,13,1.361,0.797,2.315,2.692,3,0.305,0.104,0.894,0.241,10,1.001,0.545,1.833,2.389,1,0.1,0.018,0.564,0.061,10.32,1.1314,0.8255,3.36,0.3683,0.2687,13.92,1.526,1.1134,6.0,0.6577,0.4799,32.66,3.5811,2.6128,7.33,0.8037,0.5864,24.02,2.6334,1.9214,2.4,0.2631,0.1919,8,,,助手头部1k,助手语音随机1k,1.261,13.61,27,52,23,50,19,42,17,51,韩剧在线观看资源查询,46.1,韩国电影 / 韩国电影 / 韩国电影
SCENE_CLIP_WATCH__1,SCENE_CLIP_WATCH__1,,165,0.376,21,0.21,0.137,0.321,0.217,62,0.62,0.484,0.794,0.137,15,0.15,0.091,0.247,0.179,44,0.44,0.328,0.59,0.13,6,0.628,0.288,1.364,0.525,6,0.611,0.28,1.327,0.723,5,0.501,0.214,1.166,0.252,6,0.6,0.275,1.303,0.429,5.59,0.5593,0.4469,16.49,1.6508,1.3192,3.99,0.3994,0.3192,11.7,1.1715,0.9362,16.71,1.6728,1.3368,16.25,1.6268,1.3001,13.31,1.3326,1.0649,15.96,1.5976,1.2767,8,,,助手头部1k,2026搜索,0.478,4.19,32,40,38,43,30,37,23,33,影视视频搜索播放,32.1,生成白狼母子寻崽子桥段 / 让王李艺彻底放弃这段婚姻 / 小马宝莉为啥马暮脸红害羞为啥其他人尤其余晖烁烁会
TITLE_IDENTIFICATION__3,TITLE_IDENTIFICATION__3,,161,0.366,3,0.03,0.01,0.088,0.009,72,0.72,0.572,0.906,0.088,6,0.06,0.028,0.131,0.017,61,0.61,0.475,0.783,0.5,2,0.209,0.057,0.76,0.127,3,0.305,0.104,0.894,0.241,3,0.3,0.102,0.879,0.123,11,1.1,0.615,1.959,0.674,0.9,0.0819,0.072,21.59,1.9647,1.727,1.8,0.1637,0.1439,18.29,1.6645,1.4632,6.28,0.5715,0.5023,9.16,0.8336,0.7328,9.0,0.8194,0.7203,32.98,3.0016,2.6385,8,,,助手语音随机1k,2025搜索,1.07,36.66,49,38,44,38,42,42,26,19,查询女性相关视频,25.5,好身材美女昏迷被抱走电视剧 / 白梦妍当时听到娜娜喊她是什么反应 / 小姐姐鞋丢了一只
PLOT_INFO_QA__3,PLOT_INFO_QA__3,,161,0.366,5,0.05,0.021,0.117,0.026,73,0.73,0.581,0.917,0.286,3,0.03,0.01,0.088,0.01,58,0.58,0.449,0.749,0.191,1,0.105,0.018,0.591,0.042,16,1.629,1.005,2.63,1.286,0,0.0,0.0,0.383,0.0,5,0.5,0.214,1.165,0.306,1.38,0.1365,0.1104,20.14,1.992,1.6115,0.83,0.0819,0.0662,16.0,1.5827,1.2803,2.89,0.2857,0.2311,44.96,4.446,3.5967,0.0,0.0,0.0,13.8,1.3644,1.1037,7,助手语音头部1k,,助手随机1k,助手语音头部1k,1.629,inf,46,35,48,40,44,20,39,37,查询人物身份与关系结局,55.9,《美丽妻子替弟还债》剧情 / 真心话大冒险，梅输掉了，天依问她有没有人专门被她 / 安妮在回到绿山墙后的关键事件
ADULT_RESTRICTED_CONTENT_ACCESS__4,ADULT_RESTRICTED_CONTENT_ACCESS__4,,135,0.307,14,0.14,0.083,0.235,0.077,27,0.27,0.186,0.393,0.056,26,0.26,0.178,0.381,0.199,63,0.63,0.493,0.805,0.136,2,0.209,0.057,0.76,0.112,1,0.102,0.018,0.575,0.08,1,0.1,0.018,0.565,0.065,1,0.1,0.018,0.564,0.123,7.73,0.4557,0.6184,14.91,0.8787,1.1924,14.35,0.8462,1.1484,34.78,2.0502,2.7824,11.56,0.6815,0.9249,5.62,0.3314,0.4497,5.53,0.3258,0.4421,5.52,0.3254,0.4416,8,,,2026搜索随机1w,助手语音随机1k,0.53,6.3,38,48,31,37,42,48,32,51,查询影视综艺免费观看资源,20.0,舒亦康没被杀，会被判刑，就不再是正装帅哥。他的死 / 斯巴达克斯未测减除版 / 苹果电影未测减除版108p
TITLE_IDENTIFICATION__2,TITLE_IDENTIFICATION__2,,111,0.253,5,0.05,0.021,0.117,0.047,45,0.45,0.336,0.602,0.062,11,0.11,0.061,0.197,0.095,37,0.37,0.269,0.51,0.066,4,0.419,0.163,1.072,0.477,6,0.611,0.28,1.327,0.482,0,0.0,0.0,0.383,0.0,3,0.3,0.102,0.878,0.184,2.17,0.1979,0.1732,19.48,1.7811,1.5585,4.76,0.4354,0.381,16.02,1.4644,1.2815,18.13,1.6578,1.4506,26.45,2.4183,2.1161,0.0,0.0,0.0,12.99,1.1874,1.039,7,助手语音头部1k,,助手随机1k,助手语音头部1k,0.611,inf,46,42,40,44,36,37,39,45,动漫免费在线观看,40.5,这是什么动漫 / 这是什么动漫？ / 苏联武侠动画和中国武侠动画的名字是什么
RECOMMENDATION__1,RECOMMENDATION__1,,100,0.228,20,0.2,0.13,0.309,0.123,22,0.22,0.145,0.333,0.048,16,0.16,0.099,0.26,0.092,33,0.33,0.235,0.463,0.075,3,0.314,0.107,0.919,0.135,3,0.305,0.104,0.894,0.241,1,0.1,0.018,0.565,0.063,2,0.2,0.055,0.726,0.123,10.93,0.8788,0.8746,12.02,0.9665,0.9619,8.75,0.703,0.6996,18.03,1.4498,1.4428,17.17,1.3801,1.3734,16.7,1.3421,1.3357,5.47,0.4398,0.4376,10.93,0.8787,0.8744,8,,,2026搜索随机1w,助手语音头部1k,0.23,3.3,33,51,37,46,38,42,32,47,查询影视综艺免费观看资源,31.0,毛不易还有哪些2026年的综艺 / 2026年还有哪些热门现代都市剧 / 2017年6月11日电视剧和7月9日综艺
RECOMMENDATION__2,RECOMMENDATION__2,,99,0.225,19,0.19,0.122,0.297,0.095,26,0.26,0.177,0.381,0.027,18,0.18,0.114,0.284,0.096,27,0.27,0.186,0.393,0.587,3,0.314,0.107,0.919,1.12,2,0.204,0.056,0.74,0.161,0,0.0,0.0,0.383,0.0,4,0.4,0.156,1.024,0.245,10.45,0.8433,0.8363,14.3,1.1538,1.1442,9.9,0.7989,0.7922,14.85,1.1982,1.1882,17.28,1.394,1.3824,11.2,0.9038,0.8963,0.0,0.0,0.0,22.0,1.7751,1.7603,7,助手语音头部1k,,助手语音随机1k,助手语音头部1k,0.4,inf,35,49,34,49,38,47,39,41,动漫免费在线观看,69.7,好看的动画片有什么？ / 什么动漫 / 有没有适合孩子看的漫剧推荐
FACT_VERIFICATION__1,FACT_VERIFICATION__1,,97,0.221,0,0.0,0.0,0.038,0.0,29,0.29,0.202,0.416,0.033,1,0.01,0.002,0.057,0.004,31,0.31,0.218,0.44,0.045,0,0.0,0.0,0.401,0.0,34,3.462,2.488,4.799,2.814,0,0.0,0.0,0.383,0.0,2,0.2,0.055,0.726,0.123,0.0,0.0,0.0,6.79,1.3135,0.543,0.23,0.0453,0.0187,7.26,1.404,0.5805,0.0,0.0,0.0,81.04,15.6815,6.4833,0.0,0.0,0.0,4.68,0.9058,0.3745,5,2025搜索 / 助手头部1k / 助手语音头部1k,,助手随机1k,2025搜索,3.462,inf,52,47,50,47,49,8,39,47,虚构作品剧情设定查询与同人创作讨论,58.8,为什么不把我们放出来?熊大我也不知道!纳雅天才威 / 如果 黑暗特利迦和欧布奥特曼联手打合成兽斯菲亚雷 / 所以是一点攻击力都没有？
FACT_VERIFICATION__3,FACT_VERIFICATION__3,,86,0.196,0,0.0,0.0,0.038,0.0,37,0.37,0.269,0.51,0.256,1,0.01,0.002,0.057,0.01,36,0.36,0.26,0.498,0.076,1,0.105,0.018,0.591,0.073,7,0.713,0.346,1.464,0.563,0,0.0,0.0,0.383,0.0,4,0.4,0.156,1.024,0.306,0.0,0.0,0.0,18.9,1.8901,1.5121,0.51,0.0511,0.0409,18.39,1.8391,1.4712,5.35,0.5349,0.4279,36.41,3.6415,2.9132,0.0,0.0,0.0,20.43,2.0434,1.6347,6,2025搜索 / 助手语音头部1k,,助手随机1k,2025搜索,0.713,inf,52,43,50,45,44,34,39,41,虚构作品剧情设定查询与同人创作讨论,20.9,叶罗丽第11季播出了吗 / 南宁航洋城7月2日有抓特务的电影吗 / 中国好声音是否有黑幕
TITLE_IDENTIFICATION__1,TITLE_IDENTIFICATION__1,,64,0.146,4,0.04,0.016,0.103,0.018,24,0.24,0.161,0.357,0.038,4,0.04,0.016,0.103,0.02,22,0.22,0.145,0.333,0.205,0,0.0,0.0,0.401,0.0,4,0.407,0.159,1.043,0.322,0,0.0,0.0,0.383,0.0,6,0.6,0.275,1.303,0.368,2.59,0.2746,0.2068,15.51,1.6475,1.2408,2.59,0.2746,0.2068,14.22,1.5102,1.1374,0.0,0.0,0.0,26.32,2.7961,2.106,0.0,0.0,0.0,38.78,4.1187,3.1021,6,助手头部1k / 助手语音头部1k,,助手语音随机1k,助手头部1k,0.6,inf,48,50,46,51,49,40,39,33,影视视频搜索播放,20.3,韩国相亲综艺节目 / 魔力歌先生的选手节目组给了他们顶配的舞蹈团队教他 / 有没有罗婧涵在岳阳好声音的海选视频
SCENE_LOCATE__2,SCENE_LOCATE__2,,58,0.132,0,0.0,0.0,0.038,0.0,33,0.33,0.235,0.463,0.376,1,0.01,0.002,0.057,0.003,21,0.21,0.137,0.321,0.027,0,0.0,0.0,0.401,0.0,1,0.102,0.018,0.575,0.08,0,0.0,0.0,0.383,0.0,2,0.2,0.055,0.726,0.123,0.0,0.0,0.0,38.74,2.4996,3.0992,1.17,0.0758,0.0939,24.65,1.5907,1.9722,0.0,0.0,0.0,11.95,0.7713,0.9564,0.0,0.0,0.0,23.48,1.5149,1.8783,5,2025搜索 / 助手头部1k / 助手语音头部1k,,2025搜索随机1w,2025搜索,0.33,inf,52,44,50,52,49,48,39,47,查询影视剧集数与情节所在集数,70.7,极限挑战林志玲流星花园是哪一期 / 盒子里的猫敖瑞鹏敖子逸哪一期 / 中餐厅昆凌在第几季
ADULT_RESTRICTED_CONTENT_ACCESS__3,ADULT_RESTRICTED_CONTENT_ACCESS__3,,50,0.114,17,0.17,0.106,0.272,0.152,4,0.04,0.016,0.103,0.03,19,0.19,0.122,0.297,0.331,8,0.08,0.041,0.158,0.061,0,0.0,0.0,0.401,0.0,0,0.0,0.0,0.39,0.0,1,0.1,0.018,0.565,0.056,1,0.1,0.018,0.564,0.061,25.0,1.494,1.9999,5.88,0.3515,0.4705,27.94,1.6696,2.235,11.76,0.7029,0.941,0.0,0.0,0.0,0.0,0.0,0.0,14.72,0.8795,1.1774,14.7,0.8787,1.1762,6,助手头部1k / 助手随机1k,,2026搜索,助手头部1k,0.19,inf,36,53,33,53,49,51,32,51,在线观看电影,28.0,女子监狱密途免费观看 / 法国禁播的电影 / 火辣女子监狱电影免费观看全集
ADULT_RESTRICTED_CONTENT_ACCESS__2,ADULT_RESTRICTED_CONTENT_ACCESS__2,,26,0.059,11,0.11,0.061,0.197,0.083,1,0.01,0.002,0.057,0.064,11,0.11,0.061,0.197,0.061,2,0.02,0.005,0.073,0.039,1,0.105,0.018,0.591,0.144,0,0.0,0.0,0.39,0.0,0,0.0,0.0,0.383,0.0,0,0.0,0.0,0.383,0.0,31.01,1.8591,2.4812,2.82,0.169,0.2255,31.01,1.8589,2.4809,5.64,0.3379,0.451,29.52,1.7694,2.3614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,助手随机1k / 助手语音头部1k / 助手语音随机1k,,2025搜索,助手随机1k,0.11,inf,39,54,40,54,44,51,39,54,影视视频搜索播放,26.9,新版金银瓶1-5集手机版 / 《金花瓶楷梅花5》 / 新金瓶电视剧免费1—5
