domain,a,b,why,marker,share_a,share_b,diff_pp,lo_pp,hi_pp,sig
教育,assistant_top,assistant_random,深度（助手头部→长尾）,祈使/委托,0.0536,0.1082,5.47,2.98,7.96,True
教育,assistant_top,assistant_random,深度（助手头部→长尾）,第一人称,0.0431,0.1474,10.43,7.82,13.08,True
教育,assistant_top,assistant_random,深度（助手头部→长尾）,称呼对方,0.0023,0.0278,2.55,1.49,3.8,True
教育,assistant_top,assistant_random,深度（助手头部→长尾）,家庭成员,0.007,0.0175,1.05,0.01,2.16,True
教育,assistant_top,assistant_random,深度（助手头部→长尾）,身份/人生阶段,0.0303,0.0557,2.54,0.67,4.42,True
教育,assistant_top,assistant_random,深度（助手头部→长尾）,情绪词,0.0,0.0041,0.41,-0.1,1.06,False
教育,assistant_top,assistant_random,深度（助手头部→长尾）,是非核实,0.0198,0.0897,6.99,4.98,9.09,True
教育,assistant_top,assistant_random,深度（助手头部→长尾）,方法/怎么办,0.0116,0.0588,4.71,3.08,6.46,True
教育,assistant_top,assistant_random,深度（助手头部→长尾）,选择清单,0.0105,0.0701,5.96,4.25,7.81,True
教育,assistant_top,assistant_random,深度（助手头部→长尾）,定义,0.0233,0.0608,3.75,1.93,5.63,True
教育,assistant_top,assistant_random,深度（助手头部→长尾）,时效词,0.0,0.0093,0.93,0.3,1.75,True
教育,assistant_top,assistant_random,深度（助手头部→长尾）,输出约束,0.0338,0.0732,3.94,1.89,6.02,True
教育,assistant_top,assistant_random,深度（助手头部→长尾）,导航词,0.0,0.0021,0.21,-0.26,0.75,False
教育,assistant_top,assistant_random,深度（助手头部→长尾）,资源词,0.0081,0.0134,0.53,-0.5,1.55,False
教育,assistant_top,assistant_random,深度（助手头部→长尾）,回指上文,0.0279,0.034,0.61,-1.04,2.23,False
教育,assistant_top,assistant_random,深度（助手头部→长尾）,多问句(一行≥2问),0.0,0.0155,1.55,0.79,2.54,True
教育,2026search,assistant_random,界面+深度（不可单独归因）,疑问句,0.1662,0.4258,25.96,22.79,29.17,True
教育,2026search,assistant_random,界面+深度（不可单独归因）,祈使/委托,0.002,0.1082,10.62,8.82,12.74,True
教育,2026search,assistant_random,界面+深度（不可单独归因）,第一人称,0.0018,0.1474,14.56,12.47,16.93,True
教育,2026search,assistant_random,界面+深度（不可单独归因）,称呼对方,0.001,0.0278,2.68,1.82,3.92,True
教育,2026search,assistant_random,界面+深度（不可单独归因）,家庭成员,0.0008,0.0175,1.67,1.01,2.71,True
教育,2026search,assistant_random,界面+深度（不可单独归因）,身份/人生阶段,0.0423,0.0557,1.34,-0.0,3.01,False
教育,2026search,assistant_random,界面+深度（不可单独归因）,情绪词,0.0003,0.0041,0.38,0.12,1.03,True
教育,2026search,assistant_random,界面+深度（不可单独归因）,是非核实,0.0018,0.0897,8.79,7.15,10.75,True
教育,2026search,assistant_random,界面+深度（不可单独归因）,方法/怎么办,0.0032,0.0588,5.56,4.24,7.22,True
教育,2026search,assistant_random,界面+深度（不可单独归因）,选择清单,0.0058,0.0701,6.43,4.98,8.22,True
教育,2026search,assistant_random,界面+深度（不可单独归因）,定义,0.038,0.0608,2.29,0.89,4.01,True
教育,2026search,assistant_random,界面+深度（不可单独归因）,时效词,0.0007,0.0093,0.86,0.41,1.68,True
教育,2026search,assistant_random,界面+深度（不可单独归因）,输出约束,0.0013,0.0732,7.19,5.71,9.0,True
教育,2026search,assistant_random,界面+深度（不可单独归因）,导航词,0.0371,0.0021,-3.5,-3.92,-2.85,True
教育,2026search,assistant_random,界面+深度（不可单独归因）,资源词,0.0081,0.0134,0.53,-0.06,1.48,False
教育,2026search,assistant_random,界面+深度（不可单独归因）,回指上文,0.0001,0.034,3.39,2.42,4.73,True
教育,2026search,assistant_random,界面+深度（不可单独归因）,多问句(一行≥2问),0.0,0.0155,1.55,0.94,2.54,True
影视,2025search,2026search,时间（搜索内部，2025→2026）,疑问句,0.0159,0.0112,-0.47,-0.79,-0.15,True
影视,2025search,2026search,时间（搜索内部，2025→2026）,祈使/委托,0.0011,0.0007,-0.04,-0.13,0.05,False
影视,2025search,2026search,时间（搜索内部，2025→2026）,第一人称,0.0295,0.0301,0.06,-0.41,0.53,False
影视,2025search,2026search,时间（搜索内部，2025→2026）,称呼对方,0.0163,0.0139,-0.24,-0.58,0.1,False
影视,2025search,2026search,时间（搜索内部，2025→2026）,家庭成员,0.0152,0.016,0.08,-0.27,0.43,False
影视,2025search,2026search,时间（搜索内部，2025→2026）,身份/人生阶段,0.0055,0.0057,0.02,-0.19,0.23,False
影视,2025search,2026search,时间（搜索内部，2025→2026）,情绪词,0.0001,0.0,-0.01,-0.06,0.03,False
影视,2025search,2026search,时间（搜索内部，2025→2026）,是非核实,0.0019,0.0013,-0.06,-0.18,0.05,False
影视,2025search,2026search,时间（搜索内部，2025→2026）,方法/怎么办,0.0009,0.0004,-0.05,-0.13,0.03,False
影视,2025search,2026search,时间（搜索内部，2025→2026）,选择清单,0.0046,0.0048,0.02,-0.17,0.21,False
影视,2025search,2026search,时间（搜索内部，2025→2026）,定义,0.0011,0.0012,0.01,-0.09,0.11,False
影视,2025search,2026search,时间（搜索内部，2025→2026）,时效词,0.0127,0.0149,0.22,-0.1,0.55,False
影视,2025search,2026search,时间（搜索内部，2025→2026）,输出约束,0.0,0.0001,0.01,-0.03,0.06,False
影视,2025search,2026search,时间（搜索内部，2025→2026）,导航词,0.0293,0.0446,1.53,1.01,2.06,True
影视,2025search,2026search,时间（搜索内部，2025→2026）,资源词,0.388,0.3641,-2.38,-3.73,-1.04,True
影视,2025search,2026search,时间（搜索内部，2025→2026）,回指上文,0.0001,0.0002,0.01,-0.04,0.06,False
影视,2025search,2026search,时间（搜索内部，2025→2026）,多问句(一行≥2问),0.0,0.0,0.0,-0.04,0.04,False
影视,2026search,assistant_top,界面（同为头部流量）,疑问句,0.0112,0.1079,9.67,7.84,11.8,True
影视,2026search,assistant_top,界面（同为头部流量）,祈使/委托,0.0007,0.0398,3.91,2.84,5.34,True
影视,2026search,assistant_top,界面（同为头部流量）,第一人称,0.0301,0.0733,4.32,2.79,6.18,True
影视,2026search,assistant_top,界面（同为头部流量）,称呼对方,0.0139,0.0199,0.6,-0.16,1.72,False
影视,2026search,assistant_top,界面（同为头部流量）,家庭成员,0.016,0.0209,0.49,-0.29,1.64,False
影视,2026search,assistant_top,界面（同为头部流量）,身份/人生阶段,0.0057,0.0073,0.16,-0.25,0.95,False
影视,2026search,assistant_top,界面（同为头部流量）,情绪词,0.0,0.0,0.0,-0.04,0.4,False
影视,2026search,assistant_top,界面（同为头部流量）,是非核实,0.0013,0.0094,0.81,0.36,1.65,True
影视,2026search,assistant_top,界面（同为头部流量）,方法/怎么办,0.0004,0.0031,0.27,0.06,0.88,True
影视,2026search,assistant_top,界面（同为头部流量）,选择清单,0.0048,0.0314,2.66,1.72,3.97,True
影视,2026search,assistant_top,界面（同为头部流量）,定义,0.0012,0.0419,4.07,2.97,5.53,True
影视,2026search,assistant_top,界面（同为头部流量）,时效词,0.0149,0.0073,-0.76,-1.21,0.05,False
影视,2026search,assistant_top,界面（同为头部流量）,输出约束,0.0001,0.0168,1.67,1.02,2.69,True
影视,2026search,assistant_top,界面（同为头部流量）,导航词,0.0446,0.0157,-2.89,-3.64,-1.81,True
影视,2026search,assistant_top,界面（同为头部流量）,资源词,0.3641,0.1634,-20.08,-22.48,-17.43,True
影视,2026search,assistant_top,界面（同为头部流量）,回指上文,0.0002,0.0,-0.02,-0.07,0.38,False
影视,2026search,assistant_top,界面（同为头部流量）,多问句(一行≥2问),0.0,0.0,0.0,-0.04,0.4,False
影视,assistant_top,assistant_random,深度（助手头部→长尾）,疑问句,0.1079,0.3452,23.74,20.13,27.27,True
影视,assistant_top,assistant_random,深度（助手头部→长尾）,祈使/委托,0.0398,0.0509,1.11,-0.76,3.0,False
影视,assistant_top,assistant_random,深度（助手头部→长尾）,第一人称,0.0733,0.1446,7.13,4.37,9.9,True
影视,assistant_top,assistant_random,深度（助手头部→长尾）,称呼对方,0.0199,0.056,3.61,1.93,5.38,True
影视,assistant_top,assistant_random,深度（助手头部→长尾）,家庭成员,0.0209,0.0336,1.27,-0.21,2.78,False
影视,assistant_top,assistant_random,深度（助手头部→长尾）,身份/人生阶段,0.0073,0.0143,0.69,-0.27,1.72,False
影视,assistant_top,assistant_random,深度（助手头部→长尾）,情绪词,0.0,0.0071,0.71,0.17,1.46,True
影视,assistant_top,assistant_random,深度（助手头部→长尾）,是非核实,0.0094,0.0927,8.32,6.47,10.35,True
影视,assistant_top,assistant_random,深度（助手头部→长尾）,方法/怎么办,0.0031,0.0367,3.35,2.18,4.73,True
影视,assistant_top,assistant_random,深度（助手头部→长尾）,选择清单,0.0314,0.0815,5.01,2.98,7.1,True
影视,assistant_top,assistant_random,深度（助手头部→长尾）,定义,0.0419,0.0346,-0.73,-2.49,1.0,False
影视,assistant_top,assistant_random,深度（助手头部→长尾）,时效词,0.0073,0.0193,1.2,0.16,2.33,True
影视,assistant_top,assistant_random,深度（助手头部→长尾）,输出约束,0.0168,0.0224,0.56,-0.71,1.86,False
影视,assistant_top,assistant_random,深度（助手头部→长尾）,导航词,0.0157,0.0163,0.06,-1.12,1.23,False
影视,assistant_top,assistant_random,深度（助手头部→长尾）,资源词,0.1634,0.054,-10.94,-13.71,-8.21,True
影视,assistant_top,assistant_random,深度（助手头部→长尾）,回指上文,0.0,0.0071,0.71,0.17,1.46,True
影视,assistant_top,assistant_random,深度（助手头部→长尾）,多问句(一行≥2问),0.0,0.0183,1.83,1.05,2.88,True
影视,2026search,assistant_random,界面+深度（不可单独归因）,疑问句,0.0112,0.3452,33.4,30.48,36.44,True
影视,2026search,assistant_random,界面+深度（不可单独归因）,祈使/委托,0.0007,0.0509,5.02,3.81,6.58,True
影视,2026search,assistant_random,界面+深度（不可单独归因）,第一人称,0.0301,0.1446,11.45,9.36,13.81,True
影视,2026search,assistant_random,界面+深度（不可单独归因）,称呼对方,0.0139,0.056,4.21,2.91,5.84,True
影视,2026search,assistant_random,界面+深度（不可单独归因）,家庭成员,0.016,0.0336,1.76,0.77,3.1,True
影视,2026search,assistant_random,界面+深度（不可单独归因）,身份/人生阶段,0.0057,0.0143,0.86,0.26,1.82,True
影视,2026search,assistant_random,界面+深度（不可单独归因）,情绪词,0.0,0.0071,0.71,0.34,1.46,True
影视,2026search,assistant_random,界面+深度（不可单独归因）,是非核实,0.0013,0.0927,9.14,7.48,11.11,True
影视,2026search,assistant_random,界面+深度（不可单独归因）,方法/怎么办,0.0004,0.0367,3.63,2.62,4.99,True
影视,2026search,assistant_random,界面+深度（不可单独归因）,选择清单,0.0048,0.0815,7.67,6.11,9.55,True
影视,2026search,assistant_random,界面+深度（不可单独归因）,定义,0.0012,0.0346,3.34,2.36,4.68,True
影视,2026search,assistant_random,界面+深度（不可单独归因）,时效词,0.0149,0.0193,0.44,-0.29,1.53,False
影视,2026search,assistant_random,界面+深度（不可单独归因）,输出约束,0.0001,0.0224,2.23,1.47,3.36,True
影视,2026search,assistant_random,界面+深度（不可单独归因）,导航词,0.0446,0.0163,-2.83,-3.58,-1.76,True
影视,2026search,assistant_random,界面+深度（不可单独归因）,资源词,0.3641,0.054,-31.02,-32.58,-29.17,True
影视,2026search,assistant_random,界面+深度（不可单独归因）,回指上文,0.0002,0.0071,0.69,0.32,1.44,True
影视,2026search,assistant_random,界面+深度（不可单独归因）,多问句(一行≥2问),0.0,0.0183,1.83,1.16,2.88,True
人物,2025search,2026search,时间（搜索内部，2025→2026）,疑问句,0.0212,0.0131,-0.81,-1.18,-0.45,True
人物,2025search,2026search,时间（搜索内部，2025→2026）,祈使/委托,0.0003,0.0001,-0.02,-0.08,0.03,False
人物,2025search,2026search,时间（搜索内部，2025→2026）,第一人称,0.0007,0.0004,-0.03,-0.11,0.04,False
人物,2025search,2026search,时间（搜索内部，2025→2026）,称呼对方,0.0002,0.0004,0.02,-0.04,0.08,False
人物,2025search,2026search,时间（搜索内部，2025→2026）,家庭成员,0.0103,0.0047,-0.56,-0.81,-0.32,True
人物,2025search,2026search,时间（搜索内部，2025→2026）,身份/人生阶段,0.0076,0.0067,-0.09,-0.33,0.15,False
人物,2025search,2026search,时间（搜索内部，2025→2026）,情绪词,0.0,0.0,0.0,-0.04,0.04,False
人物,2025search,2026search,时间（搜索内部，2025→2026）,是非核实,0.0034,0.0006,-0.28,-0.42,-0.16,True
人物,2025search,2026search,时间（搜索内部，2025→2026）,方法/怎么办,0.001,0.0002,-0.08,-0.17,-0.01,True
人物,2025search,2026search,时间（搜索内部，2025→2026）,选择清单,0.0041,0.0025,-0.16,-0.33,0.0,False
人物,2025search,2026search,时间（搜索内部，2025→2026）,定义,0.0029,0.0011,-0.18,-0.32,-0.06,True
人物,2025search,2026search,时间（搜索内部，2025→2026）,时效词,0.0058,0.0107,0.49,0.24,0.75,True
人物,2025search,2026search,时间（搜索内部，2025→2026）,输出约束,0.0003,0.0001,-0.02,-0.08,0.03,False
人物,2025search,2026search,时间（搜索内部，2025→2026）,导航词,0.0009,0.0014,0.05,-0.05,0.15,False
人物,2025search,2026search,时间（搜索内部，2025→2026）,资源词,0.0089,0.0256,1.67,1.32,2.04,True
人物,2025search,2026search,时间（搜索内部，2025→2026）,回指上文,0.0,0.0,0.0,-0.04,0.04,False
人物,2025search,2026search,时间（搜索内部，2025→2026）,多问句(一行≥2问),0.0001,0.0002,0.01,-0.04,0.06,False
人物,2026search,assistant_top,界面（同为头部流量）,疑问句,0.0131,0.1316,11.85,9.77,14.24,True
人物,2026search,assistant_top,界面（同为头部流量）,祈使/委托,0.0001,0.0011,0.1,-0.0,0.62,False
人物,2026search,assistant_top,界面（同为头部流量）,第一人称,0.0004,0.0101,0.97,0.49,1.87,True
人物,2026search,assistant_top,界面（同为头部流量）,称呼对方,0.0004,0.0022,0.18,0.01,0.78,True
人物,2026search,assistant_top,界面（同为头部流量）,家庭成员,0.0047,0.0135,0.88,0.28,1.88,True
人物,2026search,assistant_top,界面（同为头部流量）,身份/人生阶段,0.0067,0.0056,-0.11,-0.48,0.65,False
人物,2026search,assistant_top,界面（同为头部流量）,情绪词,0.0,0.0,0.0,-0.04,0.43,False
人物,2026search,assistant_top,界面（同为头部流量）,是非核实,0.0006,0.0169,1.63,0.96,2.71,True
人物,2026search,assistant_top,界面（同为头部流量）,方法/怎么办,0.0002,0.0292,2.9,1.98,4.23,True
人物,2026search,assistant_top,界面（同为头部流量）,选择清单,0.0025,0.0315,2.9,1.93,4.27,True
人物,2026search,assistant_top,界面（同为头部流量）,定义,0.0011,0.018,1.69,1.0,2.79,True
人物,2026search,assistant_top,界面（同为头部流量）,时效词,0.0107,0.009,-0.17,-0.67,0.71,False
人物,2026search,assistant_top,界面（同为头部流量）,输出约束,0.0001,0.0,-0.01,-0.06,0.42,False
人物,2026search,assistant_top,界面（同为头部流量）,导航词,0.0014,0.0011,-0.03,-0.16,0.5,False
人物,2026search,assistant_top,界面（同为头部流量）,资源词,0.0256,0.0079,-1.78,-2.3,-0.9,True
人物,2026search,assistant_top,界面（同为头部流量）,回指上文,0.0,0.0,0.0,-0.04,0.43,False
人物,2026search,assistant_top,界面（同为头部流量）,多问句(一行≥2问),0.0002,0.0,-0.02,-0.07,0.41,False
人物,assistant_top,assistant_random,深度（助手头部→长尾）,疑问句,0.1316,0.4295,29.79,25.87,33.57,True
人物,assistant_top,assistant_random,深度（助手头部→长尾）,祈使/委托,0.0011,0.0095,0.83,0.15,1.68,True
人物,assistant_top,assistant_random,深度（助手头部→长尾）,第一人称,0.0101,0.0368,2.67,1.31,4.15,True
人物,assistant_top,assistant_random,深度（助手头部→长尾）,称呼对方,0.0022,0.0126,1.04,0.24,1.98,True
人物,assistant_top,assistant_random,深度（助手头部→长尾）,家庭成员,0.0135,0.0147,0.12,-1.03,1.26,False
人物,assistant_top,assistant_random,深度（助手头部→长尾）,身份/人生阶段,0.0056,0.0958,9.02,7.15,11.08,True
人物,assistant_top,assistant_random,深度（助手头部→长尾）,情绪词,0.0,0.0042,0.42,-0.08,1.08,False
人物,assistant_top,assistant_random,深度（助手头部→长尾）,是非核实,0.0169,0.1379,12.1,9.79,14.53,True
人物,assistant_top,assistant_random,深度（助手头部→长尾）,方法/怎么办,0.0292,0.0463,1.71,-0.06,3.49,False
人物,assistant_top,assistant_random,深度（助手头部→长尾）,选择清单,0.0315,0.1611,12.96,10.37,15.61,True
人物,assistant_top,assistant_random,深度（助手头部→长尾）,定义,0.018,0.0516,3.36,1.7,5.1,True
人物,assistant_top,assistant_random,深度（助手头部→长尾）,时效词,0.009,0.0411,3.21,1.82,4.73,True
人物,assistant_top,assistant_random,深度（助手头部→长尾）,输出约束,0.0,0.0,0.0,-0.43,0.4,False
人物,assistant_top,assistant_random,深度（助手头部→长尾）,导航词,0.0011,0.0011,-0.01,-0.54,0.49,False
人物,assistant_top,assistant_random,深度（助手头部→长尾）,资源词,0.0079,0.0116,0.37,-0.6,1.36,False
人物,assistant_top,assistant_random,深度（助手头部→长尾）,回指上文,0.0,0.0011,0.11,-0.33,0.59,False
人物,assistant_top,assistant_random,深度（助手头部→长尾）,多问句(一行≥2问),0.0,0.0116,1.16,0.49,2.06,True
人物,2026search,assistant_random,界面+深度（不可单独归因）,疑问句,0.0131,0.4295,41.64,38.51,44.81,True
人物,2026search,assistant_random,界面+深度（不可单独归因）,祈使/委托,0.0001,0.0095,0.94,0.49,1.78,True
人物,2026search,assistant_random,界面+深度（不可单独归因）,第一人称,0.0004,0.0368,3.64,2.62,5.04,True
人物,2026search,assistant_random,界面+深度（不可单独归因）,称呼对方,0.0004,0.0126,1.22,0.68,2.16,True
人物,2026search,assistant_random,界面+深度（不可单独归因）,家庭成员,0.0047,0.0147,1.0,0.39,1.99,True
人物,2026search,assistant_random,界面+深度（不可单独归因）,身份/人生阶段,0.0067,0.0958,8.91,7.19,10.95,True
人物,2026search,assistant_random,界面+深度（不可单独归因）,情绪词,0.0,0.0042,0.42,0.16,1.08,True
人物,2026search,assistant_random,界面+深度（不可单独归因）,是非核实,0.0006,0.1379,13.73,11.68,16.07,True
人物,2026search,assistant_random,界面+深度（不可单独归因）,方法/怎么办,0.0002,0.0463,4.61,3.45,6.14,True
人物,2026search,assistant_random,界面+深度（不可单独归因）,选择清单,0.0025,0.1611,15.85,13.65,18.33,True
人物,2026search,assistant_random,界面+深度（不可单独归因）,定义,0.0011,0.0516,5.05,3.81,6.64,True
人物,2026search,assistant_random,界面+深度（不可单独归因）,时效词,0.0107,0.0411,3.03,1.92,4.5,True
人物,2026search,assistant_random,界面+深度（不可单独归因）,输出约束,0.0001,0.0,-0.01,-0.06,0.39,False
人物,2026search,assistant_random,界面+深度（不可单独归因）,导航词,0.0014,0.0011,-0.03,-0.16,0.46,False
人物,2026search,assistant_random,界面+深度（不可单独归因）,资源词,0.0256,0.0116,-1.41,-2.01,-0.46,True
人物,2026search,assistant_random,界面+深度（不可单独归因）,回指上文,0.0,0.0011,0.11,0.01,0.59,True
人物,2026search,assistant_random,界面+深度（不可单独归因）,多问句(一行≥2问),0.0002,0.0116,1.14,0.62,2.04,True
