sid,_row,source,query,bu_leaf,td_l2,抽样权重,叶名
VER0219,13358,2025search_rand,银联标准信用卡金卡可以境外消费吗,47,VERDICT_QUESTION__2,7.253333333333333,查询办理信用卡业务
VER0220,19848,2025search_rand,pⅰnetwork对接银行了吗,49,VERDICT_QUESTION__2,7.253333333333333,银行信息查询
VER0221,17238,2025search_rand,征信有问题可以读尚宇学校吗有影响吗,14,VERDICT_QUESTION__2,7.253333333333333,个人征信报告查询与影响咨询
VER0222,18463,2025search_rand,别人用我手机号绑定银行卡对我有影响吗,48,VERDICT_QUESTION__2,7.253333333333333,银行卡业务查询与办理指导
VER0223,11587,2025search_rand,没有信用卡可以查征信吗,14,VERDICT_QUESTION__2,7.253333333333333,个人征信报告查询与影响咨询
VER0224,19017,2025search_rand,"住房公积金的卡是工商银行卡,就一定会在工商银行贷款吗?",49,VERDICT_QUESTION__2,7.253333333333333,银行信息查询
VER0225,19718,2025search_rand,云闪付可以转卡吗,10,VERDICT_QUESTION__2,7.253333333333333,查询转账与账户业务可行性
VER0226,18316,2025search_rand,银行有银条卖么,49,VERDICT_QUESTION__2,7.253333333333333,银行信息查询
VER0227,12564,2025search_rand,ST易购会申请稳定币牌照吗,31,VERDICT_QUESTION__1,7.253333333333333,查询财经门户与市场行情
VER0228,16256,2025search_rand,中国建设银行18岁的人能贷款吗,54,VERDICT_QUESTION__2,7.253333333333333,建设银行网点与服务查询
VER0229,11123,2025search_rand,62岁的人还能办信用卡吗,47,VERDICT_QUESTION__2,7.253333333333333,查询办理信用卡业务
VER0230,20619,2026search,今天港股休市吗?,30,VERDICT_QUESTION__1,1.0,股票行情与选股建议查询
VER0231,20773,2026search,港股今天休市吗,30,VERDICT_QUESTION__1,1.0,股票行情与选股建议查询
VER0232,20955,2026search,京东白条能提前还吗,9,VERDICT_QUESTION__2,1.0,贷款提前还款查询
VER0233,22067,2026search,港股明天开盘吗,30,VERDICT_QUESTION__1,1.0,股票行情与选股建议查询
VER0234,23020,2026search,港股7月1号休市吗,30,VERDICT_QUESTION__1,1.0,股票行情与选股建议查询
VER0235,24092,2026search,申能财险是正规保险公司吗,17,VERDICT_QUESTION__1,1.0,查询保险公司信息
VER0236,24252,2026search,星火保是什么保险可靠吗,18,VERDICT_QUESTION__1,1.0,查询保险相关业务
VER0237,24574,2026search,银行卡过期后还能继续使用吗,48,VERDICT_QUESTION__2,1.0,银行卡业务查询与办理指导
VER0238,24610,2026search,众安保险是不是国家正规保险,18,VERDICT_QUESTION__1,1.0,查询保险相关业务
VER0239,24938,2026search,余额宝存钱安全可靠吗,10,VERDICT_QUESTION__2,1.0,查询转账与账户业务可行性
VER0240,25252,2026search,招商银行是国企还是私企,49,VERDICT_QUESTION__2,1.0,银行信息查询
VER0241,25727,2026search,今天港股休市吗,30,VERDICT_QUESTION__1,1.0,股票行情与选股建议查询
VER0242,26005,2026search,香港股市今天休市吗?,27,VERDICT_QUESTION__1,1.0,查询市场行情
VER0243,26405,2026search,定期存款可以提前取吗,70,VERDICT_QUESTION__2,1.0,查询定期存款利率
VER0244,26571,2026search,零钱通存钱安全吗,10,VERDICT_QUESTION__2,1.0,查询转账与账户业务可行性
VER0245,26851,2026search,"易宝支付是什么平台扣款,是否能追回",15,VERDICT_QUESTION__2,1.0,查询借款平台正规性
VER0246,27269,2026search,中信银行是国企还是私企,49,VERDICT_QUESTION__2,1.0,银行信息查询
VER0247,27783,2026search,人人保险是诈骗吗,18,VERDICT_QUESTION__1,1.0,查询保险相关业务
VER0248,28353,2026search,中国银行是国企还是央企,53,VERDICT_QUESTION__2,1.0,中国银行服务信息查询
VER0249,28646,2026search,民生银行是国企还是私企,49,VERDICT_QUESTION__2,1.0,银行信息查询
VER0250,28857,2026search,7月1号港股休市吗,30,VERDICT_QUESTION__1,1.0,股票行情与选股建议查询
VER0251,28885,2026search,芝麻分能当钱花吗,13,VERDICT_QUESTION__2,1.0,花呗操作查询
VER0252,28926,2026search,车损险有没有必要买,19,VERDICT_QUESTION__1,1.0,车险购买与理赔咨询
VER0253,28945,2026search,银行卡丢了可以补办原卡号吗,48,VERDICT_QUESTION__2,1.0,银行卡业务查询与办理指导
VER0254,29018,2026search,银行中午能办业务吗,49,VERDICT_QUESTION__2,1.0,银行信息查询
VER0255,29052,2026search,农商银行是农村信用社吗,50,VERDICT_QUESTION__2,1.0,农业银行及农村信用社服务信息查询
VER0256,29536,2026search,收款码可以发给别人吗安全吗,10,VERDICT_QUESTION__2,1.0,查询转账与账户业务可行性
VER0257,36350,2026search_rand,鹏扬基金公司是国资吗,17,VERDICT_QUESTION__1,6.0,查询保险公司信息
VER0258,34235,2026search_rand,定期存单可以在不同的网点取款吗,70,VERDICT_QUESTION__2,6.0,查询定期存款利率
VER0259,39924,2026search_rand,割息肉意外险能报销吗,19,VERDICT_QUESTION__1,6.0,车险购买与理赔咨询
VER0260,36692,2026search_rand,用信用卡发红包可以吗,47,VERDICT_QUESTION__2,6.0,查询办理信用卡业务
VER0261,39034,2026search_rand,抢的预约单可以取消吗,10,VERDICT_QUESTION__2,6.0,查询转账与账户业务可行性
VER0262,35779,2026search_rand,我在马来西亚可以微信转账给我吗,10,VERDICT_QUESTION__2,6.0,查询转账与账户业务可行性
VER0263,38123,2026search_rand,安逸花借钱可以借2100吗,10,VERDICT_QUESTION__2,6.0,查询转账与账户业务可行性
VER0264,30941,2026search_rand,军工板块属于科技股吗,22,VERDICT_QUESTION__1,6.0,查询科技股与科创板信息
VER0265,39277,2026search_rand,资配存到期能兑现吗?,10,VERDICT_QUESTION__2,6.0,查询转账与账户业务可行性
VER0266,39264,2026search_rand,广发证券当天开户当天可以交易吗,32,VERDICT_QUESTION__1,6.0,证券股票信息查询
VER0267,32014,2026search_rand,农商银行现在有没有贴息政策,49,VERDICT_QUESTION__2,6.0,银行信息查询
VER0268,37704,2026search_rand,存钱不能存50吗,70,VERDICT_QUESTION__2,6.0,查询定期存款利率
VER0269,35071,2026search_rand,大华股份是否工业互利,45,VERDICT_QUESTION__1,6.0,查询股份公司及股票信息
VER0270,36248,2026search_rand,手机收到投保成功会扣钱吗,10,VERDICT_QUESTION__1,6.0,查询转账与账户业务可行性
VER0271,33462,2026search_rand,我之前在中国农业银行办的公交卡断了想重新补办一张里面的余额能找到不,50,VERDICT_QUESTION__2,6.0,农业银行及农村信用社服务信息查询
VER0272,37387,2026search_rand,银行卡转账记录能查到对方姓名吗,48,VERDICT_QUESTION__2,6.0,银行卡业务查询与办理指导
VER0273,35177,2026search_rand,公对公转账晚上能转吗,10,VERDICT_QUESTION__2,6.0,查询转账与账户业务可行性
VER0274,39689,2026search_rand,理财评估过期了不重新评估可以吗,10,VERDICT_QUESTION__1,6.0,查询转账与账户业务可行性
VER0275,32848,2026search_rand,没有预留手机号的银行卡可以取钱吗,48,VERDICT_QUESTION__2,6.0,银行卡业务查询与办理指导
VER0276,39285,2026search_rand,一类账户可以网上申请吗,10,VERDICT_QUESTION__2,6.0,查询转账与账户业务可行性
VER0277,36584,2026search_rand,贝融助手大数据53分次月有变化吗,10,VERDICT_QUESTION__1,6.0,查询转账与账户业务可行性
VER0278,34208,2026search_rand,手机停机支付宝还能支付吗,44,VERDICT_QUESTION__2,6.0,支付宝相关操作查询
VER0279,31761,2026search_rand,股票账户开通后不用会收费吗,10,VERDICT_QUESTION__1,6.0,查询转账与账户业务可行性
VER0280,38907,2026search_rand,宜口袋现在能还款吗,9,VERDICT_QUESTION__2,6.0,贷款提前还款查询
VER0281,38096,2026search_rand,临时身份证可以网上贷款吗,8,VERDICT_QUESTION__2,6.0,查询贷款信息
VER0282,30561,2026search_rand,公务员可以贷款吗,8,VERDICT_QUESTION__2,6.0,查询贷款信息
VER0283,32018,2026search_rand,买车银行卡说有限额银行里的钱不能用来买车吗,48,VERDICT_QUESTION__2,6.0,银行卡业务查询与办理指导
VER0284,34442,2026search_rand,支付宝显示停车缴费可以取消吗,44,VERDICT_QUESTION__2,6.0,支付宝相关操作查询
VER0285,31403,2026search_rand,存折算银行卡吗,48,VERDICT_QUESTION__2,6.0,银行卡业务查询与办理指导
VER0286,36365,2026search_rand,新疆租车买不买保险,19,VERDICT_QUESTION__1,6.0,车险购买与理赔咨询
VER0287,32410,2026search_rand,共济账户被授权人当年能用吗,10,VERDICT_QUESTION__2,6.0,查询转账与账户业务可行性
VER0288,35491,2026search_rand,华微电子是半导体估值低的吗?,30,VERDICT_QUESTION__1,6.0,股票行情与选股建议查询
VER0289,37715,2026search_rand,友邦百万医疗足外翻鞋子能赔吗,19,VERDICT_QUESTION__1,6.0,车险购买与理赔咨询
VER0290,31190,2026search_rand,中国银行是不是被罚款了,53,VERDICT_QUESTION__2,6.0,中国银行服务信息查询
VER0291,31552,2026search_rand,除权股票好吗,25,VERDICT_QUESTION__1,6.0,查询股票信息
VER0292,32110,2026search_rand,国外除了visa卡还可以用什么卡,48,VERDICT_QUESTION__2,6.0,银行卡业务查询与办理指导
VER0293,38839,2026search_rand,自己能查历史存款记录吗,70,VERDICT_QUESTION__2,6.0,查询定期存款利率
VER0294,34843,2026search_rand,友阿股份可以买入吗,45,VERDICT_QUESTION__1,6.0,查询股份公司及股票信息
VER0295,35884,2026search_rand,嘉实上证科创板芯片ETF联接C和嘉实上证科创板芯片ETF发起联接C一样吗,22,VERDICT_QUESTION__1,6.0,查询科技股与科创板信息
VER0296,33596,2026search_rand,支付宝余额宝能不能还花呗的钱,44,VERDICT_QUESTION__2,6.0,支付宝相关操作查询
VER0297,32370,2026search_rand,公积金结息22年的还有利息吗,65,VERDICT_QUESTION__2,6.0,计算存贷款利息
VER0298,36262,2026search_rand,定期存款可以一直往里面存钱吗,70,VERDICT_QUESTION__2,6.0,查询定期存款利率
VER0299,30684,2026search_rand,贷款查征信能查到存款吗,14,VERDICT_QUESTION__2,6.0,个人征信报告查询与影响咨询
VER0300,36788,2026search_rand,手机支付宝能转账吗,44,VERDICT_QUESTION__2,6.0,支付宝相关操作查询
VER0301,30825,2026search_rand,中国有私立银行吗,53,VERDICT_QUESTION__2,6.0,中国银行服务信息查询
VER0302,39841,2026search_rand,工商可以转给农商吗,49,VERDICT_QUESTION__2,6.0,银行信息查询
VER0303,30690,2026search_rand,车子满10年后车险会增加吗,19,VERDICT_QUESTION__1,6.0,车险购买与理赔咨询
VER0304,30270,2026search_rand,借用卡可以转帐吗,10,VERDICT_QUESTION__2,6.0,查询转账与账户业务可行性
VER0305,32285,2026search_rand,可管去银行可管帮别人代取钱呢,10,VERDICT_QUESTION__2,6.0,查询转账与账户业务可行性
VER0306,37294,2026search_rand,银行早上开晨会去晚了算迟到吗,49,VERDICT_QUESTION__2,6.0,银行信息查询
VER0307,37785,2026search_rand,身份证复印件能网贷吗别人用,8,VERDICT_QUESTION__2,6.0,查询贷款信息
VER0308,35718,2026search_rand,可以现金往公户存钱吗,10,VERDICT_QUESTION__2,6.0,查询转账与账户业务可行性
VER0309,37835,2026search_rand,讯飞医疗科技是港股通吗,22,VERDICT_QUESTION__1,6.0,查询科技股与科创板信息
VER0310,34687,2026search_rand,外汇平台app国内能上吗,52,VERDICT_QUESTION__2,6.0,下载安装金融类App
VER0311,35195,2026search_rand,支付宝退出的稳定宝是稳定性理财产品吗会不会出现负增长,44,VERDICT_QUESTION__1,6.0,支付宝相关操作查询
VER0312,33503,2026search_rand,车被水泡了能报全损么,19,VERDICT_QUESTION__1,6.0,车险购买与理赔咨询
VER0313,34389,2026search_rand,"中原银行贷65000元,48期还完每月还1523元,靠谱吗?",67,VERDICT_QUESTION__2,6.0,贷款月供计算
VER0314,31662,2026search_rand,农业银行房贷还款有容时吗,50,VERDICT_QUESTION__2,6.0,农业银行及农村信用社服务信息查询
VER0315,30554,2026search_rand,4米2超吨保险公司赔吗,17,VERDICT_QUESTION__1,6.0,查询保险公司信息
VER0316,30424,2026search_rand,农村信用社存款有保障吗安全吗,70,VERDICT_QUESTION__2,6.0,查询定期存款利率
VER0317,30828,2026search_rand,2011年之前领的保险单与现在合并吗,18,VERDICT_QUESTION__1,6.0,查询保险相关业务
VER0318,38364,2026search_rand,征信报告可以只打一年的吗,14,VERDICT_QUESTION__2,6.0,个人征信报告查询与影响咨询
VER0319,35322,2026search_rand,沪电股份是pcb概念股吗,45,VERDICT_QUESTION__1,6.0,查询股份公司及股票信息
VER0320,37987,2026search_rand,车险在哪里交都能用吗,19,VERDICT_QUESTION__1,6.0,车险购买与理赔咨询
VER0321,32660,2026search_rand,股票涨了能马上卖出去吗?,30,VERDICT_QUESTION__1,6.0,股票行情与选股建议查询
VER0322,35965,2026search_rand,中银活钱宝可靠吗,10,VERDICT_QUESTION__2,6.0,查询转账与账户业务可行性
VER0323,33205,2026search_rand,邮政账户可以同卡号补卡吗,10,VERDICT_QUESTION__2,6.0,查询转账与账户业务可行性
VER0324,37167,2026search_rand,用了花呗的钱就是贷款了吗,13,VERDICT_QUESTION__2,6.0,花呗操作查询
VER0325,37830,2026search_rand,"银行预约取款成功后,银行会来电吗",49,VERDICT_QUESTION__2,6.0,银行信息查询
VER0326,36003,2026search_rand,钱存农业银行安全吗,50,VERDICT_QUESTION__2,6.0,农业银行及农村信用社服务信息查询
VER0327,35513,2026search_rand,投资顾问可以自己炒股吗,10,VERDICT_QUESTION__1,6.0,查询转账与账户业务可行性
VER0328,32740,2026search_rand,23岁适合买轻疾 中疾病 重疾 终身的吗,19,VERDICT_QUESTION__1,6.0,车险购买与理赔咨询
VER0329,32890,2026search_rand,教师退休后可以贷款吗,8,VERDICT_QUESTION__2,6.0,查询贷款信息
VER0330,35720,2026search_rand,携程白银贵宾可享不是会员能买吗,10,VERDICT_QUESTION__2,6.0,查询转账与账户业务可行性
VER0331,38074,2026search_rand,中国银行二类卡升级一类卡卡号会变吗,53,VERDICT_QUESTION__2,6.0,中国银行服务信息查询
VER0332,37721,2026search_rand,组合贷公积金贷款没还完可以取公积金还商贷么,8,VERDICT_QUESTION__2,6.0,查询贷款信息
VER0333,36074,2026search_rand,a股机构可以t0吗,30,VERDICT_QUESTION__1,6.0,股票行情与选股建议查询
VER0334,37646,2026search_rand,支付宝上买机票可以选择朋友代付款吗,44,VERDICT_QUESTION__2,6.0,支付宝相关操作查询
VER0335,34454,2026search_rand,微粒贷会抽贷吗,8,VERDICT_QUESTION__2,6.0,查询贷款信息
VER0336,34277,2026search_rand,香港账户5万美金被CRS正常吗,10,VERDICT_QUESTION__1,6.0,查询转账与账户业务可行性
VER0337,30211,2026search_rand,银行app存钱安全吗,52,VERDICT_QUESTION__2,6.0,下载安装金融类App
VER0338,37059,2026search_rand,有现金可以给其它人转账吗,10,VERDICT_QUESTION__2,6.0,查询转账与账户业务可行性
VER0339,32565,2026search_rand,中银E贷一年期还完之后额度立马恢复吗,9,VERDICT_QUESTION__2,6.0,贷款提前还款查询
VER0340,30025,2026search_rand,能去银行直接贷款吗,8,VERDICT_QUESTION__2,6.0,查询贷款信息
VER0341,37817,2026search_rand,车贷还款晚了一天还可以自动还款吗,9,VERDICT_QUESTION__2,6.0,贷款提前还款查询
VER0342,39633,2026search_rand,公务员不允许炒股吗,30,VERDICT_QUESTION__1,6.0,股票行情与选股建议查询
VER0343,39390,2026search_rand,自己存款算流水吗,70,VERDICT_QUESTION__2,6.0,查询定期存款利率
VER0344,35707,2026search_rand,大唐发电是龙头吗,30,VERDICT_QUESTION__1,6.0,股票行情与选股建议查询
VER0345,33776,2026search_rand,民生银行0.24倍市净率风险很大吗?,49,VERDICT_QUESTION__1,6.0,银行信息查询
VER0346,37958,2026search_rand,信用卡的钱能转到银行卡里吗,48,VERDICT_QUESTION__2,6.0,银行卡业务查询与办理指导
VER0347,37013,2026search_rand,一类卡是信用卡吗,47,VERDICT_QUESTION__2,6.0,查询办理信用卡业务
VER0348,37439,2026search_rand,香港的花旗银行存款国内能取吗,70,VERDICT_QUESTION__2,6.0,查询定期存款利率
VER0349,32085,2026search_rand,信用卡放在钱包里能被风控吗,47,VERDICT_QUESTION__2,6.0,查询办理信用卡业务
VER0350,33552,2026search_rand,中行借记卡在香港中国银行取钱要手续费吗,53,VERDICT_QUESTION__2,6.0,中国银行服务信息查询
VER0351,32761,2026search_rand,年金的身故理赔金是否为个人财产,19,VERDICT_QUESTION__1,6.0,车险购买与理赔咨询
VER0352,39009,2026search_rand,农商银行社会保障卡能借钱吗,49,VERDICT_QUESTION__2,6.0,银行信息查询
VER0353,39328,2026search_rand,买的二手车交强险没到期可以重新买吗,20,VERDICT_QUESTION__1,6.0,查询交强险保费、赔偿与投保规定
VER0354,37652,2026search_rand,人保买药算出险吗,18,VERDICT_QUESTION__1,6.0,查询保险相关业务
VER0355,34507,2026search_rand,宽基基金亏钱亏的是不是比基金慢一点?,7,VERDICT_QUESTION__1,6.0,基金净值查询
VER0356,31666,2026search_rand,恒宝股份主力加仓了吗,45,VERDICT_QUESTION__1,6.0,查询股份公司及股票信息
VER0357,37222,2026search_rand,德安县能用数字人民币吗,36,VERDICT_QUESTION__2,6.0,人民币及货币信息查询
VER0358,36436,2026search_rand,st宝馨科技股票能索赔吗,23,VERDICT_QUESTION__1,6.0,科技类股票信息查询
VER0359,32464,2026search_rand,可以提前还清银行贷款吗,9,VERDICT_QUESTION__2,6.0,贷款提前还款查询
VER0360,37982,2026search_rand,拍拍贷要全部还清才能借吗,9,VERDICT_QUESTION__2,6.0,贷款提前还款查询
VER0361,36645,2026search_rand,该不该退款人寿保险该开通想申请取消退回,16,VERDICT_QUESTION__1,6.0,查询人寿保险相关业务信息
VER0362,39507,2026search_rand,邮政磁条卡换成芯片卡能保留卡号吗,48,VERDICT_QUESTION__2,6.0,银行卡业务查询与办理指导
VER0363,35892,2026search_rand,一个身份证可以绑定几个支付宝?,44,VERDICT_QUESTION__2,6.0,支付宝相关操作查询
VER0364,36865,2026search_rand,北京证券登记公司现在还有吗,32,VERDICT_QUESTION__1,6.0,证券股票信息查询
VER0365,32000,2026search_rand,e高速建设银行打折吗,54,VERDICT_QUESTION__2,6.0,建设银行网点与服务查询
VER0366,39554,2026search_rand,银行卡过期了换卡卡号会变吗,48,VERDICT_QUESTION__2,6.0,银行卡业务查询与办理指导
VER0367,35885,2026search_rand,新华保险终身重疾险可靠吗,18,VERDICT_QUESTION__1,6.0,查询保险相关业务
VER0368,32938,2026search_rand,用香港公司控股内地公司在纳斯达克上市可以吗,17,VERDICT_QUESTION__1,6.0,查询保险公司信息
VER0369,39592,2026search_rand,惠科股份尾盘有没有主力资金流入,22,VERDICT_QUESTION__1,6.0,查询科技股与科创板信息
VER0370,30191,2026search_rand,农业银行卡到龙江银行取款机取钱收费吗,50,VERDICT_QUESTION__2,6.0,农业银行及农村信用社服务信息查询
VER0371,35510,2026search_rand,银行线下货款合同在手机银行APP可以查看吗,52,VERDICT_QUESTION__2,6.0,下载安装金融类App
VER0372,39396,2026search_rand,新手可以买上证指数吗,28,VERDICT_QUESTION__1,6.0,股指行情查询
VER0373,36125,2026search_rand,支付宝交易保护冻结24小时可以设置吗,44,VERDICT_QUESTION__2,6.0,支付宝相关操作查询
VER0374,35538,2026search_rand,存在邮政银行的定期存款到期可以取出来吗,70,VERDICT_QUESTION__2,6.0,查询定期存款利率
VER0375,35503,2026search_rand,小孩买保险需要身份证吗,18,VERDICT_QUESTION__1,6.0,查询保险相关业务
VER0376,30573,2026search_rand,9:20分前挂单卖出能成交吗,10,VERDICT_QUESTION__1,6.0,查询转账与账户业务可行性
VER0377,32825,2026search_rand,四川农商银行取消李渡支行,49,VERDICT_QUESTION__2,6.0,银行信息查询
VER0378,33907,2026search_rand,银行工作人员拿身份证能查到名下存款吗,70,VERDICT_QUESTION__2,6.0,查询定期存款利率
VER0379,35119,2026search_rand,查勘后就可以定损吗,10,VERDICT_QUESTION__1,6.0,查询转账与账户业务可行性
VER0380,30449,2026search_rand,人寿保险会授权药品吗,16,VERDICT_QUESTION__1,6.0,查询人寿保险相关业务信息
VER0381,32893,2026search_rand,灵税保app是正规的吗安全吗,52,VERDICT_QUESTION__1,6.0,下载安装金融类App
VER0382,36046,2026search_rand,郑州银行工会卡丢了可以补办原来的卡号吗,48,VERDICT_QUESTION__2,6.0,银行卡业务查询与办理指导
VER0383,32075,2026search_rand,人民币火烧一点算特保人民币吗,36,VERDICT_QUESTION__1,6.0,人民币及货币信息查询
VER0384,36496,2026search_rand,上海的钱款🉑以转到香港的恒生银行吗,10,VERDICT_QUESTION__2,6.0,查询转账与账户业务可行性
VER0385,32994,2026search_rand,招商银行股票35.38元安全性高吗,49,VERDICT_QUESTION__1,6.0,银行信息查询
VER0386,31815,2026search_rand,长城有自己的保险公司吗,17,VERDICT_QUESTION__1,6.0,查询保险公司信息
VER0387,31779,2026search_rand,协商还款还完之后可以申请房贷吗,9,VERDICT_QUESTION__2,6.0,贷款提前还款查询
VER0388,32108,2026search_rand,"把十万多钱存在农商银行三年,现在取岀来可以吗?",49,VERDICT_QUESTION__2,6.0,银行信息查询
VER0389,38098,2026search_rand,买自己父母的房子能用公积金贷款吗,8,VERDICT_QUESTION__2,6.0,查询贷款信息
VER0390,39688,2026search_rand,满15周岁可以办银行卡吗,48,VERDICT_QUESTION__2,6.0,银行卡业务查询与办理指导
VER0391,37801,2026search_rand,"平台借款已还清,银行征信显示未结清,借款人借款属于刷单,借款人会二次偿还吗",9,VERDICT_QUESTION__2,6.0,贷款提前还款查询
VER0392,37896,2026search_rand,国内让用虚拟币吗,36,VERDICT_QUESTION__2,6.0,人民币及货币信息查询
VER0393,35321,2026search_rand,房子被银行拍卖后还要继续还贷吗,9,VERDICT_QUESTION__2,6.0,贷款提前还款查询
VER0394,38029,2026search_rand,农商银行可以申请助学贷款吗,8,VERDICT_QUESTION__2,6.0,查询贷款信息
VER0395,38320,2026search_rand,金东金融当日还款是不能超过晚上12点吗,9,VERDICT_QUESTION__2,6.0,贷款提前还款查询
VER0396,33123,2026search_rand,"我自己买的手机卡被别人用过注册微信,支付宝等等6年,是不是不安全了",44,VERDICT_QUESTION__2,6.0,支付宝相关操作查询
VER0397,31443,2026search_rand,邮政手机app定期存款安全吗,70,VERDICT_QUESTION__2,6.0,查询定期存款利率
VER0398,39651,2026search_rand,海南银行是国家银行吗,49,VERDICT_QUESTION__2,6.0,银行信息查询
VER0399,34567,2026search_rand,孩子骑车撞人受伤学平险报吗,19,VERDICT_QUESTION__1,6.0,车险购买与理赔咨询
VER0400,38808,2026search_rand,银行柜台转账一次性可以转20万吗?,10,VERDICT_QUESTION__2,6.0,查询转账与账户业务可行性
VER0401,37031,2026search_rand,中国平安的业绩包括平安银行的吗?,53,VERDICT_QUESTION__1,6.0,中国银行服务信息查询
VER0402,35037,2026search_rand,车抵贷没还会执行房产吗,8,VERDICT_QUESTION__2,6.0,查询贷款信息
VER0403,39177,2026search_rand,花呗能取现金吗,13,VERDICT_QUESTION__2,6.0,花呗操作查询
VER0404,36998,2026search_rand,广发天天红货币A有风险吗,19,VERDICT_QUESTION__1,6.0,车险购买与理赔咨询
VER0405,30596,2026search_rand,农行52开头的k宝是蓝牙版的吗,50,VERDICT_QUESTION__2,6.0,农业银行及农村信用社服务信息查询
VER0406,37146,2026search_rand,对公账户可以扫码付款吗,10,VERDICT_QUESTION__2,6.0,查询转账与账户业务可行性
VER0407,40025,assistant_top,95588可以协商还本金吗,3,VERDICT_QUESTION__2,1.0,查询电话号码归属
VER0408,40188,assistant_top,众安保险可靠吗,18,VERDICT_QUESTION__1,1.0,查询保险相关业务
VER0409,40199,assistant_top,元保保险公司可靠吗,17,VERDICT_QUESTION__1,1.0,查询保险公司信息
VER0410,40280,assistant_top,可以买入吗,10,VERDICT_QUESTION__2,1.0,查询转账与账户业务可行性
VER0411,40305,assistant_top,外地人在上海贷款买房划算吗,8,VERDICT_QUESTION__2,1.0,查询贷款信息
VER0412,40364,assistant_top,工商银行9920可以柜台转账吗,49,VERDICT_QUESTION__2,1.0,银行信息查询
VER0413,40377,assistant_top,工商银行卡9920能柜台取现吗,49,VERDICT_QUESTION__2,1.0,银行信息查询
VER0414,40500,assistant_top,有风险吗,19,VERDICT_QUESTION__1,1.0,车险购买与理赔咨询
VER0415,40967,assistant_random,18年办的邮政储蓄银行信用卡没激活还能用吗,47,VERDICT_QUESTION__2,1.0,查询办理信用卡业务
VER0416,40973,assistant_random,2015年的一角货币现在还用吗？,66,VERDICT_QUESTION__2,1.0,金融行情数据查询
VER0417,40989,assistant_random,2026年还会发行新版人民币吗,66,VERDICT_QUESTION__2,1.0,金融行情数据查询
VER0418,40996,assistant_random,20万存农行大额存单能买吗,70,VERDICT_QUESTION__2,1.0,查询定期存款利率
VER0419,41037,assistant_random,A股可以买吗,30,VERDICT_QUESTION__1,1.0,股票行情与选股建议查询
VER0420,41041,assistant_random,FIL值得长期拿吗,10,VERDICT_QUESTION__1,1.0,查询转账与账户业务可行性
VER0421,41059,assistant_random,rg异端适合入手吗,10,VERDICT_QUESTION__1,1.0,查询转账与账户业务可行性
VER0422,41062,assistant_random,。香港可以使用微信支付吗？,43,VERDICT_QUESTION__2,1.0,支付方式使用与设置查询
VER0423,41063,assistant_random,一个银行可以在自动取款机和柜台取款吗,10,VERDICT_QUESTION__2,1.0,查询转账与账户业务可行性
VER0424,41088,assistant_random,中国农业银行得不得也办一一张信用卡？,50,VERDICT_QUESTION__2,1.0,农业银行及农村信用社服务信息查询
VER0425,41123,assistant_random,二类卡支出和收入额度是分开的吗？,10,VERDICT_QUESTION__2,1.0,查询转账与账户业务可行性
VER0426,41142,assistant_random,今天潍城建设银行上班吗？,54,VERDICT_QUESTION__2,1.0,建设银行网点与服务查询
VER0427,41163,assistant_random,保修卡丢失会影响全国联保吗,18,VERDICT_QUESTION__1,1.0,查询保险相关业务
VER0428,41166,assistant_random,保险公司住院保险对日间手术报销吗？,17,VERDICT_QUESTION__1,1.0,查询保险公司信息
VER0429,41167,assistant_random,保险单和保险合同一样吗,18,VERDICT_QUESTION__1,1.0,查询保险相关业务
VER0430,41169,assistant_random,信用卡可以全额分期还款吗,47,VERDICT_QUESTION__2,1.0,查询办理信用卡业务
VER0431,41173,assistant_random,信用卡能买优惠机票吗,47,VERDICT_QUESTION__2,1.0,查询办理信用卡业务
VER0432,41236,assistant_random,北京300804指南针要的身份信息有存在身份信息泄露的风险吗,1,VERDICT_QUESTION__1,1.0,查询300开头股票代码与行情
VER0433,41249,assistant_random,华夏银行今日可买入吗,49,VERDICT_QUESTION__2,1.0,银行信息查询
VER0434,41258,assistant_random,协商只还本金会影响个人信用信用吗？,47,VERDICT_QUESTION__2,1.0,查询办理信用卡业务
VER0435,41269,assistant_random,友邦优享长伴终身护理保险有哪些缺点,18,VERDICT_QUESTION__1,1.0,查询保险相关业务
VER0436,41278,assistant_random,合众人寿未来会倒闭吗,16,VERDICT_QUESTION__1,1.0,查询人寿保险相关业务信息
VER0437,41283,assistant_random,后续办理风险高吗,19,VERDICT_QUESTION__1,1.0,车险购买与理赔咨询
VER0438,41325,assistant_random,在富登的APP上能看到我的贷款信息吗,52,VERDICT_QUESTION__2,1.0,下载安装金融类App
VER0439,41326,assistant_random,在澳门是否有支持人民币理财的比性价比比较高的银行？,36,VERDICT_QUESTION__2,1.0,人民币及货币信息查询
VER0440,41349,assistant_random,太平洋的学平险属于太平洋产险？还是太平洋保险？,21,VERDICT_QUESTION__1,1.0,保险公司电话查询
VER0441,41378,assistant_random,如果不办卡，贷款会自动取消吗,8,VERDICT_QUESTION__2,1.0,查询贷款信息
VER0442,41406,assistant_random,对呀，那互联网和金融与其同gp不如统计这种数据流之类的东西，就那种算力就相当于现实中的地皮,10,VERDICT_QUESTION__1,1.0,查询转账与账户业务可行性
