L1,L1名,快照,n,咨询/求建议%,咨询/求建议_CI%,事件与进度%,事件与进度_CI%,问原因%,问原因_CI%,实体绑定%,实体绑定_CI%,时效%,时效_CI%,是非核实%,是非核实_CI%,问句%,问句_CI%,第一人称%,第一人称_CI%
ENTITY_VERIFY,核验机构平台与金融信息来源的真伪资质,2025搜索随机1w,153,9.15,"[5.5, 14.8]",1.31,"[0.4, 4.6]",0.0,"[0.0, 2.4]",20.26,"[14.7, 27.3]",0.65,"[0.1, 3.6]",67.97,"[60.2, 74.8]",86.27,"[79.9, 90.8]",1.96,"[0.7, 5.6]"
ENTITY_VERIFY,核验机构平台与金融信息来源的真伪资质,2026搜索,33,0.0,"[0.0, 10.4]",0.0,"[0.0, 10.4]",0.0,"[0.0, 10.4]",18.18,"[8.6, 34.4]",0.0,"[0.0, 10.4]",54.55,"[38.0, 70.2]",93.94,"[80.4, 98.3]",0.0,"[0.0, 10.4]"
ENTITY_VERIFY,核验机构平台与金融信息来源的真伪资质,2026搜索随机1w,100,10.0,"[5.5, 17.4]",0.0,"[0.0, 3.7]",1.0,"[0.2, 5.4]",20.0,"[13.3, 28.9]",1.0,"[0.2, 5.4]",66.0,"[56.3, 74.5]",84.0,"[75.6, 89.9]",1.0,"[0.2, 5.4]"
ENTITY_VERIFY,核验机构平台与金融信息来源的真伪资质,助手头部1k,7,14.29,"[2.6, 51.3]",0.0,"[0.0, 35.4]",0.0,"[0.0, 35.4]",28.57,"[8.2, 64.1]",0.0,"[0.0, 35.4]",28.57,"[8.2, 64.1]",71.43,"[35.9, 91.8]",0.0,"[0.0, 35.4]"
ENTITY_VERIFY,核验机构平台与金融信息来源的真伪资质,助手随机1k,9,11.11,"[2.0, 43.5]",0.0,"[0.0, 29.9]",0.0,"[0.0, 29.9]",22.22,"[6.3, 54.7]",0.0,"[0.0, 29.9]",66.67,"[35.4, 87.9]",100.0,"[70.1, 100.0]",0.0,"[0.0, 29.9]"
ENTITY_VERIFY,核验机构平台与金融信息来源的真伪资质,助手语音1k,5,0.0,"[0.0, 43.4]",0.0,"[0.0, 43.4]",20.0,"[3.6, 62.4]",20.0,"[3.6, 62.4]",0.0,"[0.0, 43.4]",60.0,"[23.1, 88.2]",100.0,"[56.6, 100.0]",0.0,"[0.0, 43.4]"
ENTITY_IDENTITY_CHECK,确认或反查标的代码与名称对应,2025搜索,22,0.0,"[0.0, 14.9]",31.82,"[16.4, 52.7]",0.0,"[0.0, 14.9]",40.91,"[23.3, 61.3]",0.0,"[0.0, 14.9]",0.0,"[0.0, 14.9]",18.18,"[7.3, 38.5]",0.0,"[0.0, 14.9]"
ENTITY_IDENTITY_CHECK,确认或反查标的代码与名称对应,2025搜索随机1w,78,1.28,"[0.2, 6.9]",10.26,"[5.3, 19.0]",0.0,"[0.0, 4.7]",74.36,"[63.7, 82.7]",1.28,"[0.2, 6.9]",1.28,"[0.2, 6.9]",32.05,"[22.7, 43.0]",0.0,"[0.0, 4.7]"
ENTITY_IDENTITY_CHECK,确认或反查标的代码与名称对应,2026搜索,40,0.0,"[0.0, 8.8]",27.5,"[16.1, 42.8]",0.0,"[0.0, 8.8]",60.0,"[44.6, 73.7]",0.0,"[0.0, 8.8]",0.0,"[0.0, 8.8]",25.0,"[14.2, 40.2]",0.0,"[0.0, 8.8]"
ENTITY_IDENTITY_CHECK,确认或反查标的代码与名称对应,2026搜索随机1w,118,0.0,"[0.0, 3.2]",11.02,"[6.6, 17.9]",0.85,"[0.1, 4.6]",66.1,"[57.2, 74.0]",0.85,"[0.1, 4.6]",5.08,"[2.4, 10.7]",50.0,"[41.1, 58.9]",0.85,"[0.1, 4.6]"
ENTITY_IDENTITY_CHECK,确认或反查标的代码与名称对应,助手头部1k,4,0.0,"[0.0, 49.0]",0.0,"[0.0, 49.0]",0.0,"[0.0, 49.0]",0.0,"[0.0, 49.0]",0.0,"[0.0, 49.0]",0.0,"[0.0, 49.0]",0.0,"[0.0, 49.0]",0.0,"[0.0, 49.0]"
ENTITY_IDENTITY_CHECK,确认或反查标的代码与名称对应,助手随机1k,5,0.0,"[0.0, 43.4]",20.0,"[3.6, 62.4]",0.0,"[0.0, 43.4]",40.0,"[11.8, 76.9]",0.0,"[0.0, 43.4]",0.0,"[0.0, 43.4]",60.0,"[23.1, 88.2]",0.0,"[0.0, 43.4]"
ENTITY_IDENTITY_CHECK,确认或反查标的代码与名称对应,助手语音头部1k,1,0.0,"[0.0, 79.3]",0.0,"[0.0, 79.3]",0.0,"[0.0, 79.3]",100.0,"[20.7, 100.0]",0.0,"[0.0, 79.3]",0.0,"[0.0, 79.3]",0.0,"[0.0, 79.3]",0.0,"[0.0, 79.3]"
ENTITY_IDENTITY_CHECK,确认或反查标的代码与名称对应,助手语音1k,8,0.0,"[0.0, 32.4]",25.0,"[7.1, 59.1]",0.0,"[0.0, 32.4]",87.5,"[52.9, 97.8]",0.0,"[0.0, 32.4]",0.0,"[0.0, 32.4]",50.0,"[21.5, 78.5]",0.0,"[0.0, 32.4]"
INVEST_ADVICE,请求个股买卖持有决策与涨跌预测,2025搜索,57,21.05,"[12.5, 33.3]",17.54,"[9.8, 29.4]",0.0,"[0.0, 6.3]",59.65,"[46.7, 71.4]",1.75,"[0.3, 9.3]",21.05,"[12.5, 33.3]",43.86,"[31.8, 56.7]",0.0,"[0.0, 6.3]"
INVEST_ADVICE,请求个股买卖持有决策与涨跌预测,2025搜索随机1w,186,27.42,"[21.5, 34.2]",9.14,"[5.8, 14.1]",0.54,"[0.1, 3.0]",48.92,"[41.8, 56.1]",5.91,"[3.3, 10.3]",29.57,"[23.5, 36.5]",58.06,"[50.9, 64.9]",0.0,"[0.0, 2.0]"
INVEST_ADVICE,请求个股买卖持有决策与涨跌预测,2026搜索,54,18.52,"[10.4, 30.8]",9.26,"[4.0, 19.9]",0.0,"[0.0, 6.6]",51.85,"[38.9, 64.6]",0.0,"[0.0, 6.6]",18.52,"[10.4, 30.8]",55.56,"[42.4, 68.0]",0.0,"[0.0, 6.6]"
INVEST_ADVICE,请求个股买卖持有决策与涨跌预测,2026搜索随机1w,421,24.94,"[21.0, 29.3]",9.74,"[7.3, 12.9]",2.14,"[1.1, 4.0]",54.63,"[49.9, 59.3]",8.79,"[6.4, 11.9]",33.02,"[28.7, 37.6]",66.75,"[62.1, 71.1]",0.24,"[0.0, 1.3]"
INVEST_ADVICE,请求个股买卖持有决策与涨跌预测,助手头部1k,62,41.94,"[30.5, 54.3]",20.97,"[12.7, 32.6]",0.0,"[0.0, 5.8]",46.77,"[34.9, 59.0]",17.74,"[10.2, 29.0]",50.0,"[37.9, 62.1]",69.35,"[57.0, 79.4]",4.84,"[1.7, 13.3]"
INVEST_ADVICE,请求个股买卖持有决策与涨跌预测,助手随机1k,160,38.12,"[31.0, 45.8]",7.5,"[4.3, 12.7]",0.62,"[0.1, 3.5]",50.0,"[42.3, 57.7]",13.12,"[8.7, 19.2]",33.12,"[26.3, 40.7]",68.75,"[61.2, 75.4]",7.5,"[4.3, 12.7]"
INVEST_ADVICE,请求个股买卖持有决策与涨跌预测,助手语音头部1k,7,0.0,"[0.0, 35.4]",14.29,"[2.6, 51.3]",0.0,"[0.0, 35.4]",28.57,"[8.2, 64.1]",0.0,"[0.0, 35.4]",28.57,"[8.2, 64.1]",42.86,"[15.8, 75.0]",0.0,"[0.0, 35.4]"
INVEST_ADVICE,请求个股买卖持有决策与涨跌预测,助手语音1k,52,28.85,"[18.3, 42.3]",7.69,"[3.0, 18.2]",0.0,"[0.0, 6.9]",50.0,"[36.9, 63.1]",11.54,"[5.4, 23.0]",23.08,"[13.7, 36.1]",53.85,"[40.5, 66.7]",0.0,"[0.0, 6.9]"
TXN_ISSUE,排查账户与交易异常,2025搜索,36,0.0,"[0.0, 9.6]",0.0,"[0.0, 9.6]",8.33,"[2.9, 21.8]",52.78,"[37.0, 68.0]",0.0,"[0.0, 9.6]",2.78,"[0.5, 14.2]",63.89,"[47.6, 77.5]",2.78,"[0.5, 14.2]"
TXN_ISSUE,排查账户与交易异常,2025搜索随机1w,518,0.97,"[0.4, 2.2]",0.77,"[0.3, 2.0]",20.08,"[16.9, 23.7]",39.19,"[35.1, 43.5]",2.51,"[1.5, 4.2]",11.2,"[8.8, 14.2]",59.85,"[55.6, 64.0]",3.47,"[2.2, 5.4]"
TXN_ISSUE,排查账户与交易异常,2026搜索,17,0.0,"[0.0, 18.4]",0.0,"[0.0, 18.4]",17.65,"[6.2, 41.0]",29.41,"[13.3, 53.1]",0.0,"[0.0, 18.4]",0.0,"[0.0, 18.4]",58.82,"[36.0, 78.4]",5.88,"[1.0, 27.0]"
TXN_ISSUE,排查账户与交易异常,2026搜索随机1w,417,0.24,"[0.0, 1.3]",1.44,"[0.7, 3.1]",20.86,"[17.2, 25.0]",36.69,"[32.2, 41.4]",2.16,"[1.1, 4.1]",11.27,"[8.6, 14.7]",58.99,"[54.2, 63.6]",4.8,"[3.1, 7.3]"
TXN_ISSUE,排查账户与交易异常,助手头部1k,44,0.0,"[0.0, 8.0]",0.0,"[0.0, 8.0]",18.18,"[9.5, 32.0]",84.09,"[70.6, 92.1]",0.0,"[0.0, 8.0]",13.64,"[6.4, 26.7]",43.18,"[29.7, 57.8]",0.0,"[0.0, 8.0]"
TXN_ISSUE,排查账户与交易异常,助手随机1k,22,0.0,"[0.0, 14.9]",4.55,"[0.8, 21.8]",13.64,"[4.7, 33.3]",22.73,"[10.1, 43.4]",18.18,"[7.3, 38.5]",22.73,"[10.1, 43.4]",68.18,"[47.3, 83.6]",22.73,"[10.1, 43.4]"
TXN_ISSUE,排查账户与交易异常,助手语音1k,41,0.0,"[0.0, 8.6]",0.0,"[0.0, 8.6]",24.39,"[13.8, 39.3]",43.9,"[29.9, 59.0]",2.44,"[0.4, 12.6]",14.63,"[6.9, 28.4]",60.98,"[45.7, 74.3]",17.07,"[8.5, 31.3]"
COMPARISON_DECISION,比较两个金融对象并给出取舍,2025搜索,25,4.0,"[0.7, 19.5]",0.0,"[0.0, 13.3]",0.0,"[0.0, 13.3]",40.0,"[23.4, 59.3]",0.0,"[0.0, 13.3]",0.0,"[0.0, 13.3]",52.0,"[33.5, 70.0]",0.0,"[0.0, 13.3]"
COMPARISON_DECISION,比较两个金融对象并给出取舍,2025搜索随机1w,100,2.0,"[0.6, 7.0]",2.0,"[0.6, 7.0]",2.0,"[0.6, 7.0]",48.0,"[38.5, 57.7]",2.0,"[0.6, 7.0]",5.0,"[2.2, 11.2]",52.0,"[42.3, 61.5]",0.0,"[0.0, 3.7]"
COMPARISON_DECISION,比较两个金融对象并给出取舍,2026搜索,6,0.0,"[0.0, 39.0]",0.0,"[0.0, 39.0]",0.0,"[0.0, 39.0]",50.0,"[18.8, 81.2]",0.0,"[0.0, 39.0]",0.0,"[0.0, 39.0]",50.0,"[18.8, 81.2]",0.0,"[0.0, 39.0]"
COMPARISON_DECISION,比较两个金融对象并给出取舍,2026搜索随机1w,111,2.7,"[0.9, 7.6]",0.9,"[0.2, 4.9]",0.9,"[0.2, 4.9]",63.06,"[53.8, 71.5]",0.0,"[0.0, 3.3]",8.11,"[4.3, 14.7]",66.67,"[57.5, 74.7]",0.9,"[0.2, 4.9]"
COMPARISON_DECISION,比较两个金融对象并给出取舍,助手头部1k,12,8.33,"[1.5, 35.4]",0.0,"[0.0, 24.3]",0.0,"[0.0, 24.3]",16.67,"[4.7, 44.8]",0.0,"[0.0, 24.3]",0.0,"[0.0, 24.3]",75.0,"[46.8, 91.1]",8.33,"[1.5, 35.4]"
COMPARISON_DECISION,比较两个金融对象并给出取舍,助手随机1k,21,28.57,"[13.8, 50.0]",0.0,"[0.0, 15.5]",0.0,"[0.0, 15.5]",33.33,"[17.2, 54.6]",0.0,"[0.0, 15.5]",0.0,"[0.0, 15.5]",80.95,"[60.0, 92.3]",4.76,"[0.8, 22.7]"
COMPARISON_DECISION,比较两个金融对象并给出取舍,助手语音头部1k,1,0.0,"[0.0, 79.3]",0.0,"[0.0, 79.3]",0.0,"[0.0, 79.3]",100.0,"[20.7, 100.0]",0.0,"[0.0, 79.3]",0.0,"[0.0, 79.3]",100.0,"[20.7, 100.0]",0.0,"[0.0, 79.3]"
COMPARISON_DECISION,比较两个金融对象并给出取舍,助手语音1k,12,8.33,"[1.5, 35.4]",0.0,"[0.0, 24.3]",0.0,"[0.0, 24.3]",50.0,"[25.4, 74.6]",8.33,"[1.5, 35.4]",33.33,"[13.8, 60.9]",58.33,"[32.0, 80.7]",0.0,"[0.0, 24.3]"
DEBT_DISTRESS,处理逾期催收与还款困境,2025搜索,15,0.0,"[0.0, 20.4]",0.0,"[0.0, 20.4]",6.67,"[1.2, 29.8]",6.67,"[1.2, 29.8]",0.0,"[0.0, 20.4]",0.0,"[0.0, 20.4]",86.67,"[62.1, 96.3]",0.0,"[0.0, 20.4]"
DEBT_DISTRESS,处理逾期催收与还款困境,2025搜索随机1w,71,0.0,"[0.0, 5.1]",0.0,"[0.0, 5.1]",0.0,"[0.0, 5.1]",11.27,"[5.8, 20.7]",1.41,"[0.2, 7.6]",25.35,"[16.7, 36.6]",59.15,"[47.5, 69.8]",2.82,"[0.8, 9.7]"
DEBT_DISTRESS,处理逾期催收与还款困境,2026搜索,2,0.0,"[0.0, 65.8]",0.0,"[0.0, 65.8]",0.0,"[0.0, 65.8]",0.0,"[0.0, 65.8]",0.0,"[0.0, 65.8]",0.0,"[0.0, 65.8]",100.0,"[34.2, 100.0]",0.0,"[0.0, 65.8]"
DEBT_DISTRESS,处理逾期催收与还款困境,2026搜索随机1w,41,0.0,"[0.0, 8.6]",0.0,"[0.0, 8.6]",0.0,"[0.0, 8.6]",12.2,"[5.3, 25.5]",2.44,"[0.4, 12.6]",39.02,"[25.7, 54.3]",75.61,"[60.7, 86.2]",2.44,"[0.4, 12.6]"
DEBT_DISTRESS,处理逾期催收与还款困境,助手头部1k,3,0.0,"[0.0, 56.2]",0.0,"[0.0, 56.2]",0.0,"[0.0, 56.2]",66.67,"[20.8, 93.9]",0.0,"[0.0, 56.2]",0.0,"[0.0, 56.2]",66.67,"[20.8, 93.9]",0.0,"[0.0, 56.2]"
DEBT_DISTRESS,处理逾期催收与还款困境,助手随机1k,1,0.0,"[0.0, 79.3]",0.0,"[0.0, 79.3]",0.0,"[0.0, 79.3]",0.0,"[0.0, 79.3]",0.0,"[0.0, 79.3]",0.0,"[0.0, 79.3]",100.0,"[20.7, 100.0]",0.0,"[0.0, 79.3]"
DEBT_DISTRESS,处理逾期催收与还款困境,助手语音1k,1,0.0,"[0.0, 79.3]",0.0,"[0.0, 79.3]",0.0,"[0.0, 79.3]",0.0,"[0.0, 79.3]",0.0,"[0.0, 79.3]",100.0,"[20.7, 100.0]",100.0,"[20.7, 100.0]",0.0,"[0.0, 79.3]"
STATUS_DECODE,解读粘贴的提示与界面状态,2025搜索,2,0.0,"[0.0, 65.8]",0.0,"[0.0, 65.8]",0.0,"[0.0, 65.8]",50.0,"[9.5, 90.5]",50.0,"[9.5, 90.5]",0.0,"[0.0, 65.8]",0.0,"[0.0, 65.8]",0.0,"[0.0, 65.8]"
STATUS_DECODE,解读粘贴的提示与界面状态,2025搜索随机1w,24,0.0,"[0.0, 13.8]",0.0,"[0.0, 13.8]",0.0,"[0.0, 13.8]",50.0,"[31.4, 68.6]",0.0,"[0.0, 13.8]",4.17,"[0.7, 20.2]",62.5,"[42.7, 78.8]",0.0,"[0.0, 13.8]"
STATUS_DECODE,解读粘贴的提示与界面状态,2026搜索随机1w,22,0.0,"[0.0, 14.9]",0.0,"[0.0, 14.9]",0.0,"[0.0, 14.9]",68.18,"[47.3, 83.6]",0.0,"[0.0, 14.9]",4.55,"[0.8, 21.8]",40.91,"[23.3, 61.3]",0.0,"[0.0, 14.9]"
STATUS_DECODE,解读粘贴的提示与界面状态,助手头部1k,3,0.0,"[0.0, 56.2]",0.0,"[0.0, 56.2]",0.0,"[0.0, 56.2]",33.33,"[6.1, 79.2]",0.0,"[0.0, 56.2]",0.0,"[0.0, 56.2]",66.67,"[20.8, 93.9]",0.0,"[0.0, 56.2]"
STATUS_DECODE,解读粘贴的提示与界面状态,助手随机1k,1,0.0,"[0.0, 79.3]",0.0,"[0.0, 79.3]",0.0,"[0.0, 79.3]",0.0,"[0.0, 79.3]",0.0,"[0.0, 79.3]",0.0,"[0.0, 79.3]",0.0,"[0.0, 79.3]",0.0,"[0.0, 79.3]"
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,2025搜索,40,5.0,"[1.4, 16.5]",82.5,"[68.0, 91.3]",0.0,"[0.0, 8.8]",17.5,"[8.7, 32.0]",57.5,"[42.2, 71.5]",0.0,"[0.0, 8.8]",5.0,"[1.4, 16.5]",0.0,"[0.0, 8.8]"
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,2025搜索随机1w,273,2.93,"[1.5, 5.7]",67.03,"[61.3, 72.3]",1.83,"[0.8, 4.2]",37.73,"[32.2, 43.6]",22.71,"[18.1, 28.0]",7.69,"[5.1, 11.5]",21.25,"[16.8, 26.5]",0.37,"[0.1, 2.0]"
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,2026搜索,61,6.56,"[2.6, 15.7]",91.8,"[82.2, 96.4]",0.0,"[0.0, 5.9]",37.7,"[26.6, 50.3]",42.62,"[31.0, 55.1]",1.64,"[0.3, 8.7]",26.23,"[16.8, 38.4]",0.0,"[0.0, 5.9]"
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,2026搜索随机1w,459,5.45,"[3.7, 7.9]",55.34,"[50.8, 59.8]",4.14,"[2.7, 6.4]",40.96,"[36.6, 45.5]",23.31,"[19.7, 27.4]",9.59,"[7.2, 12.6]",33.12,"[29.0, 37.5]",0.0,"[0.0, 0.8]"
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,助手头部1k,16,18.75,"[6.6, 43.0]",75.0,"[50.5, 89.8]",0.0,"[0.0, 19.4]",0.0,"[0.0, 19.4]",6.25,"[1.1, 28.3]",6.25,"[1.1, 28.3]",31.25,"[14.2, 55.6]",0.0,"[0.0, 19.4]"
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,助手随机1k,79,18.99,"[11.9, 29.0]",67.09,"[56.1, 76.4]",7.59,"[3.5, 15.6]",37.97,"[28.1, 49.0]",11.39,"[6.1, 20.3]",10.13,"[5.2, 18.7]",46.84,"[36.2, 57.7]",0.0,"[0.0, 4.6]"
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,助手语音头部1k,9,22.22,"[6.3, 54.7]",55.56,"[26.7, 81.1]",0.0,"[0.0, 29.9]",44.44,"[18.9, 73.3]",0.0,"[0.0, 29.9]",0.0,"[0.0, 29.9]",55.56,"[26.7, 81.1]",0.0,"[0.0, 29.9]"
NEWS_EVENT,查询个股与公司层面的消息、公告与进度,助手语音1k,37,16.22,"[7.7, 31.1]",43.24,"[28.7, 59.1]",5.41,"[1.5, 17.7]",32.43,"[19.6, 48.5]",21.62,"[11.4, 37.2]",13.51,"[5.9, 28.0]",54.05,"[38.4, 69.0]",2.7,"[0.5, 13.8]"
MARKET_MOVEMENT_EXPLAIN,解释已发生市场现象的原因,2025搜索,7,0.0,"[0.0, 35.4]",14.29,"[2.6, 51.3]",57.14,"[25.0, 84.2]",28.57,"[8.2, 64.1]",0.0,"[0.0, 35.4]",0.0,"[0.0, 35.4]",28.57,"[8.2, 64.1]",0.0,"[0.0, 35.4]"
MARKET_MOVEMENT_EXPLAIN,解释已发生市场现象的原因,2025搜索随机1w,56,1.79,"[0.3, 9.4]",7.14,"[2.8, 17.0]",53.57,"[40.7, 66.0]",16.07,"[8.7, 27.8]",5.36,"[1.8, 14.6]",5.36,"[1.8, 14.6]",46.43,"[34.0, 59.3]",1.79,"[0.3, 9.4]"
MARKET_MOVEMENT_EXPLAIN,解释已发生市场现象的原因,2026搜索,5,0.0,"[0.0, 43.4]",20.0,"[3.6, 62.4]",60.0,"[23.1, 88.2]",20.0,"[3.6, 62.4]",20.0,"[3.6, 62.4]",0.0,"[0.0, 43.4]",60.0,"[23.1, 88.2]",0.0,"[0.0, 43.4]"
MARKET_MOVEMENT_EXPLAIN,解释已发生市场现象的原因,2026搜索随机1w,99,3.03,"[1.0, 8.5]",7.07,"[3.5, 13.9]",49.49,"[39.9, 59.2]",33.33,"[24.8, 43.1]",14.14,"[8.6, 22.3]",4.04,"[1.6, 9.9]",54.55,"[44.8, 64.0]",0.0,"[0.0, 3.7]"
MARKET_MOVEMENT_EXPLAIN,解释已发生市场现象的原因,助手头部1k,1,0.0,"[0.0, 79.3]",0.0,"[0.0, 79.3]",100.0,"[20.7, 100.0]",100.0,"[20.7, 100.0]",0.0,"[0.0, 79.3]",0.0,"[0.0, 79.3]",0.0,"[0.0, 79.3]",0.0,"[0.0, 79.3]"
MARKET_MOVEMENT_EXPLAIN,解释已发生市场现象的原因,助手随机1k,27,11.11,"[3.9, 28.1]",18.52,"[8.2, 36.7]",44.44,"[27.6, 62.7]",18.52,"[8.2, 36.7]",11.11,"[3.9, 28.1]",11.11,"[3.9, 28.1]",55.56,"[37.3, 72.4]",7.41,"[2.1, 23.4]"
MARKET_MOVEMENT_EXPLAIN,解释已发生市场现象的原因,助手语音头部1k,1,0.0,"[0.0, 79.3]",0.0,"[0.0, 79.3]",100.0,"[20.7, 100.0]",0.0,"[0.0, 79.3]",0.0,"[0.0, 79.3]",0.0,"[0.0, 79.3]",100.0,"[20.7, 100.0]",0.0,"[0.0, 79.3]"
MARKET_MOVEMENT_EXPLAIN,解释已发生市场现象的原因,助手语音1k,9,11.11,"[2.0, 43.5]",11.11,"[2.0, 43.5]",44.44,"[18.9, 73.3]",33.33,"[12.1, 64.6]",0.0,"[0.0, 29.9]",33.33,"[12.1, 64.6]",77.78,"[45.3, 93.7]",11.11,"[2.0, 43.5]"
SEEK_CREDIT_WORKAROUND,寻找绕征信借款或评估征信修复,2025搜索,8,0.0,"[0.0, 32.4]",0.0,"[0.0, 32.4]",0.0,"[0.0, 32.4]",0.0,"[0.0, 32.4]",0.0,"[0.0, 32.4]",12.5,"[2.2, 47.1]",37.5,"[13.7, 69.4]",0.0,"[0.0, 32.4]"
SEEK_CREDIT_WORKAROUND,寻找绕征信借款或评估征信修复,2025搜索随机1w,11,0.0,"[0.0, 25.9]",0.0,"[0.0, 25.9]",9.09,"[1.6, 37.7]",0.0,"[0.0, 25.9]",0.0,"[0.0, 25.9]",18.18,"[5.1, 47.7]",36.36,"[15.2, 64.6]",9.09,"[1.6, 37.7]"
SEEK_CREDIT_WORKAROUND,寻找绕征信借款或评估征信修复,2026搜索随机1w,4,25.0,"[4.6, 69.9]",0.0,"[0.0, 49.0]",0.0,"[0.0, 49.0]",0.0,"[0.0, 49.0]",0.0,"[0.0, 49.0]",0.0,"[0.0, 49.0]",0.0,"[0.0, 49.0]",0.0,"[0.0, 49.0]"
SEEK_CREDIT_WORKAROUND,寻找绕征信借款或评估征信修复,助手头部1k,1,0.0,"[0.0, 79.3]",0.0,"[0.0, 79.3]",0.0,"[0.0, 79.3]",0.0,"[0.0, 79.3]",0.0,"[0.0, 79.3]",0.0,"[0.0, 79.3]",0.0,"[0.0, 79.3]",0.0,"[0.0, 79.3]"
SEEK_CREDIT_WORKAROUND,寻找绕征信借款或评估征信修复,助手随机1k,2,0.0,"[0.0, 65.8]",0.0,"[0.0, 65.8]",0.0,"[0.0, 65.8]",0.0,"[0.0, 65.8]",0.0,"[0.0, 65.8]",0.0,"[0.0, 65.8]",100.0,"[34.2, 100.0]",0.0,"[0.0, 65.8]"
SEEK_CREDIT_WORKAROUND,寻找绕征信借款或评估征信修复,助手语音1k,1,0.0,"[0.0, 79.3]",0.0,"[0.0, 79.3]",0.0,"[0.0, 79.3]",0.0,"[0.0, 79.3]",0.0,"[0.0, 79.3]",0.0,"[0.0, 79.3]",100.0,"[20.7, 100.0]",0.0,"[0.0, 79.3]"
