L1,L1名,对比,a,b,方向,词,a中次数,b中次数,z
FX_CONVERT,查询汇率并换算外币金额,深度·搜索内,2026搜索,2026搜索随机1w,偏b,多少,141,352,8.05
FX_CONVERT,查询汇率并换算外币金额,深度·搜索内,2026搜索,2026搜索随机1w,偏b,是,27,113,5.79
FX_CONVERT,查询汇率并换算外币金额,深度·搜索内,2026搜索,2026搜索随机1w,偏b,钱,5,52,4.73
FX_CONVERT,查询汇率并换算外币金额,深度·搜索内,2026搜索,2026搜索随机1w,偏b,元,9,41,3.69
FX_CONVERT,查询汇率并换算外币金额,深度·搜索内,2026搜索,2026搜索随机1w,偏b,年,0,21,3.12
FX_CONVERT,查询汇率并换算外币金额,深度·搜索内,2026搜索,2026搜索随机1w,偏b,等于,86,147,2.9
FX_CONVERT,查询汇率并换算外币金额,深度·搜索内,2026搜索,2026搜索随机1w,偏b,月,0,15,2.61
FX_CONVERT,查询汇率并换算外币金额,深度·搜索内,2026搜索,2026搜索随机1w,偏b,万,10,27,2.2
FX_CONVERT,查询汇率并换算外币金额,深度·搜索内,2026搜索,2026搜索随机1w,偏b,现在,0,10,2.05
FX_CONVERT,查询汇率并换算外币金额,深度·搜索内,2026搜索,2026搜索随机1w,偏b,6,0,11,1.97
FX_CONVERT,查询汇率并换算外币金额,时间·头部层,2025搜索,2026搜索,偏a,多少,299,141,-4.14
FX_CONVERT,查询汇率并换算外币金额,时间·头部层,2025搜索,2026搜索,偏a,等于,199,86,-4.02
FX_CONVERT,查询汇率并换算外币金额,时间·头部层,2025搜索,2026搜索,偏a,亿韩元,33,6,-3.1
FX_CONVERT,查询汇率并换算外币金额,时间·头部层,2025搜索,2026搜索,偏a,万日元,30,10,-2.1
FX_CONVERT,查询汇率并换算外币金额,时间·头部层,2025搜索,2026搜索,偏b,美元,95,99,2.68
FX_CONVERT,查询汇率并换算外币金额,时间·头部层,2025搜索,2026搜索,偏b,兑换,206,188,2.53
FX_CONVERT,查询汇率并换算外币金额,时间·随机层,2025搜索随机1w,2026搜索随机1w,偏a,1000,13,4,-2.13
FX_CONVERT,查询汇率并换算外币金额,时间·随机层,2025搜索随机1w,2026搜索随机1w,偏b,万美元,1,9,2.05
FX_CONVERT,查询汇率并换算外币金额,时间·随机层,2025搜索随机1w,2026搜索随机1w,偏b,2026,0,8,1.98
FX_CONVERT,查询汇率并换算外币金额,输入方式·头部层,助手头部1k,助手语音头部1k,偏a,兑换,21,8,-2.25
FX_CONVERT,查询汇率并换算外币金额,输入方式·头部层,助手头部1k,助手语音头部1k,偏b,对,1,9,2.12
RESOLVE_BARE_ENTITY,解析裸非可报价名称,界面·头部层,2026搜索,助手头部1k,偏a,证券,42,1,-3.26
RESOLVE_BARE_ENTITY,解析裸非可报价名称,界面·头部层,2026搜索,助手头部1k,偏a,银行,40,4,-2.27
RESOLVE_BARE_ENTITY,解析裸非可报价名称,界面·头部层,2026搜索,助手头部1k,偏b,贵金属,2,6,2.26
RESOLVE_BARE_ENTITY,解析裸非可报价名称,界面·头部层,2026搜索,助手头部1k,偏b,平台,3,6,2.07
RESOLVE_BARE_ENTITY,解析裸非可报价名称,深度·搜索内,2026搜索,2026搜索随机1w,偏a,证券,42,12,-5.01
RESOLVE_BARE_ENTITY,解析裸非可报价名称,深度·搜索内,2026搜索,2026搜索随机1w,偏a,板块,13,2,-2.99
RESOLVE_BARE_ENTITY,解析裸非可报价名称,深度·搜索内,2026搜索,2026搜索随机1w,偏a,银行,40,34,-2.4
RESOLVE_BARE_ENTITY,解析裸非可报价名称,深度·搜索内,2026搜索,2026搜索随机1w,偏a,st,8,3,-1.98
RESOLVE_BARE_ENTITY,解析裸非可报价名称,深度·搜索内,2026搜索,2026搜索随机1w,偏b,平台,3,19,2.31
RESOLVE_BARE_ENTITY,解析裸非可报价名称,时间·头部层,2025搜索,2026搜索,偏a,有限公司,21,5,-1.99
RESOLVE_BARE_ENTITY,解析裸非可报价名称,时间·头部层,2025搜索,2026搜索,偏b,板块,4,13,2.81
RESOLVE_BARE_ENTITY,解析裸非可报价名称,时间·随机层,2025搜索随机1w,2026搜索随机1w,偏a,年,8,0,-1.96
RESOLVE_BARE_ENTITY,解析裸非可报价名称,时间·随机层,2025搜索随机1w,2026搜索随机1w,偏b,平台,8,19,2.23
OTHER_INTENT,其他非金融意图或无明确意图,界面·头部层,2026搜索,助手头部1k,偏a,今天,13,0,-2.43
OTHER_INTENT,其他非金融意图或无明确意图,界面·头部层,2026搜索,助手头部1k,偏a,庄园,46,21,-2.33
OTHER_INTENT,其他非金融意图或无明确意图,界面·头部层,2026搜索,助手头部1k,偏a,最新,14,2,-2.22
OTHER_INTENT,其他非金融意图或无明确意图,界面·头部层,2026搜索,助手头部1k,偏a,正确,17,5,-2.05
OTHER_INTENT,其他非金融意图或无明确意图,界面·头部层,2026搜索,助手头部1k,偏b,多少,0,8,2.02
OTHER_INTENT,其他非金融意图或无明确意图,界面·随机层,2026搜索随机1w,助手随机1k,偏a,保险,43,2,-3.0
OTHER_INTENT,其他非金融意图或无明确意图,界面·随机层,2026搜索随机1w,助手随机1k,偏a,钱,49,4,-2.86
OTHER_INTENT,其他非金融意图或无明确意图,界面·随机层,2026搜索随机1w,助手随机1k,偏a,什么,38,1,-2.55
OTHER_INTENT,其他非金融意图或无明确意图,界面·随机层,2026搜索随机1w,助手随机1k,偏a,庄园,23,2,-2.06
OTHER_INTENT,其他非金融意图或无明确意图,界面·随机层,2026搜索随机1w,助手随机1k,偏a,支付宝,22,1,-1.99
OTHER_INTENT,其他非金融意图或无明确意图,界面·随机层,2026搜索随机1w,助手随机1k,偏b,我,12,20,3.83
OTHER_INTENT,其他非金融意图或无明确意图,界面·随机层,2026搜索随机1w,助手随机1k,偏b,今天,4,11,3.3
OTHER_INTENT,其他非金融意图或无明确意图,界面·随机层,2026搜索随机1w,助手随机1k,偏b,还是,2,9,3.13
OTHER_INTENT,其他非金融意图或无明确意图,界面·随机层,2026搜索随机1w,助手随机1k,偏b,你,1,9,2.99
OTHER_INTENT,其他非金融意图或无明确意图,界面·随机层,2026搜索随机1w,助手随机1k,偏b,是,45,31,2.71
OTHER_INTENT,其他非金融意图或无明确意图,界面·随机层,2026搜索随机1w,助手随机1k,偏b,这个,1,5,2.29
OTHER_INTENT,其他非金融意图或无明确意图,界面·随机层,2026搜索随机1w,助手随机1k,偏b,也,1,5,2.29
OTHER_INTENT,其他非金融意图或无明确意图,界面·随机层,2026搜索随机1w,助手随机1k,偏b,吧,0,2,2.23
OTHER_INTENT,其他非金融意图或无明确意图,界面·随机层,2026搜索随机1w,助手随机1k,偏b,那个,3,6,2.22
OTHER_INTENT,其他非金融意图或无明确意图,界面·随机层,2026搜索随机1w,助手随机1k,偏b,那,2,5,2.14
OTHER_INTENT,其他非金融意图或无明确意图,界面·随机层,2026搜索随机1w,助手随机1k,偏b,昨天,2,5,2.14
OTHER_INTENT,其他非金融意图或无明确意图,界面·随机层,2026搜索随机1w,助手随机1k,偏b,收,1,4,2.03
OTHER_INTENT,其他非金融意图或无明确意图,界面·随机层,2026搜索随机1w,助手随机1k,偏b,的,93,50,1.96
OTHER_INTENT,其他非金融意图或无明确意图,深度·搜索内,2026搜索,2026搜索随机1w,偏a,答案,48,17,-8.92
OTHER_INTENT,其他非金融意图或无明确意图,深度·搜索内,2026搜索,2026搜索随机1w,偏a,蚂蚁,49,25,-8.75
OTHER_INTENT,其他非金融意图或无明确意图,深度·搜索内,2026搜索,2026搜索随机1w,偏a,庄园,46,23,-8.48
OTHER_INTENT,其他非金融意图或无明确意图,深度·搜索内,2026搜索,2026搜索随机1w,偏a,今日,37,8,-8.1
OTHER_INTENT,其他非金融意图或无明确意图,深度·搜索内,2026搜索,2026搜索随机1w,偏a,最新,14,3,-5.0
OTHER_INTENT,其他非金融意图或无明确意图,深度·搜索内,2026搜索,2026搜索随机1w,偏a,正确,17,2,-4.85
OTHER_INTENT,其他非金融意图或无明确意图,深度·搜索内,2026搜索,2026搜索随机1w,偏a,今天,13,4,-4.76
OTHER_INTENT,其他非金融意图或无明确意图,深度·搜索内,2026搜索,2026搜索随机1w,偏a,股票,5,20,-3.68
OTHER_INTENT,其他非金融意图或无明确意图,深度·搜索内,2026搜索,2026搜索随机1w,偏a,答题,8,2,-3.59
OTHER_INTENT,其他非金融意图或无明确意图,深度·搜索内,2026搜索,2026搜索随机1w,偏a,小鸡,5,2,-2.81
OTHER_INTENT,其他非金融意图或无明确意图,深度·搜索内,2026搜索,2026搜索随机1w,偏a,股,1,1,-2.66
OTHER_INTENT,其他非金融意图或无明确意图,深度·搜索内,2026搜索,2026搜索随机1w,偏a,钱包,4,3,-2.29
OTHER_INTENT,其他非金融意图或无明确意图,深度·搜索内,2026搜索,2026搜索随机1w,偏a,2026,4,5,-1.96
OTHER_INTENT,其他非金融意图或无明确意图,深度·搜索内,2026搜索,2026搜索随机1w,偏b,钱,0,49,2.45
OTHER_INTENT,其他非金融意图或无明确意图,深度·搜索内,2026搜索,2026搜索随机1w,偏b,了,0,46,2.42
OTHER_INTENT,其他非金融意图或无明确意图,深度·搜索内,2026搜索,2026搜索随机1w,偏b,保险,1,43,2.2
OTHER_INTENT,其他非金融意图或无明确意图,深度·搜索内,2026搜索,2026搜索随机1w,偏b,的,5,93,2.17
OTHER_INTENT,其他非金融意图或无明确意图,深度·助手内,助手头部1k,助手随机1k,偏a,蚂蚁,35,3,-5.58
OTHER_INTENT,其他非金融意图或无明确意图,深度·助手内,助手头部1k,助手随机1k,偏a,今日,25,1,-5.11
OTHER_INTENT,其他非金融意图或无明确意图,深度·助手内,助手头部1k,助手随机1k,偏a,答案,29,1,-4.51
OTHER_INTENT,其他非金融意图或无明确意图,深度·助手内,助手头部1k,助手随机1k,偏a,庄园,21,2,-4.39
OTHER_INTENT,其他非金融意图或无明确意图,深度·助手内,助手头部1k,助手随机1k,偏a,新村,15,1,-3.41
OTHER_INTENT,其他非金融意图或无明确意图,深度·助手内,助手头部1k,助手随机1k,偏a,股票,0,1,-2.18
OTHER_INTENT,其他非金融意图或无明确意图,深度·助手内,助手头部1k,助手随机1k,偏a,多少,8,8,-2.17
OTHER_INTENT,其他非金融意图或无明确意图,深度·助手内,助手头部1k,助手随机1k,偏a,钱,6,4,-1.96
OTHER_INTENT,其他非金融意图或无明确意图,深度·助手内,助手头部1k,助手随机1k,偏b,的,2,50,3.04
OTHER_INTENT,其他非金融意图或无明确意图,深度·助手内,助手头部1k,助手随机1k,偏b,我,1,20,2.23
OTHER_INTENT,其他非金融意图或无明确意图,深度·助手内,助手头部1k,助手随机1k,偏b,了,0,19,2.16
OTHER_INTENT,其他非金融意图或无明确意图,时间·头部层,2025搜索,2026搜索,偏a,庄园,105,46,-2.28
OTHER_INTENT,其他非金融意图或无明确意图,时间·头部层,2025搜索,2026搜索,偏b,股票,1,5,2.1
OTHER_INTENT,其他非金融意图或无明确意图,时间·随机层,2025搜索随机1w,2026搜索随机1w,偏a,保险,72,43,-2.25
OTHER_INTENT,其他非金融意图或无明确意图,时间·随机层,2025搜索随机1w,2026搜索随机1w,偏a,元,25,10,-2.2
OTHER_INTENT,其他非金融意图或无明确意图,时间·随机层,2025搜索随机1w,2026搜索随机1w,偏a,账户,10,1,-2.14
OTHER_INTENT,其他非金融意图或无明确意图,时间·随机层,2025搜索随机1w,2026搜索随机1w,偏a,怎么样,11,2,-2.09
OTHER_INTENT,其他非金融意图或无明确意图,时间·随机层,2025搜索随机1w,2026搜索随机1w,偏a,赔,10,2,-1.97
OTHER_INTENT,其他非金融意图或无明确意图,时间·随机层,2025搜索随机1w,2026搜索随机1w,偏b,万,2,13,2.54
OTHER_INTENT,其他非金融意图或无明确意图,时间·随机层,2025搜索随机1w,2026搜索随机1w,偏b,和,4,16,2.52
OTHER_INTENT,其他非金融意图或无明确意图,时间·随机层,2025搜索随机1w,2026搜索随机1w,偏b,收款,2,10,2.17
OTHER_INTENT,其他非金融意图或无明确意图,时间·随机层,2025搜索随机1w,2026搜索随机1w,偏b,了,30,46,2.13
CONTACT_BRANCH_LOOKUP,查询机构联系方式、网点信息及号码归属,深度·搜索内,2026搜索,2026搜索随机1w,偏a,电话,235,197,-13.3
CONTACT_BRANCH_LOOKUP,查询机构联系方式、网点信息及号码归属,深度·搜索内,2026搜索,2026搜索随机1w,偏a,客服,116,51,-11.24
CONTACT_BRANCH_LOOKUP,查询机构联系方式、网点信息及号码归属,深度·搜索内,2026搜索,2026搜索随机1w,偏a,人工,62,22,-8.38
CONTACT_BRANCH_LOOKUP,查询机构联系方式、网点信息及号码归属,深度·搜索内,2026搜索,2026搜索随机1w,偏a,24,52,12,-7.85
CONTACT_BRANCH_LOOKUP,查询机构联系方式、网点信息及号码归属,深度·搜索内,2026搜索,2026搜索随机1w,偏a,小时,51,12,-7.77
CONTACT_BRANCH_LOOKUP,查询机构联系方式、网点信息及号码归属,深度·搜索内,2026搜索,2026搜索随机1w,偏a,信用卡,48,17,-7.4
CONTACT_BRANCH_LOOKUP,查询机构联系方式、网点信息及号码归属,深度·搜索内,2026搜索,2026搜索随机1w,偏a,服务,40,22,-6.13
CONTACT_BRANCH_LOOKUP,查询机构联系方式、网点信息及号码归属,深度·搜索内,2026搜索,2026搜索随机1w,偏a,什么,64,75,-5.36
CONTACT_BRANCH_LOOKUP,查询机构联系方式、网点信息及号码归属,深度·搜索内,2026搜索,2026搜索随机1w,偏a,是,82,125,-4.69
CONTACT_BRANCH_LOOKUP,查询机构联系方式、网点信息及号码归属,深度·搜索内,2026搜索,2026搜索随机1w,偏a,车险,20,10,-4.45
CONTACT_BRANCH_LOOKUP,查询机构联系方式、网点信息及号码归属,深度·搜索内,2026搜索,2026搜索随机1w,偏a,人保,9,2,-3.26
CONTACT_BRANCH_LOOKUP,查询机构联系方式、网点信息及号码归属,深度·搜索内,2026搜索,2026搜索随机1w,偏a,热线,9,5,-2.87
CONTACT_BRANCH_LOOKUP,查询机构联系方式、网点信息及号码归属,深度·搜索内,2026搜索,2026搜索随机1w,偏a,平安,14,17,-2.33
CONTACT_BRANCH_LOOKUP,查询机构联系方式、网点信息及号码归属,深度·搜索内,2026搜索,2026搜索随机1w,偏a,支付宝,3,0,-2.3
CONTACT_BRANCH_LOOKUP,查询机构联系方式、网点信息及号码归属,深度·搜索内,2026搜索,2026搜索随机1w,偏a,号码,10,11,-2.12
CONTACT_BRANCH_LOOKUP,查询机构联系方式、网点信息及号码归属,深度·搜索内,2026搜索,2026搜索随机1w,偏b,支行,0,241,5.04
CONTACT_BRANCH_LOOKUP,查询机构联系方式、网点信息及号码归属,深度·搜索内,2026搜索,2026搜索随机1w,偏b,行号,0,110,3.36
CONTACT_BRANCH_LOOKUP,查询机构联系方式、网点信息及号码归属,深度·搜索内,2026搜索,2026搜索随机1w,偏b,农村,2,50,3.1
CONTACT_BRANCH_LOOKUP,查询机构联系方式、网点信息及号码归属,深度·搜索内,2026搜索,2026搜索随机1w,偏b,农商,2,46,2.96
CONTACT_BRANCH_LOOKUP,查询机构联系方式、网点信息及号码归属,深度·搜索内,2026搜索,2026搜索随机1w,偏b,网点,1,44,2.85
CONTACT_BRANCH_LOOKUP,查询机构联系方式、网点信息及号码归属,深度·搜索内,2026搜索,2026搜索随机1w,偏b,在,0,41,2.85
CONTACT_BRANCH_LOOKUP,查询机构联系方式、网点信息及号码归属,深度·搜索内,2026搜索,2026搜索随机1w,偏b,有,0,35,2.6
CONTACT_BRANCH_LOOKUP,查询机构联系方式、网点信息及号码归属,深度·搜索内,2026搜索,2026搜索随机1w,偏b,商业银行,1,33,2.51
CONTACT_BRANCH_LOOKUP,查询机构联系方式、网点信息及号码归属,深度·搜索内,2026搜索,2026搜索随机1w,偏b,信用社,2,31,2.34
CONTACT_BRANCH_LOOKUP,查询机构联系方式、网点信息及号码归属,深度·搜索内,2026搜索,2026搜索随机1w,偏b,有限公司,3,33,2.25
CONTACT_BRANCH_LOOKUP,查询机构联系方式、网点信息及号码归属,深度·搜索内,2026搜索,2026搜索随机1w,偏b,地址,0,44,2.21
CONTACT_BRANCH_LOOKUP,查询机构联系方式、网点信息及号码归属,深度·搜索内,2026搜索,2026搜索随机1w,偏b,工商银行,8,51,2.12
CONTACT_BRANCH_LOOKUP,查询机构联系方式、网点信息及号码归属,深度·搜索内,2026搜索,2026搜索随机1w,偏b,号,2,26,2.03
CONTACT_BRANCH_LOOKUP,查询机构联系方式、网点信息及号码归属,深度·搜索内,2026搜索,2026搜索随机1w,偏b,农行,2,25,2.0
CONTACT_BRANCH_LOOKUP,查询机构联系方式、网点信息及号码归属,深度·搜索内,2026搜索,2026搜索随机1w,偏b,哪里,1,22,2.0
CONTACT_BRANCH_LOOKUP,查询机构联系方式、网点信息及号码归属,时间·随机层,2025搜索随机1w,2026搜索随机1w,偏a,人保,13,2,-2.23
CONTACT_BRANCH_LOOKUP,查询机构联系方式、网点信息及号码归属,时间·随机层,2025搜索随机1w,2026搜索随机1w,偏b,什么,59,75,2.39
CONTACT_BRANCH_LOOKUP,查询机构联系方式、网点信息及号码归属,时间·随机层,2025搜索随机1w,2026搜索随机1w,偏b,客服,39,51,2.08
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,界面·随机层,2026搜索随机1w,助手随机1k,偏a,什么,402,40,-5.76
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,界面·随机层,2026搜索随机1w,助手随机1k,偏a,是,343,30,-5.39
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,界面·随机层,2026搜索随机1w,助手随机1k,偏a,意思,196,2,-5.01
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,界面·随机层,2026搜索随机1w,助手随机1k,偏a,吗,109,5,-2.88
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,界面·随机层,2026搜索随机1w,助手随机1k,偏a,基金,76,5,-2.86
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,界面·随机层,2026搜索随机1w,助手随机1k,偏a,交易,56,3,-2.61
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,界面·随机层,2026搜索随机1w,助手随机1k,偏a,和,73,7,-2.3
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,界面·随机层,2026搜索随机1w,助手随机1k,偏b,融资,6,15,4.7
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,界面·随机层,2026搜索随机1w,助手随机1k,偏b,余额,5,14,4.61
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,界面·随机层,2026搜索随机1w,助手随机1k,偏b,如何,11,16,4.47
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,界面·随机层,2026搜索随机1w,助手随机1k,偏b,市场,4,9,3.58
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,界面·随机层,2026搜索随机1w,助手随机1k,偏b,年,12,12,3.55
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,界面·随机层,2026搜索随机1w,助手随机1k,偏b,哪些,33,22,3.5
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,界面·随机层,2026搜索随机1w,助手随机1k,偏b,2026,1,7,3.35
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,界面·随机层,2026搜索随机1w,助手随机1k,偏b,多少,30,15,3.28
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,界面·随机层,2026搜索随机1w,助手随机1k,偏b,还有,1,5,2.75
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,界面·随机层,2026搜索随机1w,助手随机1k,偏b,这,1,5,2.74
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,界面·随机层,2026搜索随机1w,助手随机1k,偏b,是否,2,5,2.72
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,界面·随机层,2026搜索随机1w,助手随机1k,偏b,影响,19,13,2.72
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,界面·随机层,2026搜索随机1w,助手随机1k,偏b,吧,1,1,2.67
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,界面·随机层,2026搜索随机1w,助手随机1k,偏b,风险,11,9,2.56
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,界面·随机层,2026搜索随机1w,助手随机1k,偏b,完,1,4,2.48
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,深度·搜索内,2026搜索,2026搜索随机1w,偏a,指,10,6,-4.47
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,深度·搜索内,2026搜索,2026搜索随机1w,偏a,开盘,7,5,-3.65
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,深度·搜索内,2026搜索,2026搜索随机1w,偏a,哪,6,1,-3.53
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,深度·搜索内,2026搜索,2026搜索随机1w,偏a,时间,12,21,-3.48
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,深度·搜索内,2026搜索,2026搜索随机1w,偏a,人民币,1,1,-3.38
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,深度·搜索内,2026搜索,2026搜索随机1w,偏a,多少,8,30,-3.27
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,深度·搜索内,2026搜索,2026搜索随机1w,偏a,休市,5,2,-3.26
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,深度·搜索内,2026搜索,2026搜索随机1w,偏a,吧,0,1,-3.19
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,深度·搜索内,2026搜索,2026搜索随机1w,偏a,几点,9,15,-3.08
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,深度·搜索内,2026搜索,2026搜索随机1w,偏a,借记卡,4,2,-2.89
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,深度·搜索内,2026搜索,2026搜索随机1w,偏a,今日,2,2,-2.86
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,深度·搜索内,2026搜索,2026搜索随机1w,偏a,etf,5,5,-2.85
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,深度·搜索内,2026搜索,2026搜索随机1w,偏a,股票,25,146,-2.78
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,深度·搜索内,2026搜索,2026搜索随机1w,偏a,港股,6,10,-2.58
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,深度·搜索内,2026搜索,2026搜索随机1w,偏a,开户,4,4,-2.58
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,深度·搜索内,2026搜索,2026搜索随机1w,偏b,的,14,226,2.69
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,时间·头部层,2025搜索,2026搜索,偏a,什么,147,72,-2.39
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,时间·头部层,2025搜索,2026搜索,偏b,基金,2,8,2.2
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,时间·头部层,2025搜索,2026搜索,偏b,股票,23,25,1.99
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,时间·随机层,2025搜索随机1w,2026搜索随机1w,偏a,银行,86,51,-3.32
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,时间·随机层,2025搜索随机1w,2026搜索随机1w,偏a,贷款,52,25,-3.27
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,时间·随机层,2025搜索随机1w,2026搜索随机1w,偏a,征信,48,28,-2.58
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,时间·随机层,2025搜索随机1w,2026搜索随机1w,偏a,保险,48,29,-2.44
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,时间·随机层,2025搜索随机1w,2026搜索随机1w,偏a,呗,17,6,-2.31
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,时间·随机层,2025搜索随机1w,2026搜索随机1w,偏a,查询,11,2,-2.25
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,时间·随机层,2025搜索随机1w,2026搜索随机1w,偏a,属于,19,8,-2.22
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,时间·随机层,2025搜索随机1w,2026搜索随机1w,偏a,哪,9,1,-2.19
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,时间·随机层,2025搜索随机1w,2026搜索随机1w,偏a,平安,10,2,-2.14
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,时间·随机层,2025搜索随机1w,2026搜索随机1w,偏a,转账,13,4,-2.14
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,时间·随机层,2025搜索随机1w,2026搜索随机1w,偏a,密码,11,3,-2.09
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,时间·随机层,2025搜索随机1w,2026搜索随机1w,偏a,保,8,1,-2.04
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,时间·随机层,2025搜索随机1w,2026搜索随机1w,偏a,通,9,2,-2.0
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,时间·随机层,2025搜索随机1w,2026搜索随机1w,偏b,基金,37,76,3.19
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,时间·随机层,2025搜索随机1w,2026搜索随机1w,偏b,股票,92,146,2.66
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,时间·随机层,2025搜索随机1w,2026搜索随机1w,偏b,不,3,16,2.49
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,时间·随机层,2025搜索随机1w,2026搜索随机1w,偏b,分红,4,16,2.31
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,时间·随机层,2025搜索随机1w,2026搜索随机1w,偏b,期货,7,20,2.16
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,时间·随机层,2025搜索随机1w,2026搜索随机1w,偏b,下跌,1,10,2.14
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,时间·随机层,2025搜索随机1w,2026搜索随机1w,偏b,时,1,10,2.13
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,时间·随机层,2025搜索随机1w,2026搜索随机1w,偏b,收益,10,24,2.11
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,时间·随机层,2025搜索随机1w,2026搜索随机1w,偏b,算,11,25,2.04
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,时间·随机层,2025搜索随机1w,2026搜索随机1w,偏b,指数,5,16,2.04
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,时间·随机层,2025搜索随机1w,2026搜索随机1w,偏b,本息,1,9,2.02
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,时间·随机层,2025搜索随机1w,2026搜索随机1w,偏b,份额,1,9,2.01
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,时间·随机层,2025搜索随机1w,2026搜索随机1w,偏b,k,3,12,2.01
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,时间·随机层,2025搜索随机1w,2026搜索随机1w,偏b,卖出,2,10,1.97
CONCEPT_EXPLAIN,解释金融术语与交易/业务规则,时间·随机层,2025搜索随机1w,2026搜索随机1w,偏b,等额,2,10,1.96
RATE_CALC,查询利率、费率、限额并试算利息/还款,界面·随机层,2026搜索随机1w,助手随机1k,偏a,钱,156,11,-3.7
RATE_CALC,查询利率、费率、限额并试算利息/还款,界面·随机层,2026搜索随机1w,助手随机1k,偏a,多少,476,70,-3.49
RATE_CALC,查询利率、费率、限额并试算利息/还款,界面·随机层,2026搜索随机1w,助手随机1k,偏a,利息,217,27,-3.15
RATE_CALC,查询利率、费率、限额并试算利息/还款,界面·随机层,2026搜索随机1w,助手随机1k,偏a,一年,85,5,-3.02
RATE_CALC,查询利率、费率、限额并试算利息/还款,界面·随机层,2026搜索随机1w,助手随机1k,偏a,利率,120,13,-2.63
RATE_CALC,查询利率、费率、限额并试算利息/还款,界面·随机层,2026搜索随机1w,助手随机1k,偏b,我,2,13,4.58
RATE_CALC,查询利率、费率、限额并试算利息/还款,界面·随机层,2026搜索随机1w,助手随机1k,偏b,股票,10,1,3.66
