sid,query,code
d020530,尿管刺痛什么原因,WK_MN
d020555,尿素高可以吃萝卜吗,NK_SN
d020623,尿路感染是怎么引起的 原因有哪些症状,WK_MN
d020637,尿道内破皮一直不愈合怎么治,WK_MN
d020658,尿道炎吃复方石韦也不好怎么办,WK_MN
d020788,尿黄是咋回事,WK_MN
d020819,屁股上长疙瘩还痒是怎么回事,PF
d020863,屁股那属于腰不,WFPD
d020961,山竹每天最多可以吃几个,YS
d020973,山茱萸和菟丝子正确泡水,ZY
d021115,工程化益生菌或工程化什么治疗牙周炎,KQ
d021157,左侧头部一阵一阵跳痛什么原因,NK_SJ
d021164,左侧肋下疼痛的可能病因,NK_XH
d021289,左氧氟沙星滴眼药水能给孩子用吗,EK
d021303,左氧氟沙星管子宫内膜炎吗,FCK_FK
d021314,左炔诺孕酮片吃后需要忌口吗,FCK_FK
d021363,左肺上叶尖后段及右肺中叶内段实性小结节LunRADS2,NK_HX
d021420,左腿酸痛,WK_GK
d021519,巴氯芬片的功效和作用,NK_SJ
d021538,布地奈德,WFPD
d021574,布洛芬多久起药效,YP_GENERIC
d021673,带状疱疹会引起恶心反胃吗,PF
d021686,带状疱疹后遗神经痛如何彻底根治,TT
d021766,常吃角瓜有什么危害,YS
d021805,常生吃洋葱对身体有什么好处,YS
d021832,干山药为何尽量少吃,YS
d021849,干燥症能引起什么病,NK_FS
d021881,干酵母片图片,YP_GENERIC
d021913,平常输液有好处吗,YS
d021923,平时泡水喝陶瓷好是不锈钢好,FYL
d021963,平躺着胸闷胃食管反流吃什么药,NK_XH
d022011,幽们螺旋杆菌胃疼胃利害能输液吗,NK_XH
d022095,广东省妇幼总院在哪里,JY
d022126,广州市天使儿童医院医生的照片,JY
d022131,广州献血一次能拿多少能免费门诊,JY
d022151,广生堂乙肝揭盲,GR
d022159,广西加劲利肝隆药效,GR
d022220,康复新液,WFPD
d022237,康弘药业,WFPD
d022269,延伸 检查,WFPD
d022352,异丙嗪功效与作用与副作用,YP_GENERIC
d022471,归脾丸不适宜人群,ZY
d022479,归脾丸是饭前还是饭后服用效果好,ZY
d022487,归脾丸能止血么,ZY
d022564,录雷他氯雷他定片,WFPD
d022689,心不舒服流冷汗,NK_XX
d022748,心悸痛什么原因引起的,NK_XX
d022769,心慌能吃酒石酸美托洛尔片吗,NK_XX
d022778,心梗前兆有哪些症状,NK_XX
d022785,心梗在法国治疗多少钱,JY
d022861,心率高于100有什么危害,NK_XX
d022877,心电图st段改变t波高耸,NK_XX
d022885,心电图提示异常q波说明什么,NK_XX
d022901,心电窦性心律不齐,NK_XX
d022902,心电轴右偏是什么意思,NK_XX
d023004,心脏供血不足有哪些症状,NK_XX
d023097,心脏缺血按摩哪个穴位,ZY
d023207,心跳比较快呼吸不畅是什么原因,NK_XX
d023246,快快速去掉嘴里大蒜味,YS
d023249,快来月经可以取节育环吗,FCK_FK
d023271,"忽然晕恶心想吐喝了藿香口服液吐了一些食物好一点+,但现在肚子好像有声音有点",NK_XH
d023275,怀化泌尿科最好的医院,JY
d023314,怀孕8个月引产需要多少钱,JY
d023316,怀孕b超未见胎心什么意思,FCK_CK
d023328,怀孕一个月自然流产多久可以同房,FCK_CK
d023359,怀孕了番茄跟绿豆水一起吃可以吗,FCK_CK
d023381,怀孕几周做nt检查？,FCK_CK
d023417,怀孕后手腕上的脉搏跳动用眼能看到,FCK_CK
d023443,怀孕小腹隐隐下坠不疼什么情况呢,FCK_CK
d023472,怀孕的最初征兆表现,FCK_CK
d023482,怀孕肚子有压迫的感觉正常吗,FCK_CK
d023540,怎么弄出白色粘液,WFPD
d023542,怎么感觉鼻子里有臭味,EB
d023559,怎么控制尿酸最好的方法,NK_NF
d023606,怎么知道上火是实火还是阴虚火旺或兼而有之?,ZY
d023632,怎么锻炼大腿肌肉？,YS
d023640,怎样使骨髓更健康,YS
d023647,怎样才算变声,EK
d023700,急产,FCK_CK
d023758,急性胰腺炎出院一个月后可以吃醋吗,NK_XH
d023795,急诊三级和四级哪个严重,JZ
d023943,总觉得肚子涨是水肿吗,NK_XH
d023944,总计量就是二百，白天犯困，,WFPD
d023946,恋活怎么调整舌头位置,FYL
d023955,恩扎卢胺服用方法,ZL
d023997,恶性肿瘤免疫治疗后出现肌肉酸痛疲劳是什么原因,ZL
d024039,情绪体验极差思考焦虑停不下来用奥沙西泮,JS
d024048,惠州市第二人民医院的电话病人接听,JY
d024069,想睡觉是肾损伤吗,NK_SN
d024089,感冒之后左脸下边能摸到有个小疙瘩会动会疼,EB
d024101,感冒了没喝药能喝酒吗,NK_HX
d024184,感冒有点发热吃点什么药,NK_HX
d024206,感冒炎症能引起肺磨玻璃结节吗,NK_HX
d024212,感冒能不能推背吗,ZY
d024303,感觉自己憋要爆炸了,WFPD
d024304,感觉身体乏力没劲很累怎么回事,QK
d024329,慢性咽炎的中医治疗方法,ZY
d024333,慢性咽炎跟肺结节有关系吗,NK_HX
d024354,慢性病包括哪些病,QK
d024355,慢性病有多少？,QK
d024454,憋着屎抽烟会咳嗽吗,NK_HX
d024474,成人微量元素检查多少钱,JY
d024479,成人早晨空腹喝牛奶好吗,YS
d024501,成年男性尿酸,NK_NF
d024628,我想了解伏立康唑,GR
d024638,我想问一下,WFPD
d024651,我是处女，被男朋友舔了那里以后为什么会很恶心干呕，...,FCK_FK
d024676,"我有胃酸反流,经常口干舌燥怎么回事呢",NK_XH
d024771,我问的是这个变色是否脂肪瘤的常见表现,WK_PW
d024809,截瘫恢复行走的多吗,KF
d024900,扁桃体肥大怎么治疗最佳方法,EB
d024947,手受伤无名指握拳无力怎么回事,WK_GK
d024968,手心脚心有一点发烫头和身上不烫,QK
d024972,手扭伤冰敷多久,WK_GK
d024975,手抖的原因手颤抖是怎么引起的,NK_SJ
d024999,手指关节疼是腱鞘炎吗,WK_GK
d025101,手术(拟),WFPD
d025190,手背出汗吃什么中成药最好,ZY
d025192,手背和手臂有很多小出血点中药可治疗吗,ZY
d025215,手腕上有个凸起的疙瘩怎么回事,WK_GK
d025243,手腕骨折拆石膏后注意什么,WK_GK
d025313,手足口病是什么原因引起的,EK
d025317,手足口病症状,EK
d025387,打了替尔泊肽吃东西恶心想吐怎么办?,NK_NF
d025398,打了狂犬疫苗后能吃卤菜吗？,GR
d025488,打流感疫苗多长时间能吃鱼,GR
d025516,打羽毛球喝的功能性维生素冲剂品牌,YS
d025614,扶正化瘀胶囊的功效与作用,GR
d025617,扶阳贴正确位置图片,ZY
d025628,把脉能把出来是不是处吗,ZY
d025640,抑郁焦虑的青少年能送去训练营吗,JS
d025678,抑郁症脑电波与正常人的区别,JS
d025681,抑郁症诊断需要心脑检查有啥毛病?,JS
d025721,抗核抗体滴度是检查什么,JC
d025722,抗核抗体阳性1:40说明什么,JC
d025724,抗核抗体阳性说明什么,JC
d025744,抗病毒感冒药中药,NK_HX
d025769,抗链球菌溶血素o高是什么原因,JC
d025802,护肝片吃多久停一停,YP_GENERIC
d025806,护肝草长什么样,YS
d025824,抽了七年烟戒烟还来得及吗,YS
d025844,抽烟后想吐是什么原因,NK_XH
d025876,抽血熬夜会有影响吗,JC
d025885,拇外翻术后克氏针拔了穿减压鞋可以走路吗,WK_GK
d025906,拉完头发后味道特别重怎么办,FYL
d025939,拉绿色的屎是什么原因,NK_XH
d025968,拉肚子拉不出来又想反胃是什么原因,NK_XH
d026004,拍片的男性都是吃了药的吗,FYL
d026013,拔智齿前可以吃布洛芬缓释胶囊吗,KQ
d026043,拔罐血海功效及作用,ZY
d026045,拔罐黑紫色说明什么,ZY
d026183,挫伤一般多久恢复,WK_GK
d026212,掉头发是什么原因引起的,PF
d026243,排卵是什么症状和感觉,FCK_FK
d026254,排卵期出褐色分泌物怎么回事,FCK_FK
d026290,排尿晕倒挂哪个科室,NK_SJ
d026332,控糖肚子常饿是好事吗还是坏事,NK_NF
d026349,提肛运动的正确做法,YS
d026362,搔扒反射,WFPD
d026414,撒施型清菌颗粒的害处,FYL
d026467,支原体长什么样子图片,JC
d026503,支气管炎的症状是哪些,NK_HX
d026546,放屁多是什么病的征兆该怎么办,NK_XH
d026639,文君然心慌失眠,ZY
d026643,文拉法辛每天75mg,JS
d026672,断烟后肺不好喝什么药,NK_HX
d026692,新冠2025几天能好,GR
d026718,新华医院,JY
d026725,新尚杜氏盐藻压片糖果的功效,YS
d026731,新晃县中医院妇科主任唐医生,JY
d026814,新癀片的功效与作用,YP_GENERIC
d026860,无名指向内弯曲按压指甲胀痛,WK_GK
d026866,无性孢子,FYL
d026935,无锡一院,JY
d026986,早上体重最准确,YS
d027033,早上空腹吃苹果？,YS
d027137,早晨空腹血糖比餐后血糖高,NK_NF
d027171,早起胃癌出现的病变局限于什么,ZL
d027238,明思克苗药风湿止痛能治骨曾生骨刺吗,WK_GK
d027347,是这多氨糖加软骨素钙片以后多久可以吃牛黄清火丸,YP_GENERIC
d027360,晒太阳的好处与功效与作用,YS
d027428,晚上吃了盐酸曲唑酮片睡不着，可以改白天吃吗,JS
d027440,晚上喝一杯豆浆会不会发胖,YS
d027443,晚上喝了4两53度白酒第二天上午口腔无酒味,YS
d027445,晚上喝了咖啡还是困,YS
d027521,晚上腋下体温36.9,QK
d027567,普乐安片的功能主治,WK_MN
d027592,普罗帕酮刺激胃吗,NK_XX
d027629,智齿牙龈发炎肿痛怎么办,KQ
d027646,曲克芦丁医保限制内容,JY
d027700,更年期会胸闷气短呼吸困难心慌,FCK_FK
d027847,最近失眠睡不着,JS
d027907,月经不正常挂什么科检查,FCK_FK
d027916,月经两年没有了现在又来了怎么回事,FCK_FK
d027926,月经刚来一点点可以做尿检吗女,JC
d027940,月经前会卵巢囊肿吗,FCK_FK
d027958,月经周期怎么计算的,FCK_FK
d028027,月经期可以知柏地黄丸吗,FCK_FK
d028028,月经期吃什么补血？,YS
d028083,月经淋漓不尽 吃药能止住 会是宫颈癌吗,FCK_FK
d028132,有37周出生的吗,FCK_CK
d028180,有免疫性血小板减少性紫癜病史产检要说吗,FCK_CK
d028331,有盆腔积液腹痛同房会加重吗,FCK_FK
d028374,有高血压的人能干夜班吗,NK_XX
d028436,朝日啤酒热量,YS
d028591,杀死胞内细菌的主要机制为,FYL
d028643,杏仁的功效与作用,YS
d028645,杏仁的功效和作用,YS
d028658,杏子的营养价值和功效与作用,YS
d028699,束儿敏脾肽口服液的功效,YP_GENERIC
d028796,杭州第七人民精神医院是私立医院还是公立医院,JY
d028833,松龄血脉康胶囊功效与作用,NK_XX
d028931,枳实消痞丸的功效和作用,NK_XH
d028948,枸杞发潮还能吃吗,YS
d028967,枸杞菊花茶叶能一起喝吗?,YS
d028975,枸橼酸泌钾胶囊和奥美拉唑是一种药吗,NK_XH
d029066,查电解质需要空腹喝血吗,JC
d029081,查血能查出宫颈癌吗,FCK_FK
d029175,"核心判断+双眼内眼角发痒、越揉越痒,典型是过敏性结膜炎,不是细菌发炎!",YK
d029231,格列美脲片的功效与作用及副作用,NK_NF
d029269,桂枝,ZY
d029277,桂枝汤配方功效与主治,ZY
d029280,桂枝甘草汤组成,ZY
d029282,桂枝用量多少克,ZY
d029301,桂花的功效和作用,YS
d029365,桑叶泡水喝有什么功效和作用,YS
d029456,桦林骨科医院联系方式,JY
d029515,梅毒终身阳性无症状严重吗,PF_XB
d029576,检查水平Ⅱ/1.5是什么意思,WFPD
d029599,检测排卵是阴超还是b超？,FCK_SZ
d029626,植物脂肪吃多了胆固醇高吗,YS
d029630,植红,WFPD
d029683,榴莲后吃了它肝衰竭,NK_XH
d029727,横桥和细肌丝中的何种蛋白结合才能引起肌丝滑行,FYL
d029739,樱桃状血管瘤图片,PF
d029804,止血灵胶囊的功效和作用,YP_GENERIC
d029819,正常一个人憋气多少秒为正常,YS
d029828,正常人会不会偶尔血压高,NK_XX
d029886,正常血压值的标准范围是多少,NK_XX
d030060,每天早晚一碗豆浆对女性的影响,YS
d030135,比赛前吃根香蕉恢复体能,YS
d030176,毛铺酒的功效与作用是什么,YS
d030178,民国时期肺炎好治吗,NK_HX
d030186,气切后能恢复吗,EB
d030189,气切病人湿化时可以鼻饲用餐吗,EB
d030246,气色差喝一个月三七粉有什么变化,YS
d030342,氧化性低密度脂蛋白是什么意思,NK_XX
d030367,氨咖黄敏胶囊的功效与作用,NK_HX
d030378,氨基糖苷类抗生素有哪些,YP_GENERIC
d030380,氨基葡萄糖吃多久一个疗程,WK_GK
d030398,氨溴特罗口服溶液,NK_HX
d030412,氨甲环酸的作用和效果,YP_GENERIC
d030455,氨钠片是什么,YP_GENERIC
d030546,水密桃子的作用与功效是什么,YS
d030583,水痘,GR
d030593,水痘是不是只有等它破裂了才会结痂,GR
d030652,汇晨养老中心,FYL
d030692,汗疱疹用艾草泡可以治愈吗,PF
d030728,江阴市利港医院,JY
d030735,汤臣倍健多种维生素成分表,YS
d030812,沙库巴曲缬沙坦钠片的作用与功效,NK_XX
d030846,沙门氏菌,GR
d030886,没有打磨过的糯米什么人不能吃,YS
d030921,沧州大化医院驾驶证体检电话,JY
d030923,河北以岭医院简介,JY
d030952,河南省人民医院重症医学科,JY
d031069,治疗鼻炎的针剂进口有哪些,EB
d031146,泡脚的好处和功效与作用,YS
d031218,泰国鼻通灵的作用和功效,EB
d031262,洁尔阴怎么用,FCK_FK
d031398,流产多次的危害,FCK_FK
d031400,流产最佳时间是多少天到多少天,FCK_FK
d031413,流感疫苗后引发头疼可以吃止疼药吗,QK
d031433,流食半流食都有哪些食物,YS
d031476,测血糖用那个手支头更准?,JC
d031534,浙二医院滨江院区有没有方便门诊的,JY
d031563,海伦娜血小板聚集仪,JC
d031587,海城市浦汇胃肠医院,JY
d031617,海正药业,FYL
d031663,海马吃多少克有效果,ZY
d031683,消化不了玉米正常吗,NK_XH
d031772,液氮冷冻结节多久消失,PF
d031828,淋巴结炎的症状淋巴结炎怎么办,WK_PW
d031876,淫羊藿的功效,ZY
d031893,深圳人民医院妇产科杨煜怎么样,JY
d032001,清肺止咳丸,NK_HX
d032064,游泳一直惹热不了身是什么原因,YS
d032227,溃肠性结肠炎能吃炒空心菜吗,NK_XH
d032230,溪黄草的作用与功效,ZY
d032275,满月宝宝睡觉都揉眼睛,EK
d032317,澎蜞菊功效,ZY
d032318,澧县中医医院是三甲吗,JY
d032441,灰指甲荧光检测发现少量菌丝,PF
d032468,灵芝性平还是性温,ZY
d032496,灾难症候群的阶段包括,JS
d032574,烂嘴角可以用糠酸莫米松乳膏吗,KQ
d032596,烟酸的功效与作用,YP_GENERIC
d032636,烫伤结痂之后可以涂麝香祛痛搽剂吗,WK_SZ
d032680,热结便秘怎么治疗？,ZY
d032687,热铁烫伤用什么方法好的最快,WK_SZ
d032735,焦虑胃胀恶心吃什么药,NK_XH
d032752,煤位低，它也不会形成眼睛深邃，单纯的眉骨突出，它其实也不会显成眼睛深髓，我觉得主要原因在于眉骨突出和眉骨下压，眉骨突出只负责打光下压，就是包裹不是说眉骨位置有多低，就是下压就有那个倾向,MR
d032798,熊胆粉的功效,ZY
d032800,熊胆粉的功效和作用,ZY
d032806,熟地功效作用与主治,ZY
d032809,熟地枸杞山茱萸三药同煎治什么病,ZY
d032815,熟地黄中药的功效作用,ZY
d032859,燕子脚能长高吗,YS
d032967,牙周炎症状的表现是什么,KQ
d033010,牙疼是什么原因导致的,KQ
d033064,牙膏过敏怎么办,PF
d033081,牙齿,WFPD
d033170,牙龈肿胀鼓包怎么办,KQ
d033172,牙龈肿胀鼓包是什么原因,KQ
d033186,牛哇热量高吗,YS
d033220,牛奶青枣食用有哪些禁忌？,YS
d033231,牛油果的营养价值及功效,YS
d033281,牛腩番茄汤的功效,YS
d033282,牛腿和牛汤早上喝好还是晚上喝好呢？,YS
d033303,牛黄上清丸的功效与作用,ZY
d033309,牛黄安宫丸的作用,ZY
d033449,狗尾巴草作用与功效用法功效,ZY
d033489,狼毒的功效与作用,ZY
d033524,猪尾巴的功效作用,YS
d033553,猪肚的功效与作用,YS
d033686,玉米升糖指数高吗,YS
d033688,玉米可以当午饭吃吗,YS
d033694,玉米杆是酸性还是碱性,FYL
d033723,玉米须黑木耳山楂一起泡水功效,YS
d033766,玛巴洛沙韦片的功效与作用,GR
d033855,现在我家了骨头。,WFPD
d033895,玻璃酸钠注射膝关节的作用和功效,WK_GK
d033900,玻璃酸钠滴眼液如何区分有无防腐剂,YK
d033994,瑞金医院,JY
d034019,甘氨酰脯氨酸二肽酶偏低什么原因导致的,JC
d034026,甘油三脂高可以喝柠檬汁吗,NK_NF
d034040,"甘油三酯7.84严重吗,怎样降脂",NK_NF
d034095,甘肃省药品检验研究院电话,JY
d034148,甜瓜的功效与作用,YS
d034158,生产前打镇静剂有什么副作用吗,FCK_CK
d034380,用了卫生巾后下边痒怎么回事,FCK_FK
d034414,用手机打头部会出问题吗,WK_SJ
d034426,用滋阴补液的中药如麦冬、玉竹、芦根)白茅根等中药来饮用能缓解便秘吗,ZY
d034452,用这个小于85分贝的噪声来诊断职业病，噪声聋，合不合理？本人应长期12小时两班倒工作制，长期夜班,EB
d034491,甲亢引起心慌得经理多长时间,NK_NF
d034512,甲亢能喝酒吗男性,NK_NF
d034570,甲母痣是怎么回事,PF
d034592,甲泼尼龙对血常规的影响,YP_GENERIC
d034610,甲流的症状和表现,GR
d034707,甲状腺球蛋白偏低说明什么,NK_NF
d034713,甲状腺癌,ZL
d034729,甲状腺的症状有哪些表现,NK_NF
d034748,甲状腺结节可以吃木糖醇吗,NK_NF
d034986,男人做多了会伤身体吗,NANKE
d034988,男人可以喝玫瑰花泡水吗,YS
d034998,男人垫脚尖的好处功效与作用,YS
d035040,男人老想要进去了又很快软了,NANKE
d035098,男孩乳头有个小疙瘩怎么回事,EK
d035099,男孩几岁乳房开始发育还能长个吗,EK
d035106,男孩子的生长发育期年龄表,EK
d035125,"男性52岁,肌酐104",NK_SN
d035154,男性尿蛋白高要注意什么,NK_SN
d035178,男性生值器为什么歪,NANKE
d035182,男性生殖疱疹是因为什么原因引起的,PF_XB
d035210,男性身上有一些突出的肉瘤图片,PF
d035223,男按摩师做乳房按摩的好处和坏处有,YS
d035231,男生下边总感觉有震动怎么回事,NANKE
d035237,男生出油严重是体脂高吗,PF
d035279,男童脊柱骨骼间隔大,EK
d035316,疏肝理气健脾和胃化痰祛湿活血化瘀的中成药,ZY
d035327,疑似怀孕乳房会胀痛吗,FCK_CK
d035338,疝气手术介绍,WK_PW
d035374,疱疹性咽喉炎可以吃鸡蛋吗,EB
d035600,痛风可以喝白酒吗有影响吗,NK_FS
d035629,痛风期间可以吃什么,NK_FS
d035634,痛风的症状,NK_FS
d035663,痰中带血是什么原因引起的,NK_HX
d035665,痰吐出来多长时间内化验有效,JC
d035697,痹祺胶囊的功效和作用,NK_FS
d035721,癃清胶囊的功效与作用,WK_MN
d035784,癫痫会传染给身边的人吗,NK_SJ
d035808,登革热病是什么症状,GR
d035827,白内障手术后出汗吃什么药,YK
d035835,白内障手术需要住院吗?住几天,YK
d035857,白发变黑发最好最有效的方法,PF
d035881,白天无事晚上手发麻全身出冷汗,NK_SJ
d035888,白天黑夜都口干口苦是什么原因,NK_XH
d035890,白头发太多怎么调理才能变黑,PF
d035957,白扁豆含嘌呤高吗能吃吗,NK_FS
d036001,白球比偏低是怎么回事,JC
d036041,白细胞4.0的人可以去衣架厂组装间上班但不直接接触油漆,NK_XY
d036058,白细胞偏高应该挂什么科,NK_XY
d036066,白细胞正常值,JC
d036084,"白细胞高是什么原因,严重吗男性",NK_XY
d036156,白萝卜降尿酸吗,NK_FS
d036174,白蛋白最低多少可以打利妥单抗,NK_XY
d036184,白血病可以治愈吗,NK_XY
d036186,白血病容易骨折吗,NK_XY
d036203,白酒伤牙齿吗,KQ
d036227,白香果有什么好处和功效,YS
d036244,百合作用与功效,YS
d036276,百日咳药物的首选药是,GR
d036292,百蕊颗粒功效与作用,NK_HX
d036332,皮下脂肪摸着疙疙瘩瘩怎么回事,PF
d036400,皮肤痒可不可以喝牛奶,PF
d036425,皮肤红疹发痒是怎么回事,PF
d036500,盆腔炎的症状有哪些症状,FCK_FK
d036519,盆骨骨髓瘤CT表现图片,NK_XY
d036525,益多宝有什么功效,YS
d036585,盐丸和电解质水哪个好,YS
d036588,盐十白开水洗不可以吗,WFPD
d036602,盐汽水一天最多喝几瓶,YS
d036608,盐灸和艾灸哪个效果好些,ZY
d036646,盐酸利多卡因凝胶,YP_GENERIC
d036658,盐酸地芬尼多片美尼尔综合症吃几天,EB
d036681,盐酸小檗碱的成份,NK_XH
d036697,盐酸左氧氟沙星胶囊的功效与作用,YP_GENERIC
d036738,盐酸氟桂利嗪片主治与功效,NK_SJ
d036744,盐酸氟桂利嗪胶囊的副作用,NK_SJ
d036753,盐酸氨求索口服液治什么的,NK_HX
d036940,省三院24小时人工服务,JY
d036955,眉毛上长白色的眉毛怎么回事,PF
d036971,看妇科挂男医生好还是女的好,JY
d036980,看热内扰引起的失眠,ZY
d037036,眩晕症的症状有哪些常见表现,EB
d037051,眼压太高了怎么办,YK
d037069,眼底出血是什么原因造成的,YK
d037102,眼皮肿是怎么回事什么原因引起的,YK
d037117,眼睛一个能闭紧一个不能,NK_SJ
d037143,眼睛发酸是什么症状怎么引起的,YK
d037282,眼角有黄色瘤怎样才能消除,PF
d037375,睡着了脖子跳动是什么原因,NK_SJ
d037378,睡着觉突然腿抽筋什么原因,WK_GK
d037398,睡觉尿床是什么原因造成的,WK_MN
d037410,睡觉手麻醒了一活动就恢复了,NK_SJ
d037438,睡觉的时候爱枕胳膊好吗,YS
d037450,睡觉老是做梦是什么原因,NK_SJ
d037540,知柏地黄丸的功效与作用,ZY
d037548,知柏地黄对耳鸣脑鸣有什么作用,ZY
d037578,石家庄圣祥中医医院工商,JY
d037598,石斛夜光丸的功效与作用,ZY
d037613,石斛的功效与作用的功能,ZY
d037647,石药集团,WFPD
d037676,破伤风发作了必死吗,GR
d037699,"破璧灵芝孢子粉一天吃几次,饭前服用或是饭后服用?",YS
d037707,硅酮凝胶和积雪苷霜能一起用吗?,WK_SZ
d037718,硝呋太尔制霉素软胶囊可以放冰箱吗,FCK_FK
d037723,硝苯地平,NK_XX
d037790,硫酸羟氯喹片荨麻疹严重,PF
d037798,硬下疳一般是在哪里,PF_XB
d037848,碘伏能不能杀死疥螨?,PF
d037978,磷霉素氨丁三醇散的作用与功效,WK_MN
d037989,社区医院能拔尿管吗,JY
d038003,祛风舒筋丸的功效和作用,NK_FS
d038036,神经性头痛能彻底治疗好吗,NK_SJ
d038042,神经性皮炎用什么药治除根,PF
d038058,神经病,WFPD
d038115,福韦利得,YP_GENERIC
d038148,秋后降温,FYL
d038280,穴位图,ZY
d038310,空腹吃香蕉可以吗?,YS
d038374,穿山龙的功效与作用,ZY
d038482,站桩时眼前有紫色的雾团中间还有黑色,YK
d038597,篦子梳头有什么好处,YS
d038648,类风湿性关节炎下雨阴天难受吗,NK_FS
d038655,类风湿患者吃哪种钙片好,NK_FS
d038663,粉状云南白药对伤口的作用,JZ
d038693,精喹禾灵对白茅有效果吗,FYL
d038715,精液分析,JC
d038724,精液有黄色果冻颗粒 问题严重吗,NANKE
d038760,"精神病院诊断患者抑郁状态,可以以有自伤风险为由进行强制收治吗,是否涉嫌非法",JS
d038777,精索静脉曲张轻度是多少毫米,NANKE
d038795,糖化血红蛋白AIC9.1厉害吗,NK_NF
d038854,糖尿病人容易得霉菌性阴道炎,FCK_FK
d038855,糖尿病人对咖啡十分敏感是为什么,NK_NF
d038897,糖尿病分几期哪一期比较严重,NK_NF
d038911,糖尿病可以吃西瓜吗,NK_NF
d038994,糖尿病能治好吗?,NK_NF
d039016,糖尿病高渗性昏迷补液量,NK_NF
d039044,"糖耐是什么作用,什么原理",JC
d039087,系统性红斑狼疮服用后没白带现在又有了,NK_FS
d039112,紧的那边之前膝盖受过伤,WK_GK
d039166,紫苏叶副作用禁忌,ZY
d039169,紫苏叶图片,FYL
d039178,紫苏叶的功效作用与主治,ZY
d039196,紫苏油的功效与作用,YS
d039227,紫菜能和青一起煮吗能和青椒一起煮吗,YS
d039240,红十字肿瘤救助,JY
d039270,红斑狼疮可以用积雪苷软膏擦脸吗,NK_FS
d039284,红景天功效作用与主治,ZY
d039529,纯阳之物对身体好处,YS
d039543,纵火尿床虐杀动物是什么病,JS
d039612,细菌计数2626.8严重吗,JC
d039670,经常憋小便会出什么问题?,WK_MN
d039746,经期能不能做眼睛的植入晶体手术,YK
d039759,经血味道,FCK_FK
d039768,结扎,FCK_FK
d039873,"给医院爆光,医院会退费吗",JY
d039933,维a酸乳膏用了闭口增多是什么原因,PF
d039943,维c银翘片加氨咖黄敏胶囊可以一起吃吗,NK_HX
d039957,维生素AD跟d3一起吃的作用是什,YS
d039976,维生素D3检查结果25.4正常吗?还需要继续服药吗?,NK_NF
d040019,维生素b2最高摄入量是多少,YS
d040041,维生素b9又叫什么,YS
d040059,维生素b族里有叶黄素吗,YS
d040091,维生素d3伤肝肾吗,YS
d040171,绿豆可以和黄豆一起打豆浆喝吗,YS
d040251,缺血性坏死减压术需要插导尿管吗,WK_GK
d040325,罗汉果的功效作用与主治,ZY
d040341,罗红霉素可以跟布洛芬甲硝唑一起吃吗,YP_GENERIC
d040372,羊水怎么补上来的快,FCK_CK
d040421,美发师可以吃吗,WFPD
d040447,美抒玉是进口药吗,YP_GENERIC
d040540,老人吃什么菜好消化又有营养,YS
d040541,老人吃安眠药多久可以入睡,JS
d040573,老人挑新生儿马牙,EK
d040627,老咬舌头是什么原因,KQ
d040658,老年人可以吃抽子吗,YS
d040707,老年人能不能做肠胃镜检查,NK_XH
d040714,老年人脱皮严重是怎么回事,PF
d040752,老年痴呆症又叫什么名字,NK_SJ
d040754,老年痴呆症患者后期不吃饭怎么办,NK_SJ
d040780,老是拉肚子屁股眼疼咋回事,NK_XH
d040845,耳朵上的痣图片及全解图,PF
d040910,"耳朵进水,摇晃有声音",EB
d040924,耳朵里面偶尔痛什么原因,EB
d040958,耳石症最慢多久恢复,EB
d040996,耳鸣是什么原因导致的,EB
d041036,联苯噻虫胺的作用与功效使用方法,FYL
d041058,肇庆市高要区人民医院三甲,JY
d041211,肌酐公式133.8,JC
d041240,肌酸激酶320需要治疗吗,JC
d041314,肚子左侧疼是怎么回事女性,NK_XH
d041319,"肚子总是憋着疼想解大便一样,打个屁又解不出来,这种情况吃什么中成药好",NK_XH
d041435,肚脐眼左边偶尔疼一下怎么回事,NK_XH
d041461,肛周脓肿热敷有用吗,WK_PW
d041467,肛泰栓功效和作用,WK_PW
d041488,肛瘘是什么症状表现,WK_PW
d041557,肛门瘙痒症用什么药膏可以根治,PF
d041740,肝硬化,NK_XH
d041778,肝素的作用与功效,YP_GENERIC
d041826,肝脏弹性检测怎么做,JC
d041841,肝脓肿穿刺引流需要挂着袋子吗,WK_PW
d041866,肝襄肿增大做核磁共振好还是加强CT,JC
d041900,肠息肉,NK_XH
d041920,肠扭转的原因是什么,WK_PW
d041997,肠系膜根部小淋巴结影是什么意思,JC
d042048,肠胃炎是怎么引起的,NK_XH
d042085,肠道痉挛吃香蕉可以吗,NK_XH
d042122,"股薄肌断裂未治疗,疼痛会减轻吗",WK_GK
d042249,肩颈头皮痛,WK_GK
d042296,肺功能检测步骤流程图,JC
d042309,肺大泡中医能调理吗,NK_HX
d042323,肺心病的主要症状,NK_HX
d042346,肺气肿的表现与症状,NK_HX
d042357,肺漏气能治愈吗?,NK_HX
d042387,肺热什么症状,ZY
d042435,肺癌的早期症状,ZL
d042440,肺癌老是流鼻血怎么回事,ZL
d042449,肺积水抽完后低蛋白怎么办,NK_HX
d042463,肺结核会影响眼睛吗怎么治疗好,GR
d042477,肺结核有哪些症状表现,GR
d042494,肺结节14x11㎜是什么意思,JC
