key,类目,定义,全语料条数,全语料占比%,2025搜索_条数,2025搜索_占比%,2025搜索_95CI低%,2025搜索_95CI高%,2025搜索_流量占比%,2026搜索_条数,2026搜索_占比%,2026搜索_95CI低%,2026搜索_95CI高%,2026搜索_流量占比%,助手头部1k_条数,助手头部1k_占比%,助手头部1k_95CI低%,助手头部1k_95CI高%,助手头部1k_流量占比%,助手随机1k_条数,助手随机1k_占比%,助手随机1k_95CI低%,助手随机1k_95CI高%,助手随机1k_流量占比%,助手语音1k_条数,助手语音1k_占比%,助手语音1k_95CI低%,助手语音1k_95CI高%,助手语音1k_流量占比%,2025搜索_均衡归属%,2025搜索_指数,2025搜索_均衡指数,2026搜索_均衡归属%,2026搜索_指数,2026搜索_均衡指数,助手头部1k_均衡归属%,助手头部1k_指数,助手头部1k_均衡指数,助手随机1k_均衡归属%,助手随机1k_指数,助手随机1k_均衡指数,助手语音1k_均衡归属%,助手语音1k_指数,助手语音1k_均衡指数,出现快照数,缺席快照,独占快照,最高快照,最低快照,极差pp,最高比最低倍数,2025搜索_排名,2026搜索_排名,助手头部1k_排名,助手随机1k_排名,助手语音1k_排名,主导意图,主导意图占比%,盲评一致性,风险标注,user_need
31,证券代码行情查询,用户输入一个数字证券代码（如688981、688808、481001）后，获得该代码对应的证券/基金名称、行情或基本资料。,165,0.719,61,0.61,0.475,0.783,0.237,96,0.96,0.787,1.171,0.29,2,0.211,0.058,0.764,0.059,5,0.507,0.217,1.18,0.518,1,0.1,0.018,0.564,0.1,25.56,0.848,1.2778,40.22,1.3345,2.0108,8.82,0.2926,0.4409,21.22,0.7041,1.061,4.19,0.139,0.2094,5,,,2026搜索,助手语音1k,0.86,9.6,47,19,55,35,52,其他或无法判定的非金融查询,62.4,4.0,,用户输入一个数字证券代码（如688981、688808、481001）后，获得该代码对应的证券/基金名称、行情或基本资料。
65,实时国际金价查询,用户查询金价后，能获得当前或实时的国际金价、黄金报价或相关行情走势，即算满足。,164,0.715,75,0.75,0.599,0.939,3.357,71,0.71,0.563,0.895,3.843,17,1.789,1.12,2.847,3.513,1,0.101,0.018,0.572,0.086,0,0.0,0.0,0.383,0.0,22.39,1.049,1.1193,21.19,0.993,1.0595,53.4,2.5024,2.67,3.02,0.1417,0.1512,0.0,0.0,0.0,4,助手语音1k,,助手头部1k,助手语音1k,1.789,inf,41,29,14,59,60,查询金融资产实时行情,86.6,4.0,,用户查询金价后，能获得当前或实时的国际金价、黄金报价或相关行情走势，即算满足。
54,查询金融机构24小时人工客服电话,用户已获得所查询机构（如银行、保险、信托等）的官方24小时人工客服电话号码或人工服务转接方式，即为满足。,162,0.706,104,1.04,0.859,1.259,1.062,54,0.54,0.414,0.704,0.293,0,0.0,0.0,0.403,0.0,2,0.203,0.056,0.736,0.173,2,0.2,0.055,0.726,0.2,52.46,1.4726,2.623,27.24,0.7645,1.3618,0.0,0.0,0.0,10.22,0.2869,0.511,10.09,0.2831,0.5043,4,助手头部1k,,2025搜索,助手头部1k,1.04,inf,19,43,64,53,48,查找官方渠道与客服入口,98.1,4.0,,用户已获得所查询机构（如银行、保险、信托等）的官方24小时人工客服电话号码或人工服务转接方式，即为满足。
34,数字代码查询,用户输入数字或含数字的代码后，获得该代码所指向对象的具体信息（如对应标的、版本、错误含义或兑付状态）。,162,0.706,79,0.79,0.635,0.984,0.275,77,0.77,0.617,0.961,0.276,2,0.211,0.058,0.764,0.159,2,0.203,0.056,0.736,0.173,2,0.2,0.055,0.726,0.2,36.36,1.1186,1.8178,35.43,1.0902,1.7716,9.69,0.298,0.4843,9.32,0.2869,0.4662,9.2,0.2831,0.4601,5,,,2025搜索,助手语音1k,0.59,3.95,37,26,55,53,48,其他或无法判定的非金融查询,88.3,4.0,,用户输入数字或含数字的代码后，获得该代码所指向对象的具体信息（如对应标的、版本、错误含义或兑付状态）。
26,查询金融业务办理与资金问题处理方法,用户获得针对所查询金融或资金操作的具体办理步骤、规则或问题处理办法后，即得到满足。,161,0.702,58,0.58,0.449,0.749,0.215,34,0.34,0.243,0.475,0.088,9,0.947,0.499,1.791,0.849,28,2.837,1.97,4.07,2.418,32,3.2,2.276,4.482,3.2,7.34,0.8264,0.367,4.3,0.4844,0.2151,11.99,1.3495,0.5993,35.89,4.0411,1.7945,40.48,4.5583,2.0242,5,,,助手语音1k,2026搜索,2.86,9.41,50,58,33,9,11,获取银行或支付账户操作指引,50.9,4.0,,用户获得针对所查询金融或资金操作的具体办理步骤、规则或问题处理办法后，即得到满足。
6,术语含义查询,用户提交一个不理解的术语、代码或提示（主要是金融、银行、股票类），获得该术语或提示含义的准确解释后即满足。,161,0.702,89,0.89,0.724,1.094,0.436,48,0.48,0.362,0.636,0.156,7,0.737,0.357,1.513,0.417,5,0.507,0.217,1.18,0.432,12,1.2,0.688,2.086,1.2,23.34,1.268,1.1671,12.59,0.6838,0.6294,19.32,1.0496,0.9661,13.28,0.7216,0.6642,31.47,1.7094,1.5733,5,,,助手语音1k,2026搜索,0.72,2.5,33,49,37,35,22,解释金融术语与基础规则,85.7,4.0,,用户提交一个不理解的术语、代码或提示（主要是金融、银行、股票类），获得该术语或提示含义的准确解释后即满足。
68,查询美股行情,用户查询美股大盘或具体美股股票的实时行情、走势和最新消息，得到相应的行情数据或新闻后即被满足。,159,0.693,50,0.5,0.38,0.659,0.903,83,0.83,0.67,1.028,1.415,19,2.0,1.284,3.103,4.198,1,0.101,0.018,0.572,0.086,6,0.6,0.275,1.303,0.6,12.4,0.7213,0.6202,20.59,1.1973,1.0295,49.61,2.8848,2.4805,2.51,0.1461,0.1257,14.88,0.8654,0.7441,5,,,助手头部1k,助手随机1k,1.899,19.74,60,24,12,59,32,查询金融资产实时行情,93.1,4.0,,用户查询美股大盘或具体美股股票的实时行情、走势和最新消息，得到相应的行情数据或新闻后即被满足。
30,数字串含义查询,用户输入数字串或含数字的短语后，系统返回该数字对应的具体解释或记录，例如年份、合约代码、汇率行情或成语含义；若仅是孤立数字则需提示补充上下文。,159,0.693,76,0.76,0.608,0.95,0.316,81,0.81,0.652,1.006,0.311,0,0.0,0.0,0.403,0.0,2,0.203,0.056,0.736,0.173,0,0.0,0.0,0.383,0.0,42.88,1.0964,2.1438,45.69,1.1685,2.2847,0.0,0.0,0.0,11.43,0.2923,0.5715,0.0,0.0,0.0,3,助手头部1k / 助手语音1k,,2026搜索,助手头部1k,0.81,inf,40,25,64,53,60,其他或无法判定的非金融查询,94.3,2.0,True,用户输入数字串或含数字的短语后，系统返回该数字对应的具体解释或记录，例如年份、合约代码、汇率行情或成语含义；若仅是孤立数字则需提示补充上下文。
61,黄金价格及黄金股票行情查询,用户查询黄金价格、黄金现货/期货行情及黄金相关股票时，获得实时报价、走势和交易市场信息即满足。,158,0.689,57,0.57,0.44,0.738,0.683,71,0.71,0.563,0.895,0.634,17,1.789,1.12,2.847,1.19,8,0.811,0.411,1.591,0.777,5,0.5,0.214,1.165,0.5,13.02,0.8275,0.6508,16.21,1.0307,0.8105,40.85,2.5975,2.0427,18.5,1.1765,0.9252,11.42,0.7258,0.5708,5,,,助手头部1k,助手语音1k,1.289,3.58,52,29,14,24,36,查询金融资产实时行情,65.2,3.0,True,用户查询黄金价格、黄金现货/期货行情及黄金相关股票时，获得实时报价、走势和交易市场信息即满足。
88,银行服务信息查询,获得所查询银行（如工商银行、农商银行等）的营业时间、客服电话、网点位置或具体业务办理说明后，用户即得到满足。,157,0.685,55,0.55,0.423,0.715,0.763,23,0.23,0.153,0.345,0.252,38,4.0,2.928,5.443,5.127,12,1.216,0.697,2.113,1.036,29,2.9,2.027,4.134,2.9,6.18,0.8036,0.3092,2.59,0.336,0.1293,44.96,5.8431,2.2482,13.67,1.776,0.6833,32.6,4.2362,1.63,5,,,助手头部1k,2026搜索,3.77,17.39,55,65,5,15,13,查找官方渠道与客服入口,36.3,4.0,True,获得所查询银行（如工商银行、农商银行等）的营业时间、客服电话、网点位置或具体业务办理说明后，用户即得到满足。
72,东方财富官方入口查询,用户查询“东方财富”相关官网、首页、手机版、股吧或证券时，希望获得东方财富官方站点的正确网址或可直接访问的官方入口。,147,0.641,79,0.79,0.635,0.984,2.399,61,0.61,0.475,0.783,1.848,5,0.526,0.225,1.226,0.396,2,0.203,0.056,0.736,0.173,0,0.0,0.0,0.383,0.0,37.11,1.2328,1.8556,28.65,0.9518,1.4326,24.72,0.8211,1.236,9.52,0.3161,0.4759,0.0,0.0,0.0,4,助手语音1k,,2025搜索,助手语音1k,0.79,inf,37,34,44,53,60,查找官方渠道与客服入口,69.4,4.0,,用户查询“东方财富”相关官网、首页、手机版、股吧或证券时，希望获得东方财富官方站点的正确网址或可直接访问的官方入口。
2,查询概念板块龙头股,用户给出一个行业或概念板块名称后，获得该板块龙头股的名单、排名或代表性个股即满足。,146,0.637,56,0.56,0.432,0.727,0.378,61,0.61,0.475,0.783,0.26,15,1.579,0.959,2.589,0.726,7,0.709,0.344,1.457,0.691,7,0.7,0.339,1.438,0.7,13.47,0.8798,0.6735,14.67,0.9583,0.7335,37.97,2.4802,1.8985,17.06,1.1141,0.8528,16.83,1.0996,0.8417,5,,,助手头部1k,2025搜索,1.019,2.82,53,34,17,26,29,寻求个股买卖与持有决策建议,84.2,4.0,,用户给出一个行业或概念板块名称后，获得该板块龙头股的名单、排名或代表性个股即满足。
27,借款平台正规性查询,获得关于指定借款平台是否正规可靠、以及有哪些正规易通过的借款平台的查询结果后，用户即被满足。,142,0.619,94,0.94,0.769,1.149,0.449,29,0.29,0.202,0.416,0.071,9,0.947,0.499,1.791,0.648,6,0.608,0.279,1.32,0.604,4,0.4,0.156,1.024,0.4,29.51,1.5185,1.4757,9.1,0.4684,0.4552,29.74,1.5301,1.487,19.08,0.9818,0.9542,12.56,0.646,0.6278,5,,,助手头部1k,2026搜索,0.657,3.27,27,62,33,32,39,核实金融平台真伪与合法性,84.5,2.0,,获得关于指定借款平台是否正规可靠、以及有哪些正规易通过的借款平台的查询结果后，用户即被满足。
33,金融代码行情查询,用户输入数字代码（如股票、基金或交易品种代码）后，获得该代码对应的金融产品行情或资金流向信息即满足。,142,0.619,66,0.66,0.519,0.839,0.276,74,0.74,0.59,0.928,0.26,0,0.0,0.0,0.403,0.0,0,0.0,0.0,0.388,0.0,2,0.2,0.055,0.726,0.2,41.25,1.0662,2.0626,46.25,1.1953,2.3124,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.323,0.6249,3,助手头部1k / 助手随机1k,,2026搜索,助手头部1k,0.74,inf,45,27,64,66,48,其他或无法判定的非金融查询,88.0,4.0,,用户输入数字代码（如股票、基金或交易品种代码）后，获得该代码对应的金融产品行情或资金流向信息即满足。
4,基金净值查询,用户输入基金代码或名称后，获得该基金当天最新净值或实时估值数据即算满足。,140,0.61,25,0.25,0.169,0.369,0.098,89,0.89,0.724,1.094,0.227,2,0.211,0.058,0.764,0.092,11,1.114,0.623,1.985,0.95,13,1.3,0.761,2.211,1.3,6.64,0.4096,0.3321,23.64,1.4581,1.182,5.59,0.3449,0.2796,29.6,1.8257,1.48,34.53,2.1296,1.7264,5,,,助手语音1k,助手头部1k,1.089,6.17,68,21,55,16,20,查询金融资产实时行情,72.1,4.0,,用户输入基金代码或名称后，获得该基金当天最新净值或实时估值数据即算满足。
58,加密货币交易所App官方下载地址查询,用户查询某个数字货币/加密货币交易所的官方App下载安装地址，获得可访问且为官方正版的下载链接或安装包后即满足。,136,0.593,90,0.9,0.733,1.105,0.446,32,0.32,0.227,0.451,0.121,9,0.947,0.499,1.791,1.33,4,0.405,0.158,1.037,0.345,1,0.1,0.018,0.564,0.1,33.68,1.518,1.6839,11.97,0.5397,0.5987,35.44,1.5976,1.7722,15.16,0.6834,0.7581,3.74,0.1686,0.1871,5,,,助手头部1k,助手语音1k,0.847,9.47,32,61,33,42,52,查找官方渠道与客服入口,55.1,2.0,True,用户查询某个数字货币/加密货币交易所的官方App下载安装地址，获得可访问且为官方正版的下载链接或安装包后即满足。
71,港股休市查询,用户查询港股（香港股市）在特定日期或节假日是否休市以及休市时间安排，获得准确的休市日期或安排即满足。,131,0.571,70,0.7,0.555,0.884,0.748,46,0.46,0.345,0.613,0.323,2,0.211,0.058,0.764,0.076,9,0.912,0.48,1.724,0.95,4,0.4,0.156,1.024,0.4,26.1,1.2257,1.305,17.15,0.8054,0.8575,7.85,0.3686,0.3924,33.99,1.5964,1.6996,14.91,0.7003,0.7456,5,,,助手随机1k,助手头部1k,0.701,4.33,42,50,55,20,39,查询金融资产实时行情,44.3,4.0,,用户查询港股（香港股市）在特定日期或节假日是否休市以及休市时间安排，获得准确的休市日期或安排即满足。
91,查询农业银行及农村金融机构信息,用户输入农业银行、农村商业银行或农村信用社相关名称与业务问题后，希望获得官方入口、网点营业时间、招聘、账户余额规则、存款产品或业务办理等具体答复。,131,0.571,48,0.48,0.362,0.636,0.453,19,0.19,0.122,0.297,0.176,28,2.947,2.047,4.227,4.57,14,1.418,0.847,2.367,1.209,22,2.2,1.457,3.309,2.2,6.63,0.8405,0.3317,2.63,0.3327,0.1313,40.73,5.1599,2.0366,19.6,2.4832,0.9801,30.4,3.8515,1.5202,5,,,助手头部1k,2026搜索,2.757,15.51,61,66,8,13,16,查找官方渠道与客服入口,40.5,4.0,,用户输入农业银行、农村商业银行或农村信用社相关名称与业务问题后，希望获得官方入口、网点营业时间、招聘、账户余额规则、存款产品或业务办理等具体答复。
32,银行客服短号查询,用户输入或搜索一个以95开头的短号码，希望获得该号码对应的银行或机构名称，或了解该号码主动来电的原因。,128,0.558,62,0.62,0.484,0.794,0.552,60,0.6,0.466,0.772,0.261,5,0.526,0.225,1.226,0.469,1,0.101,0.018,0.572,0.086,0,0.0,0.0,0.383,0.0,33.56,1.1111,1.678,32.47,1.0751,1.6237,28.48,0.943,1.4242,5.48,0.1815,0.2742,0.0,0.0,0.0,4,助手语音1k,,2025搜索,助手语音1k,0.62,inf,46,36,44,59,60,识别陌生电话号码归属,49.2,4.0,,用户输入或搜索一个以95开头的短号码，希望获得该号码对应的银行或机构名称，或了解该号码主动来电的原因。
62,黄金价格查询,用户获得黄金（现货、国际、实物或今日）的最新价格及行情走势后即满足。,126,0.549,51,0.51,0.388,0.67,3.128,54,0.54,0.414,0.704,3.798,15,1.579,0.959,2.589,3.705,3,0.304,0.103,0.89,0.259,3,0.3,0.102,0.878,0.3,15.78,0.9285,0.7889,16.7,0.983,0.8352,48.84,2.8739,2.4419,9.4,0.5532,0.4701,9.28,0.546,0.464,5,,,助手头部1k,助手语音1k,1.279,5.26,59,43,17,50,45,查询金融资产实时行情,81.7,3.0,,用户获得黄金（现货、国际、实物或今日）的最新价格及行情走势后即满足。
89,银行股票信息查询,用户查询某家银行股票或银行股相关词时，希望获得该银行股票的最新价格、行情、资讯或相关股吧讨论内容。,121,0.528,61,0.61,0.475,0.783,0.767,52,0.52,0.397,0.681,0.452,5,0.526,0.225,1.226,0.227,2,0.203,0.056,0.736,0.259,1,0.1,0.018,0.564,0.1,31.14,1.1564,1.5571,26.55,0.9857,1.3273,26.86,0.9976,1.3432,10.34,0.3841,0.5172,5.1,0.1895,0.2552,5,,,2025搜索,助手语音1k,0.51,6.1,47,46,44,53,52,查询金融资产实时行情,90.9,4.0,True,用户查询某家银行股票或银行股相关词时，希望获得该银行股票的最新价格、行情、资讯或相关股吧讨论内容。
13,国际原油价格行情查询,用户获得当前国际原油、布伦特原油或WTI原油的价格、实时行情或走势图后即满足。,120,0.523,60,0.6,0.467,0.772,0.415,56,0.56,0.432,0.727,0.312,3,0.316,0.107,0.924,0.148,0,0.0,0.0,0.388,0.0,1,0.1,0.018,0.564,0.1,38.08,1.1469,1.904,35.54,1.0704,1.7769,20.04,0.6035,1.0019,0.0,0.0,0.0,6.35,0.1911,0.3173,4,助手随机1k,,2025搜索,助手随机1k,0.6,inf,49,39,50,66,52,查询金融资产实时行情,72.5,4.0,,用户获得当前国际原油、布伦特原油或WTI原油的价格、实时行情或走势图后即满足。
93,车险保险公司电话查询,用户查询某家保险公司的车险电话时，获得该公司的客服电话或车险专线，以便直接联系咨询或办理车险。,119,0.519,69,0.69,0.546,0.872,0.826,34,0.34,0.243,0.475,0.256,7,0.737,0.357,1.513,1.767,5,0.507,0.217,1.18,0.604,4,0.4,0.156,1.024,0.4,25.81,1.3301,1.2907,12.72,0.6553,0.6359,27.56,1.4201,1.378,18.95,0.9763,0.9474,14.96,0.7709,0.7481,5,,,助手头部1k,2026搜索,0.397,2.17,43,58,37,35,39,查找官方渠道与客服入口,80.7,4.0,,用户查询某家保险公司的车险电话时，获得该公司的客服电话或车险专线，以便直接联系咨询或办理车险。
70,查询上证指数行情,用户查询上证指数时，获得上证指数的最新点位、涨跌或当日大盘行情即可满足。,110,0.48,47,0.47,0.354,0.625,3.986,56,0.56,0.432,0.727,3.983,6,0.632,0.29,1.371,1.172,1,0.101,0.018,0.572,0.086,0,0.0,0.0,0.383,0.0,26.66,0.9801,1.3332,31.77,1.1677,1.5883,35.82,1.3168,1.7912,5.75,0.2112,0.2873,0.0,0.0,0.0,4,助手语音1k,,助手头部1k,助手语音1k,0.632,inf,62,39,40,59,60,查询金融资产实时行情,89.1,4.0,,用户查询上证指数时，获得上证指数的最新点位、涨跌或当日大盘行情即可满足。
53,含龙字股票信息查询,用户输入名称中含“龙”字的股票、股份或股吧名称查询后，获得对应股票的行情、资料或股吧讨论信息即满足。,108,0.471,52,0.52,0.397,0.681,0.412,51,0.51,0.388,0.67,0.367,3,0.316,0.107,0.924,0.1,1,0.101,0.018,0.572,0.259,1,0.1,0.018,0.564,0.1,33.61,1.1045,1.6807,32.96,1.0831,1.6482,20.41,0.6706,1.0205,6.55,0.2151,0.3274,6.46,0.2124,0.3232,5,,,2025搜索,助手语音1k,0.42,5.2,57,48,50,59,52,查询金融资产实时行情,74.1,4.0,,用户输入名称中含“龙”字的股票、股份或股吧名称查询后，获得对应股票的行情、资料或股吧讨论信息即满足。
29,个人征信查询与信用报告获取,用户希望查询个人征信或信用报告，并了解征信更新周期、逾期记录消除、征信恢复及贷款征信要求，获得官方查询入口和明确解释后即满足。,103,0.449,56,0.56,0.432,0.727,0.53,28,0.28,0.194,0.404,0.229,5,0.526,0.225,1.226,0.404,10,1.013,0.551,1.855,0.864,4,0.4,0.156,1.024,0.4,20.15,1.2471,1.0075,10.07,0.6235,0.5037,18.93,1.1719,0.9467,36.45,2.2559,1.8225,14.39,0.8906,0.7195,5,,,助手随机1k,2026搜索,0.733,3.62,53,63,44,17,39,查找官方渠道与客服入口,40.8,4.0,,用户希望查询个人征信或信用报告，并了解征信更新周期、逾期记录消除、征信恢复及贷款征信要求，获得官方查询入口和明确解释后即满足。
15,查询白银价格行情,用户希望获取白银或银价的最新价格、走势图、实时行情或未来价格预测等市场信息，得到相关白银行情数据后即可满足。,94,0.41,26,0.26,0.178,0.381,0.396,52,0.52,0.397,0.681,1.094,11,1.158,0.648,2.061,1.176,4,0.405,0.158,1.037,0.432,1,0.1,0.018,0.564,0.1,10.64,0.6345,0.5322,21.29,1.2688,1.0643,47.39,2.825,2.3696,16.59,0.9888,0.8294,4.09,0.244,0.2046,5,,,助手头部1k,助手语音1k,1.058,11.58,67,46,27,42,52,查询金融资产实时行情,70.2,4.0,,用户希望获取白银或银价的最新价格、走势图、实时行情或未来价格预测等市场信息，得到相关白银行情数据后即可满足。
77,ST股票信息查询,用户输入ST股票名称或代码（如ST易购、ST赛为）后，获得该股票对应的行情或基本资料即满足。,88,0.384,38,0.38,0.277,0.521,0.135,40,0.4,0.294,0.544,0.108,0,0.0,0.0,0.403,0.0,7,0.709,0.344,1.457,0.691,3,0.3,0.102,0.878,0.3,21.24,0.9905,1.0621,22.36,1.0426,1.1178,0.0,0.0,0.0,39.64,1.8483,1.9818,16.77,0.7818,0.8383,4,助手头部1k,,助手随机1k,助手头部1k,0.709,inf,64,55,64,26,45,查询金融资产实时行情,75.0,4.0,,用户输入ST股票名称或代码（如ST易购、ST赛为）后，获得该股票对应的行情或基本资料即满足。
74,金属行情报价查询,用户需要查询有色金属、贵金属等金属品种的市场行情、现货报价或相关行情网站，获得可查看的最新价格行情或网站入口后即满足。,85,0.371,38,0.38,0.277,0.521,0.411,41,0.41,0.302,0.556,0.383,6,0.632,0.29,1.371,0.898,0,0.0,0.0,0.388,0.0,0,0.0,0.0,0.383,0.0,26.73,1.0255,1.3367,28.84,1.1063,1.4421,44.42,1.7041,2.2212,0.0,0.0,0.0,0.0,0.0,0.0,3,助手随机1k / 助手语音1k,,助手头部1k,助手随机1k,0.632,inf,64,54,40,66,60,查询金融资产实时行情,56.5,4.0,,用户需要查询有色金属、贵金属等金属品种的市场行情、现货报价或相关行情网站，获得可查看的最新价格行情或网站入口后即满足。
23,关闭花呗,用户想知道如何关闭花呗（支付宝花呗功能），获得具体的关闭入口和操作步骤后即满足。,79,0.344,41,0.41,0.302,0.556,0.319,17,0.17,0.106,0.272,0.085,2,0.211,0.058,0.764,0.108,5,0.507,0.217,1.18,0.432,14,1.4,0.836,2.336,1.4,15.2,1.1905,0.7602,6.3,0.4936,0.3152,7.81,0.6112,0.3903,18.78,1.4706,0.9391,51.91,4.0643,2.5953,5,,,助手语音1k,2026搜索,1.23,8.23,63,68,55,35,19,获取银行或支付账户操作指引,58.2,4.0,,用户想知道如何关闭花呗（支付宝花呗功能），获得具体的关闭入口和操作步骤后即满足。
52,钢铁股票查询,获得所查询钢铁上市公司股票的行情价格、财务数据或股吧讨论信息后，用户即满足。,74,0.323,34,0.34,0.243,0.475,0.224,35,0.35,0.252,0.486,0.273,1,0.105,0.019,0.594,0.073,4,0.405,0.158,1.037,0.432,0,0.0,0.0,0.383,0.0,28.32,1.0539,1.4162,29.15,1.0848,1.4577,8.77,0.3262,0.4384,33.75,1.256,1.6877,0.0,0.0,0.0,4,助手语音1k,,助手随机1k,助手语音1k,0.405,inf,66,57,62,42,60,查询金融资产实时行情,87.8,4.0,,获得所查询钢铁上市公司股票的行情价格、财务数据或股吧讨论信息后，用户即满足。
