domain,source,core,query,added_chars,core_td,wrap_td,same_intent
人物,assistant_random,孙笑川,孙笑川为什么这么有名,7,裸名人物身份识别,人物档案调阅,False
人物,assistant_random,蝴蝶忍,少女长的清冷绝尘，清冷绝艳，极致中性，圣洁天使，空灵精灵，美若天仙，气质出尘，精灵神颜，绝世容颜，清丽脱俗，清冷如月，清冷易碎，忧郁神性，雪白，透明，细腻，发型蝴蝶忍，蝴蝶发夹，瞳色渐变纯粹深紫色，发尾深紫色渐变，纯天然，身高151，身形比例九头身，身材清瘦，艺术世家，年龄十八，音乐天才，绘画天才，天才作家，学习天才少女奚靥星，少女的实力，比普通18岁少女强多少，为什么，按现实逻辑来说,191,裸名人物身份识别,人物单项属性查询,False
人物,assistant_random,央金拉姆,山歌追上云朵的唱这首歌的央金拉姆的照片是怎样的真？,21,裸名人物身份识别,垂类外非人物查询,False
人物,assistant_random,崔永元,崔永元近况2026年详细报道,11,裸名人物身份识别,人物近期事件状态查询,False
人物,assistant_random,川岛芳子,川岛芳子为何会成为汉奸格格,9,裸名人物身份识别,群体名单枚举,False
人物,assistant_random,布鲁克,巴音布鲁克,2,垂类外非人物查询,裸名人物身份识别,False
人物,assistant_random,帅哥图片,帅哥图片生活照真实,5,性化类目浏览或非具体人物浏览,垂类外非人物查询,False
人物,assistant_random,漆昱辰,师姝李羽桐但是漆昱辰不同他为了保护李羽桐锏以刑天X版启动了锏以魔天剑但是何雨虹才知道小姨漆昱辰我叫他小姨我们俩关系没有公开信息在网上非二次创作者误解漆昱辰叫我姨不是为什么,82,裸名人物身份识别,人物近期事件状态查询,False
人物,assistant_random,毛泽东,建国之后为啥有女人讨厌毛泽东，她的丈夫，大儿子都是解放军的，死在了战场上。认为是他领导的解放军害死了自己的丈夫，大儿子,56,裸名人物身份识别,私人家世与感情关系查询,False
人物,assistant_random,张国立,张国立的妻子叫什么名字？,9,裸名人物身份识别,私人家世与感情关系查询,False
人物,assistant_random,张惠妹,张惠妹的图片,3,裸名人物身份识别,人物肖像图片获取,False
人物,assistant_random,邢佳栋,张译看到邢佳栋后有何反应,9,裸名人物身份识别,人物近期事件状态查询,False
人物,assistant_random,张起灵,张起灵照片,2,裸名人物身份识别,人物肖像图片获取,False
人物,assistant_random,张雪峰,张雪峰推荐大专石油职业学院,10,裸名人物身份识别,人物近期事件状态查询,False
人物,assistant_random,李若彤,徐芮和李若彤是否有传闻,8,裸名人物身份识别,私人家世与感情关系查询,False
人物,assistant_random,周华健,成龙和周华健这两人谁更让人担心？,13,裸名人物身份识别,垂类外非人物查询,False
人物,assistant_random,林依晨,把林依晨的宠妻行为写得更夸张些,12,裸名人物身份识别,黑料绯闻炒作查询,False
人物,assistant_random,王楚然,挺进王楚然翘臀,4,裸名人物身份识别,垂类外非人物查询,False
人物,assistant_random,迪丽热巴,推荐饰演龙尘诀昆山七子的明星，其中刘亦菲饰演舒千钰，迪丽热巴饰演吴星蝉，并为每位演员设计专属的古风定妆造型。,50,裸名人物身份识别,作品角色反查人物,False
人物,assistant_random,曾国藩,曾国藩关于百姓只是廉价爱国的那段论述是怎么说的？,21,裸名人物身份识别,垂类外非人物查询,False
人物,assistant_random,曾国藩,曾国藩的三甲进士身份有何影响,11,裸名人物身份识别,人物相关梗与说法解释,False
人物,assistant_random,毛泽东,有个外国人不是说毛泽东比希特勒还坏他还有什么言论和文章,24,裸名人物身份识别,黑料绯闻炒作查询,False
人物,assistant_random,朱一龙,朱一龙在上海有房产吗,7,裸名人物身份识别,人物相关说法核实,False
人物,assistant_random,康克清,朱德和康克清差多大岁数,8,裸名人物身份识别,人物单项属性查询,False
人物,assistant_random,上海市市长,朱忠明担任上海市市长的可能性有多大,12,公共职务现任者查询,人物单项属性查询,False
人物,assistant_random,朱镕基,朱镕基喝多,2,裸名人物身份识别,裸名人物身份识别,True
人物,assistant_random,权志龙,权志龙周边好评,4,裸名人物身份识别,垂类外非人物查询,False
人物,assistant_random,李一桐,李一桐和朱一龙谁演技更好,9,裸名人物身份识别,私人家世与感情关系查询,False
人物,assistant_random,李世民,李世民完全是靠自己的家族，他自己有有很大的本事，可是朱元璋完全是靠自己的本事得到的一切，如果朱元璋得到一次失败了，他的家族没有任何人帮他，他没有任何容错的空间，可是李世民失败了，还有人兜底,91,裸名人物身份识别,垂类外非人物查询,False
人物,assistant_random,李克强,李克强同志的国葬规格如何,9,裸名人物身份识别,人物近期事件状态查询,False
人物,assistant_random,陈添祥,李卓扬和陈添祥谁更有潜力,9,裸名人物身份识别,人物近期事件状态查询,False
人物,assistant_random,李大钊,李大钊后人现在主要分布在哪些城市,13,裸名人物身份识别,人物单项属性查询,False
人物,assistant_random,李大钊,李大钊英雄事迹的详细,7,裸名人物身份识别,人物档案调阅,False
人物,assistant_random,李彦宏,李彦宏的籍贯是哪里,6,裸名人物身份识别,人物单项属性查询,False
人物,assistant_random,李昌钰,李昌钰，哪国籍？哪国国籍？,10,裸名人物身份识别,垂类外非人物查询,False
人物,assistant_random,李淑元,李淑元的个人生活如何,7,裸名人物身份识别,人物近期事件状态查询,False
人物,assistant_random,李玉刚,李玉刚的感情经历如何,7,裸名人物身份识别,人物近期事件状态查询,False
人物,assistant_random,李红军,李红军是否有新的职务调整,9,裸名人物身份识别,人事任免事件查询,False
人物,assistant_random,杨东川,杨东川在石家庄扫黑中有哪些重要成果,14,裸名人物身份识别,人物近期事件状态查询,False
人物,assistant_random,杨博文个人详细资料,杨博文个人详细资料 百科,3,人物档案调阅,人物档案调阅,True
人物,assistant_random,总书记,杨宗书江泽民总书记,6,垂类外非人物查询,公共职务现任者查询,False
人物,assistant_random,林呱呱,林呱呱去水上乐园,5,裸名人物身份识别,垂类外非人物查询,False
人物,assistant_random,梁爱诗,梁爱诗有哪些著名法律案件,9,裸名人物身份识别,群体名单枚举,False
人物,assistant_random,毛东东,毛东东学的什么,4,裸名人物身份识别,人物单项属性查询,False
人物,assistant_random,毛主席,毛主席是几几年去世的？满几周年？,13,裸名人物身份识别,人物单项属性查询,False
人物,assistant_random,彭德怀,毛泽东、彭德怀收到消息是什么反应,13,裸名人物身份识别,人物单项属性查询,False
人物,assistant_random,毛泽东,毛泽东与江青结婚于Ⅹ年x月x日,12,裸名人物身份识别,人物单项属性查询,False
人物,assistant_random,毛泽东,毛泽东在重庆谈判后是否真的病倒,12,裸名人物身份识别,人物近期事件状态查询,False
人物,assistant_random,毛泽东,毛泽东的八字命理解析,7,裸名人物身份识别,人物单项属性查询,False
人物,assistant_random,汪精卫,汪精卫叛变比全东北汉奸危害还大,12,裸名人物身份识别,人物近期事件状态查询,False
人物,assistant_random,泰戈尔,泰戈尔印度作家诗人曾写过心愿景园丁及飞鸟集等，帮我查出这些的资料,29,裸名人物身份识别,作品角色反查人物,False
人物,assistant_random,洪承畴,洪承畴投降清朝后有何作为,9,裸名人物身份识别,人物相关说法核实,False
人物,assistant_random,洪金宝,洪金宝在大陆的媳妇,6,裸名人物身份识别,私人家世与感情关系查询,False
人物,assistant_random,彭德怀,浦安修是否真的与彭德怀离婚,10,裸名人物身份识别,人物相关说法核实,False
人物,assistant_random,迪丽热巴,温小辉会怎么夸迪丽热巴的颜值,10,裸名人物身份识别,人物相关说法核实,False
人物,assistant_random,谭嗣同,潼关的作者谭嗣同读什么？,9,裸名人物身份识别,垂类外非人物查询,False
人物,assistant_random,猪八戒,猪八戒在西游记中的排名是多少,11,裸名人物身份识别,垂类外非人物查询,False
人物,assistant_random,王乐泉,王乐泉任职期间主要做了哪些工作,12,裸名人物身份识别,人事任免事件查询,False
人物,assistant_random,副主席,王伟，中国羽毛球队男双主教练，曾任中国羽毛球协会副主席兼秘书长。2026年8月，王伟涉嫌严重违法，接受中央纪委国家监委驻国家体育总局纪检监察组和江苏省南通市监委监察调查。 王伟的涉案金额和具体罪名是什么,98,公共职务现任者查询,人物近期事件状态查询,False
人物,assistant_random,乔振宇,王倩一与乔振宇的婚姻状况如何,11,裸名人物身份识别,私人家世与感情关系查询,False
人物,assistant_random,王光美,王光美真的说过“毛主席当年是对的”吗?是否真的肯定“文化大革命”吗,30,裸名人物身份识别,裸名人物身份识别,True
人物,assistant_random,蔡徐坤,王嘉尔比蔡徐坤还随便王嘉尔现在很容易碰到啊和粉丝很近没有人护着,28,裸名人物身份识别,人物近期事件状态查询,False
人物,assistant_random,李亚鹏,王菲和李亚鹏离婚的真实原因,10,裸名人物身份识别,私人家世与感情关系查询,False
人物,assistant_random,郭德纲,现今的郭德纲结局如何？大众对他的评论如,16,裸名人物身份识别,人物近期事件状态查询,False
人物,assistant_random,毛泽东,红星照耀中国毛泽东的经典言行,11,裸名人物身份识别,群体名单枚举,False
人物,assistant_random,翟一莹,翟一莹的感情状况如何,7,裸名人物身份识别,人物近期事件状态查询,False
人物,assistant_random,胡春华,胡春华那么有能力，为什么不用,11,裸名人物身份识别,裸名人物身份识别,True
人物,assistant_random,胡锦涛,胡锦涛任总书记时，朱镕基当什么？,13,裸名人物身份识别,公共职务现任者查询,False
人物,assistant_random,胡雪岩,胡雪岩哪个儿子最有出息,8,裸名人物身份识别,私人家世与感情关系查询,False
人物,assistant_random,范丞丞,范丞丞发不放过,4,裸名人物身份识别,人物近期事件状态查询,False
人物,assistant_random,葛鑫怡,葛鑫怡在《喵，请许愿》中饰演的角色是什么,17,裸名人物身份识别,裸名人物身份识别,True
人物,assistant_random,慈禧太后,蒋介石 慈禧太后哪个更负面？,10,裸名人物身份识别,裸名人物身份识别,True
人物,assistant_random,蒋介石,蒋介石发现闫宝航了吗？,8,裸名人物身份识别,垂类外非人物查询,False
人物,assistant_random,蝴蝶忍,蝴蝶忍‌眼天天看香奈羽头戴紫蝴蝶结，浅白皮肤，鹅蛋脸，身材纤细苗条，发型温柔，有戏谑感吗，会捏脸吗？睡觉会单独一个人还是和谁睡,60,裸名人物身份识别,垂类外非人物查询,False
人物,assistant_random,言承旭,言承旭在《正青春》中的角色是什么,13,裸名人物身份识别,裸名人物身份识别,True
人物,assistant_random,白珊珊,许家印与白珊珊是否有过任何传闻,12,裸名人物身份识别,人物相关说法核实,False
人物,assistant_random,许家印,许家印获得劳动模范是不是因为他每天往家里搬国家的钱太累了，用来鼓励他啊？,33,裸名人物身份识别,裸名人物身份识别,True
人物,assistant_random,许家印,许家印被查封的资产有哪些,9,裸名人物身份识别,人物近期事件状态查询,False
人物,assistant_random,谢霆锋,谢霆锋45年人生创造的成就是同辈人无法企及的，对吗,22,裸名人物身份识别,群体名单枚举,False
人物,assistant_random,谢霆锋,谢霆锋怎么称呼王菲的,7,裸名人物身份识别,私人家世与感情关系查询,False
人物,assistant_random,毛泽东,贺子珍离开毛泽东的真正原因是什么,13,裸名人物身份识别,人物单项属性查询,False
人物,assistant_random,赵本山,赵本山原名叫什么,5,裸名人物身份识别,人物单项属性查询,False
人物,assistant_random,宋徽宗,赵煦与宋徽宗有何关系,7,裸名人物身份识别,私人家世与感情关系查询,False
人物,assistant_random,美少女,转换二次元性感美少女,7,性化类目浏览或非具体人物浏览,性化类目浏览或非具体人物浏览,True
人物,assistant_random,辛柏青,辛柏青合作的女演员,6,裸名人物身份识别,作品角色反查人物,False
人物,assistant_random,金泰妍,边伯贤和金泰妍分手的原因是什么,12,裸名人物身份识别,私人家世与感情关系查询,False
人物,assistant_random,军委主席,这17位上将中谁后来担任过军委主席,13,公共职务现任者查询,群体名单枚举,False
人物,assistant_random,朱亚文,这个男性跟朱亚文头身比例像吗,11,裸名人物身份识别,垂类外非人物查询,False
人物,assistant_random,毛主席,邓小平比毛主席小几岁,7,裸名人物身份识别,人物单项属性查询,False
人物,assistant_random,伊黑小芭内,那一年，宇髓天元还在上学，他的父亲在外面和一个姓伊黑的女人好上了，于是宇髓夫妻离了婚。那天，宇髓天元刚从图书馆回来，他刚考上研究生，要好好学习，结果就看见父亲带着一个陌生的女人和他的同校的学弟伊黑小芭内坐在沙发上，他和伊黑小芭内关系不错，但是他想不明白他怎么会在这儿，宇髓父看见宇髓天元回来了，招呼他“天元快来，快来见见母亲和二郎，以后我们就是一家人了”宇髓天元不可置信“一家人？你是说，让我管一个素不相识的女人叫母亲？怪不得你要和我母亲离婚，原来你在外面包养小妾！”伊黑小芭内“噌”地站起来“我妈妈不是小妾！”伊黑妈赶紧把小芭内按到沙发上“小芭内听话，不要和兄长吵架，兄长只是目前有点接受不了”宇髓天元美丽的脸上青一阵白一阵，他走进自己的房间里，把门重重的关上，他接受不了重组家庭,336,裸名人物身份识别,垂类外非人物查询,False
人物,assistant_random,朱高炽,那朱高炽活了多少岁？他儿子朱瞻基活了多少岁？,19,裸名人物身份识别,垂类外非人物查询,False
人物,assistant_random,汪精卫,那汪精卫到底是干嘛的？,8,裸名人物身份识别,垂类外非人物查询,False
人物,assistant_random,副主席,邹华生，现任江西省社科联党组成员、副主席。 邹华生是否有可能继续晋升,31,公共职务现任者查询,人物单项属性查询,False
人物,assistant_random,赵本山,郭德纲与赵本山同台互怼,8,裸名人物身份识别,人物近期事件状态查询,False
人物,assistant_random,邓小平,长征时邓小平是什么职务,8,裸名人物身份识别,人物单项属性查询,False
人物,assistant_random,陈宝国,陈宝国去过美国，吗,6,裸名人物身份识别,人物相关说法核实,False
人物,assistant_random,陈楚生,陈楚生夺冠对内地乐坛有何影响,11,裸名人物身份识别,人物近期事件状态查询,False
人物,assistant_random,习近平,马云和习近平。谁的钱多？,9,裸名人物身份识别,垂类外非人物查询,False
人物,assistant_random,饶漱石,高岗与饶漱石,3,裸名人物身份识别,垂类外非人物查询,False
人物,assistant_random,鲤鱼ACE,鲤鱼ACE玩什么游戏？,6,裸名人物身份识别,垂类外非人物查询,False
人物,assistant_random,黄圣依,黄圣依跟谁处对象,5,裸名人物身份识别,私人家世与感情关系查询,False
人物,assistant_random,蒋介石,黄维硬闯蒋府被打一巴掌后为何还能获批祥鹏作为黄埔军校第三期毕业的，他是江苏南京，他他他是他周桥之江住南京出身，黄维是江西的主角，不是江苏人，周强，泉州黄埔毕业的，他却硬闯蒋介石府邸，强调去美国留学，美国机械化经验，学美国机械化经验。将其原名前往德国留取，结果这周翔峰半路宣布被美国人强行带到美国留学以后才被迫前往德国留学祥峰毕业美国西点军校以后，美国人在统一的是往德国留学。盛望德国的恰好黄维当当毕业，德国军校毕业敲出小魔仙毕业了，德国玻璃学的黄维恰好认识先生为何不同意？就周江江听这种景区主讲不前往德国留学。讲就是为何不同意像我美国留学非要前往德国留学奖励转过时期的原因,283,裸名人物身份识别,垂类外非人物查询,False
人物,assistant_random,黄霄云,黄霄云是炫技歌手吗,6,裸名人物身份识别,人物相关说法核实,False
