query,n_rows,sources,quotable_any,sid,in_report,in_docs,claude_lens
哪些属于拆零药品,1,2026search_rand,True,Mfff0442de69,False,False,False
哪些情况下甲状腺穿刺会导致扩散,1,assistant_random,True,M30586bea556,False,False,True
哪些情况下胸腔闭式引流需要连接负压吸引,1,2025search_rand,True,M35c26afaa73,False,False,True
哪些水果上火,1,2025search_rand,True,M28f09464c15,False,False,False
哪些皮肤病是真菌感染引起的,1,assistant_random,True,M4f134e24340,True,False,True
哪些素菜含叶酸,1,2025search_rand,True,M563d0fe914e,False,False,False
哪些肿瘤适合保守治疗,1,assistant_random,True,M9444f3d0ec3,False,False,True
哪些自费疫苗必须打,1,2025search_rand,True,M60df46e31e3,False,False,False
哪些草可以入药,1,2025search_rand,True,Mde75c1c4eb4,False,False,False
哪些药物会引起消化道出血,1,2026search_rand,True,Mb7affccff0e,False,False,False
哪些食物含胆固醇高一览表,1,2025search_rand,True,M6f01aa617c2,False,False,False
哪些食物含钾和磷高?,1,2026search_rand,True,Mda23f42a251,False,False,False
哪些食物富含微量元素as,1,2026search_rand,True,Mf6112527e63,False,False,False
哪些食物是无麸质饮食,1,2026search_rand,True,Mb07a4d4e88b,False,False,False
哪几种西药可以治腰疼,1,2026search_rand,True,M250356329bb,False,False,False
哪款坐垫最适合痔疮患者,1,assistant_random,True,Mb39ff22ec5d,False,False,True
哪种方法最安全,1,assistant_random,True,Me5a3c0275df,True,False,True
哪种精神疾病最难治疗且最危险,1,assistant_random,True,Mddc4b9344f8,False,False,True
哪种维生素缺乏会导致脚气病,1,2026search_rand,True,Mb1871bbbd68,False,False,True
哪种膏药对脚后跟疼最有效,1,assistant_random,True,Me08a39c6377,False,False,True
哪种茶饮对降低甘油三酯最有效,1,assistant_random,True,Mf075bddbca5,False,False,True
哪种钙片吃了不便秘效果好,1,2026search_rand,True,M5379a3c062f,False,False,False
"哪里不好,专治各种不好",1,2025search_rand,True,M230788a758a,False,False,False
哪里是骨盆,1,2025search_rand,True,M64aafcc5830,False,False,False
哪里治疗慢性肾炎医院好,1,2025search_rand,True,M847b69f36e5,False,False,True
哪里治颈椎病好邱悬壶,1,2026search_rand,True,M33d14b5562d,False,False,False
哭多了声音哑了怎么办怎样快速恢复,1,2025search_rand,True,M9a422289780,False,False,False
哮喘,3,"2025search,2026search,assistant_voice_top",True,Mfed5eb78072,False,False,True
哮喘对白桔梗过敏吗,1,2025search_rand,True,Md178fb23722,False,False,False
哮喘是怎么回事什么原因造成哮喘,1,2026search,True,M730024d558d,False,False,False
哮喘是慢阻肺的前期吗,1,2025search_rand,True,M9f8164a345b,False,False,False
哮喘病人肺功能正常可以去西双版纳工作吗,1,2025search_rand,True,Mcc1668f783b,False,False,False
哮喘病吃什么药效果最好,1,2026search,True,M48c1a63dc7e,False,False,False
哮喘病怎么治疗效果最好的方法,2,"2025search,2026search",True,M3a758fbfd72,False,False,False
哮喘病的症状表现,2,"2025search,2026search",True,M0b586c9f6da,False,False,False
哮喘能吸烟吗?,1,2025search_rand,True,Maccb16f5d12,False,False,False
哺乳期,3,"2025search,2026search,assistant_voice_top",True,M5e982bee756,False,False,True
"哺乳期,乳腺管像圆圆的怎么回事",1,2026search_rand,True,Ma53a0bb902f,False,False,True
哺乳期吃了复方铝酸铋颗粒吗,1,2025search_rand,True,M5b04e3b4543,False,False,True
哺乳期吃完布洛芬片多久喂奶,1,2026search_rand,False,M742053d18e0,False,False,True
哺乳期妈妈补钙量一天多少,1,2025search_rand,True,Md02c6a42869,False,False,True
哺乳期能吃感冒灵颗粒吗,1,2025search_rand,False,M465b2192dcd,False,False,True
哺乳期荨麻疹能喂母乳吗,1,2026search_rand,True,Ma88d3e2fd34,False,False,True
哺乳期补佳乐和溴隐亭可以一起吃吗,1,2025search_rand,True,Ma95a41408be,False,False,True
唇内侧口腔有小颗粒,1,2026search_rand,True,Mfd8d545290c,False,False,False
唇干裂脱皮怎么回事,1,2025search_rand,True,M3b2875451e4,False,False,False
唇炎怎么治疗最好最快最有效,1,2026search,True,Mca83071ecc1,False,False,False
唇炎的症状和图片,2,"2025search,2026search",True,M878ee52fb5e,False,False,False
唇炎的药膏有哪些,1,2025search_rand,True,M98917ab3a05,False,False,False
唇炎能敷生理盐水吗,1,2026search_rand,True,Mb141a7e8f4c,False,False,False
唇裂有疤能当兵吗,1,2026search_rand,True,Mdced8c0449b,False,False,False
唉，这次痒了，吃了五天莲花清瘟好多了，基本没啥症状了，然后用棉签测试咽试纸是阳性，还需要还继续吃特效药吗？,1,assistant_random,False,M5629043ebb7,False,False,True
唐家墩街道社区卫生服务中心,1,2026search_rand,True,M71eb1b4f813,False,False,False
唐山二中附近的医院,1,2026search_rand,True,M50d4ca1234a,False,False,True
唐山人民医院韩晓晨简历,1,2026search_rand,True,M80f9598009d,False,False,True
唐山妇幼医院李瑞宏的二子简介,1,2026search_rand,True,M2a07dab9cff,False,False,True
唐氏综合征,2,"2025search,2026search",True,Mefde60842a2,False,False,False
唐氏综合症,1,assistant_voice_top,True,Ma90120b9633,False,False,True
唐氏综合症是什么病,1,2026search,False,M9acf26435d4,False,False,False
唐氏综合症是啥病,2,"2025search,2026search",True,M01e0b98654b,False,False,False
唐氏综合症智商正常吗,1,2026search_rand,True,Me8741fe34b0,False,False,False
唐氏综合症的宝宝或者成人的照片,1,2026search_rand,True,Mc87a495b761,False,False,True
唐筛怎么看是否低风险,1,2026search_rand,True,M17e58470c60,False,False,False
唐筛检查主要是查什么,2,"2025search,2026search",True,Medcbeb1b560,False,False,False
唐都医院,2,"2025search,2026search",True,Mf7f43bf6130,False,False,True
唐都医院下属医院有哪些,1,2026search_rand,True,M04131783ef9,False,False,True
唐都医院妇科专家排名,1,2025search_rand,False,Md3db7a73bb2,False,False,True
唑吡坦药店能买到吗,1,2026search_rand,False,M0db67dfcb8e,False,False,False
唑来膦酸的作用与效果和副作用,2,"2025search,2026search",True,M2f739d59121,False,False,False
唑谜喹啉铜,1,2025search_rand,True,M502cf3fe174,False,False,False
唯e擦脸有什么用处维生素e软胶囊肠期搓脸有什么作用,1,2025search_rand,True,M480f31d845f,False,False,False
唯特和普安特哪个好一点,1,2025search_rand,True,M84dcb76ce3d,False,False,False
唱歌大声喝冰水会导致喉咙发炎吗,1,2025search_rand,True,Mc8f7ca923ba,False,False,False
唾液能吹泡泡是什么病,1,2026search_rand,False,M1b8b9ec0c74,False,False,False
唾液酸偏低意味什么,1,2026search_rand,True,M50863ff3c30,True,False,True
啃手指关节上的肉多长时间恢复,1,2025search_rand,True,Md5d52cdd827,False,False,False
商丘hpv疫苗九价接种地点,1,2026search_rand,True,M844a65aabf0,False,False,False
商丘五院糖尿病足专科,1,2026search_rand,True,Maa87f0d69f9,False,False,False
商丘儿科医院,1,2025search_rand,True,M8810a3eb099,False,False,True
商蛋白食物有哪些,1,assistant_random,True,Ma96885679fd,False,False,True
商陆,2,"2025search,2026search",True,Mc8ace4feaab,False,False,False
商陆的功效与作用,2,"2025search,2026search",True,Mb38eb48752b,False,False,False
啊些水果降血压,1,2026search_rand,True,M0e12f06e81b,False,False,False
啊咖酚散,1,2026search_rand,True,Mb134266a052,True,False,True
啊大椎穴那个包不越拔越大吗,1,assistant_voice,True,M03aba65c9aa,False,False,True
啊好痛肚子凸起来了怎么办,1,2025search,True,M448ba9c2f4f,False,False,False
啊米卡星有什么作用?,1,2026search_rand,True,M5f8f4364bd3,False,False,False
啊莫西林的功效,1,2026search,True,M2fa97d4f9fc,False,False,False
啤酒伤胃吗,1,2025search_rand,True,M956e3ceef17,False,False,False
啤酒加红糖有什么作用和功效,1,2026search,True,M62b11c037ac,False,False,False
啤酒可以兑雪碧喝吗,1,2026search_rand,True,Meed390a41b9,False,False,False
啤酒和白酒哪个升糖指数高,1,2025search_rand,True,Me1c883aca19,False,False,False
啤酒对身体健康有什么好处,1,2025search_rand,True,M06393a659fa,False,False,False
啤酒洗头有什么好处,1,assistant_voice,True,M59bd08f94f7,False,False,True
啤酒的好处与功效作用,2,"2025search,2026search",True,M600c737e9cd,False,False,False
啥叫创新药,1,2026search_rand,True,Me2c9b50cce2,False,False,False
啥叫心脏早搏,1,2026search_rand,True,Mbfaf103ff85,False,False,False
啥情况突然会荨麻疹,1,2026search_rand,True,Me5be23c9062,False,False,False
啥病能引起大脚盖增厚,1,2026search_rand,True,Ma0ac24ea0fd,False,False,True
啥药吃了能快速入睡,1,2026search_rand,True,M022a9dda760,False,False,False
"喂奶乳房软软的,够婴儿吃吗",1,2025search_rand,True,Meb01ef15e48,False,False,True
善多康柏客健是正规厂家吗,1,2026search_rand,True,M20a7f2ea921,False,False,False
善太息,1,2026search_rand,True,M2eda92b94d5,False,False,False
善存多维元素片29功效和作用,2,"2025search,2026search",True,M8cba15edf15,False,False,False
善存多维元素片小孩吃的好吗,1,2026search_rand,True,Mff8cdd43e7c,False,False,True
善存片多种维生素的作用和功效,2,"2025search,2026search",True,M7ce4ec48b29,False,False,False
善林堂骨份科诊所怎么坐地铁,1,2025search_rand,True,Mf7855ddef52,False,False,True
善顺堂,1,2025search_rand,True,M6d1cd86feff,False,False,True
喉咙,3,"2025search,2026search,assistant_voice_top",True,M1d5c718ec61,True,False,True
喉咙不舒服会不会性病,1,2025search_rand,False,M0ed00f15ea4,False,False,True
喉咙为什么会长息肉,1,2026search_rand,True,Md7f9e0ae996,False,False,False
喉咙双侧小结能吃棒冰吗,1,2025search_rand,True,M74e9e51dbd9,False,False,False
喉咙发炎吃什么药效果好得快,2,"2025search,2026search",True,M519e32ec604,False,False,False
喉咙发炎图片和正常图片,1,2025search_rand,True,M1d2b0f4b41c,False,False,False
喉咙发炎最快治疗方法,1,2026search,True,M81fcb033e0b,False,False,False
"喉咙发炎肿痛怎么办,吞咽疼痛",1,2025search,True,M5e3c76dbe12,False,False,False
喉咙发炎能母乳喂养吗,1,2025search_rand,True,M7689bf7f993,False,False,True
喉咙发痒老是咳嗽 是什么原因,2,"2025search,2026search",True,Mdce5b56b12d,False,False,False
"喉咙吞口水有梗阻感,头疼,发冷",1,2026search_rand,True,M867991df532,False,False,False
喉咙干有黄痰耳朵有点疼头也疼吃什么药,1,2026search_rand,True,Mbb9eb339fc7,False,False,False
喉咙干燥是什么原因引起的,1,2026search,False,Ma7df6b97a2b,False,False,False
喉咙干说话沙哑吃啥药,1,2026search_rand,True,M99ffcdc0531,False,False,False
喉咙异物感喝金银花效果好吗,1,2026search_rand,True,Mb32ad8d8b7c,False,False,False
喉咙感觉一直有异物感是怎么回事,1,2025search,True,M8bb2a480f12,False,False,False
喉咙扎针扎哪个位置,1,2025search_rand,True,Mff6476dad7d,False,False,False
喉咙有个泡可以吃头孢克肟胶囊吗,1,2025search_rand,True,Mbd177b82ac4,False,False,False
喉咙有异物感,1,assistant_top,True,Maae088c5e56,False,False,True
"喉咙有异物感,咽部好像有东西堵塞",2,"2025search,2026search",True,M935b8e45197,True,False,True
"喉咙有异物感,咽部好像有东西堵塞,总感",2,"2025search,2026search",True,Mecd28440824,False,False,False
喉咙有点痛,1,2025search_rand,True,M76f6e4f0852,False,False,False
喉咙有痰吐不出来.粘着喉咙.怎么办,2,"2025search,2026search",True,M5b34c596d67,False,False,False
喉咙有痰咳不出来咽不下去,1,2026search_rand,True,M7c3f55c5c10,False,False,False
喉咙沙哑怎么治疗最快方法,1,2026search,True,Mba92341f379,False,False,False
喉咙火热热是什么病,1,2025search_rand,False,M582f54352a3,False,False,False
喉咙疼可以吃橙子吗,1,2025search_rand,True,M1840cdc92cc,False,False,False
喉咙疼吃什么药效果最好,3,"2025search,2025search_rand,2026search",True,Mc59b873ab14,True,False,True
喉咙疼痛一咽口水就疼和甲状腺有关吗,1,2025search,True,Mf521adc4768,False,False,False
喉咙疼痛一咽口水就疼怎么办,1,2026search,True,M616a51bf7f8,False,False,False
喉咙痒一直咳嗽怎么办,1,2025search_rand,True,M3adab880e4c,False,False,False
喉咙痒引起咳嗽吃什么药效果最好,1,2026search,True,M39ef0f2fb35,False,False,False
"喉咙痒痒,想咳嗽,是怎么回事",1,2025search,True,Me2414bd8987,False,False,False
喉咙痒痒的老是想咳嗽是怎么回事,2,"2025search,2026search",True,M6158daddb7e,False,False,False
喉咙痛,2,"2025search,assistant_voice_top",True,Mdb57de56d89,False,False,True
喉咙痛可以打免疫球蛋白吗,1,2025search_rand,True,Mbc6e6be5281,False,False,False
喉咙痛吃什么药好得最快最有效,2,"2025search,2026search",True,M2663086cd39,False,False,False
喉咙痛吃牛黄解毒胶囊有用吗,1,assistant_voice,True,M8ef1ec3c518,True,False,True
喉咙痛吃药不见好转怎么办,1,2026search_rand,True,M829b78f87ba,False,False,False
喉咙痛咽口水都痛怎么办,2,"2025search,2026search",True,Maec5bfe3de9,False,False,False
喉咙痛怎么治疗最快方法,1,2025search,True,M6f5633118bb,False,False,False
喉咙痛畏寒发烧,1,2025search_rand,True,M18cbb68438a,False,False,False
喉咙痛的最快解决方法,1,2026search,True,M2fe7c819f1a,False,False,False
喉咙痰中带血是什么原因,1,2026search_rand,True,M59b4e3068d6,False,False,False
喉咙经常有软结石怎么回事,1,2026search_rand,True,M169dfb38d3b,False,False,False
喉咙老是感觉,1,assistant_voice,True,M69fa1e1377f,False,False,True
喉咙老是感觉有异物感是什么原因,1,2025search_rand,True,Mf95e406834a,True,False,True
喉咙都是泡泡怎么回事,1,2025search_rand,True,Mee0383c091c,False,False,False
喉咙里总是有吐不完的痰是怎么回事,1,2026search_rand,True,M382b1020e0a,False,False,False
喉咙里总是有痰液粘着是什么原因,2,"2025search,2026search",True,Me645ffcf671,True,False,True
"喉咙里面感觉有异物堵,是甲状腺结节吗",2,"2025search,2026search",True,M047170d8c46,False,False,False
喉炎可以用罗汉果泡水喝吗,1,2026search_rand,True,M102c049c650,False,False,False
喉炎的症状表现有哪些,2,"2025search,2026search",True,M47d270aba0b,False,False,False
喉癌可以治愈吗能活多久,1,2026search,True,Maeacd5e9c90,False,False,False
喉癌早期有哪些症状,1,2025search,True,Mf4267514b97,False,False,False
喉癌症状的早期表现,2,"2025search,2026search",True,Ma13e801abea,False,False,False
喉癌的早期症状,2,"2025search,2026search",True,M842eac84e02,False,False,False
喉节处长了个疙瘩,1,2026search_rand,True,M99a59556ab1,False,False,False
喉部异物属于哪个系统的疾病,1,2026search_rand,True,M3a6f64f9e89,False,False,False
喉镜怎么做的 难受吗,2,"2025search,2026search",True,Md9ec30c1086,False,False,False
喉镜检查一次要多少钱,1,2026search,True,Mbe7ac964bde,False,False,False
喘气,1,assistant_voice_top,True,M5109e79f241,False,False,True
喘气困难胸闷头晕有生命危险吗,1,2026search_rand,True,Me9d24496423,False,False,True
喜妹益生菌还剩2勺,1,2026search_rand,True,Mfbb9822b772,False,False,False
喜来健官网,1,assistant_top,True,Mb1da614f081,False,False,True
喜来健理疗床,1,assistant_top,True,M50ef6596eac,False,False,True
喜欢左侧趴着睡,1,2025search_rand,True,Ma116a380fec,False,False,False
喜炎平注射功效与作用是什么,1,2025search,True,M5e49f2b2a21,False,False,False
喜炎平的作用与功效,1,2026search,True,M4b9531e73af,False,False,False
喜诺康在药店能买到吗,1,2025search_rand,True,M19299b14eab,False,False,False
喜辽妥,1,2025search,True,M3de24568e1c,False,False,False
喜辽妥软膏功效和作用,1,2026search,True,M077ae9a2ed6,False,False,False
喝6两白酒就难受了正常吗,1,2026search_rand,True,Mc8b342a8b90,False,False,False
喝一杯清茶,1,2026search_rand,True,Mab40e26bead,False,False,False
喝中药不能吃辣椒吗为什么,1,2026search_rand,True,M0ace5079778,False,False,False
喝中药后多久后能吃榴莲啊,1,2025search_rand,True,Mb600f8f2bac,False,False,False
喝中药喝酒了有什么影响,1,2025search_rand,False,Mb4753012931,False,False,False
喝中药忌什么东西不能吃,1,assistant_random,False,M8d00a8834e7,False,False,True
喝中药忌口哪些食物,2,"2025search,2026search",False,M26a77480501,False,False,False
喝中药能吃什么,1,2025search_rand,True,Mc8402a3fcbb,False,False,False
喝中药能吃大虾吗,1,2025search_rand,True,M5610160c450,False,False,False
喝中药能吃热干面吗?,1,2026search_rand,True,Mb10c9e142bd,False,False,False
喝中药能吃绿豆吗?,1,2025search_rand,True,M356d397a4ef,False,False,False
喝中药能喝牛奶和东方树叶吗,1,2025search_rand,True,M74fea55001c,False,False,False
喝中药能喝酒吗,1,2025search,False,M7b1487f84d1,False,False,False
喝中药能马上洗澡吗,1,2025search_rand,True,Mc162327efd3,False,False,False
喝中药还能啤酒喝吗,1,2026search_rand,True,Mbe52c32dca5,False,False,False
喝了,1,assistant_voice_top,True,Mb150a22eeaa,False,False,True
喝了2个多月的中药后大家都说我瘦了好不好,1,2025search_rand,True,Mee800400f24,False,False,False
喝了中药后胃不舒服还要继续喝吗,1,2025search_rand,True,M6ea4309ac3d,False,False,False
喝了凉水小腹隐隐作痛,1,2026search_rand,True,M55d92629493,False,False,False
喝了几天野菊米睡眠好了,1,2026search_rand,True,Me981dabe002,False,False,False
喝了十滴水算酒驾吗,1,2026search_rand,True,M8a471eeb515,False,False,False
喝了啤酒可以喝藿香正气水吗,1,2025search_rand,False,M4573dbf0fe5,False,False,False
喝了啤酒可以喝西梅汁吗,1,2025search_rand,True,Mcfc9309f563,False,False,False
喝了巢医研的气血饮,1,2026search_rand,True,M2d28b0ae0d6,False,False,False
喝了开水为什么不出汗,1,2026search_rand,True,Md8264e5bc18,False,False,False
喝了我最近四杯血曲线抛物图全的,1,assistant_voice,True,Me970a513d97,False,False,True
喝了扑热息痛三个小时可以喝布洛芬吗,1,2026search_rand,False,Mb3aeda09d4c,False,False,False
喝了拿铁睡不着有什么办法吗,1,2026search_rand,True,Mba19400a66c,False,False,False
喝了板蓝根还能吃阿奇霉素吗,1,2025search_rand,False,M09c04c0f730,False,False,False
喝了清热水舌苔发白,1,2025search_rand,True,Mc9b0b76b748,False,False,False
喝了牛奶可以吃头孢消炎药吗,1,2026search_rand,False,M86ee15238f5,False,False,False
喝了甜奶茶上厕所,1,2026search_rand,True,M8bfcd6a32c3,False,False,False
"喝了红豆薏米水后口渴,出汗排尿次数少腿沉重正常?",1,2025search_rand,True,Md9eafb062da,False,False,False
喝了茶睡不着拉血,1,2026search_rand,True,Mc23204b543e,False,False,False
喝了藿香正气水能喝酒吗,1,2025search,False,M6b99df5149e,False,False,False
喝了酒发烧了怎么办如何退烧,1,2026search_rand,True,Mc8c03408370,False,False,False
喝了酒多久会醉,1,2025search_rand,True,Mca0bd051f48,False,False,False
喝了酒第二天可以做超聲炮嗎,1,2026search_rand,True,M90749d530ac,False,False,False
喝了酒还能献血吗,1,2026search_rand,True,Mca9b71fc238,False,False,False
喝了酸牛奶血糖但是5.0,1,2026search_rand,True,Mf98bc349fb9,False,False,False
喝了醪糟红糖水腰酸痛,1,2025search_rand,True,Mfab9e004228,False,False,False
喝了黄芪精还能吃山楂丸吗,1,2025search_rand,False,M0297cfcfb00,False,False,True
喝什么水可以改善乳腺增生和结节,1,2025search_rand,True,M3243d1e20c7,False,False,True
喝什么粥不升血糖,1,assistant_voice_top,True,Md0abfe3fb7c,False,False,True
喝什么饮料有助于睡眠,1,2025search_rand,True,Macd2e932415,False,False,False
喝元气森林血糖会高吗,1,2025search_rand,True,Mfa8354a7465,False,False,False
喝六个核桃会血糖高吗,1,2025search_rand,True,M57f22b7960d,False,False,False
喝六天粥瘦几斤正常,1,2025search_rand,True,M6721c9f9a8c,False,False,False
喝冰糖山楂水有什么好处,1,2026search_rand,True,Md7fd139e4c5,False,False,False
喝决明子会引起宫寒吗,1,2026search_rand,True,M3c811615b99,False,False,False
喝凉水会感冒吗,1,2026search_rand,True,M989d7363977,False,False,False
喝凉饮料胃疼怎么回事,1,2025search_rand,True,Mbd334e67cac,False,False,False
喝劲酒有什么好处,1,assistant_top,True,M08d90fb6c13,False,False,True
喝单丛茶会胖吗,1,2026search_rand,True,Mdcd20db9043,False,False,False
喝可乐 升糖会升几小时的血糖,1,2025search_rand,True,Me5a3d522c75,False,False,False
喝和其正的好处和坏处,1,assistant_voice,True,Md0275f811b6,False,False,True
喝咖啡可以降尿酸吗,1,2026search_rand,True,M86461d8877d,False,False,False
喝咖啡对身体有什么好处和坏处,2,"2025search,2026search",True,M2ab71e8688b,False,False,False
喝咖啡的好处和坏处,1,2025search,True,M4821cdc12bf,False,False,False
喝咖啡能减肥吗?,1,2025search,True,M647e5e5e657,False,False,False
喝啤酒3小时候我吃了头孢地尼,1,2026search_rand,False,M773989b6fc9,False,False,False
喝啤酒会不会发胖,2,"2025search,2026search",True,M822f9199468,False,False,False
喝啤酒会嗝气吗为什么,1,2026search_rand,True,M5bb8e5bab62,False,False,False
喝啤酒会导致尿路感染复发吗,1,2026search_rand,True,Mad94699f7bc,False,False,False
喝啤酒后能吃感冒药吗有影响吗,1,2026search_rand,False,M5e1f168cf3f,False,False,False
喝啤酒多啦腿会抽筋吗,1,2026search_rand,True,Meb010ed3a17,False,False,False
喝啤酒对肠道有益处吗?,1,2026search_rand,True,Mcd2422268e8,False,False,False
喝啤酒甜是怎么回事,1,2025search_rand,True,M4a5b9ae8ae8,False,False,False
喝啤酒的好处和坏处,2,"2025search,2026search",True,M2e7f711c7af,False,False,False
喝啤酒能减肥吗,1,2025search,True,M0a4a18ebaa2,False,False,False
喝夏枯草为什么会放屁多,1,2025search_rand,True,M6f7600b681f,False,False,True
喝多了吃东西就吐,1,2026search_rand,True,Mee911780f17,False,False,False
喝大窑嘉宾有什么好处,1,2026search_rand,True,Mc3bbc6a21af,False,False,False
喝大麦茶有什么好处和功效,1,2026search,True,M3856aa50227,False,False,False
喝完中药后多长时间可以喝茶水,1,2026search_rand,True,M245a94314de,False,False,False
喝完优思悦出血怎么回事,1,2026search_rand,True,M72995225cd6,False,False,False
喝完八珍粉后可以喝中药吗,1,2026search_rand,False,M4e15a6433a7,False,False,False
喝完啤酒全身痒怎么回事,1,2025search_rand,True,Mcf01d52fca3,False,False,False
喝完啤酒就上厕所,1,2025search_rand,True,Me49d569623f,False,False,False
喝完桃花水涩涩的,1,2025search_rand,True,M1bd8ed01b3d,False,False,False
喝完紧急避孕药后再一次同房有效果吗,1,2025search_rand,False,M79e67ea2206,False,False,True
喝完蒙托石散多长时间能喝益生菌,1,2025search_rand,False,M8f1e82f71da,False,False,False
喝完酒多久可以吃过敏药,1,2026search_rand,False,M50f7e27a0a1,False,False,False
喝完酒怎么快速散酒味,1,2026search_rand,True,M7f4eed6e438,False,False,False
喝完酒眼压高怎么回事,1,2025search_rand,True,M49b82dacdd4,False,False,False
喝完酒脸白冒虚汗是什么原因,1,2025search_rand,True,M6bcc4d9b2e7,False,False,False
喝完酒还能喝孟鲁司特钠片吗,1,2025search_rand,False,Mf1e14a1fd3e,False,False,False
喝完黄芪口服液多久能来月经,1,2026search_rand,True,Mc2b273d013a,False,False,False
喝富氢水有什么好处每天喝多少,1,2026search_rand,True,Mbca21282f79,False,False,False
喝山药粉对胃有什么功效,1,assistant_voice,True,M3d2b0b8a8f1,True,False,True
喝山药粉能减肥吗,1,2026search_rand,True,Mfa79b70aaa8,False,False,False
喝常温牛奶拉肚子是怎么回事,1,2025search_rand,True,M69db482b6a2,False,False,False
喝康师傅绿茶的好处和坏处,1,2025search_rand,True,M2282a9a756c,False,False,False
喝强骨生血口服液有什么好处,1,2025search_rand,True,Mfb959709d4e,False,False,False
喝当归黄芪口服液的好处,1,2026search_rand,True,M0738cb6e41b,False,False,False
喝敌草快40天了还会出现肺纤维化吗,1,2026search_rand,True,Mb580934a3fb,False,False,False
喝枸杞对胰腺的影响,1,2026search_rand,True,Mff2a9744f66,False,False,False
喝柠檬水有什么好处和功效,2,"2025search,2026search",True,Mcc93011c16b,False,False,False
喝栀子的禁忌,1,2026search_rand,True,M0c77ab95592,False,False,False
喝椰子水好不好,1,assistant_voice,True,M59ad07a51a2,False,False,True
喝水也吐是什么原因,1,2025search_rand,True,M947740e6cc9,False,False,False
喝水多长时间就能做b超,1,2025search_rand,True,Md0c55ec06b1,False,False,False
喝水时候背疼,1,2026search_rand,True,Mdfb699c6f3a,False,False,False
喝水测血糖准吗,1,assistant_random,True,Mea7609ec456,False,False,True
喝水都胖的人是什么原因,1,2025search_rand,True,M98f582f1321,False,False,False
喝浆水会拉肚子吗怎么回事,1,2026search_rand,True,M090a1ddee03,False,False,False
喝湿热的中药会导致皮肤瘙痒吗,1,2026search_rand,True,M0856e276776,False,False,False
喝点什么药例假就不来了,1,2026search_rand,True,M7304dd985c5,False,False,False
喝牛奶 乳糖耐受 喝驼奶可以吗,1,2026search_rand,True,M4bba3ef230e,False,False,True
喝牛奶可以吃西瓜吗,1,2026search_rand,True,M31d407b0c8f,False,False,False
喝牛奶对头发有好处吗,1,2025search_rand,True,Mb291e7c6856,False,False,False
喝牛奶就小肚子胀气放屁,1,2026search_rand,True,M1637608b64b,False,False,True
喝牛奶拉肚子怎么回事,2,"2025search,2026search",True,Mbdab8315e88,False,False,False
喝牛奶缓解铅中毒吗,1,2026search_rand,True,Me4508adda68,False,False,False
喝牛奶身上起疙瘩图片,1,2025search_rand,True,Mb4f37e22aeb,False,False,False
喝白酒后可以喝藿香正气水吗,1,2026search_rand,False,Ma3432b391c8,False,False,False
喝着抗癌中药还会转移,1,2026search_rand,True,M4cab17eabf8,False,False,False
喝睡眠药维生素D可以吃吗,1,assistant_random,True,M4f1490ef5f0,False,False,True
"喝硫酸镁后没有拉的感觉,但是蹲下就拉出稀水来正常吗",1,2026search_rand,True,M79cf113282c,False,False,False
喝碘后多久可以喝酒抽烟,1,2025search_rand,True,M75682436e94,False,False,False
喝稀饭总是尿多,1,2026search_rand,True,M7095044dc78,False,False,False
喝紫苏子油有什么好处和坏处吗,1,2026search_rand,True,M756786d3618,False,False,False
喝红牛对男人好吗能不能提高性功能,1,2025search_rand,True,M5f107bbea3e,False,False,True
喝红花水几天能流产,1,2025search_rand,False,M15f0679542e,False,False,False
喝红茶两个小时后能喝牛奶吗?,1,2025search_rand,True,M360bac211cb,False,False,False
喝红茶有什么好处和功效和作用,2,"2025search,2026search",True,M07fb1026a98,False,False,False
喝纯牛奶会不会变白,1,assistant_voice,True,M4ef54a3a8bc,False,False,True
喝维生素b2还可以不可以泡无花果和红枣水喝,1,assistant_voice,True,M1faca44eef6,False,False,True
喝绿茶有什么好处和功效和作用,1,2026search,True,M12b87f40cbf,False,False,False
喝绿豆汤可以吃韭菜吗,1,2025search_rand,True,M1668bfe1bcf,False,False,False
喝羊奶会改善皮肤吗,1,2025search_rand,True,Mb6c37151a94,False,False,False
喝胶原蛋白肽好还是吃燕窝好,1,2026search_rand,True,M016e9c4ef98,False,False,False
喝苏打水对心脏有影响吗,1,2026search_rand,True,Mf485745fe46,False,False,False
喝苏打水有什么好处和坏处,1,2025search,True,M576467dbfd6,False,False,False
喝苏打水的好处与坏处,1,2026search,True,M9a9f937cf65,False,False,False
喝苦荞茶对尿酸高有好处吗,1,2025search_rand,True,M6c12945121f,False,False,False
喝苦荞茶有什么功效和作用,1,2026search,True,M2be0975290e,False,False,False
喝茉莉蜜茶会影响睡眠吗,1,2026search_rand,True,M988cc1e9701,False,False,False
喝茶叶对身体有哪些好处和坏处,1,2026search,True,Mfb5dc952c41,False,False,False
喝茶心慌饿得快怎么回事,1,2026search_rand,True,Mfe5f1c8a908,False,False,False
喝茶水对身体有什么好处和坏处,2,"2025search,2026search",True,M33aeb28dd38,False,False,False
喝茶水血糖会升高吗,1,2026search_rand,True,Mca2b26562ef,False,False,False
喝茶能提神多久,1,2026search_rand,True,Md48158328e1,False,False,False
喝茶解药吗是真的吗,1,2025search_rand,True,M46b58303244,False,False,False
喝葛根粉真的调解睡眠吗,1,2025search_rand,True,Mf2913a8ae79,False,False,False
